NFR19,Source,Activity,Profile_ID,SNAP,GNFR
2A5b,Construction of houses,Construction,MISC_ANY,4,B_Industry
2A5b,Construction of apartment buildings,Construction,MISC_ANY,4,B_Industry
2A5b,Non-residential construction,Construction,MISC_ANY,4,B_Industry
2A5b,Road construction,Construction,MISC_ANY,4,B_Industry
2A6,Brick manufacture - Fletton,Fletton bricks,INDU_PRO_GEN,4,B_Industry
2A6,Cement and concrete batching,Process emission,INDU_PRO_GEN,4,B_Industry
2A6,Brick manufacture - non Fletton,Non-Fletton bricks,INDU_PRO_GEN,4,B_Industry
2A6,Refractories - non chromite based,Refractory production,INDU_PRO_GEN,4,B_Industry
2A6,Refractories - chromite based,Refractory production,INDU_PRO_GEN,4,B_Industry
2A6,Unglazed ceramics,Ceramics production,INDU_PRO_GEN,4,B_Industry
2A6,Glazed ceramics,Ceramics production,INDU_PRO_GEN,4,B_Industry
2B1,Ammonia production - combustion,Natural gas,INDU_PRO_GEN,4,B_Industry
2B1,Ammonia production - feedstock use of gas,Natural gas,INDU_PRO_GEN,4,B_Industry
2B10,Chemical industry - general,Process emission,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - general,Non fuel bitumen use,INDU_MAN_CHE,4,B_Industry
2B10a,Coal tar distillation,Coal tar distilled,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - general,Chemicals and manmade fibres,INDU_MAN_CHE,4,B_Industry
2B10a,Solvent and oil recovery,Process emission,INDU_PRO_GEN,4,B_Industry
2B10a,Coal tar and bitumen processes,Process emission,INDU_PRO_GEN,4,B_Industry
2B10a,Chemical industry - phosphate based fertilizers,Phosphate rock imports,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - cadmium pigments and stabilizers,Non-fuel combustion,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - carbon black,Carbon black capacity,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - reforming,Chemicals and manmade fibres,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - hydrochloric acid use,Chemicals and manmade fibres,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - chloralkali process,Chlorine capacity,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - ammonia based fertilizer,Non-fuel fertilizer,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - ammonia use,Process emission,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - nitric acid use,Chemicals and manmade fibres,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - alkyl lead,Process emission,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - ammonia based fertilizer,Ammonium nitrate,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - chromium chemicals,Process emission,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - magnesia,Magnesia production,INDU_MAN_CHE,4,B_Industry
2B10a,Sulphuric acid production,Acid production,INDU_PRO_GEN,4,B_Industry
2B10a,Chemical industry - pigment manufacture,Process emission,INDU_MAN_CHE,4,B_Industry
2B10a,Chemical industry - sulphuric acid use,Chemicals and manmade fibres,INDU_MAN_CHE,4,B_Industry
2B10b,Ship purging,Process emission,INDU_PRO_GEN,4,B_Industry
2B2,Nitric acid production,Acid production,INDU_PRO_GEN,4,B_Industry
2B3,Adipic acid production,Adipic acid produced,INDU_PRO_GEN,4,B_Industry
2B6,Chemical industry - titanium dioxide,Titanium dioxide,INDU_MAN_CHE,4,B_Industry
2B6,Chemical industry - titanium dioxide,Coke,INDU_MAN_CHE,4,B_Industry
2B6,Chemical industry - titanium dioxide,Petroleum coke,INDU_MAN_CHE,4,B_Industry
2B7,Chemical industry - soda ash,Soda ash,INDU_MAN_CHE,4,B_Industry
2B7,Chemical industry - soda ash,Soda ash produced,INDU_MAN_CHE,4,B_Industry
2B8a,Chemical industry - methanol,Methanol,INDU_MAN_CHE,4,B_Industry
2B8a,Methanol production – combustion,Natural gas,INDU_PRO_GEN,4,B_Industry
2B8a,Chemical industry - methanol,Natural gas,INDU_MAN_CHE,4,B_Industry
2B8b,Chemical industry - ethylene,Ethylene,INDU_MAN_CHE,4,B_Industry
2B8c,Chemical Industry - ethylene dichloride,Ethylene dichloride,INDU_MAN_CHE,4,B_Industry
2B8d,Chemical industry - ethylene oxide,Ethylene oxide,INDU_MAN_CHE,4,B_Industry
2B8e,Chemical industry - acrylonitrile,Acrylonitrile,INDU_MAN_CHE,4,B_Industry
2B8f,Chemical industry - carbon black,Carbon black capacity,INDU_MAN_CHE,4,B_Industry
2B8g,Chemicals (combustion),OPG,INDU_MAN_CHE,4,B_Industry
2C1,Sinter production,Iron production,INDU_MAN_IRO,4,B_Industry
2C1,Electric arc furnaces,Steel production (electric arc),INDU_MAN_IRO,4,B_Industry
2C1,Iron and steel - flaring,Blast furnace gas,INDU_MAN_IRO,4,B_Industry
2C1,Blast furnaces,Iron production (blast furnace),INDU_MAN_IRO,4,B_Industry
2C1,Basic oxygen furnaces,Steel production (oxygen converters),INDU_MAN_IRO,4,B_Industry
2C1,Integrated steelworks - other processes,Iron production (blast furnace),INDU_MAN_IRO,4,B_Industry
2C1,Iron and steel - steel pickling,Non-fuel combustion,INDU_MAN_IRO,4,B_Industry
2C1,Hot rolling of steel,Rolled steel products,INDU_MAN_IRO,4,B_Industry
2C1,Cold rolling of steel,Rolled steel products,INDU_MAN_IRO,4,B_Industry
2C1,Integrated steelworks - stockpiles & other diffuse sources,Iron production,INDU_MAN_IRO,4,B_Industry
2C1,Integrated steelworks - stockpiles,Iron production,INDU_MAN_IRO,4,B_Industry
2C1a,Electric arc furnaces,Steel production (electric arc),INDU_MAN_IRO,4,B_Industry
2C1a,Basic oxygen furnaces,Dolomite,INDU_MAN_IRO,4,B_Industry
2C1a,Electric arc furnaces,Petroleum coke,INDU_MAN_IRO,4,B_Industry
2C1a,Ladle arc furnaces,Steel production (oxygen converters),INDU_MAN_IRO,4,B_Industry
2C1a,Ladle arc furnaces,Steel production (electric arc),INDU_MAN_IRO,4,B_Industry
2C1b,Blast furnaces,Blast furnace gas,INDU_MAN_IRO,4,B_Industry
2C1b,Blast furnaces,Coke oven gas,INDU_MAN_IRO,4,B_Industry
2C1b,Blast furnaces,LPG,INDU_MAN_IRO,4,B_Industry
2C1b,Blast furnaces,Natural gas,INDU_MAN_IRO,4,B_Industry
2C1b,Iron and steel - combustion plant,Blast furnace gas,INDU_MAN_IRO,4,B_Industry
2C1b,Iron and steel - combustion plant,Coke oven gas,INDU_MAN_IRO,4,B_Industry
2C1b,Iron and steel - flaring,Blast furnace gas,INDU_MAN_IRO,4,B_Industry
2C1d,Sinter production,Coke,INDU_PRO_GEN,4,B_Industry
2C1d,Sinter production,Limestone,INDU_PRO_GEN,4,B_Industry
2C1d,Sinter production,Dolomite,INDU_PRO_GEN,4,B_Industry
2C3,Primary aluminium production - anode baking,Process emission,INDU_MAN_MET,4,B_Industry
2C3,Primary aluminium production - vertical stud Soderberg process,Process emission,INDU_MAN_MET,4,B_Industry
2C3,Primary aluminium production - pre-baked anode process,Process emission,INDU_MAN_MET,4,B_Industry
2C3,Primary aluminium production - general,Primary aluminium production,INDU_MAN_MET,4,B_Industry
2C3,Secondary aluminium production,Secondary aluminium production,INDU_MAN_MET,4,B_Industry
2C3,Alumina production,Primary aluminium production,INDU_PRO_GEN,4,B_Industry
2C3a,Primary aluminium production - general,Primary aluminium production,INDU_MAN_MET,4,B_Industry
2C5,Secondary lead production,Refined secondary lead,INDU_MAN_MET,4,B_Industry
2C5,Lead battery manufacture,Process emission,INDU_MAN_MET,4,B_Industry
2C6,Primary lead/zinc production,Slab zinc and lead bullion produced,INDU_MAN_MET,4,B_Industry
2C6,Zinc alloy and semis production,Zinc consumption,INDU_MAN_MET,4,B_Industry
2C6,Non-ferrous metal processes,Coke,INDU_MAN_MET,4,B_Industry
2C6,Zinc oxide production,Process emission,INDU_MAN_MET,4,B_Industry
2C7a,Secondary copper production,Refined copper,INDU_MAN_MET,4,B_Industry
2C7a,Copper alloy and semis production,Copper consumption,INDU_MAN_MET,4,B_Industry
2C7b,Nickel production,Nickel production,INDU_MAN_MET,4,B_Industry
2C7c,Other non-ferrous metal processes,Index of output (basic metals),INDU_MAN_MET,4,B_Industry
2C7c,Foundries,Castings,INDU_MAN_IRO,4,B_Industry
2D1,Industrial engines,Lubricants,SOLV_OTH,6,E_Solvents
2D1,Marine engines,Lubricants,SOLV_OTH,6,E_Solvents
2D1,Agricultural engines,Lubricants,SOLV_OTH,6,E_Solvents
2D1,Road vehicle engines,Lubricants,SOLV_OTH,6,E_Solvents
2D2,Non-aerosol products - household products,Petroleum waxes,SOLV_OTH,6,E_Solvents
2D3,Road transport - urea,Urea consumption,SOLV_OTH,6,E_Solvents
2D3,Non Energy Use: petroleum coke,Petroleum coke,SOLV_OTH,6,E_Solvents
2D3a,Non-aerosol products - household products,Non-fuel domestic,SOLV_OTH,6,E_Solvents
2D3a,Agriculture - agrochemicals use,Agrochemical active ingredient,SOLV_OTH,6,E_Solvents
2D3a,Non-aerosol products - cosmetics and toiletries,Cosmetics and toiletries,SOLV_OTH,6,E_Solvents
2D3a,Non-aerosol products - household products,Household products,SOLV_OTH,6,E_Solvents
2D3a,Non-aerosol products - automotive products,Carcare products,SOLV_OTH,6,E_Solvents
2D3a,Non-aerosol products - domestic adhesives,Adhesives and sealants,SOLV_OTH,6,E_Solvents
2D3a,Non-aerosol products - paint thinner,Population,SOLV_OTH,6,E_Solvents
2D3a,Aerosols - cosmetics and toiletries,Aerosols,SOLV_OTH,6,E_Solvents
2D3a,Aerosols - household products,Aerosols,SOLV_OTH,6,E_Solvents
2D3a,Aerosols - carcare products,Aerosols,SOLV_OTH,6,E_Solvents
2D3a,Non-aerosol products - automotive products,Screenwash,SOLV_OTH,6,E_Solvents
2D3a,Hand Sanitiser,Hand Sanitiser,SOLV_OTH,6,E_Solvents
2D3b,Bitumen use,Non fuel bitumen use,SOLV_OTH,6,E_Solvents
2D3b,"Road dressings, kerosene",Non fuel bitumen use,MISC_ANY,6,E_Solvents
2D3b,Other industry - asphalt manufacture,Asphalt produced,INDU_PRO_GEN,4,B_Industry
2D3b,"Road dressings, bitumen",Non fuel bitumen use,MISC_ANY,6,E_Solvents
2D3d,Textile coating,Textiles and textile products,SOLV_OTH,6,E_Solvents
2D3d,Film coating,Pulp paper printing and publishing,SOLV_OTH,6,E_Solvents
2D3d,Leather coating,Leather and leather products,SOLV_OTH,6,E_Solvents
2D3d,Industrial coatings - coil coating,Coil coatings,SOLV_IND,6,E_Solvents
2D3d,Decorative paint - retail decorative,Retail decorative coatings,SOLV_OTH,6,E_Solvents
2D3d,Decorative paint - trade decorative,Trade decorative coatings,SOLV_OTH,6,E_Solvents
2D3d,Industrial coatings - wood,Wood coatings,SOLV_IND,6,E_Solvents
2D3d,Industrial coatings - metal and plastic,Metal and plastic coatings,SOLV_IND,6,E_Solvents
2D3d,Industrial coatings - high performance,High performance coatings,SOLV_IND,6,E_Solvents
2D3d,Industrial coatings - marine,Marine coatings,SOLV_IND,6,E_Solvents
2D3d,Industrial coatings - metal packaging,Metal packaging coatings,SOLV_IND,6,E_Solvents
2D3d,Industrial coatings - automotive,Automotive coatings,SOLV_IND,6,E_Solvents
2D3d,Industrial coatings - vehicle refinishing,Vehicle refinishing coatings,SOLV_IND,6,E_Solvents
2D3d,Industrial coatings - commercial vehicles,Commercial vehicle coatings,SOLV_IND,6,E_Solvents
2D3d,Paper coating,Solvent use,SOLV_OTH,6,E_Solvents
2D3d,Industrial coatings - aircraft,Aircraft coatings,SOLV_IND,6,E_Solvents
2D3d,Industrial coatings - agricultural and construction,Ace coatings,SOLV_IND,6,E_Solvents
2D3d,Industrial coatings - drum,Drum coatings,SOLV_IND,6,E_Solvents
2D3e,Leather degreasing,Leather and leather products,SOLV_OTH,6,E_Solvents
2D3e,Surface cleaning - trichloroethylene,Cleaning solvent,SOLV_OTH,6,E_Solvents
2D3e,Surface cleaning - 111-trichloroethane,Cleaning solvent,SOLV_OTH,6,E_Solvents
2D3e,Surface cleaning - tetrachloroethylene,Cleaning solvent,SOLV_OTH,6,E_Solvents
2D3e,Surface cleaning - dichloromethane,Cleaning solvent,SOLV_OTH,6,E_Solvents
2D3e,Surface cleaning - hydrocarbons,Cleaning solvent,SOLV_OTH,6,E_Solvents
2D3e,Surface cleaning - oxygenated solvents,Cleaning solvent,SOLV_OTH,6,E_Solvents
2D3f,Dry cleaning,Solvent use,SOLV_OTH,6,E_Solvents
2D3g,Coating manufacture - adhesives,Solvent used in coating,SOLV_OTH,6,E_Solvents
2D3g,Coating manufacture - inks,Solvent used in coating,SOLV_OTH,6,E_Solvents
2D3g,Coating manufacture - other coatings,Solvent used in coating,SOLV_OTH,6,E_Solvents
2D3g,Tyre manufacture,Rubber and plastic products,SOLV_OTH,6,E_Solvents
2D3g,Other rubber products,Rubber and plastic products,SOLV_OTH,6,E_Solvents
2D3g,Industrial adhesives - pressure sensitive tapes,Solvent use,SOLV_OTH,6,E_Solvents
2D3g,Foam blowing,Blowing agents,SOLV_OTH,6,E_Solvents
2D3g,Coating manufacture - inks,Pigment,SOLV_OTH,6,E_Solvents
2D3g,Coating manufacture - other coatings,Pigment,SOLV_OTH,6,E_Solvents
2D3h,Printing - screen printing,Screen printing inks,SOLV_OTH,6,E_Solvents
2D3h,Printing - heatset web offset,Heatset offset ink,SOLV_OTH,6,E_Solvents
2D3h,Printing - metal decorating,Metal decorating inks,SOLV_OTH,6,E_Solvents
2D3h,Printing - other inks,Other inks,SOLV_OTH,6,E_Solvents
2D3h,Printing - overprint varnishes,Overprint varnishes,SOLV_OTH,6,E_Solvents
2D3h,Printing - publication gravure,Publication gravure ink,SOLV_OTH,6,E_Solvents
2D3h,Printing - other offset,Other offset ink,SOLV_OTH,6,E_Solvents
2D3h,Printing - flexible packaging,Flexible packaging inks,SOLV_OTH,6,E_Solvents
2D3h,Printing - other flexography,Other flexographic inks,SOLV_OTH,6,E_Solvents
2D3h,Printing - print chemicals,Print chemicals,SOLV_OTH,6,E_Solvents
2D3h,Printing - newspapers,Newspaper inks,SOLV_OTH,6,E_Solvents
2D3i,Industrial adhesives - other,Adhesives and sealants,SOLV_IND,6,E_Solvents
2D3i,Other solvent use,Solvent use,SOLV_OTH,6,E_Solvents
2D3i,Seed oil extraction,Oilseeds and nuts,SOLV_OTH,6,E_Solvents
2D3i,Wood impregnation - LOSP,Solvent-borne preservative,SOLV_OTH,6,E_Solvents
2D3i,Wood impregnation - creosote,Creosote,SOLV_OTH,6,E_Solvents
2D3i,Aircraft and Runways,De-icing fluid,SOLV_OTH,6,E_Solvents
2G,Cigarette smoking,Cigarettes,SOLV_OTH,6,E_Solvents
2G,Fireworks,Process emission,SOLV_OTH,6,E_Solvents
2G,Road vehicle engines,Lubricants,SOLV_OTH,6,E_Solvents
2G3a,N2O use as an anaesthetic,Population,SOLV_OTH,6,E_Solvents
2G3b,Other food - cream consumption,Process emission,SOLV_OTH,6,E_Solvents
2G3b,Recreational use of N2O,Process emission,SOLV_OTH,6,E_Solvents
2G4,Chemical Industry – other process sources,Process emission,INDU_MAN_CHE,6,E_Solvents
2H1,Paper production,Process emission,INDU_MAN_PAP,4,B_Industry
2H2,Sugar beet processing,Process emission,INDU_MAN_FAB,4,B_Industry
2H2,Bread baking,Bread,INDU_MAN_FAB,4,B_Industry
2H2,Cider manufacture,Cider,INDU_MAN_FAB,4,B_Industry
2H2,Wine manufacture,Wine,INDU_MAN_FAB,4,B_Industry
2H2,Brewing - wort boiling,Beer,INDU_MAN_FAB,4,B_Industry
2H2,Brewing - fermentation,Beer,INDU_MAN_FAB,4,B_Industry
2H2,Spirit manufacture - fermentation,Spirits,INDU_MAN_FAB,4,B_Industry
2H2,Spirit manufacture - distillation,Spirits,INDU_MAN_FAB,4,B_Industry
2H2,Spirit manufacture - casking,Whisky,INDU_MAN_FAB,4,B_Industry
2H2,Spirit manufacture - spent grain drying,Grain used in spirits,INDU_MAN_FAB,4,B_Industry
2H2,Spirit manufacture - Scotch whisky maturation,Whisky in storage,INDU_MAN_FAB,4,B_Industry
2H2,Other food - meat fish and poultry,Meat fish and poultry,INDU_MAN_FAB,4,B_Industry
2H2,Other food - sugar production,Sugar,INDU_MAN_FAB,4,B_Industry
2H2,Other food - margarine and other solid fats,Fats,INDU_MAN_FAB,4,B_Industry
2H2,Other food - cakes biscuits and cereals,Cakes and biscuits,INDU_MAN_FAB,4,B_Industry
2H2,Other food - animal feed manufacture,Animal feeds,MISC_ANY,4,B_Industry
2H2,Other food - coffee roasting,Coffee,INDU_MAN_FAB,4,B_Industry
2H2,Malting - all,Malt,INDU_MAN_FAB,4,B_Industry
2H2,Spirit manufacture - other maturation,Whisky in storage,INDU_MAN_FAB,4,B_Industry
2H2,Animal Rendering,Meat fish and poultry,MISC_ANY,4,B_Industry
2H3,Other industry - part B processes,Process emission,INDU_PRO_GEN,4,B_Industry
2I,Creosote use,Process emission,INDU_PRO_GEN,4,B_Industry
2I,Wood products manufacture,Wood product production,INDU_PRO_GEN,4,B_Industry
3A1a,Enteric,Dairy - Dairy Cows,AGRI_ENT_ALL,10,K_AgriLivestock
3A1b,Enteric,Other cattle - Beef females for slaughter,AGRI_ENT_ALL,10,K_AgriLivestock
3A1b,Enteric,Other cattle - Bulls for breeding,AGRI_ENT_ALL,10,K_AgriLivestock
3A1b,Enteric,Other cattle - Cereal fed bull,AGRI_ENT_ALL,10,K_AgriLivestock
3A1b,Enteric,Other cattle - Cows,AGRI_ENT_ALL,10,K_AgriLivestock
3A1b,Enteric,Other cattle - Dairy Calves Female,AGRI_ENT_ALL,10,K_AgriLivestock
3A1b,Enteric,Other cattle - Dairy Replacements Female,AGRI_ENT_ALL,10,K_AgriLivestock
3A1b,Enteric,Other cattle - Dairy In Calf Heifers,AGRI_ENT_ALL,10,K_AgriLivestock
3A1b,Enteric,Other cattle - Heifers for breeding,AGRI_ENT_ALL,10,K_AgriLivestock
3A1b,Enteric,Other cattle - Steers,AGRI_ENT_ALL,10,K_AgriLivestock
3A2,Enteric,Sheep - Ewe,AGRI_ENT_ALL,10,K_AgriLivestock
3A2,Enteric,Sheep - Lamb,AGRI_ENT_ALL,10,K_AgriLivestock
3A2,Enteric,Sheep - Ram,AGRI_ENT_ALL,10,K_AgriLivestock
3A3,Enteric,Pig - Boar,AGRI_ENT_ALL,10,K_AgriLivestock
3A3,Enteric,Pig - Fattening Pig 20 to 80 kg,AGRI_ENT_ALL,10,K_AgriLivestock
3A3,Enteric,Pig - Fattening Pig < 20 kg,AGRI_ENT_ALL,10,K_AgriLivestock
3A3,Enteric,Pig - Fattening Pig > 80 kg,AGRI_ENT_ALL,10,K_AgriLivestock
3A3,Enteric,Pig - Gilt,AGRI_ENT_ALL,10,K_AgriLivestock
3A3,Enteric,Pig - Sow,AGRI_ENT_ALL,10,K_AgriLivestock
3A4,Enteric,Agricultural Horses,AGRI_ENT_ALL,10,K_AgriLivestock
3A4,Enteric,Domestic Horses,AGRI_ENT_ALL,10,K_AgriLivestock
3A4,Enteric,Professional Horses,AGRI_ENT_ALL,10,K_AgriLivestock
3A4,Enteric,Deer,AGRI_ENT_ALL,10,K_AgriLivestock
3A4,Enteric,Goats,AGRI_ENT_ALL,10,K_AgriLivestock
3B11a,Managed Manure,Dairy - Dairy Cows,AGRI_SPR_CAT,10,K_AgriLivestock
3B11a,Digestate,Dairy - Dairy Cows,AGRI_SPR_CAT,10,K_AgriLivestock
3B11a,Excreta,Dairy - Dairy Cows,AGRI_EXC_ALL,10,K_AgriLivestock
3B11b,Managed Manure,Other cattle - Beef females for slaughter,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Managed Manure,Other cattle - Bulls for breeding,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Managed Manure,Other cattle - Cereal fed bull,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Managed Manure,Other cattle - Cows,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Managed Manure,Other cattle - Dairy Calves Female,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Managed Manure,Other cattle - Dairy Replacements Female,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Managed Manure,Other cattle - Dairy In Calf Heifers,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Managed Manure,Other cattle - Heifers for breeding,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Managed Manure,Other cattle - Steers,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Digestate,Other cattle - Beef females for slaughter,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Digestate,Other cattle - Bulls for breeding,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Digestate,Other cattle - Cereal fed bull,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Digestate,Other cattle - Cows,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Digestate,Other cattle - Dairy Calves Female,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Digestate,Other cattle - Dairy Replacements Female,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Digestate,Other cattle - Dairy In Calf Heifers,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Digestate,Other cattle - Heifers for breeding,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Digestate,Other cattle - Steers,AGRI_SPR_CAT,10,K_AgriLivestock
3B11b,Excreta,Other cattle - Beef females for slaughter,AGRI_EXC_ALL,10,K_AgriLivestock
3B11b,Excreta,Other cattle - Bulls for breeding,AGRI_EXC_ALL,10,K_AgriLivestock
3B11b,Excreta,Other cattle - Cereal fed bull,AGRI_EXC_ALL,10,K_AgriLivestock
3B11b,Excreta,Other cattle - Cows,AGRI_EXC_ALL,10,K_AgriLivestock
3B11b,Excreta,Other cattle - Dairy Calves Female,AGRI_EXC_ALL,10,K_AgriLivestock
3B11b,Excreta,Other cattle - Dairy Replacements Female,AGRI_EXC_ALL,10,K_AgriLivestock
3B11b,Excreta,Other cattle - Dairy In Calf Heifers,AGRI_EXC_ALL,10,K_AgriLivestock
3B11b,Excreta,Other cattle - Heifers for breeding,AGRI_EXC_ALL,10,K_AgriLivestock
3B11b,Excreta,Other cattle - Steers,AGRI_EXC_ALL,10,K_AgriLivestock
3B12,Managed Manure,Sheep - Ewe,AGRI_SPR_OTH,10,K_AgriLivestock
3B12,Managed Manure,Sheep - Lamb,AGRI_SPR_OTH,10,K_AgriLivestock
3B12,Managed Manure,Sheep - Ram,AGRI_SPR_OTH,10,K_AgriLivestock
3B12,Excreta,Sheep - Ewe,AGRI_EXC_ALL,10,K_AgriLivestock
3B12,Excreta,Sheep - Lamb,AGRI_EXC_ALL,10,K_AgriLivestock
3B12,Excreta,Sheep - Ram,AGRI_EXC_ALL,10,K_AgriLivestock
3B13,Managed Manure,Pig - Boar,AGRI_SPR_PIG,10,K_AgriLivestock
3B13,Managed Manure,Pig - Fattening Pig 20 to 80 kg,AGRI_SPR_PIG,10,K_AgriLivestock
3B13,Managed Manure,Pig - Fattening Pig < 20 kg,AGRI_SPR_PIG,10,K_AgriLivestock
3B13,Managed Manure,Pig - Fattening Pig > 80 kg,AGRI_SPR_PIG,10,K_AgriLivestock
3B13,Managed Manure,Pig - Gilt,AGRI_SPR_PIG,10,K_AgriLivestock
3B13,Managed Manure,Pig - Sow,AGRI_SPR_PIG,10,K_AgriLivestock
3B13,Excreta,Pig - Boar,AGRI_EXC_ALL,10,K_AgriLivestock
3B13,Excreta,Pig - Fattening Pig 20 to 80 kg,AGRI_EXC_ALL,10,K_AgriLivestock
3B13,Excreta,Pig - Fattening Pig < 20 kg,AGRI_EXC_ALL,10,K_AgriLivestock
3B13,Excreta,Pig - Fattening Pig > 80 kg,AGRI_EXC_ALL,10,K_AgriLivestock
3B13,Excreta,Pig - Gilt,AGRI_EXC_ALL,10,K_AgriLivestock
3B13,Excreta,Pig - Sow,AGRI_EXC_ALL,10,K_AgriLivestock
3B13,Digestate,Pig - Boar,AGRI_SPR_PIG,10,K_AgriLivestock
3B13,Digestate,Pig - Fattening Pig 20 to 80 kg,AGRI_SPR_PIG,10,K_AgriLivestock
3B13,Digestate,Pig - Fattening Pig < 20 kg,AGRI_SPR_PIG,10,K_AgriLivestock
3B13,Digestate,Pig - Fattening Pig > 80 kg,AGRI_SPR_PIG,10,K_AgriLivestock
3B13,Digestate,Pig - Gilt,AGRI_SPR_PIG,10,K_AgriLivestock
3B13,Digestate,Pig - Sow,AGRI_SPR_PIG,10,K_AgriLivestock
3B14,Excreta,Poultry - Ducks,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Excreta,Poultry - Geese,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Excreta,Poultry - Growing Pullets,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Managed Manure,Poultry - Ducks,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Managed Manure,Poultry - Geese,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Managed Manure,Poultry - Growing Pullets,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Managed Manure,Goats,AGRI_SPR_OTH,10,K_AgriLivestock
3B14,Managed Manure,Agricultural Horses,AGRI_SPR_OTH,10,K_AgriLivestock
3B14,Managed Manure,Poultry - Laying Hens,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Managed Manure,Poultry - Broilers,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Managed Manure,Poultry - Turkeys,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Managed Manure,Poultry - Other,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Managed Manure,Poultry - Breeding Flock,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Managed Manure,Deer,AGRI_SPR_OTH,10,K_AgriLivestock
3B14,Digestate,Poultry - Broilers,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Digestate,Poultry - Ducks,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Digestate,Poultry - Geese,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Digestate,Poultry - Growing Pullets,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Digestate,Poultry - Laying Hens,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Digestate,Poultry - Other,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Digestate,Poultry - Turkeys,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Digestate,Poultry - Breeding Flock,AGRI_SPR_POU,10,K_AgriLivestock
3B14,Excreta,Poultry - Broilers,AGRI_EXC_ALL,10,K_AgriLivestock
3B14,Excreta,Poultry - Laying Hens,AGRI_EXC_ALL,10,K_AgriLivestock
3B14,Excreta,Poultry - Other,AGRI_EXC_ALL,10,K_AgriLivestock
3B14,Excreta,Poultry - Turkeys,AGRI_EXC_ALL,10,K_AgriLivestock
3B14,Excreta,Agricultural Horses,AGRI_EXC_ALL,10,K_AgriLivestock
3B14,Excreta,Domestic Horses,AGRI_EXC_ALL,10,K_AgriLivestock
3B14,Excreta,Professional Horses,AGRI_EXC_ALL,10,K_AgriLivestock
3B14,Excreta,Deer,AGRI_EXC_ALL,10,K_AgriLivestock
3B14,Excreta,Goats,AGRI_EXC_ALL,10,K_AgriLivestock
3B14,Excreta,Poultry - Breeding Flock,AGRI_EXC_ALL,10,K_AgriLivestock
3B14,Managed Manure,Domestic Horses,AGRI_SPR_OTH,10,K_AgriLivestock
3B14,Managed Manure,Professional Horses,AGRI_SPR_OTH,10,K_AgriLivestock
3B1a,Wastes - Direct,Dairy - Dairy Cows,AGRI_SPR_CAT,10,K_AgriLivestock
3B1a,Housing,Dairy - Dairy Cows,AGRI_HOU_CAT,10,K_AgriLivestock
