NFR19,GNFR19,Source,Activity
3B1b,K_AgriLivestock,Silage - Housing,Other cattle - Bulls for breeding
3B1b,K_AgriLivestock,Silage - Housing,Other cattle - Cereal fed bull
3B1b,K_AgriLivestock,Silage - Housing,Other cattle - Cows
3B1b,K_AgriLivestock,Silage - Housing,Other cattle - Dairy Calves Female
3B1b,K_AgriLivestock,Silage - Housing,Other cattle - Dairy In Calf Heifers
3B1b,K_AgriLivestock,Silage - Housing,Other cattle - Dairy Replacements Female
3B1b,K_AgriLivestock,Silage - Housing,Other cattle - Heifers for breeding
3B1b,K_AgriLivestock,Silage - Housing,Other cattle - Steers
3B1b,K_AgriLivestock,Silage - Storage,Other cattle - Beef females for slaughter
3B1b,K_AgriLivestock,Silage - Storage,Other cattle - Bulls for breeding
3B1b,K_AgriLivestock,Silage - Storage,Other cattle - Cereal fed bull
3B1b,K_AgriLivestock,Silage - Storage,Other cattle - Cows
3B1b,K_AgriLivestock,Silage - Storage,Other cattle - Dairy Calves Female
3B1b,K_AgriLivestock,Silage - Storage,Other cattle - Dairy In Calf Heifers
3B1b,K_AgriLivestock,Silage - Storage,Other cattle - Dairy Replacements Female
3B1b,K_AgriLivestock,Silage - Storage,Other cattle - Heifers for breeding
3B1b,K_AgriLivestock,Silage - Storage,Other cattle - Steers
3B1b,K_AgriLivestock,Storage,Other cattle - Beef females for slaughter
3B1b,K_AgriLivestock,Storage,Other cattle - Beef females for slaughter - Digestate
3B1b,K_AgriLivestock,Storage,Other cattle - Bulls for breeding
3B1b,K_AgriLivestock,Storage,Other cattle - Bulls for breeding - Digestate
3B1b,K_AgriLivestock,Storage,Other cattle - Cereal fed bull
3B1b,K_AgriLivestock,Storage,Other cattle - Cereal fed bull - Digestate
3B1b,K_AgriLivestock,Storage,Other cattle - Cows
3B1b,K_AgriLivestock,Storage,Other cattle - Cows - Digestate
3B1b,K_AgriLivestock,Storage,Other cattle - Dairy Calves Female
3B1b,K_AgriLivestock,Storage,Other cattle - Dairy Calves Female - Digestate
3B1b,K_AgriLivestock,Storage,Other cattle - Dairy In Calf Heifers
3B1b,K_AgriLivestock,Storage,Other cattle - Dairy In Calf Heifers - Digestate
3B1b,K_AgriLivestock,Storage,Other cattle - Dairy Replacements Female
3B1b,K_AgriLivestock,Storage,Other cattle - Dairy Replacements Female - Digestate
3B1b,K_AgriLivestock,Storage,Other cattle - Heifers for breeding
3B1b,K_AgriLivestock,Storage,Other cattle - Heifers for breeding - Digestate
3B1b,K_AgriLivestock,Storage,Other cattle - Steers
3B1b,K_AgriLivestock,Storage,Other cattle - Steers - Digestate
3B1b,K_AgriLivestock,Wastes - Direct,Other cattle
3B1b,K_AgriLivestock,Yarding,Other cattle - Dairy Calves Female
3B1b,K_AgriLivestock,Yarding,Other cattle - Dairy In Calf Heifers
3B1b,K_AgriLivestock,Yarding,Other cattle - Dairy Replacements Female
3B2,K_AgriLivestock,Housing,Sheep - Ewe
3B2,K_AgriLivestock,Housing,Sheep - Lamb
3B2,K_AgriLivestock,Housing,Sheep - Ram
3B2,K_AgriLivestock,Sheep - Ewe,Housing
3B2,K_AgriLivestock,Sheep - Ewe,Storage
3B2,K_AgriLivestock,Sheep - Ewe,Yarding
3B2,K_AgriLivestock,Sheep - Lamb,Housing
3B2,K_AgriLivestock,Sheep - Lamb,Storage
3B2,K_AgriLivestock,Sheep - Lamb,Yarding
3B2,K_AgriLivestock,Sheep - Ram,Housing
3B2,K_AgriLivestock,Sheep - Ram,Storage
3B2,K_AgriLivestock,Sheep - Ram,Yarding
3B2,K_AgriLivestock,Sheep Wastes - Direct,Excreta N managed as manure
3B2,K_AgriLivestock,Silage - Housing,Sheep - Ewe
3B2,K_AgriLivestock,Silage - Housing,Sheep - Lamb
3B2,K_AgriLivestock,Silage - Housing,Sheep - Ram
3B2,K_AgriLivestock,Silage - Storage,Sheep - Ewe
3B2,K_AgriLivestock,Silage - Storage,Sheep - Lamb
3B2,K_AgriLivestock,Silage - Storage,Sheep - Ram
3B2,K_AgriLivestock,Storage,Sheep - Ewe
3B2,K_AgriLivestock,Storage,Sheep - Lamb
3B2,K_AgriLivestock,Storage,Sheep - Ram
3B2,K_AgriLivestock,Wastes - Direct,Sheep
3B2,K_AgriLivestock,Yarding,Sheep - Ewe
3B2,K_AgriLivestock,Yarding,Sheep - Lamb
3B2,K_AgriLivestock,Yarding,Sheep - Ram
3B21a,K_AgriLivestock,Dairy - Dairy Cows - Direct,Housing
3B21a,K_AgriLivestock,Dairy - Dairy Cows - Direct,Storage
3B21a,K_AgriLivestock,Dairy - Dairy Cows - Direct,Yarding
3B21b,K_AgriLivestock,Other cattle - Beef females for slaughter - Direct,Housing
3B21b,K_AgriLivestock,Other cattle - Beef females for slaughter - Direct,Storage
3B21b,K_AgriLivestock,Other cattle - Beef females for slaughter - Direct,Yarding
3B21b,K_AgriLivestock,Other cattle - Bulls for breeding - Direct,Housing
3B21b,K_AgriLivestock,Other cattle - Bulls for breeding - Direct,Storage
3B21b,K_AgriLivestock,Other cattle - Bulls for breeding - Direct,Yarding
3B21b,K_AgriLivestock,Other cattle - Cereal fed bull - Direct,Housing
3B21b,K_AgriLivestock,Other cattle - Cereal fed bull - Direct,Storage
3B21b,K_AgriLivestock,Other cattle - Cereal fed bull - Direct,Yarding
3B21b,K_AgriLivestock,Other cattle - Cows - Direct,Housing
3B21b,K_AgriLivestock,Other cattle - Cows - Direct,Storage
3B21b,K_AgriLivestock,Other cattle - Cows - Direct,Yarding
3B21b,K_AgriLivestock,Other cattle - Dairy Calves Female - Direct,Housing
3B21b,K_AgriLivestock,Other cattle - Dairy Calves Female - Direct,Storage
3B21b,K_AgriLivestock,Other cattle - Dairy Calves Female - Direct,Yarding
3B21b,K_AgriLivestock,Other cattle - Dairy In Calf Heifers - Direct,Housing
3B21b,K_AgriLivestock,Other cattle - Dairy In Calf Heifers - Direct,Storage
3B21b,K_AgriLivestock,Other cattle - Dairy In Calf Heifers - Direct,Yarding
3B21b,K_AgriLivestock,Other cattle - Dairy Replacements Female - Direct,Housing
3B21b,K_AgriLivestock,Other cattle - Dairy Replacements Female - Direct,Storage
3B21b,K_AgriLivestock,Other cattle - Dairy Replacements Female - Direct,Yarding
3B21b,K_AgriLivestock,Other cattle - Heifers for breeding - Direct,Housing
3B21b,K_AgriLivestock,Other cattle - Heifers for breeding - Direct,Storage
3B21b,K_AgriLivestock,Other cattle - Heifers for breeding - Direct,Yarding
3B21b,K_AgriLivestock,Other cattle - Steers - Direct,Housing
3B21b,K_AgriLivestock,Other cattle - Steers - Direct,Storage
3B21b,K_AgriLivestock,Other cattle - Steers - Direct,Yarding
3B22,K_AgriLivestock,Sheep - Ewe - Direct,Housing
3B22,K_AgriLivestock,Sheep - Ewe - Direct,Storage
3B22,K_AgriLivestock,Sheep - Ewe - Direct,Yarding
3B22,K_AgriLivestock,Sheep - Lamb - Direct,Housing
3B22,K_AgriLivestock,Sheep - Lamb - Direct,Storage
3B22,K_AgriLivestock,Sheep - Lamb - Direct,Yarding
3B22,K_AgriLivestock,Sheep - Ram - Direct,Housing
3B22,K_AgriLivestock,Sheep - Ram - Direct,Storage
3B22,K_AgriLivestock,Sheep - Ram - Direct,Yarding
3B23,K_AgriLivestock,Pig - Boar - Digestate Direct,Storage
3B23,K_AgriLivestock,Pig - Boar - Direct,Housing
3B23,K_AgriLivestock,Pig - Boar - Direct,Storage
3B23,K_AgriLivestock,Pig - Boar - Direct,Yarding
3B23,K_AgriLivestock,Pig - Fattening Pig < 20 kg - Digestate Direct,Storage
3B23,K_AgriLivestock,Pig - Fattening Pig < 20 kg - Direct,Housing
3B23,K_AgriLivestock,Pig - Fattening Pig < 20 kg - Direct,Storage
3B23,K_AgriLivestock,Pig - Fattening Pig < 20 kg - Direct,Yarding
3B23,K_AgriLivestock,Pig - Fattening Pig > 80 kg - Digestate Direct,Storage
3B23,K_AgriLivestock,Pig - Fattening Pig > 80 kg - Direct,Housing
3B23,K_AgriLivestock,Pig - Fattening Pig > 80 kg - Direct,Storage
3B23,K_AgriLivestock,Pig - Fattening Pig > 80 kg - Direct,Yarding
3B23,K_AgriLivestock,Pig - Fattening Pig 20 to 80 kg - Digestate Direct,Storage
3B23,K_AgriLivestock,Pig - Fattening Pig 20 to 80 kg - Direct,Housing
3B23,K_AgriLivestock,Pig - Fattening Pig 20 to 80 kg - Direct,Storage
3B23,K_AgriLivestock,Pig - Fattening Pig 20 to 80 kg - Direct,Yarding
3B23,K_AgriLivestock,Pig - Gilt - Digestate Direct,Storage
3B23,K_AgriLivestock,Pig - Gilt - Direct,Housing
3B23,K_AgriLivestock,Pig - Gilt - Direct,Storage
3B23,K_AgriLivestock,Pig - Gilt - Direct,Yarding
3B23,K_AgriLivestock,Pig - Sow - Digestate Direct,Storage
3B23,K_AgriLivestock,Pig - Sow - Direct,Housing
3B23,K_AgriLivestock,Pig - Sow - Direct,Storage
3B23,K_AgriLivestock,Pig - Sow - Direct,Yarding
3B24,K_AgriLivestock,Agricultural Horses - Direct,Housing
3B24,K_AgriLivestock,Agricultural Horses - Direct,Storage
3B24,K_AgriLivestock,Agricultural Horses - Direct,Yarding
3B24,K_AgriLivestock,Deer - Direct,Housing
3B24,K_AgriLivestock,Deer - Direct,Storage
3B24,K_AgriLivestock,Deer - Direct,Yarding
3B24,K_AgriLivestock,Domestic Horses - Direct,Housing
3B24,K_AgriLivestock,Domestic Horses - Direct,Storage
3B24,K_AgriLivestock,Domestic Horses - Direct,Yarding
3B24,K_AgriLivestock,Enteric,Poultry - Broilers
3B24,K_AgriLivestock,Enteric,Poultry - Laying Hens
3B24,K_AgriLivestock,Enteric,Poultry - Other
3B24,K_AgriLivestock,Enteric,Poultry - Turkeys
3B24,K_AgriLivestock,Goats - Direct,Housing
3B24,K_AgriLivestock,Goats - Direct,Storage
3B24,K_AgriLivestock,Goats - Direct,Yarding
3B24,K_AgriLivestock,Poultry - Broilers - Digestate Direct,Storage
3B24,K_AgriLivestock,Poultry - Broilers - Direct,Housing
3B24,K_AgriLivestock,Poultry - Broilers - Direct,Storage
3B24,K_AgriLivestock,Poultry - Broilers - Direct,Yarding
3B24,K_AgriLivestock,Poultry - Laying Hens - Digestate Direct,Storage
3B24,K_AgriLivestock,Poultry - Laying Hens - Direct,Housing
3B24,K_AgriLivestock,Poultry - Laying Hens - Direct,Storage
3B24,K_AgriLivestock,Poultry - Laying Hens - Direct,Yarding
3B24,K_AgriLivestock,Poultry - Other - Direct,Housing
3B24,K_AgriLivestock,Poultry - Other - Direct,Storage
3B24,K_AgriLivestock,Poultry - Other - Direct,Yarding
3B24,K_AgriLivestock,Poultry - Other Poultry - Digestate Direct,Storage
3B24,K_AgriLivestock,Poultry - Turkeys - Digestate Direct,Storage
3B24,K_AgriLivestock,Poultry - Turkeys - Direct,Housing
3B24,K_AgriLivestock,Poultry - Turkeys - Direct,Storage
3B24,K_AgriLivestock,Poultry - Turkeys - Direct,Yarding
3B24,K_AgriLivestock,Professional Horses - Direct,Housing
3B24,K_AgriLivestock,Professional Horses - Direct,Storage
3B24,K_AgriLivestock,Professional Horses - Direct,Yarding
3B25,K_AgriLivestock,Agricultural Horses - Indirect Deposition,Housing
3B25,K_AgriLivestock,Agricultural Horses - Indirect Deposition,Storage
3B25,K_AgriLivestock,Agricultural Horses - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Agricultural Horses - Indirect Leach,Housing
3B25,K_AgriLivestock,Agricultural Horses - Indirect Leach,Storage
3B25,K_AgriLivestock,Agricultural Horses - Indirect Leach,Yarding
3B25,K_AgriLivestock,Dairy - Dairy Cows - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Dairy - Dairy Cows - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Dairy - Dairy Cows - Indirect Deposition,Housing
3B25,K_AgriLivestock,Dairy - Dairy Cows - Indirect Deposition,Storage
3B25,K_AgriLivestock,Dairy - Dairy Cows - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Dairy - Dairy Cows - Indirect Leach,Housing
3B25,K_AgriLivestock,Dairy - Dairy Cows - Indirect Leach,Storage
3B25,K_AgriLivestock,Dairy - Dairy Cows - Indirect Leach,Yarding
3B25,K_AgriLivestock,Deer - Indirect Deposition,Housing
3B25,K_AgriLivestock,Deer - Indirect Deposition,Storage
3B25,K_AgriLivestock,Deer - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Deer - Indirect Leach,Housing
3B25,K_AgriLivestock,Deer - Indirect Leach,Storage
3B25,K_AgriLivestock,Deer - Indirect Leach,Yarding
3B25,K_AgriLivestock,Domestic Horses - Indirect Deposition,Housing
3B25,K_AgriLivestock,Domestic Horses - Indirect Deposition,Storage
3B25,K_AgriLivestock,Domestic Horses - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Domestic Horses - Indirect Leach,Housing
3B25,K_AgriLivestock,Domestic Horses - Indirect Leach,Storage
3B25,K_AgriLivestock,Domestic Horses - Indirect Leach,Yarding
3B25,K_AgriLivestock,Goats - Indirect Deposition,Housing
3B25,K_AgriLivestock,Goats - Indirect Deposition,Storage
3B25,K_AgriLivestock,Goats - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Goats - Indirect Leach,Housing
3B25,K_AgriLivestock,Goats - Indirect Leach,Storage
3B25,K_AgriLivestock,Goats - Indirect Leach,Yarding
3B25,K_AgriLivestock,Other cattle - Beef females for slaughter - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Beef females for slaughter - Indirect Deposition,Housing
3B25,K_AgriLivestock,Other cattle - Beef females for slaughter - Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Beef females for slaughter - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Other cattle - Beef females for slaughter - Indirect Leach,Housing
3B25,K_AgriLivestock,Other cattle - Beef females for slaughter - Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Beef females for slaughter - Indirect Leach,Yarding
3B25,K_AgriLivestock,Other cattle - Bulls for breeding - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Bulls for breeding - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Bulls for breeding - Indirect Deposition,Housing
3B25,K_AgriLivestock,Other cattle - Bulls for breeding - Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Bulls for breeding - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Other cattle - Bulls for breeding - Indirect Leach,Housing
3B25,K_AgriLivestock,Other cattle - Bulls for breeding - Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Bulls for breeding - Indirect Leach,Yarding
3B25,K_AgriLivestock,Other cattle - Cereal fed bull - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Cereal fed bull - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Cereal fed bull - Indirect Deposition,Housing
3B25,K_AgriLivestock,Other cattle - Cereal fed bull - Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Cereal fed bull - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Other cattle - Cereal fed bull - Indirect Leach,Housing
3B25,K_AgriLivestock,Other cattle - Cereal fed bull - Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Cereal fed bull - Indirect Leach,Yarding
3B25,K_AgriLivestock,Other cattle - Cows - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Cows - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Cows - Indirect Deposition,Housing
3B25,K_AgriLivestock,Other cattle - Cows - Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Cows - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Other cattle - Cows - Indirect Leach,Housing
3B25,K_AgriLivestock,Other cattle - Cows - Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Cows - Indirect Leach,Yarding
3B25,K_AgriLivestock,Other cattle - Dairy Calves Female - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Dairy Calves Female - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Dairy Calves Female - Indirect Deposition,Housing
3B25,K_AgriLivestock,Other cattle - Dairy Calves Female - Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Dairy Calves Female - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Other cattle - Dairy Calves Female - Indirect Leach,Housing
3B25,K_AgriLivestock,Other cattle - Dairy Calves Female - Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Dairy Calves Female - Indirect Leach,Yarding
3B25,K_AgriLivestock,Other cattle - Dairy In Calf Heifers - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Dairy In Calf Heifers - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Dairy In Calf Heifers - Indirect Deposition,Housing
3B25,K_AgriLivestock,Other cattle - Dairy In Calf Heifers - Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Dairy In Calf Heifers - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Other cattle - Dairy In Calf Heifers - Indirect Leach,Housing
3B25,K_AgriLivestock,Other cattle - Dairy In Calf Heifers - Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Dairy In Calf Heifers - Indirect Leach,Yarding
3B25,K_AgriLivestock,Other cattle - Dairy Replacements Female - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Dairy Replacements Female - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Dairy Replacements Female - Indirect Deposition,Housing
3B25,K_AgriLivestock,Other cattle - Dairy Replacements Female - Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Dairy Replacements Female - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Other cattle - Dairy Replacements Female - Indirect Leach,Housing
3B25,K_AgriLivestock,Other cattle - Dairy Replacements Female - Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Dairy Replacements Female - Indirect Leach,Yarding
3B25,K_AgriLivestock,Other cattle - Heifers for breeding - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Heifers for breeding - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Heifers for breeding - Indirect Deposition,Housing
3B25,K_AgriLivestock,Other cattle - Heifers for breeding - Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Heifers for breeding - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Other cattle - Heifers for breeding - Indirect Leach,Housing
3B25,K_AgriLivestock,Other cattle - Heifers for breeding - Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Heifers for breeding - Indirect Leach,Yarding
3B25,K_AgriLivestock,Other cattle - Steers - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Steers - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Steers - Indirect Deposition,Housing
3B25,K_AgriLivestock,Other cattle - Steers - Indirect Deposition,Storage
3B25,K_AgriLivestock,Other cattle - Steers - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Other cattle - Steers - Indirect Leach,Housing
3B25,K_AgriLivestock,Other cattle - Steers - Indirect Leach,Storage
3B25,K_AgriLivestock,Other cattle - Steers - Indirect Leach,Yarding
3B25,K_AgriLivestock,Pig - Boar - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Pig - Boar - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Pig - Boar - Indirect Deposition,Housing
3B25,K_AgriLivestock,Pig - Boar - Indirect Deposition,Storage
3B25,K_AgriLivestock,Pig - Boar - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Pig - Boar - Indirect Leach,Housing
3B25,K_AgriLivestock,Pig - Boar - Indirect Leach,Storage
3B25,K_AgriLivestock,Pig - Boar - Indirect Leach,Yarding
3B25,K_AgriLivestock,Pig - Fattening Pig < 20 kg - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Pig - Fattening Pig < 20 kg - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Pig - Fattening Pig < 20 kg - Indirect Deposition,Housing
3B25,K_AgriLivestock,Pig - Fattening Pig < 20 kg - Indirect Deposition,Storage
3B25,K_AgriLivestock,Pig - Fattening Pig < 20 kg - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Pig - Fattening Pig < 20 kg - Indirect Leach,Housing
3B25,K_AgriLivestock,Pig - Fattening Pig < 20 kg - Indirect Leach,Storage
3B25,K_AgriLivestock,Pig - Fattening Pig < 20 kg - Indirect Leach,Yarding
3B25,K_AgriLivestock,Pig - Fattening Pig > 80 kg - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Pig - Fattening Pig > 80 kg - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Pig - Fattening Pig > 80 kg - Indirect Deposition,Housing
3B25,K_AgriLivestock,Pig - Fattening Pig > 80 kg - Indirect Deposition,Storage
3B25,K_AgriLivestock,Pig - Fattening Pig > 80 kg - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Pig - Fattening Pig > 80 kg - Indirect Leach,Housing
3B25,K_AgriLivestock,Pig - Fattening Pig > 80 kg - Indirect Leach,Storage
3B25,K_AgriLivestock,Pig - Fattening Pig > 80 kg - Indirect Leach,Yarding
3B25,K_AgriLivestock,Pig - Fattening Pig 20 to 80 kg - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Pig - Fattening Pig 20 to 80 kg - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Housing
3B25,K_AgriLivestock,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Storage
3B25,K_AgriLivestock,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Housing
3B25,K_AgriLivestock,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Storage
3B25,K_AgriLivestock,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Yarding
3B25,K_AgriLivestock,Pig - Gilt - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Pig - Gilt - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Pig - Gilt - Indirect Deposition,Housing
3B25,K_AgriLivestock,Pig - Gilt - Indirect Deposition,Storage
3B25,K_AgriLivestock,Pig - Gilt - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Pig - Gilt - Indirect Leach,Housing
3B25,K_AgriLivestock,Pig - Gilt - Indirect Leach,Storage
3B25,K_AgriLivestock,Pig - Gilt - Indirect Leach,Yarding
3B25,K_AgriLivestock,Pig - Sow - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Pig - Sow - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Pig - Sow - Indirect Deposition,Housing
3B25,K_AgriLivestock,Pig - Sow - Indirect Deposition,Storage
3B25,K_AgriLivestock,Pig - Sow - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Pig - Sow - Indirect Leach,Housing
3B25,K_AgriLivestock,Pig - Sow - Indirect Leach,Storage
3B25,K_AgriLivestock,Pig - Sow - Indirect Leach,Yarding
3B25,K_AgriLivestock,Poultry - Broilers - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Poultry - Broilers - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Poultry - Broilers - Indirect Deposition,Housing
3B25,K_AgriLivestock,Poultry - Broilers - Indirect Deposition,Storage
3B25,K_AgriLivestock,Poultry - Broilers - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Poultry - Broilers - Indirect Leach,Housing
3B25,K_AgriLivestock,Poultry - Broilers - Indirect Leach,Storage
3B25,K_AgriLivestock,Poultry - Broilers - Indirect Leach,Yarding
3B25,K_AgriLivestock,Poultry - Laying Hens - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Poultry - Laying Hens - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Poultry - Laying Hens - Indirect Deposition,Housing
3B25,K_AgriLivestock,Poultry - Laying Hens - Indirect Deposition,Storage
3B25,K_AgriLivestock,Poultry - Laying Hens - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Poultry - Laying Hens - Indirect Leach,Housing
3B25,K_AgriLivestock,Poultry - Laying Hens - Indirect Leach,Storage
3B25,K_AgriLivestock,Poultry - Laying Hens - Indirect Leach,Yarding
3B25,K_AgriLivestock,Poultry - Other - Indirect Deposition,Housing
3B25,K_AgriLivestock,Poultry - Other - Indirect Deposition,Storage
3B25,K_AgriLivestock,Poultry - Other - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Poultry - Other - Indirect Leach,Housing
3B25,K_AgriLivestock,Poultry - Other - Indirect Leach,Storage
3B25,K_AgriLivestock,Poultry - Other - Indirect Leach,Yarding
3B25,K_AgriLivestock,Poultry - Other Poultry - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Poultry - Other Poultry - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Poultry - Turkeys - Digestate Indirect Deposition,Storage
3B25,K_AgriLivestock,Poultry - Turkeys - Digestate Indirect Leach,Storage
3B25,K_AgriLivestock,Poultry - Turkeys - Indirect Deposition,Housing
3B25,K_AgriLivestock,Poultry - Turkeys - Indirect Deposition,Storage
3B25,K_AgriLivestock,Poultry - Turkeys - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Poultry - Turkeys - Indirect Leach,Housing
3B25,K_AgriLivestock,Poultry - Turkeys - Indirect Leach,Storage
3B25,K_AgriLivestock,Poultry - Turkeys - Indirect Leach,Yarding
3B25,K_AgriLivestock,Professional Horses - Indirect Deposition,Housing
3B25,K_AgriLivestock,Professional Horses - Indirect Deposition,Storage
3B25,K_AgriLivestock,Professional Horses - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Professional Horses - Indirect Leach,Housing
3B25,K_AgriLivestock,Professional Horses - Indirect Leach,Storage
3B25,K_AgriLivestock,Professional Horses - Indirect Leach,Yarding
3B25,K_AgriLivestock,Sheep - Ewe - Indirect Deposition,Housing
3B25,K_AgriLivestock,Sheep - Ewe - Indirect Deposition,Storage
3B25,K_AgriLivestock,Sheep - Ewe - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Sheep - Ewe - Indirect Leach,Housing
3B25,K_AgriLivestock,Sheep - Ewe - Indirect Leach,Storage
3B25,K_AgriLivestock,Sheep - Ewe - Indirect Leach,Yarding
3B25,K_AgriLivestock,Sheep - Lamb - Indirect Deposition,Housing
3B25,K_AgriLivestock,Sheep - Lamb - Indirect Deposition,Storage
3B25,K_AgriLivestock,Sheep - Lamb - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Sheep - Lamb - Indirect Leach,Housing
3B25,K_AgriLivestock,Sheep - Lamb - Indirect Leach,Storage
3B25,K_AgriLivestock,Sheep - Lamb - Indirect Leach,Yarding
3B25,K_AgriLivestock,Sheep - Ram - Indirect Deposition,Housing
3B25,K_AgriLivestock,Sheep - Ram - Indirect Deposition,Storage
3B25,K_AgriLivestock,Sheep - Ram - Indirect Deposition,Yarding
3B25,K_AgriLivestock,Sheep - Ram - Indirect Leach,Housing
3B25,K_AgriLivestock,Sheep - Ram - Indirect Leach,Storage
3B25,K_AgriLivestock,Sheep - Ram - Indirect Leach,Yarding
3B3,K_AgriLivestock,Housing,Pig - Boar
3B3,K_AgriLivestock,Housing,Pig - Fattening Pig < 20 kg
3B3,K_AgriLivestock,Housing,Pig - Fattening Pig > 80 kg
