NFR19,GNFR19,Source,Activity
1B1a,D_Fugitive,Open-cast coal,Coal produced
1B1a1i,D_Fugitive,Deep-mined coal,Coal produced
1B1a1ii,D_Fugitive,Coal storage and transport,Deep mined coal production
1B1a1iii,D_Fugitive,Closed Coal Mines,Non-fuel combustion
1B1a2i,D_Fugitive,Open-cast coal,Coal produced
1B1b,D_Fugitive,Charcoal production,Charcoal produced
1B1b,D_Fugitive,Coke production,Coal
1B1b,D_Fugitive,Coke production,Coke produced
1B1b,D_Fugitive,Iron and steel - flaring,Coke oven gas
1B1b,D_Fugitive,Solid smokeless fuel production,Coal
1B1b,D_Fugitive,Solid smokeless fuel production,Petroleum coke
1B1b,D_Fugitive,Solid smokeless fuel production,SSF produced
1B2a1,D_Fugitive,Upstream Oil Production - Offshore Well Testing,Exploration drilling :amount of gas flared
1B2a2,D_Fugitive,Petroleum processes,Oil production
1B2a2,D_Fugitive,Upstream Oil Production - process emissions,Non-fuel combustion
1B2a3,D_Fugitive,Upstream Oil Production - Offshore Oil Loading,Crude oil
1B2a3,D_Fugitive,Upstream Oil Production - Onshore Oil Loading,Crude oil
1B2a4,D_Fugitive,Upstream Oil Production - Oil terminal storage,Non-fuel combustion
1B2ai,D_Fugitive,Petroleum processes,Oil production
1B2ai,D_Fugitive,Upstream Oil Production - Offshore Oil Loading,Crude oil
1B2ai,D_Fugitive,Upstream Oil Production - Offshore Well Testing,Exploration drilling :amount of gas flared
1B2ai,D_Fugitive,Upstream Oil Production - Oil terminal storage,Non-fuel combustion
1B2ai,D_Fugitive,Upstream Oil Production - Onshore Oil Loading,Crude oil
1B2ai,D_Fugitive,Upstream Oil Production - process emissions,Non-fuel combustion
1B2aiv,D_Fugitive,Refineries - drainage,Process emission
1B2aiv,D_Fugitive,Refineries - general,Process emission
1B2aiv,D_Fugitive,Refineries - process,Process emission
1B2aiv,D_Fugitive,Refineries - tankage,Process emission
1B2av,D_Fugitive,Petrol stations - petrol delivery,Petrol (leaded)
1B2av,D_Fugitive,Petrol stations - petrol delivery,Petrol (unleaded)
1B2av,D_Fugitive,Petrol stations - spillages,Petrol (leaded)
1B2av,D_Fugitive,Petrol stations - spillages,Petrol (unleaded)
1B2av,D_Fugitive,Petrol stations - storage tanks,Petrol (leaded)
1B2av,D_Fugitive,Petrol stations - storage tanks,Petrol (unleaded)
1B2av,D_Fugitive,Petrol stations - vehicle refuelling,Petrol (leaded)
1B2av,D_Fugitive,Petrol stations - vehicle refuelling,Petrol (unleaded)
1B2av,D_Fugitive,Petrol terminals - storage,Petrol (leaded)
1B2av,D_Fugitive,Petrol terminals - storage,Petrol (unleaded)
1B2av,D_Fugitive,Petrol terminals - tanker loading,Petrol (leaded)
1B2av,D_Fugitive,Petrol terminals - tanker loading,Petrol (unleaded)
1B2av,D_Fugitive,Refineries - road/rail loading,Petrol (leaded)
1B2av,D_Fugitive,Refineries - road/rail loading,Petrol (unleaded)
1B2av,D_Fugitive,Sea going vessel loading,Petrol (leaded)
1B2av,D_Fugitive,Sea going vessel loading,Petrol (unleaded)
1B2b,D_Fugitive,Gas leakage,Natural Gas (leakage at point of use)
1B2b,D_Fugitive,Gas leakage,Natural Gas (transmission leakage)
1B2b,D_Fugitive,Gas leakage,Natural gas supply
1B2b,D_Fugitive,Gasification processes,Gas production (onshore)
1B2b,D_Fugitive,Upstream Gas Production - Gas terminal storage,Non-fuel combustion
1B2b,D_Fugitive,Upstream Gas Production - Offshore Well Testing,Exploration drilling :amount of gas flared
1B2b,D_Fugitive,Upstream Gas Production - process emissions,Non-fuel combustion
1B2b1,D_Fugitive,Upstream Gas Production - Offshore Well Testing,Exploration drilling :amount of gas flared
1B2b3,D_Fugitive,Upstream Gas Production - process emissions,Non-fuel combustion
1B2b4,D_Fugitive,Gas leakage,Natural Gas (transmission leakage)
1B2b4,D_Fugitive,Upstream Gas Production - Gas terminal storage,Non-fuel combustion
1B2b5,D_Fugitive,Gas leakage,Natural Gas (leakage at point of use)
1B2b5,D_Fugitive,Gas leakage,Natural gas supply
1B2c,D_Fugitive,Refineries - flares,Process emission
1B2c,D_Fugitive,Upstream Gas Production - flaring,Non-fuel combustion
1B2c,D_Fugitive,Upstream Gas Production - venting,Non-fuel combustion
1B2c,D_Fugitive,Upstream Oil Production - flaring,Non-fuel combustion
1B2c,D_Fugitive,Upstream Oil Production - venting,Non-fuel combustion
1B2c1i,D_Fugitive,Upstream Oil Production - venting,Non-fuel combustion
1B2c1ii,D_Fugitive,Upstream Gas Production - venting,Non-fuel combustion
1B2c2i,D_Fugitive,Upstream Oil Production - flaring,Non-fuel combustion
1B2c2ii,D_Fugitive,Upstream Gas Production - flaring,Non-fuel combustion
2A1,B_Industry,Cement - decarbonising,Clinker production
2A1,B_Industry,Slag clement production,Slag cement production
2A2,B_Industry,Lime production - decarbonising,Limestone
2A3,B_Industry,Glass - container,Glass (container)
2A3,B_Industry,Glass - continuous filament glass fibre,Glass (glass fibre)
2A3,B_Industry,Glass - domestic,Glass (domestic)
2A3,B_Industry,Glass - flat,Glass (flat)
2A3,B_Industry,Glass - frits,Glass (frits)
2A3,B_Industry,Glass - general,Dolomite
2A3,B_Industry,Glass - general,Glass-making additives
2A3,B_Industry,Glass - general,Limestone
2A3,B_Industry,Glass - general,Soda ash
2A3,B_Industry,Glass - glass wool,Glass (glass wool)
2A3,B_Industry,Glass - lead crystal,Glass (lead crystal)
2A3,B_Industry,Glass - special,Glass (special)
2A3,B_Industry,Glass – ballotini,Glass (ballotini)
2A4a,B_Industry,Brick manufacture - all types,Bricks
2A4a,B_Industry,Brick manufacture - Fletton,Fletton bricks
2A4b,,Non Energy Use: chemical feedstock,Soda ash
2A4b,,Other emissive applications of Soda Ash,Soda ash
2A4d,B_Industry,Bread baking,Sodium Bicarbonate
2A4d,B_Industry,Flue Gas Treatment (neutralisation),Sodium Bicarbonate
2A4d,B_Industry,Other emissive applications of  Sodium Bicarbonate,Sodium Bicarbonate
2A4d,B_Industry,Power stations - FGD,Gypsum produced
2A4d,B_Industry,Unknown applications of Sodium Bicarbonate,Sodium Bicarbonate
2A5a,B_Industry,Dewatering of lead concentrates,Lead mined
2A5a,B_Industry,Quarrying,Aggregates
2A5b,B_Industry,Construction of apartment buildings,Construction
2A5b,B_Industry,Construction of houses,Construction
2A5b,B_Industry,Non-residential construction,Construction
2A5b,B_Industry,Road construction,Construction
2A6,B_Industry,Brick manufacture - Fletton,Fletton bricks
2A6,B_Industry,Brick manufacture - non Fletton,Non-Fletton bricks
2A6,B_Industry,Cement and concrete batching,Process emission
2A6,B_Industry,Glazed ceramics,Ceramics production
2A6,B_Industry,Refractories - chromite based,Refractory production
2A6,B_Industry,Refractories - non chromite based,Refractory production
2A6,B_Industry,Unglazed ceramics,Ceramics production
2B1,B_Industry,Ammonia production - combustion,Natural gas
2B1,B_Industry,Ammonia production - feedstock use of gas,Natural gas
2B10,B_Industry,Chemical industry - general,Process emission
2B10a,B_Industry,Chemical industry - alkyl lead,Process emission
2B10a,B_Industry,Chemical industry - ammonia based fertilizer,Ammonium nitrate
2B10a,B_Industry,Chemical industry - ammonia based fertilizer,Non-fuel fertilizer
2B10a,B_Industry,Chemical industry - ammonia use,Process emission
2B10a,B_Industry,Chemical industry - cadmium pigments and stabilizers,Non-fuel combustion
2B10a,B_Industry,Chemical industry - carbon black,Carbon black capacity
2B10a,B_Industry,Chemical industry - chloralkali process,Chlorine capacity
2B10a,B_Industry,Chemical industry - chromium chemicals,Process emission
2B10a,B_Industry,Chemical industry - general,Chemicals and manmade fibres
2B10a,B_Industry,Chemical industry - magnesia,Magnesia production
2B10a,B_Industry,Chemical industry - nitric acid use,Chemicals and manmade fibres
2B10a,B_Industry,Chemical industry - phosphate based fertilizers,Phosphate rock imports
2B10a,B_Industry,Chemical industry - pigment manufacture,Process emission
2B10a,B_Industry,Chemical industry - reforming,Chemicals and manmade fibres
2B10a,B_Industry,Chemical industry - sulphuric acid use,Chemicals and manmade fibres
2B10a,B_Industry,Coal tar and bitumen processes,Process emission
2B10a,B_Industry,Solvent and oil recovery,Process emission
2B10a,B_Industry,Sulphuric acid production,Acid production
2B10b,B_Industry,Ship purging,Process emission
2B2,B_Industry,Nitric acid production,Acid production
2B3,B_Industry,Adipic acid production,Adipic acid produced
2B6,B_Industry,Chemical industry - titanium dioxide,Coke
2B6,B_Industry,Chemical industry - titanium dioxide,Petroleum coke
2B6,B_Industry,Chemical industry - titanium dioxide,Titanium dioxide
2B7,B_Industry,Chemical industry - soda ash,Soda ash
2B7,B_Industry,Chemical industry - soda ash,Soda ash produced
2B8a,B_Industry,Chemical industry - methanol,Methanol
2B8a,B_Industry,Chemical industry - methanol,Natural gas
2B8a,B_Industry,Methanol production – combustion,Natural gas
2B8b,B_Industry,Chemical industry - ethylene,Ethylene
2B8c,B_Industry,Chemical Industry - ethylene dichloride,Ethylene dichloride
2B8d,B_Industry,Chemical industry - ethylene oxide,Ethylene oxide
2B8e,B_Industry,Chemical industry - acrylonitrile,Acrylonitrile
2B8f,B_Industry,Chemical industry - carbon black,Carbon black capacity
2B8g,B_Industry,Chemicals (combustion),OPG
2C1,B_Industry,Basic oxygen furnaces,Steel production (oxygen converters)
2C1,B_Industry,Blast furnaces,Iron production (blast furnace)
2C1,B_Industry,Cold rolling of steel,Rolled steel products
2C1,B_Industry,Electric arc furnaces,Steel production (electric arc)
2C1,B_Industry,Hot rolling of steel,Rolled steel products
2C1,B_Industry,Integrated steelworks - other processes,Iron production (blast furnace)
2C1,B_Industry,Integrated steelworks - stockpiles,Iron production
2C1,B_Industry,Iron and steel - flaring,Blast furnace gas
2C1,B_Industry,Sinter production,Iron production
2C1a,B_Industry,Basic oxygen furnaces,Dolomite
2C1a,B_Industry,Electric arc furnaces,Petroleum coke
2C1a,B_Industry,Electric arc furnaces,Steel production (electric arc)
2C1a,B_Industry,Ladle arc furnaces,Steel production (electric arc)
2C1a,B_Industry,Ladle arc furnaces,Steel production (oxygen converters)
2C1b,B_Industry,Iron and steel - flaring,Blast furnace gas
2C1d,B_Industry,Sinter production,Coke
2C1d,B_Industry,Sinter production,Dolomite
2C1d,B_Industry,Sinter production,Limestone
2C3,B_Industry,Alumina production,Primary aluminium production
2C3,B_Industry,Primary aluminium production - anode baking,Process emission
2C3,B_Industry,Primary aluminium production - general,Primary aluminium production
2C3,B_Industry,Secondary aluminium production,Secondary aluminium production
2C3a,B_Industry,Primary aluminium production - general,Primary aluminium production
2C5,B_Industry,Lead battery manufacture,Process emission
2C5,B_Industry,Secondary lead production,Refined secondary lead
2C6,B_Industry,Non-ferrous metal processes,Coke
2C6,B_Industry,Primary lead/zinc production,Slab zinc and lead bullion produced
2C6,B_Industry,Zinc alloy and semis production,Zinc consumption
2C6,B_Industry,Zinc oxide production,Process emission
2C7a,B_Industry,Copper alloy and semis production,Copper consumption
2C7a,B_Industry,Secondary copper production,Refined copper
2C7b,B_Industry,Nickel production,Nickel production
2C7c,B_Industry,Foundries,Castings
2C7c,B_Industry,Other non-ferrous metal processes,Index of output (basic metals)
2D1,E_Solvents,Agricultural engines,Lubricants
2D1,E_Solvents,Industrial engines,Lubricants
2D1,E_Solvents,Marine engines,Lubricants
2D1,E_Solvents,Road vehicle engines,Lubricants
2D2,E_Solvents,Non-aerosol products - household products,Petroleum waxes
2D3,E_Solvents,Non Energy Use: petroleum coke,Petroleum coke
2D3,E_Solvents,Road transport - urea,Urea consumption
2D3a,E_Solvents,Aerosols - carcare products,Aerosols
2D3a,E_Solvents,Aerosols - cosmetics and toiletries,Aerosols
2D3a,E_Solvents,Aerosols - household products,Aerosols
2D3a,E_Solvents,Agriculture - agrochemicals use,Agrochemical active ingredient
2D3a,E_Solvents,Non-aerosol products - automotive products,Carcare products
2D3a,E_Solvents,Non-aerosol products - cosmetics and toiletries,Cosmetics and toiletries
2D3a,E_Solvents,Non-aerosol products - domestic adhesives,Adhesives and sealants
2D3a,E_Solvents,Non-aerosol products - household products,Household products
2D3a,E_Solvents,Non-aerosol products - household products,Non-fuel domestic
2D3a,E_Solvents,Non-aerosol products - paint thinner,Population
2D3b,B_Industry,Other industry - asphalt manufacture,Asphalt produced
2D3b,B_Industry,"Road dressings, bitumen",Non fuel bitumen use
2D3b,B_Industry,"Road dressings, kerosene",Non fuel bitumen use
2D3d,E_Solvents,Decorative paint - retail decorative,Retail decorative coatings
2D3d,E_Solvents,Decorative paint - trade decorative,Trade decorative coatings
2D3d,E_Solvents,Film coating,Pulp paper printing and publishing
2D3d,E_Solvents,Industrial coatings - agricultural and construction,Ace coatings
2D3d,E_Solvents,Industrial coatings - aircraft,Aircraft coatings
2D3d,E_Solvents,Industrial coatings - automotive,Automotive coatings
2D3d,E_Solvents,Industrial coatings - coil coating,Coil coatings
2D3d,E_Solvents,Industrial coatings - commercial vehicles,Commercial vehicle coatings
2D3d,E_Solvents,Industrial coatings - drum,Drum coatings
2D3d,E_Solvents,Industrial coatings - high performance,High performance coatings
2D3d,E_Solvents,Industrial coatings - marine,Marine coatings
2D3d,E_Solvents,Industrial coatings - metal and plastic,Metal and plastic coatings
2D3d,E_Solvents,Industrial coatings - metal packaging,Metal packaging coatings
2D3d,E_Solvents,Industrial coatings - vehicle refinishing,Vehicle refinishing coatings
2D3d,E_Solvents,Industrial coatings - wood,Wood coatings
2D3d,E_Solvents,Leather coating,Leather and leather products
2D3d,E_Solvents,Paper coating,Solvent use
2D3d,E_Solvents,Textile coating,Textiles and textile products
2D3e,E_Solvents,Leather degreasing,Leather and leather products
2D3e,E_Solvents,Surface cleaning - 111-trichloroethane,Cleaning solvent
2D3e,E_Solvents,Surface cleaning - dichloromethane,Cleaning solvent
2D3e,E_Solvents,Surface cleaning - hydrocarbons,Cleaning solvent
2D3e,E_Solvents,Surface cleaning - oxygenated solvents,Cleaning solvent
2D3e,E_Solvents,Surface cleaning - tetrachloroethylene,Cleaning solvent
2D3e,E_Solvents,Surface cleaning - trichloroethylene,Cleaning solvent
2D3f,E_Solvents,Dry cleaning,Solvent use
2D3g,E_Solvents,Coating manufacture - adhesives,Solvent used in coating
2D3g,E_Solvents,Coating manufacture - inks,Pigment
2D3g,E_Solvents,Coating manufacture - inks,Solvent used in coating
2D3g,E_Solvents,Coating manufacture - other coatings,Pigment
2D3g,E_Solvents,Coating manufacture - other coatings,Solvent used in coating
2D3g,E_Solvents,Foam blowing,Blowing agents
2D3g,E_Solvents,Industrial adhesives - pressure sensitive tapes,Solvent use
2D3g,E_Solvents,Other rubber products,Rubber and plastic products
2D3g,E_Solvents,Tyre manufacture,Rubber and plastic products
2D3h,E_Solvents,Printing - flexible packaging,Flexible packaging inks
2D3h,E_Solvents,Printing - heatset web offset,Heatset offset ink
2D3h,E_Solvents,Printing - metal decorating,Metal decorating inks
2D3h,E_Solvents,Printing - newspapers,Newspaper inks
2D3h,E_Solvents,Printing - other flexography,Other flexographic inks
2D3h,E_Solvents,Printing - other inks,Other inks
2D3h,E_Solvents,Printing - other offset,Other offset ink
2D3h,E_Solvents,Printing - overprint varnishes,Overprint varnishes
2D3h,E_Solvents,Printing - print chemicals,Print chemicals
2D3h,E_Solvents,Printing - publication gravure,Publication gravure ink
2D3h,E_Solvents,Printing - screen printing,Screen printing inks
2D3i,E_Solvents,Industrial adhesives - other,Adhesives and sealants
2D3i,E_Solvents,Other solvent use,Solvent use
2D3i,E_Solvents,Seed oil extraction,Oilseeds and nuts
2D3i,E_Solvents,Wood impregnation - creosote,Creosote
2D3i,E_Solvents,Wood impregnation - LOSP,Solvent-borne preservative
2G,E_Solvents,Cigarette smoking,Cigarettes
2G,E_Solvents,Fireworks,Process emission
2G,E_Solvents,Road vehicle engines,Lubricants
2G3a,E_Solvents,N2O use as an anaesthetic,Population
2G3b,E_Solvents,Other food - cream consumption,Process emission
2G3b,E_Solvents,Recreational use of N2O,Process emission
2G4,E_Solvents,Chemical Industry – other process sources,Process emission
2H1,B_Industry,Paper production,Process emission
2H2,B_Industry,Animal Rendering,Meat fish and poultry
2H2,B_Industry,Bread baking,Bread
2H2,B_Industry,Brewing - fermentation,Beer
2H2,B_Industry,Brewing - wort boiling,Beer
2H2,B_Industry,Cider manufacture,Cider
2H2,B_Industry,Malting - all,Malt
2H2,B_Industry,Other food - animal feed manufacture,Animal feeds
2H2,B_Industry,Other food - cakes biscuits and cereals,Cakes and biscuits
2H2,B_Industry,Other food - coffee roasting,Coffee
2H2,B_Industry,Other food - margarine and other solid fats,Fats
2H2,B_Industry,Other food - meat fish and poultry,Meat fish and poultry
2H2,B_Industry,Other food - sugar production,Sugar
2H2,B_Industry,Spirit manufacture - casking,Whisky
2H2,B_Industry,Spirit manufacture - distillation,Spirits
2H2,B_Industry,Spirit manufacture - fermentation,Spirits
2H2,B_Industry,Spirit manufacture - other maturation,Whisky in storage
2H2,B_Industry,Spirit manufacture - Scotch whisky maturation,Whisky in storage
2H2,B_Industry,Spirit manufacture - spent grain drying,Grain used in spirits
2H2,B_Industry,Sugar beet processing,Process emission
2H2,B_Industry,Wine manufacture,Wine
2H3,B_Industry,Other industry - part B processes,Process emission
2I,B_Industry,Wood products manufacture,Wood product production
3A1a,K_AgriLivestock,Enteric,Dairy - Dairy Cows
3A1b,K_AgriLivestock,Enteric,Other cattle - Beef females for slaughter
3A1b,K_AgriLivestock,Enteric,Other cattle - Bulls for breeding
3A1b,K_AgriLivestock,Enteric,Other cattle - Cereal fed bull
3A1b,K_AgriLivestock,Enteric,Other cattle - Cows
3A1b,K_AgriLivestock,Enteric,Other cattle - Dairy Calves Female
3A1b,K_AgriLivestock,Enteric,Other cattle - Dairy In Calf Heifers
3A1b,K_AgriLivestock,Enteric,Other cattle - Dairy Replacements Female
3A1b,K_AgriLivestock,Enteric,Other cattle - Heifers for breeding
3A1b,K_AgriLivestock,Enteric,Other cattle - Steers
3A2,K_AgriLivestock,Enteric,Sheep - Ewe
3A2,K_AgriLivestock,Enteric,Sheep - Lamb
3A2,K_AgriLivestock,Enteric,Sheep - Ram
3A3,K_AgriLivestock,Enteric,Pig - Boar
3A3,K_AgriLivestock,Enteric,Pig - Fattening Pig < 20 kg
3A3,K_AgriLivestock,Enteric,Pig - Fattening Pig > 80 kg
3A3,K_AgriLivestock,Enteric,Pig - Fattening Pig 20 to 80 kg
3A3,K_AgriLivestock,Enteric,Pig - Gilt
3A3,K_AgriLivestock,Enteric,Pig - Sow
3A4,K_AgriLivestock,Enteric,Agricultural Horses
3A4,K_AgriLivestock,Enteric,Deer
3A4,K_AgriLivestock,Enteric,Domestic Horses
3A4,K_AgriLivestock,Enteric,Goats
3A4,K_AgriLivestock,Enteric,Professional Horses
3B11a,K_AgriLivestock,Digestate,Dairy - Dairy Cows
3B11a,K_AgriLivestock,Excreta,Dairy - Dairy Cows
3B11a,K_AgriLivestock,Managed Manure,Dairy - Dairy Cows
3B11b,K_AgriLivestock,Digestate,Other cattle - Beef females for slaughter
3B11b,K_AgriLivestock,Digestate,Other cattle - Bulls for breeding
3B11b,K_AgriLivestock,Digestate,Other cattle - Cereal fed bull
3B11b,K_AgriLivestock,Digestate,Other cattle - Cows
3B11b,K_AgriLivestock,Digestate,Other cattle - Dairy Calves Female
3B11b,K_AgriLivestock,Digestate,Other cattle - Dairy In Calf Heifers
3B11b,K_AgriLivestock,Digestate,Other cattle - Dairy Replacements Female
3B11b,K_AgriLivestock,Digestate,Other cattle - Heifers for breeding
3B11b,K_AgriLivestock,Digestate,Other cattle - Steers
3B11b,K_AgriLivestock,Excreta,Other cattle - Beef females for slaughter
3B11b,K_AgriLivestock,Excreta,Other cattle - Bulls for breeding
3B11b,K_AgriLivestock,Excreta,Other cattle - Cereal fed bull
3B11b,K_AgriLivestock,Excreta,Other cattle - Cows
3B11b,K_AgriLivestock,Excreta,Other cattle - Dairy Calves Female
3B11b,K_AgriLivestock,Excreta,Other cattle - Dairy In Calf Heifers
3B11b,K_AgriLivestock,Excreta,Other cattle - Dairy Replacements Female
3B11b,K_AgriLivestock,Excreta,Other cattle - Heifers for breeding
3B11b,K_AgriLivestock,Excreta,Other cattle - Steers
3B11b,K_AgriLivestock,Managed Manure,Other cattle - Beef females for slaughter
3B11b,K_AgriLivestock,Managed Manure,Other cattle - Bulls for breeding
3B11b,K_AgriLivestock,Managed Manure,Other cattle - Cereal fed bull
3B11b,K_AgriLivestock,Managed Manure,Other cattle - Cows
3B11b,K_AgriLivestock,Managed Manure,Other cattle - Dairy Calves Female
3B11b,K_AgriLivestock,Managed Manure,Other cattle - Dairy In Calf Heifers
3B11b,K_AgriLivestock,Managed Manure,Other cattle - Dairy Replacements Female
3B11b,K_AgriLivestock,Managed Manure,Other cattle - Heifers for breeding
3B11b,K_AgriLivestock,Managed Manure,Other cattle - Steers
3B12,K_AgriLivestock,Excreta,Sheep - Ewe
3B12,K_AgriLivestock,Excreta,Sheep - Lamb
3B12,K_AgriLivestock,Excreta,Sheep - Ram
3B12,K_AgriLivestock,Managed Manure,Sheep - Ewe
3B12,K_AgriLivestock,Managed Manure,Sheep - Lamb
3B12,K_AgriLivestock,Managed Manure,Sheep - Ram
3B13,K_AgriLivestock,Digestate,Pig - Boar
3B13,K_AgriLivestock,Digestate,Pig - Fattening Pig < 20 kg
3B13,K_AgriLivestock,Digestate,Pig - Fattening Pig > 80 kg
3B13,K_AgriLivestock,Digestate,Pig - Fattening Pig 20 to 80 kg
3B13,K_AgriLivestock,Digestate,Pig - Gilt
3B13,K_AgriLivestock,Digestate,Pig - Sow
3B13,K_AgriLivestock,Excreta,Pig - Boar
3B13,K_AgriLivestock,Excreta,Pig - Fattening Pig < 20 kg
3B13,K_AgriLivestock,Excreta,Pig - Fattening Pig > 80 kg
3B13,K_AgriLivestock,Excreta,Pig - Fattening Pig 20 to 80 kg
3B13,K_AgriLivestock,Excreta,Pig - Gilt
3B13,K_AgriLivestock,Excreta,Pig - Sow
3B13,K_AgriLivestock,Managed Manure,Pig - Boar
3B13,K_AgriLivestock,Managed Manure,Pig - Fattening Pig < 20 kg
3B13,K_AgriLivestock,Managed Manure,Pig - Fattening Pig > 80 kg
3B13,K_AgriLivestock,Managed Manure,Pig - Fattening Pig 20 to 80 kg
3B13,K_AgriLivestock,Managed Manure,Pig - Gilt
3B13,K_AgriLivestock,Managed Manure,Pig - Sow
3B14,K_AgriLivestock,Digestate,Poultry - Broilers
3B14,K_AgriLivestock,Digestate,Poultry - Laying Hens
3B14,K_AgriLivestock,Digestate,Poultry - Other
3B14,K_AgriLivestock,Digestate,Poultry - Turkeys
3B14,K_AgriLivestock,Excreta,Agricultural Horses
3B14,K_AgriLivestock,Excreta,Deer
3B14,K_AgriLivestock,Excreta,Domestic Horses
3B14,K_AgriLivestock,Excreta,Goats
3B14,K_AgriLivestock,Excreta,Poultry - Broilers
3B14,K_AgriLivestock,Excreta,Poultry - Laying Hens
3B14,K_AgriLivestock,Excreta,Poultry - Other
3B14,K_AgriLivestock,Excreta,Poultry - Turkeys
3B14,K_AgriLivestock,Excreta,Professional Horses
3B14,K_AgriLivestock,Managed Manure,Agricultural Horses
3B14,K_AgriLivestock,Managed Manure,Deer
3B14,K_AgriLivestock,Managed Manure,Domestic Horses
3B14,K_AgriLivestock,Managed Manure,Goats
3B14,K_AgriLivestock,Managed Manure,Poultry - Broilers
3B14,K_AgriLivestock,Managed Manure,Poultry - Laying Hens
3B14,K_AgriLivestock,Managed Manure,Poultry - Other
3B14,K_AgriLivestock,Managed Manure,Poultry - Turkeys
3B14,K_AgriLivestock,Managed Manure,Professional Horses
3B1a,K_AgriLivestock,Dairy - Dairy Cows,Housing
3B1a,K_AgriLivestock,Dairy - Dairy Cows,Storage
3B1a,K_AgriLivestock,Dairy - Dairy Cows,Yarding
3B1a,K_AgriLivestock,Dairy - Dairy Cows - Digestate Direct,Storage
3B1a,K_AgriLivestock,Dairy Cows Wastes - Direct,Excreta N managed as manure
3B1a,K_AgriLivestock,Housing,Dairy - Dairy Cows
3B1a,K_AgriLivestock,Silage - Housing,Dairy - Dairy Cows
3B1a,K_AgriLivestock,Silage - Storage,Dairy - Dairy Cows
3B1a,K_AgriLivestock,Storage,Dairy - Dairy Cows
3B1a,K_AgriLivestock,Storage,Dairy - Dairy Cows - Digestate
3B1a,K_AgriLivestock,Wastes - Direct,Dairy - Dairy Cows
3B1a,K_AgriLivestock,Wastes - Direct,Dairy - Other cattle
3B1a,K_AgriLivestock,Yarding,Dairy - Dairy Cows
3B1b,K_AgriLivestock,Housing,Other cattle - Beef females for slaughter
3B1b,K_AgriLivestock,Housing,Other cattle - Bulls for breeding
3B1b,K_AgriLivestock,Housing,Other cattle - Cereal fed bull
3B1b,K_AgriLivestock,Housing,Other cattle - Cows
3B1b,K_AgriLivestock,Housing,Other cattle - Dairy Calves Female
3B1b,K_AgriLivestock,Housing,Other cattle - Dairy In Calf Heifers
3B1b,K_AgriLivestock,Housing,Other cattle - Dairy Replacements Female
3B1b,K_AgriLivestock,Housing,Other cattle - Heifers for breeding
3B1b,K_AgriLivestock,Housing,Other cattle - Steers
3B1b,K_AgriLivestock,Other cattle - Beef females for slaughter,Housing
3B1b,K_AgriLivestock,Other cattle - Beef females for slaughter,Storage
3B1b,K_AgriLivestock,Other cattle - Beef females for slaughter,Yarding
3B1b,K_AgriLivestock,Other cattle - Beef females for slaughter - Digestate Direct,Storage
3B1b,K_AgriLivestock,Other cattle - Bulls for breeding,Housing
3B1b,K_AgriLivestock,Other cattle - Bulls for breeding,Storage
3B1b,K_AgriLivestock,Other cattle - Bulls for breeding,Yarding
3B1b,K_AgriLivestock,Other cattle - Bulls for breeding - Digestate Direct,Storage
3B1b,K_AgriLivestock,Other cattle - Cereal fed bull,Housing
3B1b,K_AgriLivestock,Other cattle - Cereal fed bull,Storage
3B1b,K_AgriLivestock,Other cattle - Cereal fed bull,Yarding
3B1b,K_AgriLivestock,Other cattle - Cereal fed bull - Digestate Direct,Storage
3B1b,K_AgriLivestock,Other cattle - Cows,Housing
3B1b,K_AgriLivestock,Other cattle - Cows,Storage
3B1b,K_AgriLivestock,Other cattle - Cows,Yarding
3B1b,K_AgriLivestock,Other cattle - Cows - Digestate Direct,Storage
3B1b,K_AgriLivestock,Other cattle - Dairy Calves Female,Housing
3B1b,K_AgriLivestock,Other cattle - Dairy Calves Female,Storage
3B1b,K_AgriLivestock,Other cattle - Dairy Calves Female,Yarding
3B1b,K_AgriLivestock,Other cattle - Dairy Calves Female - Digestate Direct,Storage
3B1b,K_AgriLivestock,Other cattle - Dairy In Calf Heifers,Housing
3B1b,K_AgriLivestock,Other cattle - Dairy In Calf Heifers,Storage
3B1b,K_AgriLivestock,Other cattle - Dairy In Calf Heifers,Yarding
3B1b,K_AgriLivestock,Other cattle - Dairy In Calf Heifers - Digestate Direct,Storage
3B1b,K_AgriLivestock,Other cattle - Dairy Replacements Female,Housing
3B1b,K_AgriLivestock,Other cattle - Dairy Replacements Female,Storage
3B1b,K_AgriLivestock,Other cattle - Dairy Replacements Female,Yarding
3B1b,K_AgriLivestock,Other cattle - Dairy Replacements Female - Digestate Direct,Storage
3B1b,K_AgriLivestock,Other cattle - Heifers for breeding,Housing
3B1b,K_AgriLivestock,Other cattle - Heifers for breeding,Storage
3B1b,K_AgriLivestock,Other cattle - Heifers for breeding,Yarding
3B1b,K_AgriLivestock,Other cattle - Heifers for breeding - Digestate Direct,Storage
3B1b,K_AgriLivestock,Other cattle - Steers,Housing
3B1b,K_AgriLivestock,Other cattle - Steers,Storage
3B1b,K_AgriLivestock,Other cattle - Steers,Yarding
3B1b,K_AgriLivestock,Other cattle - Steers - Digestate Direct,Storage
3B1b,K_AgriLivestock,Other Cattle Wastes - Direct,Excreta N managed as manure
3B1b,K_AgriLivestock,Silage - Housing,Other cattle - Beef females for slaughter
