Profile_ID,hour,N
AGRI_BUR_ALL,0,0.02484472
AGRI_BUR_ALL,0,0.02484472
AGRI_BUR_ALL,0,0.02484472
AGRI_BUR_ALL,0,0.02484472
AGRI_BUR_ALL,0,0.02484472
AGRI_BUR_ALL,0,0.033229491
AGRI_BUR_ALL,0,0.037441498
AGRI_BUR_ALL,1,0.02484472
AGRI_BUR_ALL,1,0.02484472
AGRI_BUR_ALL,1,0.02484472
AGRI_BUR_ALL,1,0.02484472
AGRI_BUR_ALL,1,0.02484472
AGRI_BUR_ALL,1,0.033229491
AGRI_BUR_ALL,1,0.037441498
AGRI_BUR_ALL,2,0.02484472
AGRI_BUR_ALL,2,0.02484472
AGRI_BUR_ALL,2,0.02484472
AGRI_BUR_ALL,2,0.02484472
AGRI_BUR_ALL,2,0.02484472
AGRI_BUR_ALL,2,0.033229491
AGRI_BUR_ALL,2,0.037441498
AGRI_BUR_ALL,3,0.02484472
AGRI_BUR_ALL,3,0.02484472
AGRI_BUR_ALL,3,0.02484472
AGRI_BUR_ALL,3,0.02484472
AGRI_BUR_ALL,3,0.02484472
AGRI_BUR_ALL,3,0.033229491
AGRI_BUR_ALL,3,0.037441498
AGRI_BUR_ALL,4,0.02484472
AGRI_BUR_ALL,4,0.02484472
AGRI_BUR_ALL,4,0.02484472
AGRI_BUR_ALL,4,0.02484472
AGRI_BUR_ALL,4,0.02484472
AGRI_BUR_ALL,4,0.033229491
AGRI_BUR_ALL,4,0.037441498
AGRI_BUR_ALL,5,0.026915114
AGRI_BUR_ALL,5,0.026915114
AGRI_BUR_ALL,5,0.026915114
AGRI_BUR_ALL,5,0.026915114
AGRI_BUR_ALL,5,0.026915114
AGRI_BUR_ALL,5,0.034267913
AGRI_BUR_ALL,5,0.037961518
AGRI_BUR_ALL,6,0.031055901
AGRI_BUR_ALL,6,0.031055901
AGRI_BUR_ALL,6,0.031055901
AGRI_BUR_ALL,6,0.031055901
AGRI_BUR_ALL,6,0.031055901
AGRI_BUR_ALL,6,0.036344756
AGRI_BUR_ALL,6,0.03900156
AGRI_BUR_ALL,7,0.037267081
AGRI_BUR_ALL,7,0.037267081
AGRI_BUR_ALL,7,0.037267081
AGRI_BUR_ALL,7,0.037267081
AGRI_BUR_ALL,7,0.037267081
AGRI_BUR_ALL,7,0.039460021
AGRI_BUR_ALL,7,0.040561622
AGRI_BUR_ALL,8,0.045548654
AGRI_BUR_ALL,8,0.045548654
AGRI_BUR_ALL,8,0.045548654
AGRI_BUR_ALL,8,0.045548654
AGRI_BUR_ALL,8,0.045548654
AGRI_BUR_ALL,8,0.043613707
AGRI_BUR_ALL,8,0.042641706
AGRI_BUR_ALL,9,0.055900621
AGRI_BUR_ALL,9,0.055900621
AGRI_BUR_ALL,9,0.055900621
AGRI_BUR_ALL,9,0.055900621
AGRI_BUR_ALL,9,0.055900621
AGRI_BUR_ALL,9,0.048805815
AGRI_BUR_ALL,9,0.04524181
AGRI_BUR_ALL,10,0.060041408
AGRI_BUR_ALL,10,0.060041408
AGRI_BUR_ALL,10,0.060041408
AGRI_BUR_ALL,10,0.060041408
AGRI_BUR_ALL,10,0.060041408
AGRI_BUR_ALL,10,0.050882658
AGRI_BUR_ALL,10,0.046281851
AGRI_BUR_ALL,11,0.066252588
AGRI_BUR_ALL,11,0.066252588
AGRI_BUR_ALL,11,0.066252588
AGRI_BUR_ALL,11,0.066252588
AGRI_BUR_ALL,11,0.066252588
AGRI_BUR_ALL,11,0.053997923
AGRI_BUR_ALL,11,0.047841914
AGRI_BUR_ALL,12,0.074534161
AGRI_BUR_ALL,12,0.074534161
AGRI_BUR_ALL,12,0.074534161
AGRI_BUR_ALL,12,0.074534161
AGRI_BUR_ALL,12,0.074534161
AGRI_BUR_ALL,12,0.05815161
AGRI_BUR_ALL,12,0.049921997
AGRI_BUR_ALL,13,0.072463768
AGRI_BUR_ALL,13,0.072463768
AGRI_BUR_ALL,13,0.072463768
AGRI_BUR_ALL,13,0.072463768
AGRI_BUR_ALL,13,0.072463768
AGRI_BUR_ALL,13,0.057113188
AGRI_BUR_ALL,13,0.049401976
AGRI_BUR_ALL,14,0.070393375
AGRI_BUR_ALL,14,0.070393375
AGRI_BUR_ALL,14,0.070393375
AGRI_BUR_ALL,14,0.070393375
AGRI_BUR_ALL,14,0.070393375
AGRI_BUR_ALL,14,0.056074766
AGRI_BUR_ALL,14,0.048881955
AGRI_BUR_ALL,15,0.064182195
AGRI_BUR_ALL,15,0.064182195
AGRI_BUR_ALL,15,0.064182195
AGRI_BUR_ALL,15,0.064182195
AGRI_BUR_ALL,15,0.064182195
AGRI_BUR_ALL,15,0.052959502
AGRI_BUR_ALL,15,0.047321893
AGRI_BUR_ALL,16,0.055900621
AGRI_BUR_ALL,16,0.055900621
AGRI_BUR_ALL,16,0.055900621
AGRI_BUR_ALL,16,0.055900621
AGRI_BUR_ALL,16,0.055900621
AGRI_BUR_ALL,16,0.048805815
AGRI_BUR_ALL,16,0.04524181
AGRI_BUR_ALL,17,0.045548654
AGRI_BUR_ALL,17,0.045548654
AGRI_BUR_ALL,17,0.045548654
AGRI_BUR_ALL,17,0.045548654
AGRI_BUR_ALL,17,0.045548654
AGRI_BUR_ALL,17,0.043613707
AGRI_BUR_ALL,17,0.042641706
AGRI_BUR_ALL,18,0.037267081
AGRI_BUR_ALL,18,0.037267081
AGRI_BUR_ALL,18,0.037267081
AGRI_BUR_ALL,18,0.037267081
AGRI_BUR_ALL,18,0.037267081
AGRI_BUR_ALL,18,0.039460021
AGRI_BUR_ALL,18,0.040561622
AGRI_BUR_ALL,19,0.031055901
AGRI_BUR_ALL,19,0.031055901
AGRI_BUR_ALL,19,0.031055901
AGRI_BUR_ALL,19,0.031055901
AGRI_BUR_ALL,19,0.031055901
AGRI_BUR_ALL,19,0.036344756
AGRI_BUR_ALL,19,0.03900156
AGRI_BUR_ALL,20,0.026915114
AGRI_BUR_ALL,20,0.026915114
AGRI_BUR_ALL,20,0.026915114
AGRI_BUR_ALL,20,0.026915114
AGRI_BUR_ALL,20,0.026915114
AGRI_BUR_ALL,20,0.034267913
AGRI_BUR_ALL,20,0.037961518
AGRI_BUR_ALL,21,0.02484472
AGRI_BUR_ALL,21,0.02484472
AGRI_BUR_ALL,21,0.02484472
AGRI_BUR_ALL,21,0.02484472
AGRI_BUR_ALL,21,0.02484472
AGRI_BUR_ALL,21,0.033229491
AGRI_BUR_ALL,21,0.037441498
AGRI_BUR_ALL,22,0.02484472
AGRI_BUR_ALL,22,0.02484472
AGRI_BUR_ALL,22,0.02484472
AGRI_BUR_ALL,22,0.02484472
AGRI_BUR_ALL,22,0.02484472
AGRI_BUR_ALL,22,0.033229491
AGRI_BUR_ALL,22,0.037441498
AGRI_BUR_ALL,23,0.02484472
