sector,hour,coeff,coeff_l,coeff_u
1,0,1.0067288976068,0.958476091691706,1.0549817035219
1,1,1.00358076536586,0.95537134277966,1.05179018795206
1,2,1.00034233910972,0.951904985198631,1.04877969302081
1,3,0.997148226139991,0.94847366605541,1.04582278622457
1,4,0.994147018545484,0.945322454786539,1.04297158230443
1,5,0.991503476298825,0.942350525205314,1.04065642739234
1,6,0.989383136654651,0.940144960168362,1.03862131314094
1,7,0.987950846719323,0.938541350036885,1.03736034340176
1,8,0.987369504179604,0.93780912725142,1.03692988110779
1,9,0.987699436859441,0.938165783065454,1.03723309065343
1,10,0.988841989668782,0.939155684599705,1.03852829473786
1,11,0.990687083753971,0.941053633384579,1.04032053412336
1,12,0.993142526426441,0.94350907605705,1.04277597679583
1,13,0.996124391157783,0.946438086088706,1.04581069622686
1,14,0.9995060578252,0.949972404031213,1.04903971161919
1,15,1.00307126778363,0.953510890855449,1.05263164471182
1,16,1.00658319496193,0.957173698279491,1.05599269164437
1,17,1.0096971292964,0.960458952810113,1.05893530578269
1,18,1.01199884848545,0.96284589739194,1.06115179957896
1,19,1.01316294673624,0.964338382977291,1.06198751049518
1,20,1.0131228363489,0.964448276264323,1.06179739643348
1,21,1.01187004865276,0.963432694741671,1.06030740256385
1,22,1.00960913381601,0.961399711229807,1.05781855640221
1,23,1.0067288976068,0.958476091691706,1.0549817035219
2,0,0.795234941798628,0.773942088501449,0.816527795095806
2,1,0.626277027985233,0.606899689102946,0.645654366867521
2,2,0.518060958602595,0.494157967108923,0.541963950096267
2,3,0.453908910118509,0.429576042857653,0.478241777379364
2,4,0.439624421127782,0.418236525721006,0.461012316534559
2,5,0.507001847645638,0.481368745313332,0.532634949977943
2,6,0.674831103523984,0.652661689840485,0.697000517207482
2,7,0.881031673464121,0.857680947535345,0.904382399392897
2,8,1.0362342132472,1.01122873411087,1.06123969238352
2,9,1.10055848309987,1.07926529846707,1.12185166773267
2,10,1.11087610702948,1.08547154288705,1.13628067117191
2,11,1.10688681361518,1.08413345289076,1.1296401743396
2,12,1.09831675144558,1.07556339072115,1.12107011217
2,13,1.08070447404493,1.05529990990249,1.10610903818736
2,14,1.06670793231361,1.04541474768081,1.08800111694641
2,15,1.10506900870896,1.08006352957264,1.13007448784528
2,16,1.24128634273102,1.21793561680224,1.26463706865979
2,17,1.43033643008417,1.40816701640067,1.45250584376767
2,18,1.56882349238652,1.54319039005422,1.59445659471883
2,19,1.58137096649066,1.55998307108389,1.60275886189744
2,20,1.47599959616642,1.45166672890557,1.50033246342728
2,21,1.27680120271962,1.25289821122595,1.30070419421329
2,22,1.02882235985166,1.00944502096937,1.04819969873395
2,23,0.795234941798628,0.773942088501449,0.816527795095806
3,0,0.871533070389549,0.870398344326043,0.872667796453055
3,1,0.893914398366934,0.89288402922225,0.894944767511618
3,2,0.931281709553126,0.930006263274415,0.932557155831837
