time,N
0,0.797246364899001
1,0.641436168839419
2,0.538119810614147
3,0.482749204161227
4,0.481547231567007
5,0.553189146131023
6,0.706550210653099
7,0.891786401465322
8,1.03922677394217
9,1.1143690143176
10,1.13725395450911
11,1.13139927207785
12,1.11067318942559
13,1.08440180875906
14,1.07153400307295
15,1.11125700045643
16,1.23842599384065
17,1.40791148361743
18,1.52301069299964
19,1.51579205939486
20,1.40355853148427
21,1.219206077283
22,1.00210924159015
23,0.797246364899001
