
"Gas","NFR/CRF Group","Source","Activity","Units","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Hydrogen Chloride","1A","","","kilotonne","324.43513976958","293.53236785586","257.62113688507","286.13484244002","253.76928791255","266.31651561224","272.48328423165","280.0678240362","277.71443450552","303.11374169998","298.17918486573","289.01930016078","269.02202500988","270.96760107341","182.91269916161","251.06209533256","276.63934654383","279.05673982547","268.06916142447","260.381159472","262.9436944321","263.96103599832","248.83944362532","202.28846147392","197.89714220371","149.81565440212","120.7135774172","85.061262894789","117.52498722262","73.676274277139","79.889457284097","67.759575912091","41.874655135812","38.752074371873","26.520509638949","18.193512431458","16.739320131019","13.860836048587","11.61054316464","10.428340510812","11.798681774449","12.069209437943","13.747292763422","14.564318740353","11.873903622997","8.4287567778009","7.0456665576176","6.0883137053126","6.0382091576331","5.5673883828835"
"Hydrogen Chloride","1A1a","Miscellaneous industrial/commercial combustion","MSW","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.734893578947368","0.733879932631579","0.777466724210526","0.813957991578947","0.832203625263158","0.916336269473684","1.01263266947368","0.882728966878377","0.0227456059517004","0.0202389158721587","0.0222735650406939","0.0330601052676635","0.0348992917011571","0.0329421111867783","0.0331640913615223","0.0366385594999689","0.0397867859008557","0.0254427494360571","0.0292646960596928","0.0306631684697501","0.0254775580929242","0.0290583785778675","0.0402116171500224","0.0381662942920048","0.0377629563258449","0.0393597123222595","0.0408036979396358","0.0386964538208898","0.0431870171663711","0.0407244351758805","0.04252304596327"
"Hydrogen Chloride","1A1a","Power stations","Coal","kilotonne","222.2792498129","209.702348102988","191.86036211122","221.107631823443","193.029101432397","214.748653595658","223.960392087697","230.293462300974","232.020663268231","255.625743154081","257.839439060449","251.09184061503","230.949798668531","234.798578157236","153.752551436966","212.848732531675","237.927690576251","248.072117590609","237.389379608122","232.11565932143","237.648459753211","236.111250892352","221.625792113621","176.292553300189","172.674772332817","128.643660261043","103.307875897769","72.0337723576506","106.417169307724","62.3136257377206","70.8100559982355","58.5880278453367","34.07835671726","31.5009309725134","19.7808809780809","11.9314587606082","11.0564951464764","8.15284699244096","5.41630575793241","4.13742574970185","4.71197281800041","5.0234334854333","6.2121613218125","6.42546954399716","4.30404134434664","2.15536208328022","1.2752083174288","0.702609232974556","0.745970230840424","0.254355714541489"
"Hydrogen Chloride","1A1a","Power stations","Straw","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00250851563700476","0.0147037608867792","0.0108059135158886","0.00482406853203822","0.0098356802089559","0.0131986515061959","0.0206335059292036","0.0223836779929638","0.0175596094599975","0.0159777877138679","0.0159801503583513","0.0143314932861401","0.0153412282396559","0.0145235078704119","0.0148874790043219","0.0273762479542772","0.0373020762537024","0.0471171466018242","0.0306980413993881","0.0587760300493307"
"Hydrogen Chloride","1A1a","Power stations","Wood","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00994936758235817","0.129044499018167","0.0838755715528102","0.0915418576217951","0.0923420796867361","0.0557708108652685","0.0547286082668228","0.0668492208579227","0.184025058175317","0.343795852786752","0.378557823518034","0.532861467599155","0.421253796145532","0.528836246651972","0.90115600676722","1.12753858253137"
"Hydrogen Chloride","1A1a","Power stations","Slurry","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.76249053","0.6938663823","0.8483413156","0.4408324879","0.6788989756","0.1618174347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hydrogen Chloride","1A1a","Power stations","MSW","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.472","1.45356881684211","1.11818117052632","1.09969759578947","1.31739361263158","1.88783854736842","2.98869853894737","3.15405285052632","2.80017479164134","0.149688833039197","0.182386971227821","0.180587820407371","0.188829983865657","0.203511547675135","0.175001281599872","0.146129174349963","0.156963839630931","0.156121015209267","0.124359426549063","0.121555152159275","0.120040746675895","0.132636651290219","0.162934659006798","0.19593789385013","0.238553124962751","0.204313059972026","0.279463616850465","0.349384559228381","0.395429192266907","0.380067795092282","0.422110560414319","0.502576420111234"
"Hydrogen Chloride","1A1a","Power stations","Poultry litter","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0580247261363636","0.158502028848485","0.738781363636364","0.659752520863636","0.297995913136364","0.353617136363636","0.329794067607205","0.158803449005035","0.186435569929991","0.203116707275739","0.185731250972161","0.120694030901376","0.175399502929122","0.120570285066034","0.0177079680144996","0.0285839885060728","0.0372527310906131","0.0380060254850617","0.0416310758175839","0.0440477536192545","0.037638591834787","0.043054092416916","0.0437342155050244","0.0454894373040045","0.0469614765419748","0.0524471909077158","0.0547221473361722","0.0566408298357752"
"Hydrogen Chloride","1A1b","Refineries - combustion","Fuel oil","kilotonne","0.04031","0.03772","0.03934","0.04335","0.04225","0.03762","0.03577","0.03414","0.03683","0.03865","0.03844","0.03256","0.03223","0.02686","0.02533","0.02274","0.02214","0.02024","0.02038","0.02082","0.02101","0.02304","0.02365","0.02443","0.02527","0.0238","0.023485","0.023524","0.0224","0.01749","0.0122745","0.0168357","0.0204464","0.0202234","0.0167995","0.0157292","0.0099692","0.0101899","0.0071531","0.0059737","0.005206","0.0047569","0.0034576","0.0034391","0.0014002","0.0027566","0.00232166063486975","0.00207918798341557","0.00201193669604235","0.00125531769277081"
"Hydrogen Chloride","1A1b","Refineries - combustion","Refinery miscellaneous","kilotonne","0.00038","0.00038","0.00038","0.00038","0.00038","0.00038","0.00038","0.00038","0.00038","0.00013","3e-05","4e-05","7e-05","0.00034","0.0004","0.00043","0.00047","0.00044","0.00031","0.0003","0.00021","0.00043","0.00046","0.00058","0.00058","0.00032","0.00054","0","0","0","0.0001522","0.0003228","0.0001074","0","0","0","0","0","0","0","0","0","0","0.0005813","0","0.0005567","0","0","0","0"
