
"Gas","NFR/CRF Group","Source","Activity","Units","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Ammonia","1A3bi","Road transport - cars - rural driving","DERV","kilotonne","0.00122488781","0.0012366141","0.0012738196","0.0013731309","0.0014809836","0.0015109507","0.0015734908","0.0024194983","0.00278156479999999","0.00366377999999999","0.0061103346937139","0.00725782491963245","0.00904100497796565","0.011456777907567","0.0148631748562429","0.0179454595941562","0.0205623008709831","0.0227609188861736","0.0238959772880032","0.0267142412577665","0.0282642485262517","0.0307755132841599","0.0349010693669462","0.0388363643319101","0.0434294838275139","0.0475379988309705","0.0524707989552556","0.0566913280171764","0.0631420143997861","0.0639957993871293","0.0701646353365498","0.0828614246484541","0.094675435171532","0.107765880289108","0.124585042465553","0.191066981612692","0.271835042492131","0.338760636487216","0.37786325234803","0.411300084203305"
"Ammonia","1A3bi","Road transport - cars - urban driving","Petrol","kilotonne","0.145790039398367","0.150571802226867","0.156669893067965","0.151135942840169","0.153768598811615","0.157811606181939","0.16753631480988","0.173312066960952","0.189292289585121","0.205392638213","0.191169823418494","0.219251104768117","0.386390127847862","0.873296741353901","1.42793530216994","1.95260830671236","2.45590184848101","3.66032436894663","4.82515280980784","5.8839417100267","6.66872405044304","5.92907637115697","5.3090608058517","4.59006694093696","4.10416156277033","3.65314817038592","3.2518905363942","2.87799661458194","2.42464013969912","2.05453054517875","1.66468948670072","1.31994993286452","1.00841472005752","0.744063246521113","0.571221394096972","0.440665856885243","0.353509880887019","0.305562035112321","0.277832847898421","0.266321875346782"
"Ammonia","1A3bi","Road transport - cars - urban driving","DERV","kilotonne","0.00100298527794079","0.0010358821780738","0.00107783490502057","0.00103976328481403","0.00105787502981862","0.00108568950875117","0.00115259216200692","0.00171375330060413","0.00206315728264921","0.00276154008280997","0.00398996052475647","0.0046844511763933","0.00572301927478477","0.00764869583713867","0.00978059316615522","0.0117480497412777","0.0132222384971935","0.0143521146014497","0.0150805878656921","0.0168733017696837","0.0178299721263024","0.0191758230911713","0.0214463966446703","0.0233770175409156","0.0256514852394025","0.0277561576318893","0.0300752644926587","0.0324162785520601","0.0349192506274355","0.0357850932253517","0.0393781866582766","0.0465657251150046","0.054422845549691","0.061818731141508","0.0681543778281907","0.0991792263915565","0.137520610413214","0.171619071791881","0.195284945735339","0.217817770246804"
"Ammonia","1A3bi","Road transport - cars - motorway driving","Petrol","kilotonne","0.0434516619799999","0.0436307209999999","0.0451626705999999","0.0474705427999999","0.0541952047999999","0.056900986","0.0617156847999999","0.0747867126","0.0810673791999999","0.0885794999999999","0.0986054930928614","0.107817169512747","0.174619747074405","0.361517556439242","0.590232608664763","0.820780907428302","1.07256586694441","1.3039475758839","1.55221856988973","1.744278245509","2.75305668297119","2.90825617332737","2.98884252567499","2.96614676447353","3.00664005984819","2.92828418243077","2.87773366532561","2.77862862998787","2.57209265058572","2.79553340525991","2.6176771125757","2.36913242336387","2.11934049746144","1.86717399712121","1.67351633855877","1.48551056828229","1.34013774389514","1.20089902709934","1.10482367865134","1.03791680237162"
"Ammonia","1A3bi","Road transport - cars - motorway driving","DERV","kilotonne","0.00030848036","0.000309751600000001","0.000320627500000001","0.000337012","0.000384753","0.0004039624","0.0004381438","0.0007631297","0.0009118008","0.001229006","0.00277261615922258","0.00319728402573333","0.00394804382698869","0.00522271409141735","0.00685758082484624","0.00848151514335056","0.0099681311900886","0.0112751078426103","0.0122245213505596","0.0138038563998242","0.0146555329416203","0.016191107218006","0.0182553923268121","0.0201809808403155","0.02290355313955","0.0251941097652546","0.0278664937002989","0.0302923569426032","0.0332970658438064","0.033274633624667","0.0356126077732899","0.0431230399303293","0.0503080908639077","0.0577517196044335","0.0645220628435507","0.0968779046242156","0.133667863547567","0.163037215018752","0.177743076730796","0.192463156336444"
"Ammonia","1A3bi","Road transport - cars - cold start","Petrol","kilotonne","0.0711949423670516","0.0735300629993857","0.0765079977593503","0.0738055547861816","0.0750911830151944","0.0770655406455756","0.0818144938193301","0.0846350180692645","0.0924387818478825","0.10030120782281","0.0933004067356847","0.0931429409248376","0.0949184247560614","0.103679059323094","0.113548093301347","0.12501839442453","0.13794946705655","0.164982139579188","0.194776884561628","0.224331306310525","1.28428876538568","1.16607230802825","1.06555376188188","0.942477954950838","0.851565545342462","0.762897844557645","0.684244030138935","0.607630118390974","0.543152824542681","0.484141777270511","0.421960266851417","0.380937936210982","0.34833495713021","0.323504486697071","0.325262091712632","0.332680899705408","0.342976447265338","0.361695672697308","0.383205141909195","0.40586695580807"
"Ammonia","1A3bi","Road transport - cars - cold start","DERV","kilotonne","0.000489796692234077","0.000505861527106809","0.000526348674167348","0.00050775682236725","0.000516601491365827","0.000530184382438117","0.000562855548194035","0.000836892341694656","0.0010075198857105","0.00134856734967149","0.00187629953370911","0.00220370237322069","0.00269203278103303","0.00359961399330886","0.00460167863141557","0.00552638896352763","0.00621849747055805","0.00674854797876912","0.00709113455390642","0.00793354820591792","0.00838384716680101","0.00901548695125241","0.0100804337897887","0.0110212713660439","0.0121278015972262","0.0131567416070959","0.0142864705689419","0.0154259725739685","0.0166381868353069","0.0170710797803131","0.0188309339014655","0.0223456670224973","0.0261642270672969","0.0297657094128355","0.0328173508442644","0.0479131500906793","0.066445750923801","0.0828025680354277","0.0937056683403463","0.104066768854143"
"Ammonia","1A3bii","Road transport - LGVs - rural driving","Petrol","kilotonne","0.01722015574","0.0174302522","0.0169403528","0.0179355314","0.0187784042","0.0194574738","0.0202775836","0.0219308134","0.0229781162","0.026628782","0.0228552309519488","0.0223957539661183","0.0208966664705697","0.0209331761048958","0.0284187134782341","0.0434311706651397","0.0601193399569847","0.0775537857051048","0.0987331606236122","0.10528190122692","0.160185288862595","0.174793277671596","0.163052854481278","0.150412848242161","0.138291894875835","0.124062965614218","0.128934384010963","0.121670516434108","0.109327255135606","0.0992716525549961","0.087408057308669","0.0751899957959423","0.0621256421484671","0.0532551704189014","0.0456467634668033","0.0382076436022364","0.0320210313010033","0.0264761815315971","0.0222275075020811","0.0185585306929044"
"Ammonia","1A3bii","Road transport - LGVs - rural driving","DERV","kilotonne","0.00234315666","0.00244498999999999","0.00242559109999999","0.0025256599","0.00259844079999999","0.0026841626","0.0027568317","0.0029761184","0.0037282374","0.00543827299999999","0.00604334842891066","0.00724567593241373","0.0079377331674094","0.00884281067648479","0.0101070938310898","0.0114199593566364","0.0129067623860237","0.0145810002676458","0.0161671064400934","0.0176609206909437","0.0187887455248538","0.0202204324674008","0.0216630645872153","0.0233231163226419","0.0247034729830174","0.0259475689887044","0.0270867891230285","0.0292492057851357","0.0295498620061089","0.0291229188876058","0.0297964256961527","0.0314728421593849","0.0339031304706241","0.0386381601160284","0.0446986427522791","0.0519739490666617","0.0808658951073638","0.112322151405383","0.140720174654615","0.166940774756613"
"Ammonia","1A3bii","Road transport - LGVs - urban driving","Petrol","kilotonne","0.0131667818415212","0.013158558082612","0.0130656356956043","0.0122656483888802","0.0129176124159601","0.013049511545005","0.0138327020048616","0.014636923562366","0.0157133215775048","0.018247851105046","0.0149729225340605","0.0146050052992339","0.0132519850327974","0.0125834353189189","0.015578921927518","0.0215092303751294","0.0271065753710698","0.0375061410478144","0.053858041405977","0.0642203424010995","0.0740533339651034","0.081899672039142","0.0754891511236062","0.0693962374380433","0.0629070264045259","0.0546755649310524","0.0557519108061117","0.049735269920804","0.0433537876030823","0.0366287724178335","0.0307339371945353","0.0254434827534332","0.0197625927935617","0.0150523170847442","0.0117118917550337","0.00868810757924178","0.00660649608745037","0.00517185253148372","0.00424160565550267","0.00355773041731015"
"Ammonia","1A3bii","Road transport - LGVs - urban driving","DERV","kilotonne","0.00179161170412156","0.00184578758563834","0.0018707927782584","0.00172723380453055","0.00178746027722152","0.00180018278312857","0.00188062011015521","0.00198630202420892","0.00254951247297541","0.00372667416736756","0.00387134451064933","0.00463708096029669","0.00494987187906174","0.00534735572905519","0.00609432151657257","0.00685065283916554","0.00745326399493428","0.00828590565730915","0.00892481421495703","0.00989926621800076","0.0104536443586596","0.0110064154268657","0.0117261815189845","0.0128417588554033","0.0137517372065319","0.0142693022385423","0.0147564062210073","0.015297038071369","0.0153559868666427","0.014998796019543","0.0155416080475177","0.0168417420495196","0.0185306242776984","0.0206906236521266","0.024028274662634","0.0273811938908811","0.0419481475038047","0.0579102859970085","0.0720405811958172","0.0844238335098294"
"Ammonia","1A3bii","Road transport - LGVs - motorway driving","Petrol","kilotonne","0.00313344982","0.00306399120000001","0.00319613800000001","0.00353361460000001","0.0041192686","0.0044491476","0.00487332059999999","0.0063197496","0.00672820960000001","0.00802559000000001","0.00789321434167571","0.00725568116005497","0.0069648771072936","0.00740367981132169","0.00881951934458821","0.0121358839526552","0.0158984897532238","0.0198026966876714","0.0240095565604745","0.0246001407477114","0.0372053980516898","0.0405807396942518","0.0413250600296693","0.042061184567915","0.0441166921663034","0.0428174957111643","0.0484395889507729","0.0469159045709799","0.0428043560286809","0.0432833394638762","0.0398341477734836","0.038154265068406","0.0361673608667207","0.0336676913377673","0.030700648319835","0.0276644108025035","0.024584454397969","0.0220315598064827","0.0198446680965054","0.0178381480639006"
"Ammonia","1A3bii","Road transport - LGVs - motorway driving","DERV","kilotonne","0.00042637035","0.000429794600000001","0.0004576365","0.0004975993","0.0005699992","0.0006137608","0.0006625506","0.000857620899999999","0.0010916632","0.001639029","0.00200787082446472","0.00227338826645553","0.00256792017569871","0.00314190597326783","0.0036362306428294","0.00432866952616776","0.00503074611867398","0.00577987237217561","0.00631268555667243","0.00678398678963717","0.00738030240589484","0.00798180111002473","0.00843003149105875","0.00903343882870091","0.00993473854401941","0.010424649001125","0.0111439805067836","0.011657377749329","0.0115529782294158","0.0114956619165463","0.011466235284916","0.0126186679150445","0.0144510762505075","0.0165490943398693","0.0188431156304034","0.0218317602798412","0.0334571462576272","0.0469919312848828","0.0589624969822427","0.0705970920503014"
"Ammonia","1A3bii","Road transport - LGVs - cold start","Petrol","kilotonne","0.00642985130009605","0.00642583531900431","0.00638045770600058","0.00598979281262632","0.00630817218562661","0.00637258365659794","0.0067550459968375","0.00714777863943191","0.00767342562442527","0.00891113489719544","0.00730885034250525","0.00712921226663394","0.00646939930808576","0.00584135965644417","0.00558341915154785","0.00515055509342097","0.0048385885021927","0.00476233972331054","0.00496537672670659","0.00476065497904599","0.0158938782686434","0.0167527907062121","0.0155611901353687","0.0144274837463343","0.0131743437562356","0.01146915308713","0.0116815463211548","0.0104051253103559","0.00924480186249151","0.00798293807670591","0.00687202809409123","0.00597736475780196","0.00511768806008045","0.00450603613774797","0.00426076019987007","0.00402549538611581","0.00396867197513527","0.00403396550362302","0.00426876135270664","0.00447205334910263"
"Ammonia","1A3bii","Road transport - LGVs - cold start","DERV","kilotonne","0.000874913626098507","0.000901369814588389","0.000913580821971398","0.000843475395681612","0.000872886322998038","0.000879099217092552","0.000918379890075794","0.000969988476035052","0.00124502602733775","0.0018198798330902","0.00188991843239018","0.00226365875695711","0.00241659484396129","0.00261089594088413","0.0029756021481635","0.003344865398202","0.00363877046614244","0.00404513013999469","0.00435690498409402","0.00483240970242223","0.0051026541973536","0.0053721662209152","0.00572306031316279","0.00626606973498805","0.00670772795199547","0.00696144394818553","0.00719880926029425","0.00746444871260024","0.00749183827445163","0.00731820235805233","0.00758302245149138","0.00821829124747361","0.00904156466659544","0.0100979752961553","0.0117253905100084","0.0133578855816372","0.0204660661700981","0.0282543831635012","0.0351487883007168","0.0411894141240931"
"Ammonia","1A3biii","Road transport - buses and coaches - rural driving","DERV","kilotonne","0.003232783961","0.00314041869999999","0.00310963027000001","0.00320199556","0.00329436085","0.00323278399","0.00332514928","0.00375618701","0.00400249445","0.0043656223","0.0050181733558194","0.004548072251116","0.00417362520506517","0.00424701660505195","0.00419635838562627","0.0044187717526006","0.0045188391850871","0.0046095831610736","0.00454645030376011","0.00480829693425503","0.00485959002337983","0.00484652520265207","0.00514182188989209","0.00512823841509959","0.00468131553639401","0.00444134351485191","0.00465029456793877","0.00492573114040809","0.00502866284566553","0.00631412717468001","0.0073715610574336","0.00773912380078957","0.00827843073106995","0.00964995849976628","0.010569103497428","0.0107248897766545","0.0104669684409478","0.0110683660365778","0.0108081076538339","0.010738984603103"
"Ammonia","1A3biii","Road transport - HGV articulated - rural driving","DERV","kilotonne","0.00758268120893275","0.00758268132493278","0.00803582952462994","0.00815666904454918","0.00854939748428675","0.00864002712422618","0.00906296573394354","0.00996926213333789","0.0109963983426515","0.0128842620913899","0.0126472741428317","0.0129425111660098","0.0128524854761437","0.0126478587746881","0.0131307603244778","0.0136616938231393","0.0140855889328444","0.014509047673763","0.0150372771563516","0.0151007149802346","0.0149873867219834","0.014969128429163","0.0153093850843782","0.01539601972551","0.0155852453199456","0.0155200556318554","0.0159691108410289","0.0164447907389969","0.0178746375495994","0.0196739984733858","0.0239311057008121","0.0291926495792092","0.0340059050515712","0.0388939004411329","0.0422485838941435","0.0462508540617442","0.0488045316778405","0.0519210422580813","0.0536658519820047","0.0544420653137465"
"Ammonia","1A3biii","Road transport - HGV rigid - rural driving","DERV","kilotonne","0.0246900969949999","0.02384518881","0.02328191659","0.02387648155","0.02456492531","0.0249404402200001","0.02553500518","0.02656767082","0.0272874076099999","0.0214520453","0.0204874266840255","0.0203350735315796","0.0199218880038338","0.0191305641948837","0.0193792953455419","0.0197229719655003","0.0196892464487312","0.019889947715762","0.0204737550458929","0.0208335925892019","0.0208436950633782","0.0205567831714613","0.0211619409762184","0.0215532895106733","0.0216497219593714","0.021617840040607","0.0215484490598199","0.0218583722409451","0.0226173617560456","0.0250306278112913","0.0290393997136055","0.0328972419664538","0.0362165386469294","0.0413365556812657","0.0447890201038261","0.049604369117652","0.0532936644175996","0.0553170084693202","0.0554086231149869","0.0555846506560088"
"Ammonia","1A3biii","Road transport - buses and coaches - urban driving","DERV","kilotonne","0.006601448263","0.00657184544","0.00663105126","0.00692708036","0.00710469782","0.00657184544","0.00654224253","0.00713430073","0.007607947","0.0076954603","0.00695348533250409","0.00803123000438617","0.00778584933674554","0.00794135362294232","0.00798925567835888","0.00853229804262976","0.00872341059726417","0.00898668347486015","0.00917055482123542","0.00926855497712175","0.00882206299840726","0.00882361675499768","0.00870020647625492","0.00923363718755887","0.00915568191905034","0.00918822102752707","0.00925976634347088","0.00962537800030264","0.00949402081307328","0.01170047405038","0.0142011288534095","0.0154006206096727","0.0170779544569248","0.0196062323240166","0.0210479783937114","0.0213375632912236","0.021693963589306","0.021176884350983","0.0209495565776702","0.0209779538703625"
"Ammonia","1A3biii","Road transport - HGV articulated - urban driving","DERV","kilotonne","0.00245038545","0.00229723645","0.00220534676000001","0.00232786625","0.00226660665","0.00232786625","0.00232786625","0.00245038545","0.00287920294","0.0037045354","0.00333905097166615","0.00327763259620422","0.00289739939698664","0.00316126003402967","0.00328216204487785","0.00332734869043891","0.00336941533252143","0.003410178523588","0.0033861443869463","0.00330690416977064","0.00317966125146778","0.00307584585422599","0.00311251951311826","0.00319993732015349","0.00323469731024087","0.00308025618086552","0.00300561972703247","0.00286226112799815","0.00301993090898632","0.0033720927132198","0.00400480347581518","0.00502985260437819","0.00563499098768254","0.00642174052414066","0.00702659381642887","0.00763378672826544","0.00799822819639559","0.00866130112900701","0.00912354107177909","0.00932771996659038"
"Ammonia","1A3biii","Road transport - HGV rigid - urban driving","DERV","kilotonne","0.0184525847962541","0.0173388074024541","0.0159541107614595","0.0156530898912433","0.0160143150515027","0.0160745193415461","0.0165862547919136","0.0169474799521731","0.0185127888832974","0.0147624761106036","0.0131422180970961","0.0129317193008697","0.012787245913588","0.011266963529451","0.010998463301803","0.0107362589036282","0.0110495134861302","0.0108045635224314","0.0110436457237616","0.0109712734622243","0.0112559995377947","0.0112356039656555","0.0113003157370485","0.0117947731108831","0.0118271635260144","0.0116221474306118","0.0112716585102825","0.0107563710362892","0.0113523304347266","0.0125145393884526","0.0144096800797","0.0164632426955722","0.0182558830252155","0.0204091224991832","0.0227036211313992","0.0238326418046094","0.0240036401600694","0.0237860256786807","0.0239621692634157","0.0240627044313229"
"Ammonia","1A3biii","Road transport - buses and coaches - motorway driving","DERV","kilotonne","0.000716289936999999","0.000835671539999999","0.00083567154","0.000955053229999999","0.00113412562","0.00116397126","0.00116397126","0.00134304365","0.001372889","0.00144002399999999","0.00167801892724446","0.00155052491991516","0.00159491803291552","0.00143170444132203","0.00146642255787173","0.00148946387082141","0.00153307829465335","0.0016011130587853","0.00175899157161725","0.001569788373843","0.00151501598235894","0.00148823408338357","0.00139690501069285","0.00135293320592285","0.00136237440279985","0.00136691654540141","0.00163219375481999","0.0013771441501982","0.00144764702791709","0.0017042627633565","0.00210624696033224","0.00231782410531821","0.00251815463942359","0.00282605639291042","0.00290957082978548","0.00293721157794467","0.00287171083814605","0.00293737861814625","0.00308267784961487","0.00315076422717748"
"Ammonia","1A3biii","Road transport - HGV articulated - motorway driving","DERV","kilotonne","0.00626634670900001","0.00617850075000001","0.00638347477999999","0.00688126848","0.00775972836000001","0.00805254832","0.00828680423","0.01057079986","0.01165423348","0.013544769","0.0135788231418683","0.0133655272840021","0.0127056866094452","0.0158149989417583","0.0164866417860082","0.0174296466028581","0.0186730837264805","0.0198038621431028","0.0204114830508251","0.0211923380377581","0.0215712729476824","0.0215866130494951","0.0217012489867391","0.0216241797123059","0.0231122702641293","0.0229365677981408","0.0232929443700742","0.0239223856005552","0.0255457216774641","0.0281499481578851","0.0353304329284296","0.0437769380218439","0.0522251160503257","0.0611132948634987","0.0675293538067349","0.0733218510707365","0.0765834074791597","0.0798725312095862","0.0812769147018506","0.0824573584535375"
"Ammonia","1A3biii","Road transport - HGV rigid - motorway driving","DERV","kilotonne","0.009098704499","0.00871341743000002","0.00862450487999999","0.00889124224","0.00966181660999999","0.009810004","0.00995819139","0.01244773902","0.01318867597","0.010493505","0.0107002297804117","0.00990578477685131","0.00960145671206647","0.0100370259445335","0.0103260042497658","0.0107027275011981","0.0110729582034944","0.0113856201154907","0.012079055620587","0.01227187066229","0.0121955546320183","0.0121204375455209","0.0120928362337689","0.0121597694055169","0.0124956966679653","0.0122017960688972","0.012212913828814","0.0120808226852129","0.0131680796438185","0.015074164899724","0.0178641231502979","0.019427620969632","0.0205818996795884","0.0231929783484246","0.026093342622454","0.0303130977813439","0.0323279445091888","0.0341892719446881","0.0356901138931464","0.0362685336324137"
"Ammonia","1A3biv","Road transport - motorcycle (>50cc  2st) - rural driving","Petrol","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ammonia","1A3biv","Road transport - motorcycle (>50cc  4st) - rural driving","Petrol","kilotonne","0.00652970082","0.00797396480000002","0.00852319199999999","0.00756713000000001","0.00689585219999998","0.00640765019999999","0.00618389119999999","0.00563466400000002","0.00500406979999998","0.004880886","0.0040559652658991","0.00432376287943987","0.00364682297599918","0.00323405968224151","0.00327396319088492","0.00327994139752834","0.00322347479603914","0.00335755216054995","0.00346395648106075","0.00388316361773166","0.00394024210695513","0.00401130461762103","0.00428942358055282","0.00442117494957029","0.0042086471115923","0.0043164873027183","0.00419410212054999","0.0041779974162844","0.00419808718975173","0.00416285784711645","0.00365871037464522","0.00395453547745427","0.00399361698567061","0.00396721284042175","0.00413366700337816","0.00405309563963188","0.00386150147352367","0.00391914237972085","0.00409431729965824","0.00398762330767945"
