
"Gas","NFR/CRF Group","Source","Activity","Units","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Ammonia","1A3bi","Road transport - cars - rural driving","DERV","kilotonne","0.00122488781","0.0012366141","0.0012738196","0.0013731309","0.0014809836","0.0015109507","0.0015734908","0.0024194983","0.00278156479999999","0.00366377999999999","0.00611033469371387","0.00725782491963243","0.00904100497796561","0.011456777907567","0.0148631748562429","0.0179454595941562","0.020562300870983","0.0227609188861735","0.0238959772880031","0.0267142412577663","0.0282642485262516","0.0307755132841597","0.034901069366946","0.03883636433191","0.0434294838393281","0.0475379988435671","0.052470798969067","0.0566913280317073","0.0631420144161363","0.0639957994038014","0.0698559358958224","0.081938871639769","0.0929811333254024","0.104899103789886","0.120823037708378","0.181034140193635","0.25343754975133","0.31170876436628","0.346522593324293","0.374267099299188","0.286060311028681"
"Ammonia","1A3bi","Road transport - cars - urban driving","Petrol","kilotonne","0.145790039398367","0.150571802226867","0.156669893067965","0.151135942840169","0.153768598811615","0.157811606181939","0.16753631480988","0.173312066960952","0.189292289585121","0.205392638213","0.191166125505402","0.211807922586608","0.33553744495731","0.697985229249081","1.12244068210896","1.55081616003965","2.00708144907583","3.01580021751769","4.04032783652062","5.01489730071025","5.83056118027975","5.55338484870816","5.32261421676241","4.93119579279586","4.58582463611957","4.14232010918936","3.72695411839649","3.27610060993455","2.73788727873353","2.34374640587087","1.94210350894842","1.59839805006184","1.2759651926237","0.994676926371065","0.801397863914493","0.639360563609225","0.505953569824604","0.41449464641409","0.358492466707734","0.329131467258874","0.236073767852063"
"Ammonia","1A3bi","Road transport - cars - urban driving","DERV","kilotonne","0.00100298527794079","0.0010358821780738","0.00107783490502057","0.00103976328481403","0.00105787502981862","0.00108568950875117","0.00115259216200692","0.00171375330060414","0.00206315728264921","0.00276154008280998","0.00398992265254943","0.0046844036338889","0.00572293673558152","0.00764860862707129","0.00978048061648703","0.011747910215981","0.0132220751431056","0.0143519266485636","0.015080375593777","0.0168730344161844","0.017829635688432","0.0191754594342758","0.0214460021214567","0.023376586898441","0.0256509044665484","0.0277554463735497","0.030074388873721","0.032414988737675","0.0349175144672801","0.0357835761847221","0.0392079290706773","0.046056927988911","0.0534653614811729","0.0602019263804276","0.0661297710033726","0.0940253068040743","0.127958961641143","0.157328594301133","0.177442775600898","0.195622392044735","0.158339687797831"
"Ammonia","1A3bi","Road transport - cars - motorway driving","Petrol","kilotonne","0.0434516619799999","0.043630721","0.0451626705999999","0.0474705427999999","0.0541952047999998","0.056900986","0.0617156847999999","0.0747867125999997","0.0810673791999999","0.0885795000000002","0.0986054930928611","0.104908694021235","0.154532532962717","0.29331058662709","0.468690707444552","0.65676285595996","0.881777032896374","1.11004614432415","1.36125281421765","1.57304644746161","2.49090274140426","2.70853518740427","2.85488846116974","2.88961102337921","2.96681617265601","2.91306223128068","2.87770779859566","2.78147266858613","2.57263998656436","2.79538642439832","2.63721447019312","2.42434750566609","2.21386120330934","2.00925115045657","1.84548523737032","1.68192736748269","1.55574065602524","1.42268015377886","1.33596268000765","1.27867238485852","0.802133770548649"
"Ammonia","1A3bi","Road transport - cars - motorway driving","DERV","kilotonne","0.00030848036","0.000309751600000001","0.000320627500000001","0.000337012","0.000384753","0.0004039624","0.000438143800000002","0.000763129699999999","0.000911800800000002","0.001229006","0.00277261615922257","0.00319728402573332","0.00394804382698867","0.00522271409141733","0.00685758082484622","0.00848151514335055","0.00996813119008855","0.0112751078426103","0.0122245213505596","0.0138038563998241","0.0146555329416202","0.0161911072180059","0.0182553923268122","0.0201809808403155","0.0229035531395501","0.0251941097652546","0.0278664937002987","0.030292356942603","0.0332970658438062","0.0332746336246669","0.0354559249559643","0.0426429215722734","0.0494077824334203","0.0562154144800832","0.0625737365875768","0.0917943947364404","0.124629834618123","0.150034423056124","0.163036296169366","0.175015043409238","0.120655813648807"
"Ammonia","1A3bi","Road transport - cars - cold start","Petrol","kilotonne","0.0711949423670514","0.0735300629993856","0.0765079977593503","0.0738055547861817","0.0750911830151946","0.0770655406455757","0.08181449381933","0.0846350180692645","0.0924387818478827","0.10030120782281","0.0933004067247548","0.0930304443041723","0.0941246649200352","0.100831798986221","0.108203739232936","0.117522603470606","0.129332282183672","0.152705591225673","0.179956160165868","0.208181844842549","1.18097139141907","1.13789813137222","1.09976062073667","1.024092302859","0.953523094156098","0.861423340099158","0.773372428240916","0.681741245287089","0.596066522769324","0.533037100024581","0.466162379572236","0.418999510788056","0.377939436742778","0.342684506596144","0.335847617650898","0.333988378685281","0.334435305714996","0.345300298493185","0.361471442184462","0.383705443155982","0.320612646353811"
"Ammonia","1A3bi","Road transport - cars - cold start","DERV","kilotonne","0.000489796692234077","0.000505861527106809","0.000526348674167349","0.00050775682236725","0.000516601491365827","0.000530184382438117","0.000562855548194036","0.000836892341694655","0.0010075198857105","0.0013485673496715","0.00187629953349037","0.00220370237296376","0.00269203278071913","0.00359961399288925","0.00460167863089616","0.00552638896295092","0.00621849746991165","0.00674854797804691","0.00709113455311601","0.00793354820496015","0.00838384716581324","0.00901548695017928","0.010080433788484","0.011021271364588","0.0121278015904479","0.0131567415997105","0.0142864705609442","0.0154259725652129","0.0166381868259073","0.0170710797707471","0.0187486963749234","0.0220984049782103","0.0256985728444634","0.028977860711443","0.0318311622153009","0.0454025720748957","0.061913665778816","0.0761059076699105","0.0856939511468075","0.0942869298206266","0.07589466615902"
"Ammonia","1A3bii","Road transport - LGVs - rural driving","Petrol","kilotonne","0.01722015574","0.0174302522","0.0169403528","0.0179355314","0.0187784042","0.0194574738","0.0202775836","0.0219308134","0.0229781162","0.026628782","0.0228552309519487","0.0223957539661183","0.0208966664705697","0.0208185942770223","0.0274638964613935","0.0404991012666605","0.0549103927269826","0.0697107460991506","0.0879651541770266","0.0921049798844259","0.138116525531819","0.149094511897295","0.136983193166751","0.126077111503376","0.11579398209486","0.104633996639402","0.109352557361029","0.104059828044461","0.0943896808105708","0.0870617814049779","0.0791475642707042","0.0707331804607752","0.0617318083331362","0.0563861197078605","0.0517796010839417","0.0461673362075702","0.0413957952347529","0.0361252699108908","0.0312290211641952","0.0263477834607632","0.0192031356579233"
"Ammonia","1A3bii","Road transport - LGVs - rural driving","DERV","kilotonne","0.00234315666","0.00244498999999999","0.00242559109999999","0.0025256599","0.00259844079999999","0.0026841626","0.0027568317","0.0029761184","0.00372823740000001","0.00543827299999998","0.00604334842891065","0.00724567593241371","0.00793773316740938","0.00884281067648476","0.0101070938310897","0.0114199593566364","0.0129067623860236","0.0145810002676458","0.0161671064400933","0.0176609206909436","0.0187887455248538","0.0202204324674009","0.0216630645872153","0.0233231163226419","0.0247034729830175","0.0259475689887044","0.0270867891230284","0.0292492057851357","0.0295498620061089","0.0291229188876058","0.0297970552749743","0.0315016872804974","0.034073794089403","0.0386940622488006","0.0452155609635707","0.0526679377036571","0.0808076184385123","0.111387588094605","0.138785874618971","0.164879688957171","0.163670765717379"
"Ammonia","1A3bii","Road transport - LGVs - urban driving","Petrol","kilotonne","0.0131667818415212","0.013158558082612","0.0130656356956043","0.0122656483888802","0.0129176124159601","0.013049511545005","0.0138327020048616","0.014636923562366","0.0157133215775048","0.018247851105046","0.0149724405908232","0.0146045295763993","0.0132516556846181","0.012533338556428","0.0151665775959453","0.0202609014675028","0.0250020599454883","0.0339591033009597","0.0482845613959059","0.0564410827382415","0.0643217535048283","0.0703185414230804","0.0637275269333302","0.0582520746873188","0.052490709284051","0.0457659816414432","0.046674008477708","0.04201079033162","0.0369784485900734","0.0318640095780195","0.028106381881089","0.0247216782951731","0.0210939257237744","0.0180576517557282","0.0160461121559655","0.0134876824284811","0.0115957516565422","0.00969910801718213","0.00807781527617095","0.00659772846558174","0.00481096300997389"
"Ammonia","1A3bii","Road transport - LGVs - urban driving","DERV","kilotonne","0.00179161170412156","0.00184578758563833","0.00187079277825839","0.00172723380453055","0.00178746027722152","0.00180018278312856","0.00188062011015521","0.00198630202420892","0.00254951247297541","0.00372667416736757","0.00387130733152995","0.00463702548442456","0.00494982487227772","0.00534732101863242","0.00609427990705428","0.00685060357564319","0.00745318173942855","0.0082857972746045","0.00892468093379547","0.009899097680163","0.010453424206102","0.0110061536547817","0.0117258574973631","0.0128412451960166","0.0137509298822703","0.0142685784506646","0.0147556342312449","0.0152964332418951","0.015355202328998","0.0149980836932225","0.0155412039798035","0.0168565235936763","0.0186231614047866","0.0207200542623664","0.0243055797682421","0.0277448561209983","0.0419133232292222","0.0574234043844548","0.0710603691222595","0.0833577947540343","0.084823234031052"
"Ammonia","1A3bii","Road transport - LGVs - motorway driving","Petrol","kilotonne","0.00313344982","0.00306399120000001","0.00319613800000001","0.00353361460000001","0.0041192686","0.0044491476","0.00487332059999999","0.00631974960000002","0.00672820959999999","0.00802559000000002","0.00789321434167571","0.00725568116005496","0.00696487710729356","0.00738078571538921","0.00862695086085605","0.0115143153633069","0.0147651483326461","0.0180692267552802","0.0216662813755993","0.0217793173526781","0.0323258623524174","0.0348479449308376","0.0350690214236951","0.0357457893278357","0.0375652993469465","0.036766107193307","0.0419452597838229","0.0406459223093437","0.0371777159027152","0.0378596672776897","0.035220341340962","0.0342893234244265","0.0333254539973683","0.0319744940400345","0.0302135301677485","0.0281315087032629","0.0259137308180875","0.0240879459182932","0.022214270852211","0.0203173300446994","0.0165902267838313"
"Ammonia","1A3bii","Road transport - LGVs - motorway driving","DERV","kilotonne","0.00042637035","0.000429794600000002","0.000457636499999999","0.000497599299999999","0.000569999200000001","0.0006137608","0.000662550599999999","0.0008576209","0.0010916632","0.001639029","0.00200787082446471","0.00227338826645551","0.00256792017569871","0.00314190597326782","0.00363623064282939","0.00432866952616775","0.00503074611867397","0.00577987237217559","0.00631268555667241","0.00678398678963715","0.00738030240589482","0.0079818011100247","0.00843003149105872","0.00903343882870088","0.00993473853408465","0.0104246489907003","0.0111439804956395","0.0116573777376716","0.0115529782178628","0.0114956619050506","0.0114664775474381","0.012630233016313","0.014523820933418","0.0165730377426068","0.0190610271412475","0.0221241446331156","0.0334348594905151","0.0466040888947428","0.0581576350334051","0.0697036712494099","0.0714182948029801"
"Ammonia","1A3bii","Road transport - LGVs - cold start","Petrol","kilotonne","0.00642985130009606","0.00642583531900432","0.00638045770600057","0.00598979281262632","0.00630817218562662","0.00637258365659792","0.00675504599683749","0.0071477786394319","0.00767342562442527","0.00891113489719544","0.00730885034190204","0.00712921226604557","0.00646939930755183","0.00584060477508992","0.00557670761743381","0.00512783979276923","0.00479318202830119","0.00467699788455761","0.00482008240484484","0.00454518745125745","0.0139387479405594","0.0144915552475447","0.0132462358007912","0.0122244082927418","0.0111296563868855","0.00974041948565234","0.00995238131941047","0.00895780450517766","0.00805010429460431","0.00707810571673063","0.00634381872610853","0.00578160224488839","0.00526328540091662","0.00491273887105786","0.00484846169905214","0.00463639142070804","0.00454835448717024","0.00447398395247567","0.00455308339309879","0.0046007260973315","0.00416279869117837"
"Ammonia","1A3bii","Road transport - LGVs - cold start","DERV","kilotonne","0.000874913626098508","0.00090136981458839","0.000913580821971396","0.000843475395681612","0.000872886322998036","0.000879099217092551","0.000918379890075795","0.00096998847603505","0.00124502602733775","0.0018198798330902","0.0018899184322342","0.00226365875677028","0.00241659484376184","0.00261089594066865","0.00297560214791869","0.00334486539792402","0.00363877046584393","0.00404513013967256","0.00435690498375244","0.00483240970203786","0.00510265419694338","0.00537216622068773","0.00572306031292665","0.0062660697347568","0.00670772795199546","0.00696144394818551","0.00719880926029423","0.00746444871260022","0.00749183827445159","0.00731820235805228","0.00758318267575408","0.00822583295584255","0.00908709258865153","0.0101126043454765","0.0118610127728026","0.0135356740527004","0.0204494829457586","0.028017266049518","0.0346625040779731","0.0406594426097595","0.0413695189329416"
"Ammonia","1A3biii","Road transport - buses and coaches - rural driving","DERV","kilotonne","0.003232783961","0.00314041869999999","0.00310963027000001","0.00320199556","0.00329436085","0.00323278399","0.00332514927999999","0.00375618700999999","0.00400249444999999","0.0043656223","0.00501817335581939","0.00454807225111599","0.00417362520506516","0.00424701660505194","0.00419635838562626","0.0044187717526006","0.0045188391850871","0.00460958316107359","0.00454645030376009","0.00480829693425501","0.00485959002337981","0.00484652520265206","0.00514182188989208","0.00512823841509958","0.00468131553812007","0.00444134351660959","0.00465029456972548","0.00492573114223485","0.00499957403031809","0.00616533997396526","0.00705774239988593","0.00736229178912698","0.00784596399292256","0.00911028521682172","0.00987179350749148","0.00994628076485622","0.00962666969863009","0.010134222232349","0.00991637813763081","0.00985067788453754","0.00744673566731901"
"Ammonia","1A3biii","Road transport - HGV articulated - rural driving","DERV","kilotonne","0.00758268120893274","0.00758268132493279","0.00803582952462993","0.00815666904454916","0.00854939748428675","0.00864002712422618","0.00906296573394354","0.0099692621333379","0.0109963983426514","0.0128842620913899","0.0126472741512834","0.0129425111746588","0.0128524854847326","0.0126478587831401","0.0131307603333507","0.0136616938324614","0.0140855889424819","0.0145090476837025","0.015037277166723","0.0151007149906438","0.0149873867323344","0.0149691284395081","0.0153093850945585","0.0153960197351642","0.0155852453149362","0.0155200556267622","0.0159691108358399","0.0164447907335482","0.018083137893074","0.0201971533578093","0.0245309437162049","0.0301119144694044","0.0351122493034931","0.0400801802462199","0.043058922963195","0.0466051616456163","0.0487292325224725","0.0514914643690512","0.0530866487333786","0.0536784486488871","0.0506426904316256"
"Ammonia","1A3biii","Road transport - HGV rigid - rural driving","DERV","kilotonne","0.0246900969949999","0.0238451888099999","0.02328191659","0.02387648155","0.02456492531","0.0249404402200001","0.02553500518","0.02656767082","0.02728740761","0.0214520453","0.0204874266840254","0.0203350735315796","0.0199218880038337","0.0191305641948837","0.019379295345542","0.0197229719655002","0.0196892464487311","0.0198899477157619","0.0204737550458928","0.0208335925892019","0.0208436950633782","0.0205567831714612","0.0211619409762183","0.0215532895106734","0.0216497219593714","0.0216178400406071","0.0215484490598199","0.0218583722409451","0.0224382416947071","0.0243246154541278","0.027374835288928","0.03056967456799","0.0338846601361725","0.0383084876150852","0.0415520897660815","0.0457889806935743","0.0491171710967115","0.0508646151832221","0.0512230629060278","0.0518331649660846","0.0478202053057171"
"Ammonia","1A3biii","Road transport - buses and coaches - urban driving","DERV","kilotonne","0.00660144826299999","0.00657184544000001","0.00663105125999999","0.00692708036","0.00710469782000002","0.00657184543999998","0.00654224253000001","0.00713430072999999","0.00760794700000002","0.00769546030000002","0.00695351990383188","0.00803126378696046","0.00778587740566324","0.00794139075482983","0.00798929077770729","0.00853233149465134","0.00872342996636388","0.00898669207888486","0.00917055799229803","0.00926855075687452","0.00882205147758496","0.00882354797890859","0.00870014097550218","0.00923357248725614","0.00915560689479498","0.0091881419088693","0.00925967941271919","0.00962526846973621","0.00944883543861397","0.011473405808401","0.0137015379292359","0.0147947562669364","0.0163661768273111","0.0187326935453539","0.0199287201547656","0.0200838725205436","0.0203205525046937","0.0197571395843548","0.0195824955146767","0.0195647219731139","0.013938547433196"
"Ammonia","1A3biii","Road transport - HGV articulated - urban driving","DERV","kilotonne","0.00245038545","0.00229723645000001","0.00220534676000002","0.00232786625000001","0.00226660665","0.00232786625000001","0.00232786625","0.00245038545","0.00287920294","0.0037045354","0.00333895922391593","0.00327749968761858","0.00289729186363375","0.00316117551665178","0.00328206933339333","0.00332724410118787","0.00336924741516907","0.00340996915329793","0.00338590277941763","0.00330662370949048","0.0031793434034739","0.00307553335622869","0.00311218687458631","0.00319948270669499","0.00323404933551312","0.00307970164015959","0.00300506365788524","0.00286185660825898","0.00305460529756395","0.00346118192164447","0.00410448336133484","0.00518760482369033","0.00581770354167031","0.00661716234568226","0.00716104909558893","0.00769228696126807","0.007986402796024","0.0085903323298306","0.00904608286561392","0.00922363398148705","0.00857726151528361"
"Ammonia","1A3biii","Road transport - HGV rigid - urban driving","DERV","kilotonne","0.0184525847962541","0.0173388074024541","0.0159541107614595","0.0156530898912433","0.0160143150515028","0.016074519341546","0.0165862547919136","0.016947479952173","0.0185127888832974","0.0147624761106036","0.0131419128842825","0.0129313421947646","0.0127869535839947","0.0112667799445514","0.010998267266863","0.0107360355671237","0.0110491342931357","0.0108041022306049","0.0110430740893288","0.0109705371663981","0.0112550391163014","0.011234561448857","0.0112990508558748","0.0117929237769281","0.0118245474856768","0.0116200209135196","0.0112695114412932","0.0107548428923465","0.0112603050412067","0.0121593404778235","0.013581298490309","0.0152960748155697","0.0170776915600254","0.0189120618771425","0.0210603930616059","0.0219963607707112","0.0221198954565862","0.0218691321123047","0.0221730019820174","0.0224716022103228","0.0224314241629969"
"Ammonia","1A3biii","Road transport - buses and coaches - motorway driving","DERV","kilotonne","0.000716289936999999","0.000835671539999999","0.000835671540000002","0.000955053229999998","0.00113412562","0.00116397126","0.00116397126","0.00134304365","0.001372889","0.00144002399999999","0.00167801892724445","0.00155052491991516","0.00159491803291553","0.00143170444132203","0.00146642255787172","0.00148946387082141","0.00153307829465336","0.0016011130587853","0.00175899157161725","0.00156978837384299","0.00151501598235893","0.00148823408338356","0.00139690501069284","0.00135293320592284","0.00136237440279984","0.00136691654540141","0.00163219375481998","0.00137714415019819","0.00143927296482669","0.00166410321588055","0.00201658079674471","0.00220496503362196","0.00238660577855143","0.00266800937720674","0.00271760820786561","0.00272397494193519","0.00264116700569976","0.00268947083831878","0.0028283396315905","0.00289389138291183","0.00117702869757626"
"Ammonia","1A3biii","Road transport - HGV articulated - motorway driving","DERV","kilotonne","0.00626634670900002","0.00617850075","0.00638347477999999","0.00688126847999998","0.00775972836","0.00805254832000001","0.00828680422999999","0.01057079986","0.0116542334799999","0.013544769","0.0135788231418684","0.0133655272840021","0.0127056866094452","0.0158149989417582","0.0164866417860082","0.0174296466028581","0.0186730837264804","0.0198038621431027","0.0204114830508249","0.0211923380377581","0.0215712729476823","0.0215866130494951","0.021701248986739","0.0216241797123058","0.0231122702641292","0.0229365677981407","0.0232929443700741","0.0239223856005551","0.0258437020914309","0.0288984885771326","0.0362159974036211","0.0451554563521862","0.0539242020606766","0.0629772752688607","0.068824584784802","0.0738835377583166","0.0764652490935719","0.0792116917794053","0.0803997116049049","0.081259200527127","0.0803484203133944"
"Ammonia","1A3biii","Road transport - HGV rigid - motorway driving","DERV","kilotonne","0.00909870449900001","0.00871341743000001","0.00862450488000002","0.00889124224000003","0.00966181661000002","0.009810004","0.00995819138999998","0.01244773902","0.01318867597","0.010493505","0.0107002297804117","0.00990578477685129","0.00960145671206647","0.0100370259445334","0.0103260042497658","0.0107027275011981","0.0110729582034944","0.0113856201154907","0.012079055620587","0.01227187066229","0.0121955546320183","0.0121204375455209","0.0120928362337688","0.0121597694055169","0.0124956966679653","0.0122017960688972","0.012212913828814","0.0120808226852129","0.0130637939513071","0.0146489839265034","0.0168401355965844","0.0180530650951689","0.0192566904970855","0.0214939999033408","0.0242075605233594","0.0279815240826934","0.029794483059387","0.0314374223946979","0.0329940873152188","0.0338497641239226","0.0309671397045625"
"Ammonia","1A3biv","Road transport - motorcycle (>50cc  2st) - rural driving","Petrol","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
