
"Gas","NFR/CRF Group","Source","Activity","Units","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Hydrogen Chloride","1A","","","kilotonne","324.43513976958","293.53236785585","257.62113688507","286.13484244002","253.76928791255","266.31651561223","272.48328423165","280.0678240362","277.71443450552","303.11374169998","298.17918486573","289.01930016078","269.02202500988","270.96760107341","182.91269916161","251.06209533256","276.63934654383","279.05673982547","268.06916142447","260.381159472","262.94369441919","263.96103598769","248.83944361295","202.28846146581","197.8971421966","149.81565439623","120.71547332001","85.061837491532","117.52499031457","73.67627997876","79.889463730635","67.759579624027","41.874653383708","38.752072397103","26.520507971463","18.193513299778","16.739207166684","13.860253163814","11.609699972793","10.437353155778","11.796782341533","12.066901058962","13.753255160816","14.605426689302","11.880904763011","8.4393673775088","7.070523472041","6.087453874298","6.2990600844877","5.4722948380975","5.3604070261329"
"Hydrogen Chloride","1A1a","Miscellaneous industrial/commercial combustion","MSW","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.734893578947368","0.733879932631579","0.777466724210526","0.813957991578947","0.832203625263158","0.916336269473684","1.01263266947368","0.88315369217851","0.0228236344009884","0.0202393303498448","0.0222735757012742","0.033061561045263","0.0349016026850414","0.0329404582518559","0.0331621622232254","0.0366369428480728","0.0397850781159134","0.0254224686291674","0.0291508058628195","0.0304949003759411","0.0269237043277029","0.0287763393886472","0.0398176050053707","0.0389852365705307","0.0441762148070337","0.040223172517286","0.0419133494751916","0.0409534486451602","0.0432555589133738","0.0425092383493768","0.0433362493811185","0.0538197962899065"
"Hydrogen Chloride","1A1a","Power stations","Coal","kilotonne","222.279249812899","209.702348102987","191.860362111219","221.107631823443","193.029101432397","214.748653595657","223.960392087696","230.293462300973","232.02066326823","255.62574315408","257.839439060448","251.091840615029","230.949798668531","234.798578157236","153.752551436966","212.848732531674","237.92769057625","248.072117590608","237.389379608121","232.115659321429","237.648459753211","236.111250892352","221.625792113621","176.292553300189","172.674772332817","128.643660261043","103.307875897769","72.0337723576506","106.417169307724","62.3136257377206","70.8100559982355","58.5880278453367","34.07835671726","31.5009309725134","19.7808809780809","11.9314587606082","11.0564951464764","8.15284699244096","5.41630575793241","4.13742574970185","4.71197281800041","5.0234334854333","6.2121613218125","6.42546954399716","4.30404134434664","2.15536208328022","1.2752083174288","0.702609443927209","0.745970501794574","0.254355824460374","0.373911644835001"
"Hydrogen Chloride","1A1a","Power stations","Straw","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00250851563700476","0.0147037608867792","0.0108059135158886","0.00482406853203822","0.0098356802089559","0.0131986515061959","0.0206335059292036","0.0223836779929638","0.0175596094599975","0.0159777877138679","0.0159801503583513","0.0143314932861401","0.0153412282396559","0.0145235078704119","0.0148874790043219","0.0273762479542772","0.0373020762537024","0.0471306411306879","0.0306980413993881","0.0586152946286332","0.0626592400073727"
"Hydrogen Chloride","1A1a","Power stations","Wood","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00994936758235817","0.129044499018167","0.0838755715528102","0.0915418576217951","0.0923420796867361","0.0557708108652685","0.0547286082668227","0.0668492208579227","0.184025058175317","0.343795852786752","0.378557823518034","0.532861467599155","0.420806444929328","0.527312615389224","0.82819124104766","0.984935692127746","0.995124802470047"
"Hydrogen Chloride","1A1a","Power stations","Slurry","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.76249053","0.6938663823","0.8483413156","0.4408324879","0.6788989756","0.1618174347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hydrogen Chloride","1A1a","Power stations","MSW","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.472","1.4535688168421","1.11818117052632","1.09969759578947","1.31739361263158","1.88783854736842","2.98869853894737","3.15405285052632","2.8016446575892","0.150183409529909","0.182386586440942","0.180588550701302","0.188831055611836","0.203511531356824","0.17500027052913","0.146129128666325","0.156963788672522","0.15612274660796","0.124266729382298","0.121086144588387","0.119385014759767","0.140160803898239","0.161354536090407","0.194015277980289","0.243668404573616","0.239007727189945","0.285601256671682","0.35888573016127","0.418489000718415","0.38066797183279","0.440597312326899","0.520844422294331","0.583474620803259"
"Hydrogen Chloride","1A1a","Power stations","Poultry litter","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0580247261363636","0.158502028848485","0.738781363636364","0.659752520863636","0.297995913136364","0.353617136363636","0.329794067607205","0.158803449005035","0.186435569929991","0.203116707275739","0.185731250972161","0.120694030901376","0.175399502929122","0.120570285066034","0.0177079680144996","0.0285839885060728","0.0372527310906131","0.0380060254850617","0.0416310758175839","0.0440477536192545","0.037638591834787","0.043054092416916","0.0437342155050244","0.0454894373040045","0.0469614765419748","0.0524471909077158","0.0733511054249517","0.0639261888843444","0.0664774475131161"
"Hydrogen Chloride","1A1b","Refineries - combustion","Fuel oil","kilotonne","0.0403099999999999","0.0377199999999999","0.0393399999999999","0.0433499999999999","0.0422499999999999","0.0376199999999999","0.0357699999999999","0.0341399999999999","0.0368299999999999","0.0386499999999999","0.0384399999999999","0.0325599999999999","0.0322299999999999","0.02686","0.02533","0.02274","0.02214","0.02024","0.02038","0.02082","0.02101","0.02304","0.02365","0.02443","0.02527","0.0238","0.023485","0.023524","0.0224","0.01749","0.0122745","0.0168357","0.0204464","0.0202234","0.0167995","0.0157292","0.0099692","0.0101899","0.0071531","0.0059737","0.005206","0.0047569","0.0034576","0.0034391","0.0014002","0.0027566","0.0023217","0.0020792","0.0020119","0.0012291","0.0008802"
"Hydrogen Chloride","1A1b","Refineries - combustion","Refinery miscellaneous","kilotonne","0.00038","0.00038","0.00038","0.00038","0.00038","0.00038","0.00038","0.00038","0.00038","0.00013","3e-05","4e-05","7e-05","0.00034","0.0004","0.00043","0.00047","0.00044","0.00031","0.0003","0.00021","0.00043","0.00046","0.00058","0.00058","0.00032","0.00054","0","0","0","0.0001522","0.0003228","0.0001074","0","0","0","0","0","0","0","0","0","0","0.0005813","0","0.0005567","0","0","0","0","0"
"Hydrogen Chloride","1A1c","Collieries - combustion","Coal","kilotonne","4.5355","3.81875","3.33935","3.33935","2.86465","2.82","2.58265","2.58265","2.35","1.87765","1.5557","1.4476","1.2549","1.1421","0.49115","0.780200000000001","0.719100000000001","0.55225","0.4606","0.3431","0.27495","0.2632","0.18565","0.1128","0.0517","0.0188","0.0188","0.0188","0.01175","0.0235","0.0282","0.0235","0.02115","0.0141","0.0188","0.0135125","0.008836","0.0108335","0.0124315","0.011374","0.0115385","0.008883","0.0090005","0.00611","0.0014335","0","0","0","0","0","0"
"Hydrogen Chloride","1A2a","Iron and steel - combustion plant","Coal","kilotonne","1.786","1.316","0.799","0.846","0.846","0.60865","0.564","0.564","0.423","0.65565","0.37365","0.423","0.3525","0.16215","0.11515","0.0705","0.04935","0.0235","0.0235","0.047","0.0282","0.02115","0.0141","0.03055","0.0329","0.0188","0.00705","0.00176436786489836","0.010240589351048","0.0172762153234172","0.00658426619983745","0.00235","0","0","0","0","0.00235","0.17625","0.162244","0.140812","0.1510815","0.123657","0.1189335","0.124973","0.127464","0.1043635","0.0814300406126738","0.077597","0.0783725","0.064296","0.056823"
"Hydrogen Chloride","1A2a","Iron and steel - combustion plant","Fuel oil","kilotonne","0.0452539547934527","0.0409660031176928","0.0387659875292284","0.0374674247856584","0.0299309672642245","0.0246594910366329","0.0227281566640685","0.021219106780982","0.0201081823850351","0.0197528106001558","0.0104345845674201","0.00754988932190178","0.00674570771628993","0.00462749025720966","0.00287669056897894","0.0010184302416212","0.00110752533125487","0","0.00103685190958691","0.00152959236165237","0.00112674279033515","0.00154708028059236","0.00151022057677319","0.00311020498830865","0.00274466173031956","0.00253750740452065","0.000819","0.001161","0.00233463306152706","0.0034431051779146","0.00273737551759546","0.00314901460732535","0.00249515162437249","0.00133003578267835","0.00152176958032943","0.00129801768312266","0.00118419356865449","0.00158667804574534","0.00132862849075975","0.00142570313146233","0.000550864297520661","0.000292728830462375","0.000256568423485899","0.000129252941176471","0.000111471215880893","0.000222365847764801","0.000114917403127124","0.000113295495495496","0.000165441097922849","0.00012690295202952","0.000163442175572519"
"Hydrogen Chloride","1A2b","Autogenerators","Coal","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.714626991889132","0.718232172902026","0.568817448700991","0.424081133981531","0.453074873570427","0.42942214698006","0.528446266685994","0.45563856951177","0.479685369215921","0.627301496243487","0.603867819659677","0.630529578550513","0.507261830010348","0.441221752484229","0.472940249368805","0.637107789848572","0.539648920482633","0.439124091928999","0.464765701831188","0.338225953424441","0.387402405620613","0.294039279318584","0.233404979254288","0.247277466299215","0.239060525558365","0.296978381225466","0.00784807396774417","0.00446654932477457","0.00429993806532491","0.00350419111994854","0.00326435691921384","0.0035515736175597","0.00349896309871333","0.00360614031063648"
"Hydrogen Chloride","1A2b","Non-Ferrous Metal (combustion)","Fuel oil","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00032","0.00054","0.00055","0.00038","0.00051","0.00039","0.00025","0.00027","0.00017","0.00016","9.58e-05","0.0003515","0.0003406","0.00024","0.000236041970876103","0.000237144118455615","0.000287078614508981","0.000260014141906949","9.3e-06","9.4e-06","1e-05","1.1e-05","4.3e-06","4.5e-06","4.6e-06","3.3e-06","3.3e-06","3.3e-06","3.7e-06","3.7e-06","3.2e-06"
"Hydrogen Chloride","1A2b","Autogeneration - exported to grid","Coal","kilotonne","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.160358765775327","0.156200717608592","0.163429841806889","0.288728096236552","0.247772303670581","0.179261604807411","0.209100498747829","0.201289273219892","0.154999306592192","0.13165636060802","0.13400490690635","0.184356352901957","0.187255934801186","0.271428335382483","0.173282582871727","0.143719447603337","0.128560732224418","0.213605800032481","0.201500965059761","0.213542348794048","0.193638533700785","0.187392380402051","0.25303750599667","0.00539896337629931","0.00303623293872511","0.00343918384235335","0.00276111120481095","0.00241580605443407","0.00273746437159913","0.0027900748904455","0.0029392661061059"
"Hydrogen Chloride","1A2b","Non-Ferrous Metal (combustion)","Coal","kilotonne","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.18565","0.6956","0.64625","0.7003","0.6157","0.5405","0.457756983016476","0.262890811869855","0.236671398335331","0.368919226955006","0.17248320579041","0.167968783154349","0.246780752447392","0.166596190189256","0.113538278054466","0.134579557151498","0.185405524574814","0.124109315957711","0.1164895","0.106643","0.0978775","0.0928015","0.0894645","0.089347","0.0987","0.0893","0.0810758378918756","0.076375","0.0705","0.06345","0.056635"
"Hydrogen Chloride","1A2c","Chemicals (combustion)","Fuel oil","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01312","0.01495","0.01509","0.01429","0.01212","0.00799","0.00656","0.00494","0.00425","0.00137431461462969","0.00219490169820058","0.00149331763181333","0.00108726105181873","0.000866367673211631","0.000927722867616455","0.00101228470928425","0.000914761562292662","0.000962006220581143","0.0012661","0.0008767","0.0015244","0.0010538","0.0002535","0.0002188","0.0002316","0.0002754","0.0002689","0.0002744","0.0002939","0.000257","9.41e-05"
"Hydrogen Chloride","1A2c","Chemicals (combustion)","Coal","kilotonne","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.6649","2.96805","2.8435","2.38525","2.37115","1.97635","1.44631727612653","1.14683911218393","0.731633216969318","0.75786621850379","0.408404307941373","0.783006330001252","0.846495442888975","0.882641956548888","0.838345004384265","0.93872667874198","0.93351815601439","0.969548238948955","0.9646515","0.8549535","0.854178","1.047912","0.808729","0.596336","0.440813","0.222639","0.206025138078927","0.161821","0.1682835","0.1280045","0.1186045"
"Hydrogen Chloride","1A2d","Pulp, Paper and Print (combustion)","Fuel oil","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00226","0.00274","0.00307","0.00263","0.00267","0.00189","0.00147","0.00101","0.00084","0.000706194154095216","0.000474603102618125","0.00099087690564002","0.000493464916977043","0.000381874418925217","0.000324920576885035","0.000355729937937193","0.000375580302267371","0.000359999273608338","4.06e-05","4.08e-05","4.09e-05","4.09e-05","1.05e-05","1.05e-05","1.05e-05","7.1e-06","7.1e-06","7.1e-06","7.1e-06","7.1e-06","7.1e-06"
"Hydrogen Chloride","1A2d","Pulp, Paper and Print (combustion)","Coal","kilotonne","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.6168","1.94345","2.1855","2.2325","1.87765","1.1092","0.433408207324111","0.411097712521317","0.122887072212576","0.172092562285186","0.389839007891141","0.35392062705682","0.38739183930834","0.360087733883605","0.3703074650976","0.348912380195562","0.347354614954547","0.354438429966136","0.3659655","0.3067455","0.3057115","0.3037375","0.3409145","0.350808","0.4065265","0.329","0.321960804359749","0.26085","0.2397","0.22795","0.20445"
