
"Gas","NFR/CRF Group","Source","Activity","Units","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Carbon Dioxide as Carbon","1A","","","kilotonne","150018.87457092","152861.8129713","148811.98288907","145114.83530978","142717.52886596","140172.44518566","145221.25490189","139718.8818734","141780.54950994","139945.82596821","142732.6507347","146030.13109302","142056.61571314","144299.70027337","144354.1020268","143695.7274007","143178.49216999","140523.03598544","137493.61585121","125962.47426368","130851.12909872","119903.0959757","124585.09736231","120643.69602958","109945.2744908","106039.88347846","101212.55651588","97994.600480971","96204.391270223","92060.487719748","82041.686323215"
"Carbon Dioxide as Carbon","1A1ai","Miscellaneous industrial/commercial combustion","MSW","kilotonne","22.978184166","23.3760748009091","31.1349421816364","37.1033017052726","43.3700792050909","51.1289465858183","62.7573003910365","52.0341477802364","49.3384387287273","49.0300734866727","75.9672694700182","80.3241719222726","91.7436331441635","116.512325167254","115.069971615709","126.777903547909","111.011487139636","136.585907698418","152.591058487637","143.151103174418","137.182743650782","151.586384634491","143.300312162509","153.884203051091","157.574638689873","136.705274888891","143.240628567272","166.905174078491","165.621976780909","160.7378692374","177.817324740873"
"Carbon Dioxide as Carbon","1A1ai","Power stations","Burning oil","kilotonne","0","0","0","0","0","0","0","0.250993417624375","0.250993417624375","0.250993417624375","0.250993417624375","0.28427873042162","0.263639900252393","0.251857552105054","0.260219218532196","13.919663782","15.905079072","6.14700399999999","4.04351057","3.18154945727271","2.2937018","2.37260095","2.04930771000001","1.425747584","1.45063695438","1.632575886","3.97663192239999","1.8153396466","2.21838573450841","2.09190492228203","2.68199781020328"
"Carbon Dioxide as Carbon","1A1ai","Power stations","Coal","kilotonne","49949.9489217003","50185.8424697987","46898.5985718121","39044.7021530202","36854.3591946308","34686.7797476509","32618.0998586129","28045.0206926175","29136.9723847874","24572.5596635347","27706.6092699777","30895.2350241789","29131.6481182641","31921.9712000001","30712.7296000001","31121.8129454348","34396.6558910673","31367.5868792668","28327.0052092471","23239.6634347719","24508.908598698","24711.1602629135","32945.8953979545","30539.3183523869","23397.8282362534","17837.2165186273","7411.49956867563","5341.92840731755","4001.41861668134","1765.1201136372","1421.03236239222"
"Carbon Dioxide as Carbon","1A1ai","Power stations","Coke","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ai","Power stations","Fuel oil","kilotonne","5306.4724439148","3987.71086820749","2788.43146896226","2511.72869576395","1924.08604733881","1829.63641406778","1824.36316220883","941.724069055745","806.927447544973","839.034361596761","829.699739653788","866.92300982847","684.616949156818","639.775116065791","723.508831569492","584.443634606105","770.038086603374","624.908846656916","895.265561008661","661.599582322393","479.52692614384","343.68943633743","385.937758722435","296.031909834647","251.153062113014","244.571189843161","264.871078106076","198.244141376666","196.394656164178","179.921718437547","140.046817128107"
"Carbon Dioxide as Carbon","1A1ai","Power stations","Gas oil","kilotonne","178.756344002973","187.107919006964","181.724248863625","194.889779246282","205.784965948135","182.082394866664","193.593217998215","294.689181382608","282.695868594913","329.273881163393","280.839331053895","283.253800865365","285.538571694261","291.277627792822","327.501468192528","316.210175484913","334.576209309543","249.909917229737","257.338022863136","239.739429399493","236.210346628436","244.066149681473","240.699530694166","255.045010555939","262.82609693208","255.308591660354","243.162293186903","240.246216339019","256.636974750007","254.257890597104","228.525804215096"
"Carbon Dioxide as Carbon","1A1ai","Power stations","LPG","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ai","Power stations","Natural gas","kilotonne","4.35202950288095","10.0092230867043","136.706790566427","2504.26629669899","4003.58621733278","5339.28957251269","7500.39746114688","10147.4057797018","11220.8912149855","13658.292703323","13954.730532634","13774.158382353","14534.4513287696","14305.4703521489","15287.5756428217","14820.2012874405","13917.5478075126","16021.733253817","17292.6727110851","16437.3443810685","17270.190408696","13853.6579085351","9218.79287722314","8793.821050057","9517.14030485063","9320.51368602276","13596.1081898082","12933.7453949408","12358.5169002786","12312.6203727911","10228.2440305492"
"Carbon Dioxide as Carbon","1A1ai","Power stations","OPG","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
