
"Gas","NFR/CRF Group","Source","Activity","Units","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Methane","1A","","","kilotonne","129.43946044652","134.46965998428","127.28160867973","130.13323334927","118.0148318533","102.2816546296","102.98916177005","95.268341370692","87.501801668408","89.806013270629","81.244028353356","78.635151676378","70.321351912268","64.788800044999","62.008379223095","57.086209773926","53.362670807214","51.262234122544","49.954366493321","46.101082521129","48.624977918167","43.5116940839","43.36455256468","44.386652537133","43.105705167474","45.153607315566","46.465766270033","47.673053960125","49.478277240761","49.131183035056","48.218357969977"
"Methane","1A1ai","Miscellaneous industrial/commercial combustion","MSW","kilotonne","0.636561072","0.674367876","0.706020084","0.721846188","0.794822112","0.878348772","0.8347390632","0.5392305324","0.569739744","0.610623846","0.8886357396","0.9402464232","1.1074755888","1.3264033608","1.3136545548","1.4171396904","1.2777820524","1.5038315712","1.628330256","1.5431330628","1.4543310348","1.6280664876","1.523813335875","1.60954254189474","1.5895563012","1.7945922708","1.8750416328","2.2972469184","2.26814447160981","2.19833376847914","2.50132060833371"
"Methane","1A1ai","Power stations","Burning oil","kilotonne","0","0","0","0","0","0","0","3.84729956910378e-05","3.84729956910378e-05","3.84729956910378e-05","3.84729956910378e-05","4.35750645338937e-05","4.04114850596421e-05","3.86054527190598e-05","3.98915394043179e-05","0.00213429650575574","0.00243681296468039","0.0009414097833324","0.000619261092006117","0.000487306228713042","0.000351317868529524","0.000363586638796836","0.000314043815100393","0.000218606847631565","0.000222349863109311","0.000250311572906085","0.000609530750733456","0.000278147831851076","0.000340029447945573","0.000320469321017205","0.000411163142202333"
"Methane","1A1ai","Power stations","Coal","kilotonne","2.00842233015765","1.99543102103883","1.87301104447347","1.55934634696608","1.4755110450495","1.40965435256889","1.29969046264929","1.10263127938629","1.13435537506221","0.96298687050609","1.08897337500557","1.19915354346087","1.12262475815039","1.23821286313008","1.19130791185464","1.23139099822236","1.36008682716785","1.24085978688357","1.12963358377841","0.927417027627756","0.97793058567193","0.985496835728387","1.312128374977","1.21706831852995","0.932901295493352","0.709422769185612","0.290955566506867","0.210312731779653","0.159404660995694","0.0695347829908281","0.0557825770554504"
"Methane","1A1ai","Power stations","Coke","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Methane","1A1ai","Power stations","Fuel oil","kilotonne","0.745623643607239","0.559676139180309","0.392714306676136","0.353744319806644","0.270982495527171","0.257680493072131","0.256937824130552","0.132477141907974","0.112862375855016","0.116950254081423","0.115249560865143","0.121537652132182","0.0955403639377474","0.0894899090677145","0.101004478361339","0.0833397142036641","0.107806962047305","0.0882749096818356","0.126560080499212","0.0929025397306399","0.0670768839212319","0.0479681125952705","0.0539748588100676","0.0414821199356921","0.035216852514299","0.0342646977191186","0.0369021017231472","0.0275680533119521","0.0274397172454882","0.0251742461388515","0.0195037190498078"
"Methane","1A1ai","Power stations","Gas oil","kilotonne","0.0263598344806815","0.0275662286014079","0.026773063444778","0.0287127142201875","0.0303178798853945","0.0268258283659255","0.0285216944923768","0.0433660534644283","0.0416927665510498","0.0486689504903023","0.0415099899527382","0.0418668652423895","0.0422045701279406","0.0430528421990051","0.048412009485341","0.0464851610823641","0.0491487421064727","0.0366564407580796","0.0377743867697952","0.0351911071257543","0.0346730766534077","0.0358262219974619","0.0353320394187736","0.0374377978242664","0.038579975583275","0.0374764886266306","0.0356935458214721","0.0352654978654148","0.0376714806299447","0.0373222572856843","0.0335450704845534"
"Methane","1A1ai","Power stations","LPG","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Methane","1A1ai","Power stations","Natural gas","kilotonne","0.000285982372188287","0.000656459536159476","0.00894868993327842","0.163611292760208","0.261063981004453","0.347374901945845","0.486876317754711","0.657027529104205","0.724690997846446","0.878167300522351","0.900726255743545","0.888118446005915","0.936136995332929","0.920314250390763","0.984598649623804","0.959081149553977","0.905012602160621","1.04241999608321","1.122617635224","1.06955739211612","1.12665977948415","0.905062473193025","0.600688278582971","0.572142640660055","0.620213252417672","0.606952804682557","0.885472159591825","0.840026769838483","0.803216117196718","0.80092951229102","0.667480027619244"
"Methane","1A1ai","Power stations","Landfill gas","kilotonne","0.001737354528","0.002598411816","0.004709145168","0.005585442408","0.00645792966","0.007021807884","0.008842982148","0.011471873868","0.014813233344","0.021274972992","0.027338568894","0.0313272453312","0.0334715065776","0.0409390830576","0.0500304764232","0.0536133891384","0.0552874978656","0.0584406439344","0.058679530182","0.0614486294604","0.0651892756788","0.0664530486984","0.0650845010088","0.0646615923408","0.0628945199064","0.0608820842448","0.0587663979084","0.0535295694024","0.0489309138864","0.0452889463572","0.0436864654044"
"Methane","1A1ai","Power stations","Sewage gas","kilotonne","0.003947147568","0.004099547088","0.004099547088","0.004716765144","0.004507215804","0.005128243848","0.005128243848","0.005093953956","0.00481963482","0.005128243848","0.004587225552","0.0045346477176","0.004592940534","0.0042862365","0.0047297191032","0.0058220426628","0.0055591534908","0.0061672275756","0.0068515014204","0.0075353942664","0.0090403395264","0.0096842274984","0.0092285529336","0.0095714518536","0.010498421934","0.0111762187992","0.0118745895996","0.0120879489276","0.0123961769568","0.0131033107296","0.0133307670132"
"Methane","1A1ai","Power stations","OPG","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Methane","1A1ai","Power stations","Orimulsion","kilotonne","0.013113","0.0353628","0.1087956","0.11979360003384","0.1038042","0.1079496","0.073771199996616","0.0153972","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Methane","1A1ai","Power stations","Petroleum coke","kilotonne","0","0","0","0","0","0","0","0.00223384425","0","0","0","0","0","0","0","0.00831767438799","0.010960411728","0.01671565951368","0.0275570201181","0.0443088843734166","0.0187373310885098","0.0041675166","0.009822939756","0.00444563064","0","0.00292441392","0","0","0","0","0"
"Methane","1A1ai","Power stations","Straw","kilotonne","0","0","0","0","0","0","0","0","0","0","0.00886520950149555","0.073462483719558","0.0575272005969321","0.0829628951479521","0.0778812797327646","0.0678824013610374","0.0706462568752572","0.0660621973295706","0.0701734614961056","0.067885818364557","0.0724743544871916","0.069697214335443","0.0804232050683544","0.0825727451202531","0.092458121728191","0.0943627888134807","0.187615527129149","0.189846350847912","0.184647456490327","0.267670752106893","0.2726299987041"
"Methane","1A1ai","Power stations","Wood","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.018596576172","0.487143047166","0.387149854487646","0.47896263248223","0.6993180898422","0.678388025495046","0.830546440949499","1.0067796075248","1.22941678657036","1.94546681714749","2.6759304786402","3.74012005477455","3.66007734844914","3.71477170141689","4.39134094767324","4.84874042424762","4.95886431351519"
"Methane","1A1ai","Power stations","MSW","kilotonne","0.105025745066667","0.1040569502","0.123574167733333","0.173688519666667","0.2698106124","0.298353755933333","0.290214212866667","0.38086575604","0.540097896333333","0.522390230786667","0.53549039348","0.576839140453333","0.617575278786667","0.61432947324","0.59589677742","0.595642118278422","0.664719526225263","0.665217349241052","0.676885691546841","0.840706644612211","0.852084165025451","0.827235425588427","0.989548003402197","0.909816871206336","1.16866134004779","1.57892783363849","1.96135362999595","2.0660289971848","2.39720591802719","2.68783931669886","2.75661793260443"
"Methane","1A1ai","Power stations","Scrap tyres","kilotonne","0","0","0","0","0.049248","0.049248","0.076608","0.083904","0.060192","0.0456","0.014856608142384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Methane","1A1ai","Power stations","Sour gas","kilotonne","0","0","0.028755486","0.073302354","0.082335852","0.085059693","0.087369786","0.069923412","0.043236666","0.038237211","0.021514896","0.011309112","0.010412658","0.005620077","0.005999346","0.0044324282276814","0.00147004786103444","9.78496021269312e-05","0","0.000595476129424684","0","0","0","0","0","0","0","0","0","0","0.00791243759072005"
"Methane","1A1ai","Power stations","Waste oils","kilotonne","0.0135233362052799","0.0127551273620411","0.0134866608353659","0.0141146951752272","0.0142030374683686","0.01630590038947","0.0160464760978154","0.01650324308262","0.0151861287187288","0.0145616850729","0.0159552094071598","0.0181525369910977","0.0190971419059435","0.0213879676240863","0.0239169562536631","0.0196154177496125","0","0","0","0.00713695649866827","0.00811845904791285","0.00687376417885761","0.00576900650904408","0.00612250657018269","0.00609455558157786","0.00573752256518886","0.00570204659039517","0.00579531472285101","0.00516522618594354","0.0050097565555629","0.00410497220057346"
"Methane","1A1ai","Power stations","Poultry litter","kilotonne","0","0","0.016758","0.04577664","0.10707984","0.10707984","0.10707984","0.10707984","0.11836249646778","0.156308905315069","0.168243962796","0.210357153460349","0.205677997300349","0.191002124620349","0.173017588324561","0.166592260754668","0.155542695257516","0.160046494661949","0.188694231103421","0.185805026906274","0.19131862439488","0.22207236232382","0.205368603787649","0.217251055567701","0.218877450167682","0.233294853443564","0.228113174090539","0.21622408542515","0.215112290801349","0.2226546152148","0.22402871872224"
