
"Gas","NFR/CRF Group","Source","Activity","Units","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Sulphur Dioxide","1A","","","kilotonne","6342.6038976171","5990.0564853534","5743.2073635909","5911.3200235294","5414.9351382191","5143.3645463225","4966.7159990334","4963.8607399108","5013.7140149924","5336.3170049653","4712.273408547","4283.5764648934","4102.5573642989","3773.0823644394","3627.7482302099","3645.1047928309","3799.5474281607","3783.3808944187","3716.6424373479","3606.130068315","3474.6033978895","3412.9271907178","3326.5335012599","3021.1099365955","2740.3545122261","2444.9372661458","2070.5780951132","1667.2423254243","1674.5820566706","1285.203356737","1234.8894573929","1168.8845458524","1052.8869666173","1019.7048814689","858.00101991278","742.73024002821","697.2171775324","601.9175684734","507.64746027506","412.20149183663","415.69975531739","392.5940200741","435.13660134352","368.61606088309","295.97892284248","238.14248455803","168.37592742873","164.2398198927","152.36658135011","138.26137202681","119.79665800913"
"Sulphur Dioxide","1A1a","Miscellaneous industrial/commercial combustion","MSW","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.543182210526316","0.54243299368421","0.574649317894737","0.601621124210526","0.249090838942498","0.250703613652349","0.274431708881209","0.264815572761308","0.023462585624015","0.0304226494203664","0.0303728902011741","0.0351195573185375","0.0392773502498463","0.0468356150784863","0.0536939300843368","0.0595226200684567","0.0671032301751101","0.0550333416663613","0.0628233151032525","0.066107328762689","0.0529702283914217","0.0551733992762454","0.0701913392669059","0.060186869285876","0.0687914002725371","0.0609804930858847","0.0724802565141086","0.0754828352659525","0.100411207643698","0.0841975318141599","0.0831712414266427","0.100877893198159"
"Sulphur Dioxide","1A1a","Power stations","Burning oil","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0131726285364877","0.0131726285364877","0.00811950568847127","0.00751313094670929","0.0103280901137506","0.0101062456960328","0.0088934962125089","0.0100076481770472","0.464847114050825","0.0223989594470231","3.07088564219117e-05","0.000778329315375102","0.000609176701280007","0.00166845549961831","0.00682323824085236","0.0642486885347106","0.0776494440590483","0.0844828383643081","0.0968207421153764","0.235836175915723","0.107659639764688","0.131562492717884","0.124061483908353","0.159057242338624"
"Sulphur Dioxide","1A1a","Power stations","Coal","kilotonne","2244.66912","2117.66229","1937.48643","2189.05650000001","1911.06750000001","2126.10000000001","2217.30000000001","2280.00000000001","2297.10000000001","2615.16","2637.80705","2568.77625","2408.44456000001","2450.2126","1623.69439999999","2163.48440000001","2449.80528000001","2587.00352000001","2488.10924050001","2394.638834","2212.43343631002","2198.1224986928","2063.26737118372","1782.45328680337","1651.50203908805","1496.30316420797","1206.20236080849","974.561486305146","1066.96995646956","755.070470393632","785.344142031933","725.35440550108","665.931331104762","660.150413411109","490.179585636058","372.534764549858","347.815210562305","275.700327605028","200.247267480819","151.03063752477","165.238340643714","161.724083160482","220.91192891852","171.407127060734","116.200016316664","83.9166841585368","31.600702216555","24.0883200669541","16.2045844378286","6.97760786126042","7.18559294179899"
"Sulphur Dioxide","1A1a","Power stations","Coke","kilotonne","12.141","4.218","1.539","0.57","0.361","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sulphur Dioxide","1A1a","Power stations","Fuel oil","kilotonne","642.761999999998","803.040000000002","1026.364","952.201000000003","974.326000000003","808.9798","588.730399999999","579.176999999999","635.264999999999","621.47","367.488","276.544","338.147999999999","180.191999999999","962.533590000002","462.422670000001","266.731156598909","236.940532648454","235.132783871849","240.259946661868","300.148594240519","211.725948290486","136.092125694708","125.966205255963","89.5004975928033","75.4558404107121","81.2533106949027","27.4234323046433","23.5596720003544","23.3880293973433","20.7681110000833","16.8113081944275","10.8992759253441","9.6495870274653","7.77262624295104","7.77792069041392","10.1189374872783","6.14315558284678","10.0778172749237","5.23567194449549","2.80402062128633","2.2921496704257","1.92313297506923","0.948065804200398","0.722221198258432","0.738171770141318","0.649769113415031","0.553686672054051","0.450588821224216","0.316665856619914","0.332491407483017"
"Sulphur Dioxide","1A1a","Power stations","Gas oil","kilotonne","13.622","10.038","22.96","11.942","10.0326","5.908","4.82400000000001","8.008","5.71879999999999","5.48679999999999","1.62","0.702999999999999","1.8088","0.748199999999999","2.4192","1.06","0.4158","0.3944","0.345000000000001","0.2184","0.224292279285056","0.25623927678966","0.1862731548475","0.25467308636748","0.0977961958934368","0.102070456977415","0.171851311202313","0.318744353372172","0.164212822314633","0.273093427260619","0.157767533957377","0.1596475488183","0.200160388980014","0.25624869311021","1.70602506906211","1.07196233420279","0.486270732775899","0.458134966312726","0.216944182443951","0.211352521505424","0.17775058684842","0.227231565655169","0.241589703918702","0.279867046172604","0.311519665573625","0.400889917637554","0.131413289615009","0.122372066103387","0.140549734482199","0.11125349463934","0.0733015008484417"
"Sulphur Dioxide","1A1a","Power stations","Natural gas","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.894768448127298","0.62619922635623","0.440722946085907","1.48463982061835","5.79577995140454","0.268949088040523","0.358139063314798","0.365309453512727","0.330657797057178","1.57343561860149","0.159616459448445","0.641183499499426","0.637681704809331","0.303229408093591","0.854217175397389","0.694285396911448","1.12999945786624","0.764217302532209","0.790947260877241","0.868836292675101","0.865515338339233","0.836586364887694","1.35623974795433","0.176272995536474","0.0934621353993879","0.113903741833206","0.121632289313096","0.152430535164992"
"Sulphur Dioxide","1A1a","Power stations","Landfill gas","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0382604734064867","0.0524460656556699","0.0524482505206995","0.0784423395945549","0.142162363253475","0.168616524700319","0.194955668053916","0.211978345854494","0.266956994426631","0.346319478767163","0.447190346544911","0.642261032692074","0.825312328094911","0.94572476991535","1.01045695279484","1.23589241555925","1.5103485896656","1.61851160455522","1.66905055472801","1.76423952869935","1.77145116314595","1.85504631331798","1.96797107726803","2.00612257879811","1.96480807970373","1.9520410713533","1.89869567970527","1.83794312285213","1.77407357567198","1.61598120650378","1.47715436795447","1.36720857261952","1.31883196259977"
"Sulphur Dioxide","1A1a","Power stations","Orimulsion","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.8347706845258","23.1628733453887","68.1505582456357","81.6981353434361","71.0149970554273","72.8116634250522","57.9353856180353","12.7174966792636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
