wday,hour,N
1,0,0.800494184420143
1,1,0.749051406537363
1,2,0.704712328894668
1,3,0.717001416824347
1,4,0.797708675243083
1,5,0.914999106917825
1,6,1.03547043680128
1,7,1.13054843894097
1,8,1.1737533074289
1,9,1.16356559230344
1,10,1.13715178328631
1,11,1.1308539740523
1,12,1.14803861963725
1,13,1.1763471058364
1,14,1.20333982853138
1,15,1.21661043116689
1,16,1.20432653355126
1,17,1.16127956313459
1,18,1.08654260128689
1,19,0.987456669494921
1,20,0.894940693286429
1,21,0.841993908139608
1,22,0.823319209863606
1,23,0.800494184420143
2,0,0.819988278686086
2,1,0.798628223271427
2,2,0.790009760794779
2,3,0.801885699830771
2,4,0.836675099841253
2,5,0.890630645734204
2,6,0.958503256758792
2,7,1.02856249855516
2,8,1.086960299884
2,9,1.12798032798695
2,10,1.15851395124254
2,11,1.1853459120363
2,12,1.20580113272091
2,13,1.21271217950726
2,14,1.20193153250607
2,15,1.17570268339331
2,16,1.13708735012352
2,17,1.0893040064186
2,18,1.03567272506813
2,19,0.979979713747397
2,20,0.927347171455577
2,21,0.882915848071643
2,22,0.847873423679235
2,23,0.819988278686086
3,0,0.761165333298543
3,1,0.740101032393636
3,2,0.731454177321095
3,3,0.751007784706296
3,4,0.803906567138635
3,5,0.882996239651224
3,6,0.979113644340586
3,7,1.07568820861594
3,8,1.15373783869232
3,9,1.20409517063495
3,10,1.23280967927866
3,11,1.24687101900394
3,12,1.25033998166242
3,13,1.24586647077027
3,14,1.23378686190087
3,15,1.2096041055191
3,16,1.16855780909583
3,17,1.10990135672497
3,18,1.03548133012462
3,19,0.950837131586108
3,20,0.872006437222981
3,21,0.815995187684838
3,22,0.783511299333628
3,23,0.761165333298543
4,0,0.779805595633559
4,1,0.734988963458365
4,2,0.70985080512689
4,3,0.721875720337213
4,4,0.773194419660754
4,5,0.848186904137652
4,6,0.930922135767745
4,7,1.00926155458121
4,8,1.07248683670973
4,9,1.11598921892462
4,10,1.14462770521171
4,11,1.16421748527759
4,12,1.18169951634132
4,13,1.2045068942076
4,14,1.23281644617852
4,15,1.25158168813115
4,16,1.24481746173023
4,17,1.20791031365155
4,18,1.14358688756848
4,19,1.05819517063693
4,20,0.96814823756012
4,21,0.890914183526346
4,22,0.830610260007157
4,23,0.779805595633559
5,0,0.777959593108725
5,1,0.716682340177878
5,2,0.682653251103144
5,3,0.698994701936204
5,4,0.768757233222598
5,5,0.871786234103561
5,6,0.98622567378825
5,7,1.08793201001269
5,8,1.15226958568627
5,9,1.17278943112819
5,10,1.17123317971442
5,11,1.1697924396064
5,12,1.17497379406011
5,13,1.1857844192054
5,14,1.1979940984984
5,15,1.20068040797112
5,16,1.18304785253674
5,17,1.14557249877954
5,18,1.09600061138892
5,19,1.04042959669469
5,20,0.979865278677801
5,21,0.91449385661129
5,22,0.846122318878941
5,23,0.777959593108725
6,0,0.837205666334767
6,1,0.834606948699272
6,2,0.844749885670249
6,3,0.868682341882445
6,4,0.905109150073158
6,5,0.950026351852497
6,6,0.999233043602947
6,7,1.04827061464205
6,8,1.09260659127708
6,9,1.12865204781753
6,10,1.15428069739904
6,11,1.16776775776976
6,12,1.1695778614308
6,13,1.16121842338541
6,14,1.1439940473347
6,15,1.11877055845395
6,16,1.08637343742757
6,17,1.04780144163066
6,18,1.00416617956092
6,19,0.957636593378298
6,20,0.913417692413808
6,21,0.877104028075173
6,22,0.851542973553146
6,23,0.837205666334767
7,0,0.774548301522169
7,1,0.733039244953637
7,2,0.706612736559312
7,3,0.736922103339148
7,4,0.829491604357694
7,5,0.948076498964374
7,6,1.05752480048997
7,7,1.14181879694079
7,8,1.19169964511043
7,9,1.20433238458695
7,10,1.18682872141341
7,11,1.14905576688433
7,12,1.11596808230126
7,13,1.11956396839809
7,14,1.16735981965337
7,15,1.21544061234746
7,16,1.21685119460607
7,17,1.16457992884589
7,18,1.07738659668957
7,19,0.975864825924192
7,20,0.884647854096668
7,21,0.827530987987042
7,22,0.800307222506004
7,23,0.774548301522169
