sector,hour,coeff,coeff_l,coeff_u
1,0,0.96247313772897,0.924765142555502,1.00018113290244
1,1,0.951201179690063,0.913732082683417,0.988670276696709
1,2,0.944753691170497,0.906097339475395,0.983410042865598
1,3,0.942549693003413,0.903059203734134,0.982040182272691
1,4,0.94446205609288,0.90496419256884,0.98395991961692
1,5,0.950888349724815,0.910495300077244,0.991281399372385
1,6,0.961897397394921,0.921944510660236,1.00185028412961
1,7,0.975554908375897,0.935407980743912,1.01570183600788
1,8,0.989250465780606,0.948840144812478,1.02966078674873
1,9,1.00158761990426,0.96174391900651,1.04143132080201
1,10,1.01305265388399,0.97258865199599,1.05351665577198
1,11,1.02421584711219,0.984171142479958,1.06426055174441
1,12,1.03502835064662,0.994983646014395,1.07507305527885
1,13,1.04514327065815,1.00467926877016,1.08560727254615
1,14,1.05375728286477,1.01391358196702,1.09360098376252
1,15,1.05911374233243,1.0187034213643,1.09952406330056
1,16,1.05946500054392,1.01931807291194,1.09961192817591
1,17,1.05456345742812,1.01461057069343,1.0945163441628
1,18,1.04512929581113,1.00473624616356,1.0855223454587
1,19,1.03190849542136,0.992410631897325,1.0714063589454
1,20,1.01567484417525,0.976184354905974,1.05516533344453
1,21,0.997266571663881,0.95861021996878,1.03592292335898
1,22,0.978589550862896,0.941120453856249,1.01605864786954
1,23,0.96247313772897,0.924765142555502,1.00018113290244
2,0,0.764260231057544,0.745836246659866,0.782684215455221
2,1,0.618196235914477,0.601425293219387,0.634967178609568
2,2,0.531237716484105,0.510558401808767,0.551917031159443
2,3,0.487341804747508,0.466289012028433,0.508394597466582
2,4,0.488346564934622,0.469836213183376,0.506856916685868
2,5,0.556762298249331,0.534588535959149,0.578936060539513
2,6,0.705702042654795,0.686517032170687,0.724887053138902
2,7,0.889250930034162,0.869047169097701,0.909454690970624
2,8,1.04148762811362,1.01985570337438,1.06311955285286
2,9,1.12732412079874,1.10889539812708,1.14575284347041
2,10,1.15949596689144,1.13751979051973,1.18147214326316
2,11,1.1550106585592,1.13532224833931,1.1746990687791
2,12,1.13213109030891,1.11244268008901,1.1518195005288
2,13,1.10973024221268,1.08775406584097,1.13170641858439
2,14,1.10853894646153,1.09011022378987,1.1269676691332
2,15,1.15317621534895,1.13154429060971,1.17480814008819
2,16,1.26379426213047,1.24359050119401,1.28399802306694
2,17,1.40292726633516,1.38374225585105,1.42211227681927
2,18,1.49595709878306,1.47378333649288,1.51813086107324
2,19,1.48817989227428,1.46966954052304,1.50669024402553
2,20,1.38395740987093,1.36290461715185,1.40501020259
2,21,1.19946515613893,1.17878584146359,1.22014447081426
2,22,0.973465990638005,0.956695047942915,0.990236933333096
2,23,0.764260231057544,0.745836246659866,0.782684215455221
3,0,0.874175104852316,0.873072537475863,0.875277672228769
3,1,0.895917046386606,0.894915889159117,0.896918203614094
3,2,0.932712642299088,0.931473335135113,0.933951949463062
3,3,0.965728971466877,0.964468183417483,0.966989759516272
3,4,0.988924239980248,0.987818842815752,0.990029637144745
3,5,1.01104454134129,1.00971433899518,1.0123747436874
3,6,1.03919636386625,1.03804971650425,1.04034301122824
3,7,1.06670201418595,1.06549245407485,1.06791157429704
3,8,1.0822294191076,1.08093233100843,1.08352650720678
3,9,1.08269817093967,1.08159784856302,1.08379849331632
3,10,1.07782540092819,1.07650710102537,1.07914370083102
3,11,1.07717314384226,1.0759952977642,1.07835098992032
3,12,1.08032898794074,1.07915114186268,1.08150683401881
3,13,1.08212922301403,1.08081092311121,1.08344752291686
3,14,1.07823140590609,1.07713108352944,1.07933172828274
3,15,1.06607671703744,1.06477962893826,1.06737380513661
