time,N
1,0.937687492341186
2,0.948856926034411
3,0.947990049963262
4,0.97564007010737
5,1.03410846569265
6,1.0507420220654
7,1.02673046077727
8,1.02082220859929
9,1.05298591088579
10,1.06243612175473
11,1.00431277943746
12,0.937687492341185
