Profile_ID,Pollutant,Year,1,2,3,4,5,6,7,8,9,10,11,12
MISC_ANY,All,0,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333
AVIA_DOM_TOL,All,0,0.07048749,0.068433959,0.077836765,0.082322748,0.090426791,0.091823205,0.095864544,0.096190613,0.091948206,0.088716647,0.07265956,0.073289472
AVIA_DOM_CRU,All,0,0.07048749,0.068433959,0.077836765,0.082322748,0.090426791,0.091823205,0.095864544,0.096190613,0.091948206,0.088716647,0.07265956,0.073289472
AVIA_INT_TOL,All,0,0.07048749,0.068433959,0.077836765,0.082322748,0.090426791,0.091823205,0.095864544,0.096190613,0.091948206,0.088716647,0.07265956,0.073289472
AVIA_INT_CRU,All,0,0.07048749,0.068433959,0.077836765,0.082322748,0.090426791,0.091823205,0.095864544,0.096190613,0.091948206,0.088716647,0.07265956,0.073289472
RAIL_PAS,All,0,0.081478177,0.081478177,0.081478177,0.082578458,0.082578458,0.082578458,0.084705312,0.084705312,0.084705312,0.084571386,0.084571386,0.084571386
RAIL_FRE,All,0,0.083953895,0.083953895,0.083953895,0.083344185,0.083344185,0.083344185,0.083584943,0.083584943,0.083584943,0.08245031,0.08245031,0.08245031
OFFR_OTH,All,0,0.073839203,0.077070713,0.081001058,0.084190369,0.086089879,0.0869058,0.086787395,0.086085655,0.085950904,0.088713795,0.085040838,0.078324392
ROAD_CAT_MOT,All,0,0.072470672,0.07775859,0.080426368,0.083761091,0.084463765,0.08639314,0.08857262,0.09114512,0.088012863,0.086357411,0.081986542,0.078651819
ROAD_CAT_RUR,All,0,0.073730469,0.077350896,0.081566787,0.084115377,0.085961319,0.087330888,0.088188357,0.088664729,0.087211795,0.084984756,0.08271008,0.078184546
ROAD_CAT_URB,All,0,0.078068995,0.080188623,0.083630042,0.082808388,0.084439787,0.08496374,0.084594591,0.081736666,0.085249533,0.085332889,0.08592829,0.083058456
ROAD_CAT_ALL,All,0,0.074455545,0.07843254,0.081552219,0.083707417,0.085005299,0.086279366,0.087386733,0.087708227,0.086993796,0.085553029,0.08314778,0.07977805
ROAD_CYC_MOT,All,0,0.052050967,0.060392468,0.073863992,0.088649302,0.105374012,0.113381853,0.109127688,0.104268763,0.101370092,0.078493525,0.06268638,0.050340959
ROAD_CYC_RUR,All,0,0.042115369,0.049878955,0.068035729,0.092328241,0.115285082,0.119730361,0.121212121,0.11275983,0.104683196,0.076300192,0.054762501,0.042908423
ROAD_CYC_URB,All,0,0.057861924,0.064138118,0.075126671,0.088200338,0.098771868,0.103713589,0.1066536,0.095977814,0.095623345,0.083800746,0.070435163,0.059696824
ROAD_CYC_ALL,All,0,0.051289004,0.058380611,0.072396963,0.090021692,0.106123811,0.11131737,0.112631403,0.103620891,0.099803938,0.079718004,0.063031871,0.051664442
ROAD_LGV_MOT,All,0,0.072970495,0.078096349,0.079700783,0.082263711,0.083972329,0.085972662,0.087389565,0.088181364,0.089014836,0.08768128,0.085243374,0.079513252
ROAD_LGV_RUR,All,0,0.074228168,0.078565738,0.081231807,0.082210755,0.084918482,0.086834719,0.086897205,0.085939087,0.087834495,0.086605604,0.085689143,0.079044797
ROAD_LGV_URB,All,0,0.07578693,0.079370039,0.082161532,0.081099098,0.083432285,0.086015457,0.084203071,0.079807512,0.087452868,0.087869508,0.089181926,0.083619774
ROAD_LGV_ALL,All,0,0.074507761,0.078904053,0.0812793,0.082050214,0.084300448,0.086342327,0.086175643,0.084550474,0.088009168,0.087134076,0.086404834,0.080341702
ROAD_HGV_MOT,All,0,0.07626574,0.079990955,0.082585513,0.081609578,0.083668563,0.085394301,0.086263122,0.083049677,0.087143843,0.087250958,0.087584204,0.079193545
ROAD_HGV_RUR,All,0,0.074804743,0.079852843,0.083043623,0.082079246,0.083936565,0.086282027,0.087413087,0.085246214,0.0886513,0.087758358,0.086567768,0.074364225
ROAD_HGV_URB,All,0,0.075225558,0.080224724,0.083533697,0.08131978,0.082974266,0.086128502,0.087330683,0.083105197,0.088318614,0.088306711,0.088116266,0.075416002
ROAD_BUS_MOT,All,0,0.07045071,0.07686858,0.081577796,0.082723844,0.085724407,0.092017253,0.094601071,0.087870642,0.088016503,0.085995291,0.083015565,0.071138338
ROAD_BUS_RUR,All,0,0.076921475,0.080920642,0.083836701,0.080712352,0.085169756,0.091960008,0.088544053,0.080024995,0.08860654,0.085211414,0.085523849,0.072568215
ROAD_BUS_URB,All,0,0.080151638,0.082463705,0.083859276,0.081380574,0.082859464,0.086525443,0.084213377,0.079255973,0.085942219,0.086567102,0.087671062,0.079110167
SHIP_FIS,All,0,0.058937438,0.093635676,0.073213656,0.087123092,0.084936016,0.094744468,0.089151837,0.079387833,0.080650404,0.08082912,0.091031455,0.086359004
SHIP_MIL,All,0,0.0358218,0.086019119,0.070532403,0.099796651,0.085106257,0.105581195,0.093578008,0.05988128,0.083845145,0.125666451,0.081772158,0.072399532
SHIP_REC,All,0,0.008826342,0.014551154,0.01589507,0.0534916,0.101989594,0.13454127,0.231565381,0.214910692,0.107968549,0.068431317,0.03129559,0.01653344
SHIP_CTP,All,0,0.061462386,0.087058409,0.072973682,0.083943558,0.087338034,0.100175797,0.094747345,0.087831693,0.08711698,0.08370239,0.075271204,0.078378521
SHIP_MIS,All,0,0.05650544,0.079461324,0.065810814,0.079485011,0.099160367,0.107855103,0.102075184,0.090367264,0.087626528,0.081295959,0.077873719,0.072483286
ENER_ANY,All,0,0.100425418,0.090010946,0.091900042,0.079384577,0.076207907,0.072121506,0.073282951,0.07228057,0.074808777,0.084886737,0.091204017,0.093507073
ENER_BIO,All,0,0.04534254,0.042324665,0.052209609,0.050269152,0.061257114,0.05249729,0.052773818,0.0562938,0.053981741,0.058085902,0.229794589,0.245230714
ENER_COA,All,0,0.15236755,0.12822743,0.122046709,0.06393088,0.047273543,0.042396946,0.038357198,0.042572603,0.060527593,0.072774153,0.116704851,0.112901064
ENER_COA,All,2011,0.115179996,0.10037688,0.109854192,0.055474167,0.056356027,0.061151693,0.053237705,0.059618898,0.063237314,0.08257278,0.118059811,0.124880537
ENER_COA,All,2012,0.094655846,0.102659657,0.099820677,0.083997109,0.073051085,0.060802624,0.064812438,0.062684187,0.072038569,0.092349071,0.094735609,0.098393127
ENER_COA,All,2013,0.108425208,0.097848621,0.105907287,0.084578312,0.077901233,0.059274118,0.064630406,0.068728969,0.075737379,0.08454835,0.085666144,0.086753973
ENER_COA,All,2014,0.121155708,0.104866422,0.111275157,0.093792668,0.075295242,0.04935416,0.041613614,0.041778587,0.080746691,0.08460795,0.096569225,0.098944578
ENER_COA,All,2015,0.132572562,0.123712787,0.129082812,0.09568612,0.068089346,0.059163556,0.059536285,0.053146527,0.056972664,0.085431002,0.074083768,0.062522572
ENER_COA,All,2016,0.167380829,0.174689161,0.147062793,0.062706863,0.031899606,0.050083461,0.027720451,0.018333742,0.035493306,0.067410113,0.110825375,0.106394301
ENER_COA,All,2017,0.229105833,0.169073543,0.07097069,0.019142296,0.023183272,0.020898273,0.020150951,0.022945663,0.049497183,0.043394941,0.151236967,0.180400388
ENER_COA,All,2018,0.097729397,0.176585179,0.253588412,0.032261211,0.016175862,0.011111647,0.009347368,0.019660724,0.082311903,0.062014471,0.148040833,0.091172994
ENER_COA,All,2019,0.305102575,0.10348841,0.070858362,0.047739172,0.003510218,0.009732985,0.004165561,0.036256133,0.028713327,0.052638697,0.171125926,0.166668633
ENER_COG,All,0,0.106098525,0.093041684,0.095436531,0.079247601,0.074678303,0.071501382,0.073311554,0.067091987,0.071857696,0.084838968,0.093762142,0.089145974
ENER_GAS,All,0,0.093571056,0.081570494,0.084694866,0.079004256,0.081341618,0.083664613,0.086772561,0.077071269,0.075592619,0.085686076,0.089488386,0.081548619
ENER_OIL,All,0,0.257706397,0.15640175,0,0.090683256,0.005494505,0.062281628,0,0.137362637,0,0.12812775,0.048883008,0.113016249
ENER_OTH,All,0,0.076266699,0.083069885,0.083623525,0.081533874,0.081109224,0.072414985,0.073071226,0.080099081,0.082307453,0.086267175,0.092877463,0.107599736
OFFS_OTH,All,0,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333
WAST_OTH,All,0,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333
SOLV_OTH,All,0,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333
SOLV_IND,All,0,0.07612,0.077225,0.081371,0.08507,0.085412,0.08828,0.087481,0.08565,0.087795,0.086595,0.081093,0.077909
INDU_PRO_GEN,All,0,0.082001879,0.081546874,0.090063497,0.081575455,0.082761284,0.083516088,0.08148287,0.078132431,0.083950364,0.086294311,0.086682427,0.081992521
INDU_MAN_GEN,All,0,0.078432976,0.079384408,0.089434422,0.080889602,0.083272662,0.085331006,0.082972951,0.079744148,0.086502654,0.087831429,0.087056819,0.079146924
INDU_MIN_GEN,All,0,0.090325195,0.083059895,0.091044265,0.087304413,0.086988237,0.080415862,0.08079212,0.071724383,0.075474215,0.083451637,0.084094306,0.085325471
INDU_MAN_PAP,All,0,0.081171718,0.07860227,0.085637755,0.080207339,0.083720464,0.083715528,0.085192743,0.082724562,0.085587769,0.089816535,0.088299181,0.075324135
INDU_MAN_FAB,All,0,0.075658732,0.075644203,0.084922575,0.080745105,0.083322711,0.082090085,0.082800703,0.08276846,0.08405219,0.089642564,0.088667504,0.089685169
INDU_MAN_IRO,All,0,0.085609371,0.081695058,0.089477856,0.085944524,0.090018573,0.086325692,0.082307139,0.076691107,0.082558065,0.084917113,0.08189581,0.072559691
INDU_MAN_MET,All,0,0.079131862,0.080675193,0.090149256,0.081499697,0.084613915,0.086700082,0.083999387,0.080133913,0.085400528,0.087609512,0.085694643,0.074392012
INDU_MAN_CHE,All,0,0.080270143,0.08055655,0.090039974,0.083357723,0.084876737,0.085392616,0.083828115,0.08144693,0.085252005,0.086037342,0.084359363,0.074582504
INDU_MAN_CAP,All,0,0.085934831,0.077221492,0.084003593,0.083122285,0.083918677,0.08202134,0.086344607,0.086675977,0.082943187,0.082127798,0.080165964,0.085520248
INDU_MAN_PET,All,0,0.083728387,0.082236102,0.088176431,0.083419814,0.085054668,0.084459142,0.084330577,0.081683551,0.084558908,0.084020373,0.083471548,0.074860499
INDU_EXT_PAG,All,0,0.093359228,0.083234761,0.091420722,0.088101859,0.087311726,0.079118427,0.079996504,0.069308862,0.073440715,0.082968355,0.08431804,0.087420801
AGRI_SPR_FER,All,0,0,0.041995484,0.276003365,0.396873116,0.180121653,0.054605893,0.028090908,0.014170891,0.00724077,0.000742608,0.000155311,0
AGRI_GRZ_CAT,All,0,0,0,0.045454545,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.045454545,0,0,0
AGRI_GRZ_MLI,All,0,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333
AGRI_GRZ_PIG,All,0,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333
