Profile_ID,Pollutant,Year,dow,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
AVIA_DOM_TOL,All,0,7,0.0076,0.00505,0.0014,0.00185,0.0053,0.0268,0.0522,0.0542,0.05105,0.04355,0.04775,0.05355,0.0639,0.0639,0.0658,0.0599,0.06565,0.0671,0.06785,0.0558,0.04785,0.0421,0.0336,0.0163
AVIA_DOM_CRU,All,0,1,0.00735,0.0045,0.00155,0.0013,0.0045,0.02785,0.05635,0.06895,0.0672,0.05265,0.05375,0.0554,0.05885,0.05775,0.0557,0.05825,0.0596,0.0635,0.0631,0.05355,0.04515,0.03995,0.0295,0.0138
AVIA_DOM_CRU,All,0,2,0.00685,0.00575,0.0028,0.00275,0.0064,0.0288,0.05495,0.069,0.06925,0.0531,0.05165,0.05445,0.05955,0.0532,0.05625,0.05645,0.0592,0.064,0.0657,0.05275,0.0465,0.0394,0.0291,0.0123
AVIA_DOM_CRU,All,0,3,0.00655,0.0048,0.0028,0.0027,0.0046,0.02765,0.05515,0.06675,0.0672,0.0529,0.06645,0.0512,0.05735,0.0533,0.05495,0.0568,0.05775,0.0635,0.06415,0.05545,0.0449,0.0416,0.0281,0.0133
AVIA_DOM_CRU,All,0,4,0.0071,0.005,0.0025,0.0023,0.0057,0.0272,0.0553,0.06825,0.0653,0.05015,0.04845,0.05375,0.0591,0.0556,0.05835,0.0587,0.06165,0.06515,0.065,0.0547,0.04625,0.0414,0.0289,0.0142
AVIA_DOM_CRU,All,0,5,0.0071,0.0053,0.00295,0.0026,0.00645,0.0269,0.05645,0.0641,0.06165,0.05195,0.05145,0.0537,0.0599,0.05815,0.05775,0.057,0.0619,0.06535,0.0633,0.0544,0.0454,0.04085,0.0309,0.0145
AVIA_DOM_CRU,All,0,6,0.00715,0.0058,0.0022,0.00235,0.0057,0.0336,0.0663,0.0755,0.06715,0.05645,0.05755,0.0674,0.06695,0.06255,0.05975,0.05525,0.0547,0.0522,0.04615,0.04115,0.0332,0.0341,0.0286,0.01835
AVIA_DOM_CRU,All,0,7,0.0076,0.00505,0.0014,0.00185,0.0053,0.0268,0.0522,0.0542,0.05105,0.04355,0.04775,0.05355,0.0639,0.0639,0.0658,0.0599,0.06565,0.0671,0.06785,0.0558,0.04785,0.0421,0.0336,0.0163
AVIA_INT_TOL,All,0,1,0.00735,0.0045,0.00155,0.0013,0.0045,0.02785,0.05635,0.06895,0.0672,0.05265,0.05375,0.0554,0.05885,0.05775,0.0557,0.05825,0.0596,0.0635,0.0631,0.05355,0.04515,0.03995,0.0295,0.0138
AVIA_INT_TOL,All,0,2,0.00685,0.00575,0.0028,0.00275,0.0064,0.0288,0.05495,0.069,0.06925,0.0531,0.05165,0.05445,0.05955,0.0532,0.05625,0.05645,0.0592,0.064,0.0657,0.05275,0.0465,0.0394,0.0291,0.0123
AVIA_INT_TOL,All,0,3,0.00655,0.0048,0.0028,0.0027,0.0046,0.02765,0.05515,0.06675,0.0672,0.0529,0.06645,0.0512,0.05735,0.0533,0.05495,0.0568,0.05775,0.0635,0.06415,0.05545,0.0449,0.0416,0.0281,0.0133
AVIA_INT_TOL,All,0,4,0.0071,0.005,0.0025,0.0023,0.0057,0.0272,0.0553,0.06825,0.0653,0.05015,0.04845,0.05375,0.0591,0.0556,0.05835,0.0587,0.06165,0.06515,0.065,0.0547,0.04625,0.0414,0.0289,0.0142
AVIA_INT_TOL,All,0,5,0.0071,0.0053,0.00295,0.0026,0.00645,0.0269,0.05645,0.0641,0.06165,0.05195,0.05145,0.0537,0.0599,0.05815,0.05775,0.057,0.0619,0.06535,0.0633,0.0544,0.0454,0.04085,0.0309,0.0145
AVIA_INT_TOL,All,0,6,0.00715,0.0058,0.0022,0.00235,0.0057,0.0336,0.0663,0.0755,0.06715,0.05645,0.05755,0.0674,0.06695,0.06255,0.05975,0.05525,0.0547,0.0522,0.04615,0.04115,0.0332,0.0341,0.0286,0.01835
AVIA_INT_TOL,All,0,7,0.0076,0.00505,0.0014,0.00185,0.0053,0.0268,0.0522,0.0542,0.05105,0.04355,0.04775,0.05355,0.0639,0.0639,0.0658,0.0599,0.06565,0.0671,0.06785,0.0558,0.04785,0.0421,0.0336,0.0163
AVIA_INT_CRU,All,0,1,0.00735,0.0045,0.00155,0.0013,0.0045,0.02785,0.05635,0.06895,0.0672,0.05265,0.05375,0.0554,0.05885,0.05775,0.0557,0.05825,0.0596,0.0635,0.0631,0.05355,0.04515,0.03995,0.0295,0.0138
AVIA_INT_CRU,All,0,2,0.00685,0.00575,0.0028,0.00275,0.0064,0.0288,0.05495,0.069,0.06925,0.0531,0.05165,0.05445,0.05955,0.0532,0.05625,0.05645,0.0592,0.064,0.0657,0.05275,0.0465,0.0394,0.0291,0.0123
AVIA_INT_CRU,All,0,3,0.00655,0.0048,0.0028,0.0027,0.0046,0.02765,0.05515,0.06675,0.0672,0.0529,0.06645,0.0512,0.05735,0.0533,0.05495,0.0568,0.05775,0.0635,0.06415,0.05545,0.0449,0.0416,0.0281,0.0133
AVIA_INT_CRU,All,0,4,0.0071,0.005,0.0025,0.0023,0.0057,0.0272,0.0553,0.06825,0.0653,0.05015,0.04845,0.05375,0.0591,0.0556,0.05835,0.0587,0.06165,0.06515,0.065,0.0547,0.04625,0.0414,0.0289,0.0142
AVIA_INT_CRU,All,0,5,0.0071,0.0053,0.00295,0.0026,0.00645,0.0269,0.05645,0.0641,0.06165,0.05195,0.05145,0.0537,0.0599,0.05815,0.05775,0.057,0.0619,0.06535,0.0633,0.0544,0.0454,0.04085,0.0309,0.0145
AVIA_INT_CRU,All,0,6,0.00715,0.0058,0.0022,0.00235,0.0057,0.0336,0.0663,0.0755,0.06715,0.05645,0.05755,0.0674,0.06695,0.06255,0.05975,0.05525,0.0547,0.0522,0.04615,0.04115,0.0332,0.0341,0.0286,0.01835
AVIA_INT_CRU,All,0,7,0.0076,0.00505,0.0014,0.00185,0.0053,0.0268,0.0522,0.0542,0.05105,0.04355,0.04775,0.05355,0.0639,0.0639,0.0658,0.0599,0.06565,0.0671,0.06785,0.0558,0.04785,0.0421,0.0336,0.0163
RAIL_PAS,All,0,1,0.021039203,0.021458821,0.026828126,0.03314163,0.037840376,0.035852495,0.03368751,0.039214751,0.038421227,0.055048529,0.052540812,0.050244504,0.051948255,0.048353242,0.042507732,0.043209782,0.046923213,0.038916832,0.049942921,0.047905647,0.045528872,0.052041344,0.047904631,0.039499548
RAIL_PAS,All,0,2,0.029237342,0.033832639,0.039823791,0.042711086,0.040667356,0.036582462,0.03581097,0.032487007,0.037054462,0.051482455,0.050175493,0.048902647,0.051034648,0.044543847,0.041430572,0.037688541,0.042975484,0.038165851,0.047186444,0.045574471,0.040685364,0.047921343,0.046150747,0.037874977
RAIL_PAS,All,0,3,0.03081532,0.034214858,0.041082234,0.041433212,0.040225498,0.037105685,0.033457711,0.03366604,0.039814223,0.054138859,0.050453295,0.046031082,0.050229387,0.044530375,0.041454974,0.039563998,0.044051979,0.036641822,0.046810442,0.045158256,0.040727198,0.046529072,0.043768427,0.038096051
RAIL_PAS,All,0,4,0.030628551,0.034460947,0.04140475,0.043449497,0.042367807,0.035724756,0.033548943,0.032319203,0.035671561,0.051946104,0.050330372,0.048996765,0.050984236,0.045790887,0.041438364,0.03876296,0.042798686,0.038094549,0.046681915,0.042450874,0.040734959,0.048187512,0.045004767,0.038221036
RAIL_PAS,All,0,5,0.032576383,0.036260436,0.042482271,0.041974745,0.041539851,0.038210749,0.035362474,0.033700319,0.038125045,0.056333501,0.051717858,0.048901075,0.050092664,0.044212601,0.041044953,0.042306562,0.044050948,0.035745568,0.046605043,0.042278695,0.038476417,0.04414931,0.040269746,0.033582786
RAIL_PAS,All,0,6,0.053354353,0.065257657,0.0730223,0.06151827,0.072834045,0.055932994,0.048802514,0.04323936,0.057436817,0.064458842,0.055657059,0.06219964,0.058880031,0.047627188,0.037072449,0.030867893,0.026569197,0.021891764,0.021884002,0.010979188,0.008173681,0.005827472,0.005018674,0.011494613
RAIL_PAS,All,0,7,0.01742805,0.013423892,0.010676045,0,0,0,0,0.011787023,0.023271746,0.030151724,0.037370977,0.039859684,0.049094473,0.055907052,0.055730758,0.049199859,0.060296327,0.057813785,0.07762509,0.069068379,0.076122005,0.093102822,0.089682031,0.082388277
RAIL_FRE,All,0,1,0.0307256,0.034129893,0.03933136,0.03774692,0.039353562,0.034201306,0.031524303,0.032344815,0.038542154,0.051937145,0.04974941,0.049305057,0.051751956,0.047280742,0.042954257,0.040228514,0.043952262,0.038181453,0.048105122,0.043345073,0.041492642,0.048251268,0.04539986,0.040165327
RAIL_FRE,All,0,2,0.0307256,0.034129893,0.03933136,0.03774692,0.039353562,0.034201306,0.031524303,0.032344815,0.038542154,0.051937145,0.04974941,0.049305057,0.051751956,0.047280742,0.042954257,0.040228514,0.043952262,0.038181453,0.048105122,0.043345073,0.041492642,0.048251268,0.04539986,0.040165327
RAIL_FRE,All,0,3,0.0307256,0.034129893,0.03933136,0.03774692,0.039353562,0.034201306,0.031524303,0.032344815,0.038542154,0.051937145,0.04974941,0.049305057,0.051751956,0.047280742,0.042954257,0.040228514,0.043952262,0.038181453,0.048105122,0.043345073,0.041492642,0.048251268,0.04539986,0.040165327
RAIL_FRE,All,0,4,0.0307256,0.034129893,0.03933136,0.03774692,0.039353562,0.034201306,0.031524303,0.032344815,0.038542154,0.051937145,0.04974941,0.049305057,0.051751956,0.047280742,0.042954257,0.040228514,0.043952262,0.038181453,0.048105122,0.043345073,0.041492642,0.048251268,0.04539986,0.040165327
RAIL_FRE,All,0,5,0.0307256,0.034129893,0.03933136,0.03774692,0.039353562,0.034201306,0.031524303,0.032344815,0.038542154,0.051937145,0.04974941,0.049305057,0.051751956,0.047280742,0.042954257,0.040228514,0.043952262,0.038181453,0.048105122,0.043345073,0.041492642,0.048251268,0.04539986,0.040165327
RAIL_FRE,All,0,6,0.0307256,0.034129893,0.03933136,0.03774692,0.039353562,0.034201306,0.031524303,0.032344815,0.038542154,0.051937145,0.04974941,0.049305057,0.051751956,0.047280742,0.042954257,0.040228514,0.043952262,0.038181453,0.048105122,0.043345073,0.041492642,0.048251268,0.04539986,0.040165327
RAIL_FRE,All,0,7,0.0307256,0.034129893,0.03933136,0.03774692,0.039353562,0.034201306,0.031524303,0.032344815,0.038542154,0.051937145,0.04974941,0.049305057,0.051751956,0.047280742,0.042954257,0.040228514,0.043952262,0.038181453,0.048105122,0.043345073,0.041492642,0.048251268,0.04539986,0.040165327
OFFR_OTH,All,0,1,0.005039,0.005039,0.004436371,0.00592371,0.0113089,0.03037504,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058788331,0.0423635,0.030772518,0.024220536,0.01620686
OFFR_OTH,All,0,2,0.005039,0.005039,0.004436371,0.00592371,0.0113089,0.03037504,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058788331,0.0423635,0.030772518,0.024220536,0.01620686
OFFR_OTH,All,0,3,0.005039,0.005039,0.004436371,0.00592371,0.0113089,0.03037504,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058788331,0.0423635,0.030772518,0.024220536,0.01620686
OFFR_OTH,All,0,4,0.005039,0.005039,0.004436371,0.00592371,0.0113089,0.03037504,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058788331,0.0423635,0.030772518,0.024220536,0.01620686
OFFR_OTH,All,0,5,0.005039,0.005039,0.004436371,0.00592371,0.0113089,0.03037504,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058788331,0.0423635,0.030772518,0.024220536,0.01620686
OFFR_OTH,All,0,6,0.005039,0.005039,0.004436371,0.00592371,0.0113089,0.03037504,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058788331,0.0423635,0.030772518,0.024220536,0.01620686
OFFR_OTH,All,0,7,0.005039,0.005039,0.004436371,0.00592371,0.0113089,0.03037504,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058886633,0.058788331,0.0423635,0.030772518,0.024220536,0.01620686
ROAD_CAT_MOT,All,0,1,0.004479116,0.002465499,0.001808001,0.002218833,0.004519778,0.014594532,0.036446663,0.070775605,0.079586915,0.05778905,0.055905253,0.058772719,0.060448681,0.060489447,0.064137761,0.072602761,0.083460845,0.08827136,0.065022876,0.043120404,0.02956846,0.021597392,0.014406531,0.007511519
ROAD_CAT_MOT,All,0,2,0.003939087,0.002213788,0.001684724,0.001928935,0.003694821,0.013134339,0.035546625,0.07090466,0.080604322,0.058565391,0.053680029,0.055354724,0.057624867,0.058226672,0.062767769,0.072794051,0.084919214,0.090040662,0.068185931,0.045554307,0.03096306,0.023151969,0.016202746,0.008317307
ROAD_CAT_MOT,All,0,3,0.00414612,0.002269515,0.001676057,0.001892658,0.003592799,0.012750319,0.034547691,0.069286931,0.079309945,0.057928713,0.053426399,0.055557551,0.057962535,0.058563141,0.063358619,0.073456074,0.084443391,0.089586504,0.068579925,0.046478294,0.031987585,0.023704877,0.016752866,0.008741489
ROAD_CAT_MOT,All,0,4,0.004280925,0.002302245,0.001711041,0.001939707,0.003603471,0.012465998,0.033523627,0.067238606,0.077784249,0.057503592,0.053777224,0.056072291,0.058422433,0.058998253,0.063414398,0.073244295,0.083797772,0.088216272,0.068647995,0.04791507,0.033575697,0.024714392,0.017382672,0.009467777
ROAD_CAT_MOT,All,0,5,0.004667275,0.002581986,0.001874381,0.00204749,0.003492615,0.011343185,0.029371732,0.059115059,0.069646596,0.054205172,0.055325737,0.059946919,0.064387897,0.065689737,0.069957622,0.078637496,0.082733751,0.081651513,0.065806795,0.048373134,0.033452887,0.024329491,0.018789531,0.012572001
ROAD_CAT_MOT,All,0,6,0.009077852,0.005256019,0.003506491,0.003102812,0.003649425,0.00770987,0.014335046,0.025454611,0.043105786,0.061040585,0.076310152,0.084583542,0.086410117,0.08262338,0.07793188,0.073852809,0.072745547,0.069567246,0.059078375,0.045529095,0.032612847,0.025035803,0.02127204,0.01620867
ROAD_CAT_MOT,All,0,7,0.012275076,0.007297175,0.004707782,0.003794134,0.003714914,0.0060612,0.010708161,0.017329018,0.026835213,0.04841325,0.071478888,0.084737662,0.091034312,0.087791111,0.0843667,0.082786002,0.080717246,0.071570632,0.061219709,0.049895195,0.038207705,0.027065,0.01773017,0.010263744
ROAD_CAT_RUR,All,0,1,0.004479116,0.002465499,0.001808001,0.002218833,0.004519778,0.014594532,0.036446663,0.070775605,0.079586915,0.05778905,0.055905253,0.058772719,0.060448681,0.060489447,0.064137761,0.072602761,0.083460845,0.08827136,0.065022876,0.043120404,0.02956846,0.021597392,0.014406531,0.007511519
ROAD_CAT_RUR,All,0,2,0.003939087,0.002213788,0.001684724,0.001928935,0.003694821,0.013134339,0.035546625,0.07090466,0.080604322,0.058565391,0.053680029,0.055354724,0.057624867,0.058226672,0.062767769,0.072794051,0.084919214,0.090040662,0.068185931,0.045554307,0.03096306,0.023151969,0.016202746,0.008317307
ROAD_CAT_RUR,All,0,3,0.00414612,0.002269515,0.001676057,0.001892658,0.003592799,0.012750319,0.034547691,0.069286931,0.079309945,0.057928713,0.053426399,0.055557551,0.057962535,0.058563141,0.063358619,0.073456074,0.084443391,0.089586504,0.068579925,0.046478294,0.031987585,0.023704877,0.016752866,0.008741489
ROAD_CAT_RUR,All,0,4,0.004280925,0.002302245,0.001711041,0.001939707,0.003603471,0.012465998,0.033523627,0.067238606,0.077784249,0.057503592,0.053777224,0.056072291,0.058422433,0.058998253,0.063414398,0.073244295,0.083797772,0.088216272,0.068647995,0.04791507,0.033575697,0.024714392,0.017382672,0.009467777
ROAD_CAT_RUR,All,0,5,0.004667275,0.002581986,0.001874381,0.00204749,0.003492615,0.011343185,0.029371732,0.059115059,0.069646596,0.054205172,0.055325737,0.059946919,0.064387897,0.065689737,0.069957622,0.078637496,0.082733751,0.081651513,0.065806795,0.048373134,0.033452887,0.024329491,0.018789531,0.012572001
ROAD_CAT_RUR,All,0,6,0.009077852,0.005256019,0.003506491,0.003102812,0.003649425,0.00770987,0.014335046,0.025454611,0.043105786,0.061040585,0.076310152,0.084583542,0.086410117,0.08262338,0.07793188,0.073852809,0.072745547,0.069567246,0.059078375,0.045529095,0.032612847,0.025035803,0.02127204,0.01620867
ROAD_CAT_RUR,All,0,7,0.012275076,0.007297175,0.004707782,0.003794134,0.003714914,0.0060612,0.010708161,0.017329018,0.026835213,0.04841325,0.071478888,0.084737662,0.091034312,0.087791111,0.0843667,0.082786002,0.080717246,0.071570632,0.061219709,0.049895195,0.038207705,0.027065,0.01773017,0.010263744
ROAD_CAT_URB,All,0,1,0.004479116,0.002465499,0.001808001,0.002218833,0.004519778,0.014594532,0.036446663,0.070775605,0.079586915,0.05778905,0.055905253,0.058772719,0.060448681,0.060489447,0.064137761,0.072602761,0.083460845,0.08827136,0.065022876,0.043120404,0.02956846,0.021597392,0.014406531,0.007511519
ROAD_CAT_URB,All,0,2,0.003939087,0.002213788,0.001684724,0.001928935,0.003694821,0.013134339,0.035546625,0.07090466,0.080604322,0.058565391,0.053680029,0.055354724,0.057624867,0.058226672,0.062767769,0.072794051,0.084919214,0.090040662,0.068185931,0.045554307,0.03096306,0.023151969,0.016202746,0.008317307
ROAD_CAT_URB,All,0,3,0.00414612,0.002269515,0.001676057,0.001892658,0.003592799,0.012750319,0.034547691,0.069286931,0.079309945,0.057928713,0.053426399,0.055557551,0.057962535,0.058563141,0.063358619,0.073456074,0.084443391,0.089586504,0.068579925,0.046478294,0.031987585,0.023704877,0.016752866,0.008741489
ROAD_CAT_URB,All,0,4,0.004280925,0.002302245,0.001711041,0.001939707,0.003603471,0.012465998,0.033523627,0.067238606,0.077784249,0.057503592,0.053777224,0.056072291,0.058422433,0.058998253,0.063414398,0.073244295,0.083797772,0.088216272,0.068647995,0.04791507,0.033575697,0.024714392,0.017382672,0.009467777
ROAD_CAT_URB,All,0,5,0.004667275,0.002581986,0.001874381,0.00204749,0.003492615,0.011343185,0.029371732,0.059115059,0.069646596,0.054205172,0.055325737,0.059946919,0.064387897,0.065689737,0.069957622,0.078637496,0.082733751,0.081651513,0.065806795,0.048373134,0.033452887,0.024329491,0.018789531,0.012572001
ROAD_CAT_URB,All,0,6,0.009077852,0.005256019,0.003506491,0.003102812,0.003649425,0.00770987,0.014335046,0.025454611,0.043105786,0.061040585,0.076310152,0.084583542,0.086410117,0.08262338,0.07793188,0.073852809,0.072745547,0.069567246,0.059078375,0.045529095,0.032612847,0.025035803,0.02127204,0.01620867
ROAD_CAT_URB,All,0,7,0.012275076,0.007297175,0.004707782,0.003794134,0.003714914,0.0060612,0.010708161,0.017329018,0.026835213,0.04841325,0.071478888,0.084737662,0.091034312,0.087791111,0.0843667,0.082786002,0.080717246,0.071570632,0.061219709,0.049895195,0.038207705,0.027065,0.01773017,0.010263744
ROAD_CAT_ALL,All,0,1,0.004479116,0.002465499,0.001808001,0.002218833,0.004519778,0.014594532,0.036446663,0.070775605,0.079586915,0.05778905,0.055905253,0.058772719,0.060448681,0.060489447,0.064137761,0.072602761,0.083460845,0.08827136,0.065022876,0.043120404,0.02956846,0.021597392,0.014406531,0.007511519
ROAD_CAT_ALL,All,0,2,0.003939087,0.002213788,0.001684724,0.001928935,0.003694821,0.013134339,0.035546625,0.07090466,0.080604322,0.058565391,0.053680029,0.055354724,0.057624867,0.058226672,0.062767769,0.072794051,0.084919214,0.090040662,0.068185931,0.045554307,0.03096306,0.023151969,0.016202746,0.008317307
ROAD_CAT_ALL,All,0,3,0.00414612,0.002269515,0.001676057,0.001892658,0.003592799,0.012750319,0.034547691,0.069286931,0.079309945,0.057928713,0.053426399,0.055557551,0.057962535,0.058563141,0.063358619,0.073456074,0.084443391,0.089586504,0.068579925,0.046478294,0.031987585,0.023704877,0.016752866,0.008741489
ROAD_CAT_ALL,All,0,4,0.004280925,0.002302245,0.001711041,0.001939707,0.003603471,0.012465998,0.033523627,0.067238606,0.077784249,0.057503592,0.053777224,0.056072291,0.058422433,0.058998253,0.063414398,0.073244295,0.083797772,0.088216272,0.068647995,0.04791507,0.033575697,0.024714392,0.017382672,0.009467777
ROAD_CAT_ALL,All,0,5,0.004667275,0.002581986,0.001874381,0.00204749,0.003492615,0.011343185,0.029371732,0.059115059,0.069646596,0.054205172,0.055325737,0.059946919,0.064387897,0.065689737,0.069957622,0.078637496,0.082733751,0.081651513,0.065806795,0.048373134,0.033452887,0.024329491,0.018789531,0.012572001
ROAD_CAT_ALL,All,0,6,0.009077852,0.005256019,0.003506491,0.003102812,0.003649425,0.00770987,0.014335046,0.025454611,0.043105786,0.061040585,0.076310152,0.084583542,0.086410117,0.08262338,0.07793188,0.073852809,0.072745547,0.069567246,0.059078375,0.045529095,0.032612847,0.025035803,0.02127204,0.01620867
ROAD_CAT_ALL,All,0,7,0.012275076,0.007297175,0.004707782,0.003794134,0.003714914,0.0060612,0.010708161,0.017329018,0.026835213,0.04841325,0.071478888,0.084737662,0.091034312,0.087791111,0.0843667,0.082786002,0.080717246,0.071570632,0.061219709,0.049895195,0.038207705,0.027065,0.01773017,0.010263744
ROAD_CYC_MOT,All,0,1,0.004479116,0.002465499,0.001808001,0.002218833,0.004519778,0.014594532,0.036446663,0.070775605,0.079586915,0.05778905,0.055905253,0.058772719,0.060448681,0.060489447,0.064137761,0.072602761,0.083460845,0.08827136,0.065022876,0.043120404,0.02956846,0.021597392,0.014406531,0.007511519
ROAD_CYC_MOT,All,0,2,0.003939087,0.002213788,0.001684724,0.001928935,0.003694821,0.013134339,0.035546625,0.07090466,0.080604322,0.058565391,0.053680029,0.055354724,0.057624867,0.058226672,0.062767769,0.072794051,0.084919214,0.090040662,0.068185931,0.045554307,0.03096306,0.023151969,0.016202746,0.008317307
ROAD_CYC_MOT,All,0,3,0.00414612,0.002269515,0.001676057,0.001892658,0.003592799,0.012750319,0.034547691,0.069286931,0.079309945,0.057928713,0.053426399,0.055557551,0.057962535,0.058563141,0.063358619,0.073456074,0.084443391,0.089586504,0.068579925,0.046478294,0.031987585,0.023704877,0.016752866,0.008741489
ROAD_CYC_MOT,All,0,4,0.004280925,0.002302245,0.001711041,0.001939707,0.003603471,0.012465998,0.033523627,0.067238606,0.077784249,0.057503592,0.053777224,0.056072291,0.058422433,0.058998253,0.063414398,0.073244295,0.083797772,0.088216272,0.068647995,0.04791507,0.033575697,0.024714392,0.017382672,0.009467777
ROAD_CYC_MOT,All,0,5,0.004667275,0.002581986,0.001874381,0.00204749,0.003492615,0.011343185,0.029371732,0.059115059,0.069646596,0.054205172,0.055325737,0.059946919,0.064387897,0.065689737,0.069957622,0.078637496,0.082733751,0.081651513,0.065806795,0.048373134,0.033452887,0.024329491,0.018789531,0.012572001
ROAD_CYC_MOT,All,0,6,0.009077852,0.005256019,0.003506491,0.003102812,0.003649425,0.00770987,0.014335046,0.025454611,0.043105786,0.061040585,0.076310152,0.084583542,0.086410117,0.08262338,0.07793188,0.073852809,0.072745547,0.069567246,0.059078375,0.045529095,0.032612847,0.025035803,0.02127204,0.01620867
