sector,wday,coeff,coeff_l,coeff_u
1,1,1.01872160232636,1.01455066018838,1.02289254446433
1,2,1.04497351590206,1.0409596000818,1.04898743172231
1,3,1.04335588561749,1.0397402638084,1.04697150742657
1,4,1.05428287930504,1.05092013085254,1.05764562775755
1,5,1.01848299326249,1.01486737145341,1.02209861507157
1,6,0.927390817618891,0.923376901798636,0.931404733439145
1,7,0.892792305967676,0.888621363829701,0.896963248105651
2,1,1.01613272336028,1.01258452940359,1.01968091731698
2,2,1.00871150162861,1.00607938049313,1.01134362276409
2,3,1.00129234255616,0.998709407946934,1.00387527716539
2,4,0.996193411197457,0.993665958073407,0.998720864321506
2,5,0.99413621328408,0.991553278674854,0.996719147893306
2,6,0.992925722956608,0.990293601821129,0.995557844092087
2,7,0.990608085016803,0.987059891060107,0.9941562789735
3,1,1.07988887587627,1.07602270305413,1.08375504869841
3,2,1.09133301783899,1.08765536581205,1.09501066986594
3,3,1.08630504033829,1.08298851785165,1.08962156282493
3,4,1.05742039489754,1.0543128513637,1.06052793843137
3,5,0.991971501565479,0.988654979078836,0.995288024052123
3,6,0.895895851471394,0.892218199444448,0.899573503498341
3,7,0.797185318012037,0.793319145189896,0.801051490834179
4,1,1.07579501643534,1.07125718426128,1.0803328486094
4,2,1.08791087309554,1.08361040294833,1.09221134324275
4,3,1.08662299309062,1.08274310865803,1.0905028775232
4,4,1.0594847143305,1.05584111559662,1.06312831306437
4,5,0.992215345494128,0.988335461061542,0.996095229926714
4,6,0.895976469791948,0.891675999644736,0.90027693993916
4,7,0.801994587761925,0.797456755587864,0.806532419935986
5,1,1.09790248684741,1.0918611949774,1.10394377871741
5,2,1.08598471113005,1.08035028585756,1.09161913640255
5,3,1.07505215014896,1.06995716314587,1.08014713715204
5,4,1.05230730224998,1.04747992367205,1.05713468082791
5,5,0.993265437460805,0.988170450457721,0.998360424463889
5,6,0.89855662808308,0.892922202810584,0.904191053355576
5,7,0.796931284079714,0.790889992209712,0.802972575949717
6,1,0.997620975567242,0.997031000884089,0.998210950250396
6,2,0.998413984730451,0.997951268231385,0.998876701229516
6,3,0.999206993614989,0.998841087135148,0.999572900094829
6,4,1.00000000180294,0.999672622561405,1.00032738104447
6,5,1.00079300893251,1.00042710245267,1.00115891541235
6,6,1.00158601498335,1.00112329848428,1.00204873148241
6,7,1.00237902036852,1.00178904568537,1.00296899505168
7,1,1.05645834395734,1.04788682112689,1.06502986678779
7,2,1.08636259899139,1.07820444993168,1.0945207480511
7,3,1.11192579090496,1.10456920083869,1.11928238097123
7,4,1.11802998048749,1.11113931591053,1.12492064506444
7,5,1.04738371444686,1.04002712438059,1.05474030451314
7,6,0.885349565127399,0.877191416067692,0.893507714187105
7,7,0.694490006084562,0.685918483254115,0.70306152891501
8,1,0.960437713158441,0.956772448585506,0.964102977731376
8,2,1.00128754461046,0.997855905898128,1.00471918332279
8,3,1.02270208636025,1.01960088664432,1.02580328607618
8,4,1.02699606610838,1.02406370801869,1.02992842419807
8,5,1.02090855295142,1.01780735323548,1.02400975266735
8,6,1.00142203737403,0.997990398661702,1.00485367608636
8,7,0.966245999437021,0.962580734864086,0.969911264009956
9,1,0.998270444999626,0.997797547832064,0.998743342167188
9,2,1.00031097650326,0.999894191900963,1.00072776110557
9,3,1.00162562701018,1.00124364235624,1.00200761166413
9,4,1.00158219688655,1.00121244210294,1.00195195167016
9,5,1.00038246846353,1.00000048380959,1.00076445311747
9,6,0.999146714032607,0.998729929430305,0.999563498634908
9,7,0.998681572104238,0.998208674936676,0.9991544692718
