sector,wday,hour,coeff,coeff_l,coeff_u
1,1,0,0.880107041895324,0.875982984701472,0.884231099089175
1,2,0,0.894956421003334,0.890838018797861,0.899074823208806
1,3,0,0.901990803436382,0.897874215222334,0.906107391650431
1,4,0,0.901943747513744,0.897825990518156,0.906061504509331
1,5,0,0.896818698291096,0.892704517888739,0.900932878693454
1,6,0,0.942650302418056,0.938544100644691,0.946756504191422
1,7,0,0.945603870247289,0.941494475538391,0.949713264956188
1,1,1,0.829401784319141,0.825653379754658,0.833150188883623
1,2,1,0.854881898611832,0.851136420845027,0.858627376378637
1,3,1,0.861329761716147,0.857585224049463,0.865074299382831
1,4,1,0.862882266416507,0.859137122959253,0.86662740987376
1,5,1,0.870643429028456,0.86690014015869,0.874386717898222
1,6,1,0.916865061440073,0.913125918499295,0.920604204380851
1,7,1,0.906747320059463,0.903006516513473,0.910488123605453
1,1,2,0.80240047988835,0.797767567244647,0.807033392532054
1,2,2,0.833486300029135,0.828861317603759,0.838111282454511
1,3,2,0.837438404798718,0.832815965658295,0.842060843939142
1,4,2,0.840302344714089,0.835678266927938,0.84492642250024
1,5,2,0.858655723589408,0.854036659883004,0.863274787295811
1,6,2,0.899358518604735,0.894750636562915,0.903966400646554
1,7,2,0.880849483593561,0.876237127416318,0.885461839770804
1,1,3,0.794782369675907,0.790067819858281,0.799496919493533
1,2,3,0.828045298719374,0.823338016952683,0.832752580486065
1,3,3,0.831287067368051,0.826582117725721,0.83599201701038
1,4,3,0.834185674317434,0.829479222013804,0.838892126621064
1,5,3,0.857208352433895,0.852506498877042,0.861910205990749
1,6,3,0.884370620788083,0.879679030876334,0.889062210699831
1,7,3,0.862024023878652,0.857328325800218,0.866719721957085
1,1,4,0.80768884046163,0.80355075224806,0.8118269286752
1,2,4,0.840005380406503,0.835870883742816,0.844139877070189
1,3,4,0.845023141198753,0.840889797722471,0.849156484675035
1,4,4,0.846880349983704,0.842746263429739,0.851014436537669
1,5,4,0.868140412133876,0.86400860018819,0.872272224079562
1,6,4,0.87417857479585,0.870051844807008,0.878305304784692
1,7,4,0.850161839340449,0.846033074313955,0.854290604366942
1,1,5,0.848576093536525,0.843605361268451,0.853546825804599
1,2,5,0.875634928141125,0.870673890200719,0.880595966081531
1,3,5,0.882154819771477,0.877196889053492,0.887112750489461
1,4,5,0.883470276870327,0.878510344262003,0.88843020947865
1,5,5,0.899633768862212,0.894679960657719,0.904587577066705
1,6,5,0.880351504632242,0.875411341654161,0.885291667610323
1,7,5,0.851832919713308,0.846887298932764,0.856778540493852
1,1,6,0.920714512394807,0.916423413134906,0.925005611654708
