Pollutant,sector,hour,coeff,coeff_l,coeff_u
SOx,1,0,0.961923418372873,0.959498877996502,0.964347958749243
SOx,1,1,0.950167767671299,0.947956667509343,0.952378867833255
SOx,1,2,0.944760438700446,0.942042034759231,0.947478842641661
SOx,1,3,0.942139027212874,0.939370067643825,0.944907986781923
SOx,1,4,0.942865119453938,0.940425357747626,0.945304881160249
SOx,1,5,0.952268068111972,0.949355368285312,0.955180767938631
SOx,1,6,0.973936540413242,0.97140946811675,0.976463612709734
SOx,1,7,1.00023271451407,0.99757471712588,1.00289071190225
SOx,1,8,1.01972344470612,1.01688090016702,1.02256598924521
SOx,1,9,1.02742151477408,1.02499220792313,1.02985082162503
SOx,1,10,1.02833697288459,1.02545010562832,1.03122384014087
SOx,1,11,1.0278684320285,1.02527683710326,1.03046002695374
SOx,1,12,1.02767067368597,1.02507907876073,1.0302622686112
SOx,1,13,1.02761529127518,1.0247284240189,1.03050215853145
SOx,1,14,1.02791057374438,1.02548126689343,1.03033988059533
SOx,1,15,1.02949391648983,1.02665137195073,1.03233646102893
SOx,1,16,1.03318209392777,1.03052409653958,1.03584009131595
SOx,1,17,1.03732239989911,1.03479532760262,1.0398494721956
SOx,1,18,1.03866943025326,1.0357567304266,1.04158213007992
SOx,1,19,1.03446444902572,1.03202468731941,1.03690421073203
SOx,1,20,1.02342500568071,1.02065604611166,1.02619396524976
SOx,1,21,1.00476681507027,1.00204841112905,1.00748521901148
SOx,1,22,0.98191247373094,0.979701373568984,0.984123573892896
SOx,1,23,0.961923418372873,0.959498877996502,0.964347958749243
SOx,2,0,0.780483347918905,0.775384403691959,0.785582292145851
SOx,2,1,0.626879442434495,0.622250017112733,0.631508867756256
SOx,2,2,0.530306689867105,0.524574995813139,0.53603838392107
SOx,2,3,0.480164631095842,0.474333786091625,0.48599547610006
SOx,2,4,0.481022979670636,0.475911453437502,0.48613450590377
SOx,2,5,0.554989763141064,0.548837395808868,0.561142130473261
SOx,2,6,0.713599191560191,0.708296712517731,0.718901670602651
SOx,2,7,0.903750775665487,0.898156924008202,0.909344627322772
SOx,2,8,1.05053554279053,1.0445364633988,1.05653462218226
SOx,2,9,1.1187047992465,1.11361678494272,1.12379281355029
SOx,2,10,1.13451825192183,1.1284209423135,1.14061556153016
SOx,2,11,1.12748820000719,1.12204120377725,1.13293519623712
SOx,2,12,1.11093817965169,1.10549118342176,1.11638517588163
SOx,2,13,1.09053470139845,1.08443739179012,1.09663201100678
SOx,2,14,1.08211762040988,1.0770296061061,1.08720563471367
SOx,2,15,1.12295997186953,1.1169608924778,1.12895905126125
SOx,2,16,1.24648895370743,1.24089510205015,1.25208280536472
SOx,2,17,1.41005014433306,1.4047476652906,1.41535262337552
SOx,2,18,1.52193132207992,1.51577895474773,1.52808368941212
SOx,2,19,1.51660946413023,1.5114979378971,1.52172099036337
SOx,2,20,1.40624815352163,1.40041730851741,1.41207899852585
SOx,2,21,1.21766565888815,1.21193396483418,1.22339735294211
SOx,2,22,0.99152886677135,0.986899441449589,0.996158292093112
SOx,2,23,0.780483347918905,0.775384403691959,0.785582292145851
SOx,3,0,0.87485539954724,0.874317430900299,0.87539336819418
SOx,3,1,0.896880937688733,0.89639256309814,0.897369312279326
SOx,3,2,0.933647097242746,0.933042329190983,0.934251865294509
SOx,3,3,0.966285594401378,0.965670385538265,0.966900803264491
SOx,3,4,0.988922277557643,0.988383035092921,0.989461520022365
SOx,3,5,1.01070557761813,1.0100563921626,1.01135476307366
SOx,3,6,1.03904251562251,1.03848310667936,1.03960192456566
SOx,3,7,1.06691310684362,1.06632291105793,1.06750330262931
SOx,3,8,1.08242679397066,1.08179379696389,1.08305979097743
SOx,3,9,1.0823813305094,1.08184457328525,1.08291808773356
SOx,3,10,1.07704915691775,1.07640578178662,1.07769253204888
SOx,3,11,1.07651122715991,1.07593654574904,1.07708590857078
SOx,3,12,1.08012245255054,1.07954777113967,1.08069713396141
SOx,3,13,1.08213011284465,1.08148673771352,1.08277348797578
SOx,3,14,1.07793865260353,1.07740189537938,1.07847540982769
SOx,3,15,1.06544514554435,1.06481214853758,1.06607814255112
SOx,3,16,1.04325244476727,1.04266224898157,1.04384264055296
SOx,3,17,1.01451939296552,1.01395998402237,1.01507880190867
SOx,3,18,0.985341845193602,0.984692659738075,0.985991030649129
SOx,3,19,0.959538225386992,0.958998982922271,0.960077467851714
SOx,3,20,0.934234995604812,0.933619786741699,0.934850204467925
SOx,3,21,0.90591976964595,0.905315001594187,0.906524537697713
SOx,3,22,0.881080548265827,0.880592173675234,0.881568922856421
SOx,3,23,0.87485539954724,0.874317430900299,0.87539336819418
SOx,4,0,0.871019814769255,0.870902194945465,0.871137434593045
SOx,4,1,0.89366450142088,0.893557732046911,0.893771270794847
SOx,4,2,0.931453832354114,0.931321602480883,0.931586062227346
SOx,4,3,0.965060481086735,0.964925971073081,0.96519499110039
SOx,4,4,0.988464452960637,0.988346561552612,0.988582344368661
SOx,4,5,1.01103042751314,1.01088848198016,1.01117237304612
SOx,4,6,1.04032651239316,1.04020420929257,1.04044881549375
SOx,4,7,1.06907227390398,1.06894323381275,1.06920131399521
SOx,4,8,1.08497571239978,1.08483730827925,1.0851141165203
SOx,4,9,1.08476604834577,1.08464870089758,1.08488339579395
SOx,4,10,1.07916342662158,1.07902275161876,1.0793041016244
SOx,4,11,1.07868033838804,1.07855469292727,1.07880598384882
SOx,4,12,1.08262216622171,1.08249652076094,1.08274781168249
SOx,4,13,1.08495749655154,1.08481682154872,1.08509817155436
SOx,4,14,1.08085002832713,1.08073268087895,1.08096737577532
SOx,4,15,1.06803862860816,1.06790022448764,1.06817703272868
SOx,4,16,1.04500362800086,1.04487458790963,1.04513266809209
SOx,4,17,1.01507535507594,1.01495305197535,1.01519765817653
SOx,4,18,0.984710714311195,0.984568768778218,0.984852659844173
SOx,4,19,0.957973543152794,0.957855651744769,0.958091434560818
SOx,4,20,0.931893996041621,0.931759486027966,0.932028506055275
SOx,4,21,0.902817358789236,0.902685128916005,0.902949588662468
SOx,4,22,0.877359447993492,0.877252678619524,0.87746621736746
SOx,4,23,0.871019814769255,0.870902194945465,0.871137434593045
SOx,5,0,0.872559140731676,0.872159804574852,0.872958476888499
SOx,5,1,0.894700992953834,0.89433848250647,0.895063503401199
SOx,5,2,0.931718463019472,0.931269532982497,0.932167393056447
SOx,5,3,0.964906003687578,0.964449327596689,0.965362679778468
SOx,5,4,0.988363528367056,0.987963257800285,0.988763798933827
SOx,5,5,1.01099540883796,1.0105135005472,1.01147731712871
SOx,5,6,1.03998362288235,1.03956837854437,1.04039886722033
SOx,5,7,1.06825753975432,1.06781943280324,1.06869564670539
SOx,5,8,1.08393750100675,1.08346761271698,1.08440738929652
SOx,5,9,1.08388722382533,1.0834887990192,1.08428564863145
SOx,5,10,1.07853036846191,1.07805277348565,1.07900796343817
SOx,5,11,1.07808492774439,1.07765834138524,1.07851151410354
SOx,5,12,1.08187198804134,1.0814454016822,1.08229857440049
SOx,5,13,1.08402365689503,1.08354606191877,1.08450125187129
SOx,5,14,1.07985029133845,1.07945186653233,1.08024871614458
SOx,5,15,1.06720014437422,1.06673025608444,1.06767003266399
SOx,5,16,1.04463563746543,1.04419753051435,1.0450737444165
SOx,5,17,1.01530644340147,1.01489119906349,1.01572168773945
SOx,5,18,0.985319477228133,0.984837568937382,0.985801385518884
SOx,5,19,0.958565349887366,0.958165079320595,0.958965620454137
SOx,5,20,0.93241757574127,0.93196089965038,0.932874251832159
SOx,5,21,0.903628057427403,0.903179127390428,0.904076987464378
SOx,5,22,0.878697516195593,0.878335005748229,0.879060026642958
SOx,5,23,0.872559140731676,0.872159804574852,0.872958476888499
SOx,6,0,0.671834758282474,0.668070046648747,0.675599469916201
SOx,6,1,0.496232822018953,0.492815183964749,0.499650460073156
SOx,6,2,0.330579293315344,0.326347108812564,0.334811477818123
