Pollutant,sector,hour,coeff,coeff_l,coeff_u
NH3,1,0,1.00023013822478,0.999698488159864,1.00076178828969
NH3,1,1,0.999604497673401,0.999085334517345,1.00012366082946
NH3,1,2,0.999045445457553,0.998482346126058,0.999608544789049
NH3,1,3,0.998561257385634,0.997980542299555,0.999141972471713
NH3,1,4,0.998164342961915,0.997601637038069,0.998727048885761
NH3,1,5,0.997871890677546,0.997279496576876,0.998464284778217
NH3,1,6,0.997704355587602,0.997136485228726,0.998272225946478
NH3,1,7,0.997698981841678,0.997123358627117,0.998274605056239
NH3,1,8,0.997898065571146,0.997310432102116,0.998485699040176
NH3,1,9,0.998296830016636,0.99773491115727,0.998858748876001
NH3,1,10,0.998817526355021,0.998226988369618,0.999408064340424
NH3,1,11,0.999381180107456,0.99880955938731,0.999952800827601
NH3,1,12,0.999948934334789,0.999377313614643,1.00052055505493
NH3,1,13,1.00050109081269,0.999910552827291,1.0010916287981
NH3,1,14,1.00102257886503,1.00046066000567,1.0015844977244
NH3,1,15,1.00150778470629,1.00092015123726,1.00209541817532
NH3,1,16,1.00194827159049,1.00137264837593,1.00252389480506
NH3,1,17,1.00228894291605,1.00172107255718,1.00285681327493
NH3,1,18,1.00244462576071,1.00185223166004,1.00303701986138
NH3,1,19,1.00235635023542,1.00179364431157,1.00291905615927
NH3,1,20,1.00204196283142,1.00146124774534,1.0026226779175
NH3,1,21,1.00153480759707,1.00097170826557,1.00209790692856
NH3,1,22,1.00090000026489,1.00038083710884,1.00141916342095
NH3,1,23,1.00023013822478,0.999698488159864,1.00076178828969
NH3,10,0,0.665696740210285,0.665062839443364,0.666330640977206
NH3,10,1,0.666883006483023,0.666307580155581,0.667458432810466
NH3,10,2,0.665445731374883,0.664733093294169,0.666158369455598
NH3,10,3,0.663269574238069,0.662544646488756,0.663994501987382
NH3,10,4,0.671325785779207,0.670690418494741,0.671961153063672
NH3,10,5,0.711090671315596,0.710325673413855,0.711855669217338
NH3,10,6,0.7999371260177,0.799277983387598,0.800596268647801
NH3,10,7,0.929002116676576,0.928306668082992,0.92969756527016
NH3,10,8,1.08032929540317,1.07958338277564,1.0810752080307
NH3,10,9,1.23760002827462,1.23696759236528,1.23823246418396
NH3,10,10,1.3870483319734,1.38629018139934,1.38780648254745
NH3,10,11,1.51435707821065,1.5136799235789,1.5150342328424
NH3,10,12,1.59908825654221,1.59841110191046,1.59976541117396
NH3,10,13,1.61795907742399,1.61720092684994,1.61871722799805
NH3,10,14,1.5597007180397,1.55906828213036,1.56033315394904
NH3,10,15,1.43827531201929,1.43752939939176,1.43902122464683
NH3,10,16,1.27166563668368,1.2709701880901,1.27236108527727
NH3,10,17,1.08766152826682,1.08700238563672,1.08832067089692
NH3,10,18,0.920371456467636,0.919606458565894,0.921136454369377
NH3,10,19,0.795542030879123,0.794906663594657,0.796177398163589
NH3,10,20,0.714563586104905,0.713838658355592,0.715288513854218
NH3,10,21,0.674068854901827,0.673356216821112,0.674781492982542
NH3,10,22,0.663421316503352,0.66284589017591,0.663996742830794
NH3,10,23,0.665696740210285,0.665062839443364,0.666330640977206
NH3,11,0,0.92655144691774,0.920216476630522,0.932886417204958
NH3,11,1,0.926737215101897,0.920891601864622,0.932582828339171
NH3,11,2,0.926478188026301,0.919425343841219,0.933531032211384
NH3,11,3,0.926206533509998,0.918999428357046,0.93341363866295
NH3,11,4,0.928266486340776,0.921827468475896,0.934705504205655
NH3,11,5,0.937212831681416,0.929689793520438,0.944735869842394
NH3,11,6,0.956728499715024,0.950087382719359,0.963369616710689
NH3,11,7,0.984928742468463,0.977994697744059,0.991862787192867
NH3,11,8,1.01799733138544,1.01063770846606,1.02535695430482
NH3,11,9,1.05236144687787,1.04594615618777,1.05877673756796
NH3,11,10,1.08482856544029,1.07736834481115,1.09228878606943
NH3,11,11,1.11212422603995,1.1053410846974,1.11890736738249
NH3,11,12,1.13006344349281,1.12328030215027,1.13684658483535
NH3,11,13,1.13404141094354,1.1265811903144,1.14150163157268
