NFR19,GNFR19,Source,Activity,Profile_ID
1A3bvii,F_RoadTransport,Road transport - motorcycle (>50cc  4st) - motorway driving,Road abrasion,ROAD_CYC_MOT
1A3bvii,F_RoadTransport,Road transport - motorcycle (>50cc  4st) - rural driving,Road abrasion,ROAD_CYC_RUR
1A3bvii,F_RoadTransport,Road transport - motorcycle (>50cc  4st) - urban driving,Road abrasion,ROAD_CYC_URB
1A3c,I_Offroad,Rail - coal,Coal,RAIL_GEN
1A3c,I_Offroad,Railways - freight,Gas oil,RAIL_GEN
1A3c,I_Offroad,Railways - intercity,Gas oil,RAIL_GEN
1A3c,I_Offroad,Railways - regional,Gas oil,RAIL_GEN
1A3d,G_Shipping,Inland goods-carrying vessels,DERV,SHIP_CTP
1A3d,G_Shipping,Inland goods-carrying vessels,Gas oil,SHIP_CTP
1A3d,G_Shipping,Inland goods-carrying vessels,Petrol,SHIP_CTP
1A3d,G_Shipping,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",DERV,SHIP_MIS
1A3d,G_Shipping,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",Gas oil,SHIP_MIS
1A3d,G_Shipping,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",Petrol,SHIP_MIS
1A3d,G_Shipping,Personal watercraft e.g. jet ski,DERV,SHIP_REC
1A3d,G_Shipping,Personal watercraft e.g. jet ski,Gas oil,SHIP_REC
1A3d,G_Shipping,Personal watercraft e.g. jet ski,Petrol,SHIP_REC
1A3d,G_Shipping,Sailing boats with auxiliary engines,DERV,SHIP_REC
1A3d,G_Shipping,Sailing boats with auxiliary engines,Gas oil,SHIP_REC
1A3d,G_Shipping,Sailing boats with auxiliary engines,Petrol,SHIP_REC
1A3d,G_Shipping,Shipping - coastal,Fuel oil,SHIP_CTP
1A3d,G_Shipping,Shipping - coastal,Gas oil,SHIP_CTP
1A3d,G_Shipping,Shipping between UK and Bermuda,Fuel oil,SHIP_CTP
1A3d,G_Shipping,Shipping between UK and CDs,Fuel oil,SHIP_CTP
1A3d,G_Shipping,Shipping between UK and CDs,Gas oil,SHIP_CTP
1A3d,G_Shipping,Shipping between UK and Gibraltar,Fuel oil,SHIP_CTP
1A3d,G_Shipping,Shipping between UK and OTs (excl. Gib and Bermuda),Fuel oil,SHIP_CTP
1A3dii,G_Shipping,Inland goods-carrying vessels,DERV,SHIP_CTP
1A3dii,G_Shipping,Inland goods-carrying vessels,Gas oil,SHIP_CTP
1A3dii,G_Shipping,Inland goods-carrying vessels,Petrol,SHIP_CTP
1A3dii,G_Shipping,Marine engines,Lubricants,SHIP_CTP
1A3dii,G_Shipping,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",DERV,SHIP_MIS
1A3dii,G_Shipping,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",Gas oil,SHIP_MIS
1A3dii,G_Shipping,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",Petrol,SHIP_MIS
1A3dii,G_Shipping,Personal watercraft e.g. jet ski,DERV,SHIP_REC
1A3dii,G_Shipping,Personal watercraft e.g. jet ski,Gas oil,SHIP_REC
1A3dii,G_Shipping,Personal watercraft e.g. jet ski,Petrol,SHIP_REC
1A3dii,G_Shipping,Sailing boats with auxiliary engines,DERV,SHIP_REC
1A3dii,G_Shipping,Sailing boats with auxiliary engines,Gas oil,SHIP_REC
1A3dii,G_Shipping,Sailing boats with auxiliary engines,Petrol,SHIP_REC
1A3dii,G_Shipping,Shipping - coastal,Fuel oil,SHIP_CTP
1A3dii,G_Shipping,Shipping - coastal,Gas oil,SHIP_CTP
1A3dii,G_Shipping,Shipping between UK and Bermuda,Fuel oil,SHIP_CTP
1A3dii,G_Shipping,Shipping between UK and CDs,Fuel oil,SHIP_CTP
1A3dii,G_Shipping,Shipping between UK and CDs,Gas oil,SHIP_CTP
1A3dii,G_Shipping,Shipping between UK and Gibraltar,Fuel oil,SHIP_CTP
1A3dii,G_Shipping,Shipping between UK and OTs (excl. Gib and Bermuda),Fuel oil,SHIP_CTP
1A3eii,I_Offroad,Aircraft - support vehicles,Gas oil,AVIA_GEN
1A4ai,C_OtherStationaryComb,Miscellaneous industrial/commercial combustion,Coal,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Miscellaneous industrial/commercial combustion,Coke,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Miscellaneous industrial/commercial combustion,Fuel oil,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Miscellaneous industrial/commercial combustion,Gas oil,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Miscellaneous industrial/commercial combustion,LPG,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Miscellaneous industrial/commercial combustion,Natural gas,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Miscellaneous industrial/commercial combustion,SSF,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Miscellaneous industrial/commercial combustion,Town gas,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Public sector combustion,Burning oil,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Public sector combustion,Coal,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Public sector combustion,Coke,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Public sector combustion,Fuel oil,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Public sector combustion,Gas oil,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Public sector combustion,Natural gas,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Public sector combustion,Town gas,STAT_PIC_GEN
1A4ai,C_OtherStationaryComb,Railways - stationary combustion,Burning oil,RAIL_GEN
1A4ai,C_OtherStationaryComb,Railways - stationary combustion,Coal,RAIL_GEN
1A4ai,C_OtherStationaryComb,Railways - stationary combustion,Coke,RAIL_GEN
1A4ai,C_OtherStationaryComb,Railways - stationary combustion,Fuel oil,RAIL_GEN
1A4ai,C_OtherStationaryComb,Railways - stationary combustion,Natural gas,RAIL_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,Anthracite,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,Burning oil,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,Charcoal,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,Coal,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,Coke,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,Fuel oil,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,Gas oil,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,LPG,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,Natural gas,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,Peat,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,Petroleum coke,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,SSF,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,Town gas,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Domestic combustion,Wood,STAT_DOM_GEN
1A4bi,C_OtherStationaryComb,Solid smokeless fuel production,Petroleum coke,INDU_PRO_GEN
1A4bii,I_Offroad,House and garden machinery,DERV,OFFR_OTH
1A4bii,I_Offroad,House and garden machinery,Petrol,OFFR_OTH
1A4ci,C_OtherStationaryComb,Agriculture - stationary combustion,Burning oil,MISC_ANY
1A4ci,C_OtherStationaryComb,Agriculture - stationary combustion,Coal,MISC_ANY
1A4ci,C_OtherStationaryComb,Agriculture - stationary combustion,Coke,MISC_ANY
1A4ci,C_OtherStationaryComb,Agriculture - stationary combustion,Fuel oil,MISC_ANY
1A4ci,C_OtherStationaryComb,Agriculture - stationary combustion,Natural gas,MISC_ANY
1A4ci,C_OtherStationaryComb,Agriculture - stationary combustion,Straw,MISC_ANY
1A4ci,C_OtherStationaryComb,Agriculture - stationary combustion,Vaporising oil,MISC_ANY
1A4cii,I_Offroad,Agricultural engines,Lubricants,OFFR_OTH
1A4cii,I_Offroad,Agriculture - mobile machinery,Gas oil,OFFR_OTH
1A4cii,I_Offroad,Agriculture - mobile machinery,Petrol,OFFR_OTH
1A4ciii,I_Offroad,Fishing vessels,Fuel oil,SHIP_FIS
1A4ciii,I_Offroad,Fishing vessels,Gas oil,SHIP_FIS
1A5b,I_Offroad,Aircraft -  military,Aviation spirit,MISC_ANY
1A5b,I_Offroad,Aircraft -  military,Aviation turbine fuel,MISC_ANY
1A5b,I_Offroad,Shipping - naval,Gas oil,SHIP_MIL
1B1a,D_Fugitive,Deep-mined coal,Coal produced,INDU_MIN_GEN
1B1a,D_Fugitive,Open-cast coal,Coal produced,INDU_MIN_GEN
1B1a1i,D_Fugitive,Deep-mined coal,Coal produced,INDU_MIN_GEN
1B1a1ii,D_Fugitive,Coal storage and transport,Deep mined coal production,MISC_ANY
1B1a1iii,D_Fugitive,Closed Coal Mines,Non-fuel combustion,MISC_ANY
1B1a2i,D_Fugitive,Open-cast coal,Coal produced,INDU_MIN_GEN
1B1b,D_Fugitive,Charcoal production,Charcoal produced,INDU_MAN_CAP
1B1b,D_Fugitive,Coke production,Coal,INDU_MAN_CAP
1B1b,D_Fugitive,Coke production,Coke produced,INDU_MAN_CAP
1B1b,D_Fugitive,Iron and steel - flaring,Coke oven gas,INDU_MAN_IRO
1B1b,D_Fugitive,Solid smokeless fuel production,Coal,INDU_MAN_CAP
1B1b,D_Fugitive,Solid smokeless fuel production,Petroleum coke,INDU_MAN_CAP
1B1b,D_Fugitive,Solid smokeless fuel production,SSF produced,INDU_MAN_CAP
1B2a1,D_Fugitive,Upstream Oil Production - Offshore Well Testing,Exploration drilling :amount of gas flared,INDU_EXT_PAG
1B2a2,D_Fugitive,Petroleum processes,Oil production,INDU_MAN_PET
1B2a2,D_Fugitive,Upstream Oil Production - process emissions,Non-fuel combustion,INDU_EXT_PAG
1B2a3,D_Fugitive,Upstream Oil Production - Offshore Oil Loading,Crude oil,INDU_EXT_PAG
1B2a3,D_Fugitive,Upstream Oil Production - Onshore Oil Loading,Crude oil,INDU_EXT_PAG
1B2a4,D_Fugitive,Upstream Oil Production - Oil terminal storage,Non-fuel combustion,INDU_EXT_PAG
1B2ai,D_Fugitive,Petroleum processes,Oil production,INDU_MAN_PET
1B2ai,D_Fugitive,Upstream Oil Production - Offshore Oil Loading,Crude oil,INDU_EXT_PAG
1B2ai,D_Fugitive,Upstream Oil Production - Offshore Well Testing,Exploration drilling :amount of gas flared,INDU_EXT_PAG
1B2ai,D_Fugitive,Upstream Oil Production - Oil terminal storage,Non-fuel combustion,INDU_EXT_PAG
1B2ai,D_Fugitive,Upstream Oil Production - Onshore Oil Loading,Crude oil,INDU_EXT_PAG
1B2ai,D_Fugitive,Upstream Oil Production - process emissions,Non-fuel combustion,INDU_EXT_PAG
1B2aiv,D_Fugitive,Refineries - drainage,Process emission,MISC_ANY
1B2aiv,D_Fugitive,Refineries - general,Process emission,MISC_ANY
1B2aiv,D_Fugitive,Refineries - process,Process emission,MISC_ANY
1B2aiv,D_Fugitive,Refineries - tankage,Process emission,MISC_ANY
1B2av,D_Fugitive,Petrol stations - petrol delivery,Petrol (leaded),MISC_ANY
1B2av,D_Fugitive,Petrol stations - petrol delivery,Petrol (unleaded),MISC_ANY
1B2av,D_Fugitive,Petrol stations - spillages,Petrol (leaded),MISC_ANY
1B2av,D_Fugitive,Petrol stations - spillages,Petrol (unleaded),MISC_ANY
1B2av,D_Fugitive,Petrol stations - storage tanks,Petrol (leaded),MISC_ANY
1B2av,D_Fugitive,Petrol stations - storage tanks,Petrol (unleaded),MISC_ANY
1B2av,D_Fugitive,Petrol stations - vehicle refuelling,Petrol (leaded),MISC_ANY
1B2av,D_Fugitive,Petrol stations - vehicle refuelling,Petrol (unleaded),MISC_ANY
1B2av,D_Fugitive,Petrol terminals - storage,Petrol (leaded),MISC_ANY
1B2av,D_Fugitive,Petrol terminals - storage,Petrol (unleaded),MISC_ANY
1B2av,D_Fugitive,Petrol terminals - tanker loading,Petrol (leaded),MISC_ANY
1B2av,D_Fugitive,Petrol terminals - tanker loading,Petrol (unleaded),MISC_ANY
1B2av,D_Fugitive,Refineries - road/rail loading,Petrol (leaded),MISC_ANY
1B2av,D_Fugitive,Refineries - road/rail loading,Petrol (unleaded),MISC_ANY
1B2av,D_Fugitive,Sea going vessel loading,Petrol (leaded),MISC_ANY
1B2av,D_Fugitive,Sea going vessel loading,Petrol (unleaded),MISC_ANY
1B2b,D_Fugitive,Gas leakage,Natural Gas (leakage at point of use),MISC_ANY
1B2b,D_Fugitive,Gas leakage,Natural Gas (transmission leakage),MISC_ANY
1B2b,D_Fugitive,Gas leakage,Natural gas supply,MISC_ANY
1B2b,D_Fugitive,Gasification processes,Gas production (onshore),MISC_ANY
1B2b,D_Fugitive,Upstream Gas Production - Gas terminal storage,Non-fuel combustion,INDU_EXT_PAG
1B2b,D_Fugitive,Upstream Gas Production - Offshore Well Testing,Exploration drilling :amount of gas flared,INDU_EXT_PAG
1B2b,D_Fugitive,Upstream Gas Production - process emissions,Non-fuel combustion,INDU_EXT_PAG
1B2b1,D_Fugitive,Upstream Gas Production - Offshore Well Testing,Exploration drilling :amount of gas flared,INDU_EXT_PAG
1B2b3,D_Fugitive,Upstream Gas Production - process emissions,Non-fuel combustion,INDU_EXT_PAG
1B2b4,D_Fugitive,Gas leakage,Natural Gas (transmission leakage),MISC_ANY
1B2b4,D_Fugitive,Upstream Gas Production - Gas terminal storage,Non-fuel combustion,INDU_EXT_PAG
1B2b5,D_Fugitive,Gas leakage,Natural Gas (leakage at point of use),MISC_ANY
1B2b5,D_Fugitive,Gas leakage,Natural gas supply,MISC_ANY
1B2c,D_Fugitive,Refineries - flares,Process emission,WAST_GEN
1B2c,D_Fugitive,Upstream Gas Production - flaring,Non-fuel combustion,INDU_EXT_PAG
1B2c,D_Fugitive,Upstream Gas Production - venting,Non-fuel combustion,INDU_EXT_PAG
1B2c,D_Fugitive,Upstream Oil Production - flaring,Non-fuel combustion,INDU_EXT_PAG
1B2c,D_Fugitive,Upstream Oil Production - venting,Non-fuel combustion,INDU_EXT_PAG
1B2c1i,D_Fugitive,Upstream Oil Production - venting,Non-fuel combustion,INDU_EXT_PAG
1B2c1ii,D_Fugitive,Upstream Gas Production - venting,Non-fuel combustion,INDU_EXT_PAG
1B2c2i,D_Fugitive,Upstream Oil Production - flaring,Non-fuel combustion,INDU_EXT_PAG
1B2c2ii,D_Fugitive,Upstream Gas Production - flaring,Non-fuel combustion,INDU_EXT_PAG
2A1,B_Industry,Cement - decarbonising,Clinker production,INDU_PRO_GEN
2A1,B_Industry,Slag clement production,Slag cement production,INDU_PRO_GEN
2A2,B_Industry,Lime production - decarbonising,Limestone,INDU_PRO_GEN
2A3,B_Industry,Glass - container,Glass (container),INDU_PRO_GEN
2A3,B_Industry,Glass - continuous filament glass fibre,Glass (glass fibre),INDU_PRO_GEN
2A3,B_Industry,Glass - domestic,Glass (domestic),INDU_PRO_GEN
2A3,B_Industry,Glass - flat,Glass (flat),INDU_PRO_GEN
2A3,B_Industry,Glass - frits,Glass (frits),INDU_PRO_GEN
2A3,B_Industry,Glass - general,Dolomite,INDU_PRO_GEN
2A3,B_Industry,Glass - general,Glass-making additives,INDU_PRO_GEN
2A3,B_Industry,Glass - general,Limestone,INDU_PRO_GEN
2A3,B_Industry,Glass - general,Soda ash,INDU_PRO_GEN
2A3,B_Industry,Glass - glass wool,Glass (glass wool),INDU_PRO_GEN
2A3,B_Industry,Glass - lead crystal,Glass (lead crystal),INDU_PRO_GEN
2A3,B_Industry,Glass - special,Glass (special),INDU_PRO_GEN
2A3,B_Industry,Glass – ballotini,Glass (ballotini),INDU_PRO_GEN
2A4a,B_Industry,Brick manufacture - all types,Bricks,INDU_PRO_GEN
2A4a,B_Industry,Brick manufacture - Fletton,Fletton bricks,INDU_PRO_GEN
2A4b,,Non Energy Use: chemical feedstock,Soda ash,MISC_ANY
2A4b,,Other emissive applications of Soda Ash,Soda ash,MISC_ANY
2A4d,B_Industry,Bread baking,Sodium Bicarbonate,INDU_PRO_GEN
2A4d,B_Industry,Flue Gas Treatment (neutralisation),Sodium Bicarbonate,MISC_ANY
2A4d,B_Industry,Other emissive applications of  Sodium Bicarbonate,Sodium Bicarbonate,MISC_ANY
2A4d,B_Industry,Power stations - FGD,Gypsum produced,MISC_ANY
2A4d,B_Industry,Unknown applications of Sodium Bicarbonate,Sodium Bicarbonate,MISC_ANY
2A5a,B_Industry,Dewatering of lead concentrates,Lead mined,MISC_ANY
2A5a,B_Industry,Quarrying,Aggregates,INDU_MIN_GEN
2A5b,B_Industry,Construction of apartment buildings,Construction,MISC_ANY
2A5b,B_Industry,Construction of houses,Construction,MISC_ANY
2A5b,B_Industry,Non-residential construction,Construction,MISC_ANY
2A5b,B_Industry,Road construction,Construction,MISC_ANY
2A6,B_Industry,Brick manufacture - Fletton,Fletton bricks,INDU_PRO_GEN
2A6,B_Industry,Brick manufacture - non Fletton,Non-Fletton bricks,INDU_PRO_GEN
2A6,B_Industry,Cement and concrete batching,Process emission,INDU_PRO_GEN
2A6,B_Industry,Glazed ceramics,Ceramics production,INDU_PRO_GEN
2A6,B_Industry,Refractories - chromite based,Refractory production,INDU_PRO_GEN
2A6,B_Industry,Refractories - non chromite based,Refractory production,INDU_PRO_GEN
2A6,B_Industry,Unglazed ceramics,Ceramics production,INDU_PRO_GEN
2B1,B_Industry,Ammonia production - combustion,Natural gas,INDU_PRO_GEN
2B1,B_Industry,Ammonia production - feedstock use of gas,Natural gas,INDU_PRO_GEN
2B10,B_Industry,Chemical industry - general,Process emission,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - alkyl lead,Process emission,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - ammonia based fertilizer,Ammonium nitrate,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - ammonia based fertilizer,Non-fuel fertilizer,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - ammonia use,Process emission,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - cadmium pigments and stabilizers,Non-fuel combustion,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - carbon black,Carbon black capacity,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - chloralkali process,Chlorine capacity,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - chromium chemicals,Process emission,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - general,Chemicals and manmade fibres,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - magnesia,Magnesia production,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - nitric acid use,Chemicals and manmade fibres,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - phosphate based fertilizers,Phosphate rock imports,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - pigment manufacture,Process emission,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - reforming,Chemicals and manmade fibres,INDU_MAN_CHE
2B10a,B_Industry,Chemical industry - sulphuric acid use,Chemicals and manmade fibres,INDU_MAN_CHE
2B10a,B_Industry,Coal tar and bitumen processes,Process emission,INDU_PRO_GEN
2B10a,B_Industry,Solvent and oil recovery,Process emission,INDU_PRO_GEN
2B10a,B_Industry,Sulphuric acid production,Acid production,INDU_PRO_GEN
2B10b,B_Industry,Ship purging,Process emission,INDU_PRO_GEN
2B2,B_Industry,Nitric acid production,Acid production,INDU_PRO_GEN
2B3,B_Industry,Adipic acid production,Adipic acid produced,INDU_PRO_GEN
2B6,B_Industry,Chemical industry - titanium dioxide,Coke,INDU_MAN_CHE
2B6,B_Industry,Chemical industry - titanium dioxide,Petroleum coke,INDU_MAN_CHE
2B6,B_Industry,Chemical industry - titanium dioxide,Titanium dioxide,INDU_MAN_CHE
2B7,B_Industry,Chemical industry - soda ash,Soda ash,INDU_MAN_CHE
2B7,B_Industry,Chemical industry - soda ash,Soda ash produced,INDU_MAN_CHE
2B8a,B_Industry,Chemical industry - methanol,Methanol,INDU_MAN_CHE
2B8a,B_Industry,Chemical industry - methanol,Natural gas,INDU_MAN_CHE
2B8a,B_Industry,Methanol production – combustion,Natural gas,INDU_PRO_GEN
2B8b,B_Industry,Chemical industry - ethylene,Ethylene,INDU_MAN_CHE
2B8c,B_Industry,Chemical Industry - ethylene dichloride,Ethylene dichloride,INDU_MAN_CHE
2B8d,B_Industry,Chemical industry - ethylene oxide,Ethylene oxide,INDU_MAN_CHE
2B8e,B_Industry,Chemical industry - acrylonitrile,Acrylonitrile,INDU_MAN_CHE
2B8f,B_Industry,Chemical industry - carbon black,Carbon black capacity,INDU_MAN_CHE
2B8g,B_Industry,Chemicals (combustion),OPG,INDU_MAN_CHE
2C1,B_Industry,Basic oxygen furnaces,Steel production (oxygen converters),INDU_MAN_IRO
2C1,B_Industry,Blast furnaces,Iron production (blast furnace),INDU_MAN_IRO
2C1,B_Industry,Cold rolling of steel,Rolled steel products,INDU_MAN_IRO
2C1,B_Industry,Electric arc furnaces,Steel production (electric arc),INDU_MAN_IRO
2C1,B_Industry,Hot rolling of steel,Rolled steel products,INDU_MAN_IRO
2C1,B_Industry,Integrated steelworks - other processes,Iron production (blast furnace),INDU_MAN_IRO
2C1,B_Industry,Integrated steelworks - stockpiles,Iron production,INDU_MAN_IRO
2C1,B_Industry,Iron and steel - flaring,Blast furnace gas,INDU_MAN_IRO
2C1,B_Industry,Sinter production,Iron production,INDU_MAN_IRO
2C1a,B_Industry,Basic oxygen furnaces,Dolomite,INDU_MAN_IRO
2C1a,B_Industry,Electric arc furnaces,Petroleum coke,INDU_MAN_IRO
2C1a,B_Industry,Electric arc furnaces,Steel production (electric arc),INDU_MAN_IRO
2C1a,B_Industry,Ladle arc furnaces,Steel production (electric arc),INDU_MAN_IRO
2C1a,B_Industry,Ladle arc furnaces,Steel production (oxygen converters),INDU_MAN_IRO
2C1b,B_Industry,Iron and steel - flaring,Blast furnace gas,INDU_MAN_IRO
2C1d,B_Industry,Sinter production,Coke,INDU_PRO_GEN
2C1d,B_Industry,Sinter production,Dolomite,INDU_PRO_GEN
2C1d,B_Industry,Sinter production,Limestone,INDU_PRO_GEN
2C3,B_Industry,Alumina production,Primary aluminium production,INDU_PRO_GEN
2C3,B_Industry,Primary aluminium production - anode baking,Process emission,INDU_MAN_MET
2C3,B_Industry,Primary aluminium production - general,Primary aluminium production,INDU_MAN_MET
2C3,B_Industry,Secondary aluminium production,Secondary aluminium production,INDU_MAN_MET
2C3a,B_Industry,Primary aluminium production - general,Primary aluminium production,INDU_MAN_MET
2C5,B_Industry,Lead battery manufacture,Process emission,INDU_MAN_MET
2C5,B_Industry,Secondary lead production,Refined secondary lead,INDU_MAN_MET
2C6,B_Industry,Non-ferrous metal processes,Coke,INDU_MAN_MET
2C6,B_Industry,Primary lead/zinc production,Slab zinc and lead bullion produced,INDU_MAN_MET
2C6,B_Industry,Zinc alloy and semis production,Zinc consumption,INDU_MAN_MET
2C6,B_Industry,Zinc oxide production,Process emission,INDU_MAN_MET
2C7a,B_Industry,Copper alloy and semis production,Copper consumption,INDU_MAN_MET
2C7a,B_Industry,Secondary copper production,Refined copper,INDU_MAN_MET
2C7b,B_Industry,Nickel production,Nickel production,INDU_MAN_MET
2C7c,B_Industry,Foundries,Castings,INDU_MAN_IRO
2C7c,B_Industry,Other non-ferrous metal processes,Index of output (basic metals),INDU_MAN_MET
2D1,E_Solvents,Agricultural engines,Lubricants,SOLV_OTH
2D1,E_Solvents,Industrial engines,Lubricants,SOLV_OTH
2D1,E_Solvents,Marine engines,Lubricants,SOLV_OTH
2D1,E_Solvents,Road vehicle engines,Lubricants,SOLV_OTH
2D2,E_Solvents,Non-aerosol products - household products,Petroleum waxes,SOLV_OTH
2D3,E_Solvents,Non Energy Use: petroleum coke,Petroleum coke,SOLV_OTH
2D3,E_Solvents,Road transport - urea,Urea consumption,SOLV_OTH
2D3a,E_Solvents,Aerosols - carcare products,Aerosols,SOLV_OTH
2D3a,E_Solvents,Aerosols - cosmetics and toiletries,Aerosols,SOLV_OTH
2D3a,E_Solvents,Aerosols - household products,Aerosols,SOLV_OTH
2D3a,E_Solvents,Agriculture - agrochemicals use,Agrochemical active ingredient,SOLV_OTH
2D3a,E_Solvents,Non-aerosol products - automotive products,Carcare products,SOLV_OTH
2D3a,E_Solvents,Non-aerosol products - cosmetics and toiletries,Cosmetics and toiletries,SOLV_OTH
2D3a,E_Solvents,Non-aerosol products - domestic adhesives,Adhesives and sealants,SOLV_OTH
2D3a,E_Solvents,Non-aerosol products - household products,Household products,SOLV_OTH
2D3a,E_Solvents,Non-aerosol products - household products,Non-fuel domestic,SOLV_OTH
2D3a,E_Solvents,Non-aerosol products - paint thinner,Population,SOLV_OTH
2D3b,B_Industry,Other industry - asphalt manufacture,Asphalt produced,INDU_PRO_GEN
2D3b,B_Industry,"Road dressings, bitumen",Non fuel bitumen use,MISC_ANY
2D3b,B_Industry,"Road dressings, kerosene",Non fuel bitumen use,MISC_ANY
2D3d,E_Solvents,Decorative paint - retail decorative,Retail decorative coatings,SOLV_OTH
2D3d,E_Solvents,Decorative paint - trade decorative,Trade decorative coatings,SOLV_OTH
2D3d,E_Solvents,Film coating,Pulp paper printing and publishing,SOLV_OTH
2D3d,E_Solvents,Industrial coatings - agricultural and construction,Ace coatings,SOLV_IND
2D3d,E_Solvents,Industrial coatings - aircraft,Aircraft coatings,SOLV_IND
2D3d,E_Solvents,Industrial coatings - automotive,Automotive coatings,SOLV_IND
2D3d,E_Solvents,Industrial coatings - coil coating,Coil coatings,SOLV_IND
2D3d,E_Solvents,Industrial coatings - commercial vehicles,Commercial vehicle coatings,SOLV_IND
2D3d,E_Solvents,Industrial coatings - drum,Drum coatings,SOLV_IND
2D3d,E_Solvents,Industrial coatings - high performance,High performance coatings,SOLV_IND
2D3d,E_Solvents,Industrial coatings - marine,Marine coatings,SOLV_IND
2D3d,E_Solvents,Industrial coatings - metal and plastic,Metal and plastic coatings,SOLV_IND
2D3d,E_Solvents,Industrial coatings - metal packaging,Metal packaging coatings,SOLV_IND
2D3d,E_Solvents,Industrial coatings - vehicle refinishing,Vehicle refinishing coatings,SOLV_IND
2D3d,E_Solvents,Industrial coatings - wood,Wood coatings,SOLV_IND
2D3d,E_Solvents,Leather coating,Leather and leather products,SOLV_OTH
2D3d,E_Solvents,Paper coating,Solvent use,SOLV_OTH
2D3d,E_Solvents,Textile coating,Textiles and textile products,SOLV_OTH
2D3e,E_Solvents,Leather degreasing,Leather and leather products,SOLV_OTH
2D3e,E_Solvents,Surface cleaning - 111-trichloroethane,Cleaning solvent,SOLV_OTH
2D3e,E_Solvents,Surface cleaning - dichloromethane,Cleaning solvent,SOLV_OTH
2D3e,E_Solvents,Surface cleaning - hydrocarbons,Cleaning solvent,SOLV_OTH
2D3e,E_Solvents,Surface cleaning - oxygenated solvents,Cleaning solvent,SOLV_OTH
2D3e,E_Solvents,Surface cleaning - tetrachloroethylene,Cleaning solvent,SOLV_OTH
2D3e,E_Solvents,Surface cleaning - trichloroethylene,Cleaning solvent,SOLV_OTH
2D3f,E_Solvents,Dry cleaning,Solvent use,SOLV_OTH
2D3g,E_Solvents,Coating manufacture - adhesives,Solvent used in coating,SOLV_OTH
2D3g,E_Solvents,Coating manufacture - inks,Pigment,SOLV_OTH
2D3g,E_Solvents,Coating manufacture - inks,Solvent used in coating,SOLV_OTH
2D3g,E_Solvents,Coating manufacture - other coatings,Pigment,SOLV_OTH
