NFR19,SNAP,Source,Activity,Profile_ID
1A3dii,8,Shipping between UK and Bermuda,Fuel oil,SHIP_CTP
1A3dii,8,Shipping between UK and CDs,Fuel oil,SHIP_CTP
1A3dii,8,Shipping between UK and CDs,Gas oil,SHIP_CTP
1A3dii,8,Shipping between UK and Gibraltar,Fuel oil,SHIP_CTP
1A3dii,8,Shipping between UK and OTs (excl. Gib and Bermuda),Fuel oil,SHIP_CTP
1A3eii,8,Aircraft - support vehicles,Gas oil,AVIA_GEN
1A4ai,2,Miscellaneous industrial/commercial combustion,Coal,STAT_PIC_GEN
1A4ai,2,Miscellaneous industrial/commercial combustion,Coke,STAT_PIC_GEN
1A4ai,2,Miscellaneous industrial/commercial combustion,Fuel oil,STAT_PIC_GEN
1A4ai,2,Miscellaneous industrial/commercial combustion,Gas oil,STAT_PIC_GEN
1A4ai,2,Miscellaneous industrial/commercial combustion,LPG,STAT_PIC_GEN
1A4ai,2,Miscellaneous industrial/commercial combustion,Natural gas,STAT_PIC_GEN
1A4ai,2,Miscellaneous industrial/commercial combustion,SSF,STAT_PIC_GEN
1A4ai,2,Miscellaneous industrial/commercial combustion,Town gas,STAT_PIC_GEN
1A4ai,2,Public sector combustion,Burning oil,STAT_PIC_GEN
1A4ai,2,Public sector combustion,Coal,STAT_PIC_GEN
1A4ai,2,Public sector combustion,Coke,STAT_PIC_GEN
1A4ai,2,Public sector combustion,Fuel oil,STAT_PIC_GEN
1A4ai,2,Public sector combustion,Gas oil,STAT_PIC_GEN
1A4ai,2,Public sector combustion,Natural gas,STAT_PIC_GEN
1A4ai,2,Public sector combustion,Town gas,STAT_PIC_GEN
1A4ai,2,Railways - stationary combustion,Burning oil,RAIL_GEN
1A4ai,2,Railways - stationary combustion,Coal,RAIL_GEN
1A4ai,2,Railways - stationary combustion,Coke,RAIL_GEN
1A4ai,2,Railways - stationary combustion,Fuel oil,RAIL_GEN
1A4ai,2,Railways - stationary combustion,Natural gas,RAIL_GEN
1A4bi,2,Domestic combustion,Anthracite,STAT_DOM_GEN
1A4bi,2,Domestic combustion,Burning oil,STAT_DOM_GEN
1A4bi,2,Domestic combustion,Charcoal,STAT_DOM_GEN
1A4bi,2,Domestic combustion,Coal,STAT_DOM_GEN
1A4bi,2,Domestic combustion,Coke,STAT_DOM_GEN
1A4bi,2,Domestic combustion,Fuel oil,STAT_DOM_GEN
1A4bi,2,Domestic combustion,Gas oil,STAT_DOM_GEN
1A4bi,2,Domestic combustion,LPG,STAT_DOM_GEN
1A4bi,2,Domestic combustion,Natural gas,STAT_DOM_GEN
1A4bi,2,Domestic combustion,Peat,STAT_DOM_GEN
1A4bi,2,Domestic combustion,Petroleum coke,STAT_DOM_GEN
1A4bi,2,Domestic combustion,SSF,STAT_DOM_GEN
1A4bi,2,Domestic combustion,Town gas,STAT_DOM_GEN
1A4bi,2,Domestic combustion,Wood,STAT_DOM_GEN
1A4bi,2,Solid smokeless fuel production,Petroleum coke,INDU_PRO_GEN
1A4bii,8,House and garden machinery,DERV,OFFR_OTH
1A4bii,8,House and garden machinery,Petrol,OFFR_OTH
1A4ci,2,Agriculture - stationary combustion,Burning oil,MISC_ANY
1A4ci,2,Agriculture - stationary combustion,Coal,MISC_ANY
1A4ci,2,Agriculture - stationary combustion,Coke,MISC_ANY
1A4ci,2,Agriculture - stationary combustion,Fuel oil,MISC_ANY
1A4ci,2,Agriculture - stationary combustion,Natural gas,MISC_ANY
1A4ci,2,Agriculture - stationary combustion,Straw,MISC_ANY
1A4ci,2,Agriculture - stationary combustion,Vaporising oil,MISC_ANY
1A4cii,8,Agricultural engines,Lubricants,OFFR_OTH
1A4cii,8,Agriculture - mobile machinery,Gas oil,OFFR_OTH
1A4cii,8,Agriculture - mobile machinery,Petrol,OFFR_OTH
1A4ciii,8,Fishing vessels,Fuel oil,SHIP_FIS
1A4ciii,8,Fishing vessels,Gas oil,SHIP_FIS
1A5b,8,Aircraft -  military,Aviation spirit,MISC_ANY
1A5b,8,Aircraft -  military,Aviation turbine fuel,MISC_ANY
1A5b,8,Shipping - naval,Gas oil,SHIP_MIL
1B1a,5,Deep-mined coal,Coal produced,INDU_MIN_GEN
1B1a,5,Open-cast coal,Coal produced,INDU_MIN_GEN
1B1a1i,5,Deep-mined coal,Coal produced,INDU_MIN_GEN
1B1a1ii,5,Coal storage and transport,Deep mined coal production,MISC_ANY
1B1a1iii,5,Closed Coal Mines,Non-fuel combustion,MISC_ANY
1B1a2i,5,Open-cast coal,Coal produced,INDU_MIN_GEN
1B1b,5,Charcoal production,Charcoal produced,INDU_MAN_CAP
1B1b,5,Coke production,Coal,INDU_MAN_CAP
1B1b,5,Coke production,Coke produced,INDU_MAN_CAP
1B1b,5,Iron and steel - flaring,Coke oven gas,INDU_MAN_IRO
1B1b,5,Solid smokeless fuel production,Coal,INDU_MAN_CAP
1B1b,5,Solid smokeless fuel production,Petroleum coke,INDU_MAN_CAP
1B1b,5,Solid smokeless fuel production,SSF produced,INDU_MAN_CAP
1B2a1,5,Upstream Oil Production - Offshore Well Testing,Exploration drilling :amount of gas flared,INDU_EXT_PAG
1B2a2,5,Petroleum processes,Oil production,INDU_MAN_PET
1B2a2,5,Upstream Oil Production - process emissions,Non-fuel combustion,INDU_EXT_PAG
1B2a3,5,Upstream Oil Production - Offshore Oil Loading,Crude oil,INDU_EXT_PAG
1B2a3,5,Upstream Oil Production - Onshore Oil Loading,Crude oil,INDU_EXT_PAG
1B2a4,5,Upstream Oil Production - Oil terminal storage,Non-fuel combustion,INDU_EXT_PAG
1B2ai,5,Petroleum processes,Oil production,INDU_MAN_PET
1B2ai,5,Upstream Oil Production - Offshore Oil Loading,Crude oil,INDU_EXT_PAG
1B2ai,5,Upstream Oil Production - Offshore Well Testing,Exploration drilling :amount of gas flared,INDU_EXT_PAG
1B2ai,5,Upstream Oil Production - Oil terminal storage,Non-fuel combustion,INDU_EXT_PAG
1B2ai,5,Upstream Oil Production - Onshore Oil Loading,Crude oil,INDU_EXT_PAG
1B2ai,5,Upstream Oil Production - process emissions,Non-fuel combustion,INDU_EXT_PAG
1B2aiv,4,Refineries - drainage,Process emission,MISC_ANY
1B2aiv,4,Refineries - general,Process emission,MISC_ANY
1B2aiv,4,Refineries - process,Process emission,MISC_ANY
1B2aiv,4,Refineries - tankage,Process emission,MISC_ANY
1B2av,5,Petrol stations - petrol delivery,Petrol (leaded),MISC_ANY
1B2av,5,Petrol stations - petrol delivery,Petrol (unleaded),MISC_ANY
1B2av,5,Petrol stations - spillages,Petrol (leaded),MISC_ANY
1B2av,5,Petrol stations - spillages,Petrol (unleaded),MISC_ANY
1B2av,5,Petrol stations - storage tanks,Petrol (leaded),MISC_ANY
1B2av,5,Petrol stations - storage tanks,Petrol (unleaded),MISC_ANY
1B2av,5,Petrol stations - vehicle refuelling,Petrol (leaded),MISC_ANY
1B2av,5,Petrol stations - vehicle refuelling,Petrol (unleaded),MISC_ANY
1B2av,5,Petrol terminals - storage,Petrol (leaded),MISC_ANY
1B2av,5,Petrol terminals - storage,Petrol (unleaded),MISC_ANY
1B2av,5,Petrol terminals - tanker loading,Petrol (leaded),MISC_ANY
1B2av,5,Petrol terminals - tanker loading,Petrol (unleaded),MISC_ANY
1B2av,5,Refineries - road/rail loading,Petrol (leaded),MISC_ANY
1B2av,5,Refineries - road/rail loading,Petrol (unleaded),MISC_ANY
1B2av,5,Sea going vessel loading,Petrol (leaded),MISC_ANY
1B2av,5,Sea going vessel loading,Petrol (unleaded),MISC_ANY
1B2b,5,Gas leakage,Natural Gas (leakage at point of use),MISC_ANY
1B2b,5,Gas leakage,Natural Gas (transmission leakage),MISC_ANY
1B2b,5,Gas leakage,Natural gas supply,MISC_ANY
1B2b,5,Gasification processes,Gas production (onshore),MISC_ANY
1B2b,5,Upstream Gas Production - Gas terminal storage,Non-fuel combustion,INDU_EXT_PAG
1B2b,5,Upstream Gas Production - Offshore Well Testing,Exploration drilling :amount of gas flared,INDU_EXT_PAG
1B2b,5,Upstream Gas Production - process emissions,Non-fuel combustion,INDU_EXT_PAG
1B2b1,5,Upstream Gas Production - Offshore Well Testing,Exploration drilling :amount of gas flared,INDU_EXT_PAG
1B2b3,5,Upstream Gas Production - process emissions,Non-fuel combustion,INDU_EXT_PAG
1B2b4,5,Gas leakage,Natural Gas (transmission leakage),MISC_ANY
1B2b4,5,Upstream Gas Production - Gas terminal storage,Non-fuel combustion,INDU_EXT_PAG
1B2b5,5,Gas leakage,Natural Gas (leakage at point of use),MISC_ANY
1B2b5,5,Gas leakage,Natural gas supply,MISC_ANY
1B2c,9,Refineries - flares,Process emission,WAST_GEN
1B2c,9,Upstream Gas Production - flaring,Non-fuel combustion,INDU_EXT_PAG
1B2c,9,Upstream Gas Production - venting,Non-fuel combustion,INDU_EXT_PAG
1B2c,9,Upstream Oil Production - flaring,Non-fuel combustion,INDU_EXT_PAG
1B2c,9,Upstream Oil Production - venting,Non-fuel combustion,INDU_EXT_PAG
1B2c1i,5,Upstream Oil Production - venting,Non-fuel combustion,INDU_EXT_PAG
1B2c1ii,5,Upstream Gas Production - venting,Non-fuel combustion,INDU_EXT_PAG
1B2c2i,5,Upstream Oil Production - flaring,Non-fuel combustion,INDU_EXT_PAG
1B2c2ii,5,Upstream Gas Production - flaring,Non-fuel combustion,INDU_EXT_PAG
2A1,4,Cement - decarbonising,Clinker production,INDU_PRO_GEN
2A1,4,Slag clement production,Slag cement production,INDU_PRO_GEN
2A2,4,Lime production - decarbonising,Limestone,INDU_PRO_GEN
2A3,4,Glass - container,Glass (container),INDU_PRO_GEN
2A3,4,Glass - continuous filament glass fibre,Glass (glass fibre),INDU_PRO_GEN
2A3,4,Glass - domestic,Glass (domestic),INDU_PRO_GEN
2A3,4,Glass - flat,Glass (flat),INDU_PRO_GEN
2A3,4,Glass - frits,Glass (frits),INDU_PRO_GEN
2A3,4,Glass - general,Dolomite,INDU_PRO_GEN
2A3,4,Glass - general,Glass-making additives,INDU_PRO_GEN
2A3,4,Glass - general,Limestone,INDU_PRO_GEN
2A3,4,Glass - general,Soda ash,INDU_PRO_GEN
2A3,4,Glass - glass wool,Glass (glass wool),INDU_PRO_GEN
2A3,4,Glass - lead crystal,Glass (lead crystal),INDU_PRO_GEN
2A3,4,Glass - special,Glass (special),INDU_PRO_GEN
2A3,4,Glass – ballotini,Glass (ballotini),INDU_PRO_GEN
2A4a,3,Brick manufacture - all types,Bricks,INDU_PRO_GEN
2A4a,3,Brick manufacture - Fletton,Fletton bricks,INDU_PRO_GEN
2A4b,4,Non Energy Use: chemical feedstock,Soda ash,MISC_ANY
2A4b,4,Other emissive applications of Soda Ash,Soda ash,MISC_ANY
2A4d,3,Bread baking,Sodium Bicarbonate,INDU_PRO_GEN
2A4d,3,Flue Gas Treatment (neutralisation),Sodium Bicarbonate,MISC_ANY
2A4d,3,Other emissive applications of  Sodium Bicarbonate,Sodium Bicarbonate,MISC_ANY
2A4d,3,Power stations - FGD,Gypsum produced,MISC_ANY
2A4d,3,Unknown applications of Sodium Bicarbonate,Sodium Bicarbonate,MISC_ANY
2A5a,4,Dewatering of lead concentrates,Lead mined,MISC_ANY
2A5a,4,Quarrying,Aggregates,INDU_MIN_GEN
2A5b,4,Construction of apartment buildings,Construction,MISC_ANY
2A5b,4,Construction of houses,Construction,MISC_ANY
2A5b,4,Non-residential construction,Construction,MISC_ANY
2A5b,4,Road construction,Construction,MISC_ANY
2A6,4,Brick manufacture - Fletton,Fletton bricks,INDU_PRO_GEN
2A6,4,Brick manufacture - non Fletton,Non-Fletton bricks,INDU_PRO_GEN
2A6,4,Cement and concrete batching,Process emission,INDU_PRO_GEN
2A6,4,Glazed ceramics,Ceramics production,INDU_PRO_GEN
2A6,4,Refractories - chromite based,Refractory production,INDU_PRO_GEN
2A6,4,Refractories - non chromite based,Refractory production,INDU_PRO_GEN
2A6,4,Unglazed ceramics,Ceramics production,INDU_PRO_GEN
2B1,4,Ammonia production - combustion,Natural gas,INDU_PRO_GEN
2B1,4,Ammonia production - feedstock use of gas,Natural gas,INDU_PRO_GEN
2B10,4,Chemical industry - general,Process emission,INDU_MAN_CHE
2B10a,4,Chemical industry - alkyl lead,Process emission,INDU_MAN_CHE
2B10a,4,Chemical industry - ammonia based fertilizer,Ammonium nitrate,INDU_MAN_CHE
2B10a,4,Chemical industry - ammonia based fertilizer,Non-fuel fertilizer,INDU_MAN_CHE
2B10a,4,Chemical industry - ammonia use,Process emission,INDU_MAN_CHE
2B10a,4,Chemical industry - cadmium pigments and stabilizers,Non-fuel combustion,INDU_MAN_CHE
2B10a,4,Chemical industry - carbon black,Carbon black capacity,INDU_MAN_CHE
2B10a,4,Chemical industry - chloralkali process,Chlorine capacity,INDU_MAN_CHE
2B10a,4,Chemical industry - chromium chemicals,Process emission,INDU_MAN_CHE
2B10a,4,Chemical industry - general,Chemicals and manmade fibres,INDU_MAN_CHE
2B10a,4,Chemical industry - magnesia,Magnesia production,INDU_MAN_CHE
2B10a,4,Chemical industry - nitric acid use,Chemicals and manmade fibres,INDU_MAN_CHE
2B10a,4,Chemical industry - phosphate based fertilizers,Phosphate rock imports,INDU_MAN_CHE
2B10a,4,Chemical industry - pigment manufacture,Process emission,INDU_MAN_CHE
2B10a,4,Chemical industry - reforming,Chemicals and manmade fibres,INDU_MAN_CHE
2B10a,4,Chemical industry - sulphuric acid use,Chemicals and manmade fibres,INDU_MAN_CHE
2B10a,4,Coal tar and bitumen processes,Process emission,INDU_PRO_GEN
2B10a,4,Solvent and oil recovery,Process emission,INDU_PRO_GEN
2B10a,4,Sulphuric acid production,Acid production,INDU_PRO_GEN
2B10b,4,Ship purging,Process emission,INDU_PRO_GEN
2B2,4,Nitric acid production,Acid production,INDU_PRO_GEN
2B3,4,Adipic acid production,Adipic acid produced,INDU_PRO_GEN
2B6,4,Chemical industry - titanium dioxide,Coke,INDU_MAN_CHE
2B6,4,Chemical industry - titanium dioxide,Petroleum coke,INDU_MAN_CHE
2B6,4,Chemical industry - titanium dioxide,Titanium dioxide,INDU_MAN_CHE
2B7,4,Chemical industry - soda ash,Soda ash,INDU_MAN_CHE
2B7,4,Chemical industry - soda ash,Soda ash produced,INDU_MAN_CHE
2B8a,4,Chemical industry - methanol,Methanol,INDU_MAN_CHE
2B8a,4,Chemical industry - methanol,Natural gas,INDU_MAN_CHE
2B8a,4,Methanol production – combustion,Natural gas,INDU_PRO_GEN
2B8b,4,Chemical industry - ethylene,Ethylene,INDU_MAN_CHE
2B8c,4,Chemical Industry - ethylene dichloride,Ethylene dichloride,INDU_MAN_CHE
2B8d,4,Chemical industry - ethylene oxide,Ethylene oxide,INDU_MAN_CHE
2B8e,4,Chemical industry - acrylonitrile,Acrylonitrile,INDU_MAN_CHE
2B8f,4,Chemical industry - carbon black,Carbon black capacity,INDU_MAN_CHE
2B8g,4,Chemicals (combustion),OPG,INDU_MAN_CHE
2C1,4,Basic oxygen furnaces,Steel production (oxygen converters),INDU_MAN_IRO
2C1,4,Blast furnaces,Iron production (blast furnace),INDU_MAN_IRO
2C1,4,Cold rolling of steel,Rolled steel products,INDU_MAN_IRO
2C1,4,Electric arc furnaces,Steel production (electric arc),INDU_MAN_IRO
2C1,4,Hot rolling of steel,Rolled steel products,INDU_MAN_IRO
2C1,4,Integrated steelworks - other processes,Iron production (blast furnace),INDU_MAN_IRO
2C1,4,Integrated steelworks - stockpiles,Iron production,INDU_MAN_IRO
2C1,4,Iron and steel - flaring,Blast furnace gas,INDU_MAN_IRO
2C1,4,Sinter production,Iron production,INDU_MAN_IRO
2C1a,4,Basic oxygen furnaces,Dolomite,INDU_MAN_IRO
2C1a,4,Electric arc furnaces,Petroleum coke,INDU_MAN_IRO
2C1a,4,Electric arc furnaces,Steel production (electric arc),INDU_MAN_IRO
2C1a,4,Ladle arc furnaces,Steel production (electric arc),INDU_MAN_IRO
2C1a,4,Ladle arc furnaces,Steel production (oxygen converters),INDU_MAN_IRO
2C1b,4,Iron and steel - flaring,Blast furnace gas,INDU_MAN_IRO
2C1d,4,Sinter production,Coke,INDU_PRO_GEN
2C1d,4,Sinter production,Dolomite,INDU_PRO_GEN
2C1d,4,Sinter production,Limestone,INDU_PRO_GEN
2C3,4,Alumina production,Primary aluminium production,INDU_PRO_GEN
2C3,4,Primary aluminium production - anode baking,Process emission,INDU_MAN_MET
2C3,4,Primary aluminium production - general,Primary aluminium production,INDU_MAN_MET
2C3,4,Secondary aluminium production,Secondary aluminium production,INDU_MAN_MET
2C3a,4,Primary aluminium production - general,Primary aluminium production,INDU_MAN_MET
2C5,4,Lead battery manufacture,Process emission,INDU_MAN_MET
2C5,4,Secondary lead production,Refined secondary lead,INDU_MAN_MET
2C6,4,Non-ferrous metal processes,Coke,INDU_MAN_MET
2C6,4,Primary lead/zinc production,Slab zinc and lead bullion produced,INDU_MAN_MET
2C6,4,Zinc alloy and semis production,Zinc consumption,INDU_MAN_MET
2C6,4,Zinc oxide production,Process emission,INDU_MAN_MET
2C7a,4,Copper alloy and semis production,Copper consumption,INDU_MAN_MET
2C7a,4,Secondary copper production,Refined copper,INDU_MAN_MET
2C7b,4,Nickel production,Nickel production,INDU_MAN_MET
2C7c,4,Foundries,Castings,INDU_MAN_IRO
2C7c,4,Other non-ferrous metal processes,Index of output (basic metals),INDU_MAN_MET
2D1,6,Agricultural engines,Lubricants,SOLV_OTH
2D1,6,Industrial engines,Lubricants,SOLV_OTH
2D1,6,Marine engines,Lubricants,SOLV_OTH
2D1,6,Road vehicle engines,Lubricants,SOLV_OTH
2D2,6,Non-aerosol products - household products,Petroleum waxes,SOLV_OTH
2D3,6,Non Energy Use: petroleum coke,Petroleum coke,SOLV_OTH
2D3,6,Road transport - urea,Urea consumption,SOLV_OTH
2D3a,6,Aerosols - carcare products,Aerosols,SOLV_OTH
2D3a,6,Aerosols - cosmetics and toiletries,Aerosols,SOLV_OTH
2D3a,6,Aerosols - household products,Aerosols,SOLV_OTH
2D3a,6,Agriculture - agrochemicals use,Agrochemical active ingredient,SOLV_OTH
2D3a,6,Non-aerosol products - automotive products,Carcare products,SOLV_OTH
2D3a,6,Non-aerosol products - cosmetics and toiletries,Cosmetics and toiletries,SOLV_OTH
2D3a,6,Non-aerosol products - domestic adhesives,Adhesives and sealants,SOLV_OTH
2D3a,6,Non-aerosol products - household products,Household products,SOLV_OTH
2D3a,6,Non-aerosol products - household products,Non-fuel domestic,SOLV_OTH
2D3a,6,Non-aerosol products - paint thinner,Population,SOLV_OTH
2D3b,4,Other industry - asphalt manufacture,Asphalt produced,INDU_PRO_GEN
2D3b,4,"Road dressings, bitumen",Non fuel bitumen use,MISC_ANY
2D3b,4,"Road dressings, kerosene",Non fuel bitumen use,MISC_ANY
2D3d,6,Decorative paint - retail decorative,Retail decorative coatings,SOLV_OTH
2D3d,6,Decorative paint - trade decorative,Trade decorative coatings,SOLV_OTH
2D3d,6,Film coating,Pulp paper printing and publishing,SOLV_OTH
2D3d,6,Industrial coatings - agricultural and construction,Ace coatings,SOLV_IND
2D3d,6,Industrial coatings - aircraft,Aircraft coatings,SOLV_IND
2D3d,6,Industrial coatings - automotive,Automotive coatings,SOLV_IND
2D3d,6,Industrial coatings - coil coating,Coil coatings,SOLV_IND
2D3d,6,Industrial coatings - commercial vehicles,Commercial vehicle coatings,SOLV_IND
2D3d,6,Industrial coatings - drum,Drum coatings,SOLV_IND
2D3d,6,Industrial coatings - high performance,High performance coatings,SOLV_IND
2D3d,6,Industrial coatings - marine,Marine coatings,SOLV_IND
2D3d,6,Industrial coatings - metal and plastic,Metal and plastic coatings,SOLV_IND
2D3d,6,Industrial coatings - metal packaging,Metal packaging coatings,SOLV_IND
2D3d,6,Industrial coatings - vehicle refinishing,Vehicle refinishing coatings,SOLV_IND
2D3d,6,Industrial coatings - wood,Wood coatings,SOLV_IND
2D3d,6,Leather coating,Leather and leather products,SOLV_OTH
2D3d,6,Paper coating,Solvent use,SOLV_OTH
2D3d,6,Textile coating,Textiles and textile products,SOLV_OTH
2D3e,6,Leather degreasing,Leather and leather products,SOLV_OTH
2D3e,6,Surface cleaning - 111-trichloroethane,Cleaning solvent,SOLV_OTH
2D3e,6,Surface cleaning - dichloromethane,Cleaning solvent,SOLV_OTH
2D3e,6,Surface cleaning - hydrocarbons,Cleaning solvent,SOLV_OTH
2D3e,6,Surface cleaning - oxygenated solvents,Cleaning solvent,SOLV_OTH
2D3e,6,Surface cleaning - tetrachloroethylene,Cleaning solvent,SOLV_OTH
2D3e,6,Surface cleaning - trichloroethylene,Cleaning solvent,SOLV_OTH
2D3f,6,Dry cleaning,Solvent use,SOLV_OTH
2D3g,6,Coating manufacture - adhesives,Solvent used in coating,SOLV_OTH
2D3g,6,Coating manufacture - inks,Pigment,SOLV_OTH
2D3g,6,Coating manufacture - inks,Solvent used in coating,SOLV_OTH
2D3g,6,Coating manufacture - other coatings,Pigment,SOLV_OTH
2D3g,6,Coating manufacture - other coatings,Solvent used in coating,SOLV_OTH
2D3g,6,Foam blowing,Blowing agents,SOLV_OTH
2D3g,6,Industrial adhesives - pressure sensitive tapes,Solvent use,SOLV_OTH
2D3g,6,Other rubber products,Rubber and plastic products,SOLV_OTH
2D3g,6,Tyre manufacture,Rubber and plastic products,SOLV_OTH
2D3h,6,Printing - flexible packaging,Flexible packaging inks,SOLV_OTH
2D3h,6,Printing - heatset web offset,Heatset offset ink,SOLV_OTH
2D3h,6,Printing - metal decorating,Metal decorating inks,SOLV_OTH
2D3h,6,Printing - newspapers,Newspaper inks,SOLV_OTH
2D3h,6,Printing - other flexography,Other flexographic inks,SOLV_OTH
2D3h,6,Printing - other inks,Other inks,SOLV_OTH
2D3h,6,Printing - other offset,Other offset ink,SOLV_OTH
2D3h,6,Printing - overprint varnishes,Overprint varnishes,SOLV_OTH
2D3h,6,Printing - print chemicals,Print chemicals,SOLV_OTH
2D3h,6,Printing - publication gravure,Publication gravure ink,SOLV_OTH
2D3h,6,Printing - screen printing,Screen printing inks,SOLV_OTH
2D3i,6,Industrial adhesives - other,Adhesives and sealants,SOLV_IND
2D3i,6,Other solvent use,Solvent use,SOLV_OTH
2D3i,6,Seed oil extraction,Oilseeds and nuts,SOLV_OTH
2D3i,6,Wood impregnation - creosote,Creosote,SOLV_OTH
2D3i,6,Wood impregnation - LOSP,Solvent-borne preservative,SOLV_OTH
2G,6,Cigarette smoking,Cigarettes,SOLV_OTH
2G,6,Fireworks,Process emission,SOLV_OTH
2G,6,Road vehicle engines,Lubricants,SOLV_OTH
2G3a,6,N2O use as an anaesthetic,Population,SOLV_OTH
2G3b,6,Other food - cream consumption,Process emission,SOLV_OTH
2G3b,6,Recreational use of N2O,Process emission,SOLV_OTH
2G4,6,Chemical Industry – other process sources,Process emission,INDU_MAN_CHE
2H1,4,Paper production,Process emission,INDU_MAN_PAP
2H2,4,Animal Rendering,Meat fish and poultry,MISC_ANY
2H2,4,Bread baking,Bread,INDU_MAN_FAB
2H2,4,Brewing - fermentation,Beer,INDU_MAN_FAB
2H2,4,Brewing - wort boiling,Beer,INDU_MAN_FAB
2H2,4,Cider manufacture,Cider,INDU_MAN_FAB
2H2,4,Malting - all,Malt,INDU_MAN_FAB
2H2,4,Other food - animal feed manufacture,Animal feeds,MISC_ANY
2H2,4,Other food - cakes biscuits and cereals,Cakes and biscuits,INDU_MAN_FAB
2H2,4,Other food - coffee roasting,Coffee,INDU_MAN_FAB
2H2,4,Other food - margarine and other solid fats,Fats,INDU_MAN_FAB
2H2,4,Other food - meat fish and poultry,Meat fish and poultry,INDU_MAN_FAB
2H2,4,Other food - sugar production,Sugar,INDU_MAN_FAB
2H2,4,Spirit manufacture - casking,Whisky,INDU_MAN_FAB
2H2,4,Spirit manufacture - distillation,Spirits,INDU_MAN_FAB
2H2,4,Spirit manufacture - fermentation,Spirits,INDU_MAN_FAB
2H2,4,Spirit manufacture - other maturation,Whisky in storage,INDU_MAN_FAB
2H2,4,Spirit manufacture - Scotch whisky maturation,Whisky in storage,INDU_MAN_FAB
2H2,4,Spirit manufacture - spent grain drying,Grain used in spirits,INDU_MAN_FAB
2H2,4,Sugar beet processing,Process emission,INDU_MAN_FAB
2H2,4,Wine manufacture,Wine,INDU_MAN_FAB
2H3,4,Other industry - part B processes,Process emission,INDU_PRO_GEN
2I,4,Wood products manufacture,Wood product production,INDU_PRO_GEN
3A1a,10,Enteric,Dairy - Dairy Cows,AGRI_ENT_ALL
3A1b,10,Enteric,Other cattle - Beef females for slaughter,AGRI_ENT_ALL
3A1b,10,Enteric,Other cattle - Bulls for breeding,AGRI_ENT_ALL
3A1b,10,Enteric,Other cattle - Cereal fed bull,AGRI_ENT_ALL
3A1b,10,Enteric,Other cattle - Cows,AGRI_ENT_ALL
3A1b,10,Enteric,Other cattle - Dairy Calves Female,AGRI_ENT_ALL
3A1b,10,Enteric,Other cattle - Dairy In Calf Heifers,AGRI_ENT_ALL
3A1b,10,Enteric,Other cattle - Dairy Replacements Female,AGRI_ENT_ALL
3A1b,10,Enteric,Other cattle - Heifers for breeding,AGRI_ENT_ALL
3A1b,10,Enteric,Other cattle - Steers,AGRI_ENT_ALL
3A2,10,Enteric,Sheep - Ewe,AGRI_ENT_ALL
3A2,10,Enteric,Sheep - Lamb,AGRI_ENT_ALL
3A2,10,Enteric,Sheep - Ram,AGRI_ENT_ALL
3A3,10,Enteric,Pig - Boar,AGRI_ENT_ALL
3A3,10,Enteric,Pig - Fattening Pig < 20 kg,AGRI_ENT_ALL
3A3,10,Enteric,Pig - Fattening Pig > 80 kg,AGRI_ENT_ALL
3A3,10,Enteric,Pig - Fattening Pig 20 to 80 kg,AGRI_ENT_ALL
3A3,10,Enteric,Pig - Gilt,AGRI_ENT_ALL
3A3,10,Enteric,Pig - Sow,AGRI_ENT_ALL
3A4,10,Enteric,Agricultural Horses,AGRI_ENT_ALL
3A4,10,Enteric,Deer,AGRI_ENT_ALL
3A4,10,Enteric,Domestic Horses,AGRI_ENT_ALL
3A4,10,Enteric,Goats,AGRI_ENT_ALL
3A4,10,Enteric,Professional Horses,AGRI_ENT_ALL
3B11a,10,Digestate,Dairy - Dairy Cows,AGRI_SPR_CAT
3B11a,10,Excreta,Dairy - Dairy Cows,AGRI_EXC_ALL
3B11a,10,Managed Manure,Dairy - Dairy Cows,AGRI_SPR_CAT
3B11b,10,Digestate,Other cattle - Beef females for slaughter,AGRI_SPR_CAT
3B11b,10,Digestate,Other cattle - Bulls for breeding,AGRI_SPR_CAT
3B11b,10,Digestate,Other cattle - Cereal fed bull,AGRI_SPR_CAT
3B11b,10,Digestate,Other cattle - Cows,AGRI_SPR_CAT
3B11b,10,Digestate,Other cattle - Dairy Calves Female,AGRI_SPR_CAT
3B11b,10,Digestate,Other cattle - Dairy In Calf Heifers,AGRI_SPR_CAT
3B11b,10,Digestate,Other cattle - Dairy Replacements Female,AGRI_SPR_CAT
3B11b,10,Digestate,Other cattle - Heifers for breeding,AGRI_SPR_CAT
3B11b,10,Digestate,Other cattle - Steers,AGRI_SPR_CAT
3B11b,10,Excreta,Other cattle - Beef females for slaughter,AGRI_EXC_ALL
3B11b,10,Excreta,Other cattle - Bulls for breeding,AGRI_EXC_ALL
3B11b,10,Excreta,Other cattle - Cereal fed bull,AGRI_EXC_ALL
3B11b,10,Excreta,Other cattle - Cows,AGRI_EXC_ALL
3B11b,10,Excreta,Other cattle - Dairy Calves Female,AGRI_EXC_ALL
3B11b,10,Excreta,Other cattle - Dairy In Calf Heifers,AGRI_EXC_ALL
3B11b,10,Excreta,Other cattle - Dairy Replacements Female,AGRI_EXC_ALL
3B11b,10,Excreta,Other cattle - Heifers for breeding,AGRI_EXC_ALL
3B11b,10,Excreta,Other cattle - Steers,AGRI_EXC_ALL
