sector,wday,coeff,coeff_l,coeff_u
1,1,1.02335099908393,1.01925616615724,1.02744583201062
1,2,1.04777699444604,1.04383629810231,1.05171769078978
1,3,1.04288606867208,1.03933640275649,1.04643573458768
1,4,1.0513148455803,1.0480134537358,1.0546162374248
1,5,1.01589733258891,1.01234766667332,1.01944699850451
1,6,0.926515186780637,0.922574490436905,0.930455883124369
1,7,0.8922585728481,0.88816373992141,0.896353405774791
2,1,1.01006046166168,1.00991774591705,1.01020317740631
2,2,1.00342098015215,1.00328322896489,1.00355873133941
2,3,0.993200306156455,0.99307625368215,0.993324358630761
2,4,0.988987798666175,0.988872652483727,0.989102944848624
2,5,0.994850802654001,0.994726750179695,0.994974855128307
2,6,1.00294833023436,1.0028105790471,1.00308608142162
2,7,1.00653132047518,1.00638860473055,1.00667403621981
3,1,1.07689796094077,1.07250914527073,1.08128677661082
3,2,1.07781041481089,1.07366213476512,1.08195869485667
3,3,1.07503467352347,1.07129085470004,1.07877849234691
3,4,1.05335295959901,1.04983168221769,1.05687423698034
3,5,0.994198417175481,0.990454598352049,0.997942235998914
3,6,0.905845742245911,0.901697462200136,0.909994022291687
3,7,0.816859831704452,0.812471016034408,0.821248647374496
4,1,1.08103661495431,1.07666511548488,1.08540811442374
4,2,1.08401004687956,1.07986025630709,1.08815983745204
4,3,1.08433055732543,1.08058736963042,1.08807374502043
4,4,1.06170721701805,1.05819551200445,1.06521892203165
4,5,0.996920423600791,0.993177235905785,1.0006636112958
4,6,0.89859323165241,0.894443441079936,0.902743022224884
4,7,0.793401908569451,0.789030409100025,0.797773408038877
5,1,1.04172634590875,1.03291818955961,1.05053450225789
5,2,1.04672385962183,1.03926543336797,1.05418228587569
5,3,1.04512361212682,1.03819034904354,1.0520568752101
5,4,1.03036123225007,1.02360535000698,1.03711711449316
5,5,0.996806907742379,0.989873644659099,1.00374017082566
5,6,0.947216377043856,0.939757950789996,0.954674803297716
5,7,0.89204166530629,0.88323350895715,0.90084982165543
6,1,0.996398953808071,0.995898939284755,0.996898968331386
6,2,0.997599303123091,0.997207142268402,0.99799146397778
6,3,0.99879965219642,0.998489539647437,0.999109764745403
6,4,1.00000000080774,0.999722540821146,1.00027746079433
6,5,1.00120034893061,1.00089023638162,1.00151046147959
6,6,1.00240069673041,1.00200853587572,1.0027928575851
6,7,1.00360104440367,1.00310102988035,1.00410105892698
7,1,1.06749724203107,1.05936840401848,1.07562608004365
7,2,1.09999830064629,1.09224443067028,1.1077521706223
7,3,1.12104983160459,1.11405947294153,1.12804019026766
7,4,1.12184529095243,1.11530658861205,1.12838399329281
7,5,1.04523724113624,1.03824688247318,1.0522275997993
7,6,0.873138701692926,0.865384831716913,0.880892571668938
7,7,0.671233391936453,0.663104553923868,0.679362229949038
8,1,0.975898415370454,0.97168930018652,0.980107530554388
8,2,1.00619689429877,1.00235743710525,1.01003635149228
8,3,1.02361049107325,1.02012374711132,1.02709723503518
8,4,1.02594933857846,1.02261171835709,1.02928695879983
8,5,1.01490782949854,1.01142108553661,1.01839457346046
8,6,0.992054726346464,0.988215269152951,0.995894183539977
8,7,0.961382304834067,0.957173189650133,0.965591420018002
9,1,0.999432565898152,0.998936065686375,0.999929066109929
9,2,1.00072107439546,1.00030728161809,1.00113486717283
9,3,1.00146951447541,1.00108237185441,1.00185665709641
9,4,1.00125645009782,1.00087878628398,1.00163411391165
9,5,1.00020506103315,0.999817918412152,1.00059220365415
9,6,0.998950534905247,0.998536742127876,0.999364327682617
9,7,0.99796479919477,0.997468298982994,0.998461299406547
10,1,0.999121012784425,0.997897213958975,1.00034481160988
10,2,0.999414068776788,0.998454592103965,1.00037354544961
10,3,0.999707104441076,0.998948025549636,1.00046618333252
10,4,1.00000009613734,0.999320578453247,1.00067961382143
10,5,1.00029303059457,0.999533951703131,1.00105210948601
10,6,1.00058591493355,0.999626438260722,1.00154539160637
10,7,1.00087877233226,0.999654973506806,1.00210257115771
11,1,0.996784763729094,0.99555292733685,0.998016600121337
11,2,0.998699908797835,0.997809698869289,0.999590118726381
11,3,1.00038983292067,0.99951133432951,1.00126833151182
11,4,1.00149419660888,1.0006299200256,1.00235847319216
11,5,1.00169993144385,1.00082143285269,1.002578430035
11,6,1.00103539195118,1.00014518202264,1.00192560187973
11,7,0.999895974548494,0.998664138156251,1.00112781094074
