sector,wday,hour,coeff,coeff_l,coeff_u
1,1,0,0.869277445693818,0.86460789807652,0.873946993311116
1,2,0,0.884132980478825,0.879470202640418,0.888795758317231
1,3,0,0.887902546688149,0.883238367071872,0.892566726304426
1,4,0,0.890273990871083,0.885613243753546,0.89493473798862
1,5,0,0.88743928590333,0.882782374916052,0.892096196890608
1,6,0,0.934560893449041,0.929917355788344,0.939204431109739
1,7,0,0.939932760462797,0.935288076624751,0.944577444300843
1,1,1,0.823054071556071,0.818808787192322,0.82729935591982
1,2,1,0.846870425176784,0.842629536622579,0.851111313730988
1,3,1,0.85078496218463,0.846542819686907,0.855027104682354
1,4,1,0.854492293175804,0.85025236275431,0.858732223597298
1,5,1,0.860866186403205,0.856629035903772,0.865103336902638
1,6,1,0.908244501853338,0.90401481300434,0.912474190702337
1,7,1,0.902906778325533,0.898676298372865,0.907137258278201
1,1,2,0.800807107510597,0.795562165476077,0.806052049545116
1,2,2,0.829816940124542,0.824580856137674,0.83505302411141
1,3,2,0.832914102611191,0.827676429513458,0.838151775708924
1,4,2,0.837578801091808,0.832345631605513,0.842811970578104
1,5,2,0.849097323325088,0.843868967684475,0.8543256789657
1,6,2,0.892702586363864,0.887492607767169,0.89791256496056
1,7,2,0.879360952855786,0.874149507356438,0.884572398355133
1,1,3,0.794748109377126,0.789410354713054,0.800085864041198
1,2,3,0.826061049471156,0.820731673030093,0.831390425912218
1,3,3,0.82837056257449,0.823039576299069,0.833701548849911
1,4,3,0.833676485116208,0.828349754140812,0.839003216091602
1,5,3,0.846294406397294,0.840972319362807,0.85161649343178
1,6,3,0.880798841782095,0.875493772691486,0.886103910872704
1,7,3,0.863054684817113,0.857748212473404,0.868361157160823
1,1,4,0.805867049039889,0.801180600961157,0.810553497118621
1,2,4,0.836680165168005,0.831998856048586,0.841361474287424
1,3,4,0.838748801662982,0.834066104960374,0.84343149836559
1,4,4,0.844026976917393,0.83934687000259,0.848707083832195
1,5,4,0.854876920711483,0.850199997718349,0.859553843704618
1,6,4,0.873619863264331,0.868951940640651,0.87828778588801
1,7,4,0.853338507197047,0.848669670502616,0.858007343891478
1,1,5,0.845302669969275,0.839675858711819,0.850929481226731
1,2,5,0.871987693101769,0.866371326135168,0.877604060068371
1,3,5,0.874330097094762,0.868712014381595,0.879948179807929
1,4,5,0.878078706550336,0.872465940320093,0.883691472780578
1,5,5,0.886811207575365,0.881203982810581,0.892418432340148
1,6,5,0.88175878300769,0.8761737627464,0.887343803268979
1,7,5,0.856026889464616,0.850440163087673,0.861613615841559
1,1,6,0.919398824698856,0.914539505838163,0.924258143559548
1,2,6,0.937842304934602,0.932988996675995,0.942695613193208
1,3,6,0.940858431517076,0.936003676537585,0.945713186496566
1,4,6,0.94108616234518,0.936234445954643,0.945937878735717
1,5,6,0.949565392304659,0.94471725289469,0.954413531714629
1,6,6,0.913355684307697,0.908518716414185,0.918192652201209
1,7,6,0.876021260074344,0.871183245688389,0.8808592744603
1,1,7,1.00450517086876,0.99938352412073,1.00962681761678
1,2,7,1.01229640949791,1.00718252845438,1.01741029054145
1,3,7,1.015980721793,1.01086529931061,1.02109614427539
1,4,7,1.01227769117009,1.00716620807149,1.01738917426869
