sector,hour,coeff,coeff_l,coeff_u
1,0,0.890906664766801,0.886474495942457,0.895338833591144
1,1,0.857022833336551,0.852992976881298,0.861052689791805
1,2,0.842163262471826,0.837185222873675,0.847141302069976
1,3,0.83483971790659,0.829773449806316,0.839905986006865
1,4,0.836310531498902,0.831861960689904,0.840759102307899
1,5,0.86257040521627,0.857230134178144,0.867910676254396
1,6,0.924522259565425,0.919909741059004,0.929134778071846
1,7,0.999983537926845,0.995122327136499,1.00484474871719
1,8,1.05558427626815,1.05037564513072,1.06079290740557
1,9,1.07681653265696,1.07238794488503,1.0812451204289
1,10,1.07842639906326,1.07313382075126,1.08371897737525
1,11,1.07628592429364,1.07155031409823,1.08102153448905
1,12,1.07522408340762,1.07048847321221,1.07995969360303
1,13,1.07481103141386,1.06951845310187,1.08010360972586
1,14,1.07577231928946,1.07134373151753,1.08020090706139
1,15,1.08132437038101,1.07611573924359,1.08653300151844
1,16,1.094296858783,1.08943564799265,1.09915806957334
1,17,1.10937737437306,1.10476485586664,1.11398989287949
1,18,1.11600231729006,1.11066204625193,1.12134258832818
1,19,1.10528128755355,1.10083271674455,1.10972985836255
1,20,1.07338869078726,1.06832242268698,1.07845495888753
1,21,1.0181173577224,1.01313931812425,1.02309539732055
1,22,0.950065299260693,0.94603544280544,0.954095155715947
1,23,0.890906664766801,0.886474495942457,0.895338833591144
2,0,0.696427856509243,0.680902693309015,0.711953019709471
2,1,0.603597481325267,0.589460261616126,0.617734701034407
2,2,0.551394678185665,0.533972617135438,0.568816739235893
2,3,0.516324943146213,0.498586434873302,0.534063451419125
2,4,0.505245377639437,0.489642720183179,0.520848035095696
2,5,0.560102728881187,0.541424270155693,0.578781187606681
2,6,0.71194196303432,0.695772586249441,0.7281113398192
2,7,0.919867346850835,0.902843377915215,0.936891315786455
2,8,1.11832219584361,1.10009892288208,1.13654546880514
2,9,1.26265270094925,1.24711846709614,1.27818693480236
2,10,1.34064343080833,1.32213127977346,1.35915558184319
2,11,1.34705806854524,1.33046662353577,1.3636495135547
2,12,1.30992578847491,1.29333434346544,1.32651723348438
2,13,1.27303330393875,1.25452115290389,1.29154545497362
2,14,1.26307755016108,1.24754331630797,1.27861178401419
2,15,1.27071336881697,1.25249009585544,1.2889366417785
