sector,hour,coeff,coeff_l,coeff_u
1,0,0.915265269479269,0.886437414017649,0.944093124940889
1,1,0.886495815739457,0.858965566517296,0.914026064961617
1,2,0.875615185553713,0.844318221329227,0.906912149778199
1,3,0.875063691492491,0.842834124023684,0.907293258961298
1,4,0.883311107160733,0.853178442409313,0.913443771912152
1,5,0.905797896818398,0.872760756065547,0.938835037571249
1,6,0.945824709655851,0.915176969377259,0.976472449934443
1,7,0.992545635581955,0.961127696360289,1.02396357480362
1,8,1.03032569729887,0.99773884773349,1.06291254686425
1,9,1.05125891690509,1.02121881944053,1.08129901436966
1,10,1.05942691902484,1.02656335562219,1.09229048242749
1,11,1.05975733754389,1.028745134689,1.09076954039878
1,12,1.05570714532455,1.02469494246966,1.08671934817944
1,13,1.05003707030763,1.01717350690498,1.08290063371027
1,14,1.04632716929795,1.01628707183338,1.07636726676252
1,15,1.04988468702472,1.01729783745934,1.0824715365901
1,16,1.06529787125294,1.03387993203127,1.0967158104746
1,17,1.08626838262695,1.05562064234836,1.11691612290554
1,18,1.09947718752106,1.0664400467682,1.13251432827391
1,19,1.09438687485656,1.06425421010514,1.12451953960798
1,20,1.06879811158345,1.03656854411465,1.10102767905226
1,21,1.02254940901936,0.991252444794879,1.05384637324385
1,22,0.965312639451014,0.937782390228854,0.992842888673174
1,23,0.915265269479269,0.886437414017649,0.944093124940889
2,0,0.70370330427063,0.684442744491468,0.722963864049792
2,1,0.609620453876376,0.592049274120506,0.627191633632246
2,2,0.554053722608112,0.532463150853745,0.575644294362478
2,3,0.518434490314026,0.496440197120568,0.540428783507484
2,4,0.509551818493465,0.490164511375353,0.528939125611576
2,5,0.563510913738608,0.540380405478774,0.586641421998443
2,6,0.707120079110312,0.687041424222089,0.727198733998536
2,7,0.906026957403104,0.884912927688701,0.927140987117506
2,8,1.10482940814781,1.08225446616692,1.12740435012869
2,9,1.2608450653342,1.24154039636092,1.28014973430748
2,10,1.3511403020278,1.32821472218386,1.37406588187174
2,11,1.36026372332608,1.33967507133336,1.38085237531879
2,12,1.31869403505633,1.29810538306362,1.33928268704904
2,13,1.27867829420528,1.25575271436134,1.30160387404922
2,14,1.27076888824832,1.25146421927504,1.29007355722161
2,15,1.27974166843712,1.25716672645624,1.302316610418
2,16,1.28548435740217,1.26437032768777,1.30659838711657
2,17,1.27806760403798,1.25798894914976,1.29814625892621
2,18,1.25412933843271,1.23099883017287,1.27725984669254
2,19,1.20807772499474,1.18869041787663,1.22746503211285
2,20,1.12759203405846,1.105597740865,1.14958632725192
2,21,1.00078670497654,0.979196133222174,1.02237727673091
2,22,0.845175807229204,0.827604627473334,0.862746986985074
2,23,0.70370330427063,0.684442744491468,0.722963864049792
3,0,0.88485987306029,0.883762000804693,0.885957745315886
3,1,0.905547711826152,0.904550774442568,0.906544649209735
3,2,0.939739076385186,0.938505077529025,0.940973075241347
3,3,0.969754747409766,0.968499343787479,0.971010151032053
3,4,0.990189048405334,0.98908831755222,0.991289779258447
3,5,1.00982580834741,1.0085013271442,1.01115028955062
3,6,1.03579487162815,1.03465308136519,1.03693666189111
3,7,1.06154795592343,1.06034355525238,1.06275235659448
3,8,1.07591689334383,1.07462537343094,1.07720841325672
3,9,1.0758427117306,1.07474703058291,1.0769383928783
3,10,1.07084309234122,1.0695304617816,1.07215572290084
3,11,1.07026450955389,1.06909167246141,1.07143734664637
3,12,1.07350194671634,1.07232910962386,1.07467478380882
3,13,1.07521193933111,1.07389930877149,1.07652456989073
3,14,1.07118148560995,1.07008580446225,1.07227716675764
3,15,1.05962944854385,1.05833792863096,1.06092096845674
3,16,1.03941912110869,1.03821472043764,1.04062352177974
3,17,1.01334554565337,1.01220375539041,1.01448733591633
3,18,0.986738338276016,0.985413857072806,0.988062819479225
3,19,0.962938797427225,0.961838066574111,0.964039528280338
3,20,0.939447204181123,0.938191800558836,0.94070260780341
3,21,0.913228294319834,0.911994295463673,0.914462293175995
3,22,0.89037170581694,0.889374768433356,0.891368643200523
3,23,0.88485987306029,0.883762000804693,0.885957745315886
4,0,0.871347440300274,0.870537580804448,0.872157299796099
4,1,0.893662015036295,0.892926750451211,0.894397279621378
4,2,0.930956744090659,0.930046370185924,0.931867117995394
4,3,0.964475984685287,0.963549870449212,0.965402098921361
4,4,0.988297874812403,0.987486037397328,0.989109712227478
