sector,wday,coeff,coeff_l,coeff_u
1,1,1.04354696346221,0.997464241077274,1.08962968584714
1,2,1.03315245005499,1.00048571718132,1.06581918292866
1,3,1.02259296190273,0.992873753771522,1.05231217003394
1,4,1.00958986385725,0.979929579195557,1.03925014851893
1,5,0.990477041736354,0.960757833605143,1.02019624986756
1,6,0.96471068864496,0.932043955771287,0.997377421518633
1,7,0.935930030341509,0.889847307956574,0.982012752726444
2,1,1.00694191650611,0.942096866839532,1.07178696617269
2,2,1.00465893309466,0.9538196350114,1.05549823117793
2,3,1.00236417922176,0.96214306136552,1.04258529707801
2,4,1.0000458446734,0.964040211270372,1.03605147807642
2,5,0.997699829154135,0.957478711297892,1.03792094701038
2,6,0.995332805445136,0.944493507361873,1.0461721035284
2,7,0.992956491904796,0.928111442238218,1.05780154157137
3,1,1.07153335976657,1.06275107035062,1.08031564918251
3,2,1.0758681204453,1.06796358723415,1.08377265365645
3,3,1.07653549007527,1.06933405206036,1.08373692809018
3,4,1.0517010485572,1.04477299210759,1.05862910500682
3,5,0.992509239003544,0.985307800988633,0.999710677018454
3,6,0.910796263403496,0.902891730192347,0.918700796614645
3,7,0.821056478748621,0.81227418933268,0.829838768164562
4,1,1.07537773853817,1.06678204752254,1.0839734295538
4,2,1.09197213011312,1.08413607017404,1.09980819005221
4,3,1.0911139807872,1.08399682659677,1.09823113497762
4,4,1.05707264675379,1.05025821770889,1.06388707579868
4,5,0.987115831912623,0.979998677722199,0.994232986103046
4,6,0.895880952583523,0.888044892644437,0.903717012522609
4,7,0.801466719311577,0.792871028295949,0.810062410327204
5,1,1.05165181316965,1.04506813383079,1.0582354925085
5,2,1.05313263550902,1.04725689117422,1.05900837984382
5,3,1.05172722980549,1.04636196417535,1.05709249543563
5,4,1.03544744749386,1.03027176989793,1.04062312508979
5,5,0.995002277647071,0.989637012016931,1.00036754327721
5,6,0.936944569930368,0.931068825595567,0.942820314265169
5,7,0.87609402644454,0.869510347105684,0.882677705783395
6,1,0.99646502886888,0.995269334735796,0.997660723001964
6,2,0.997518787563248,0.996651219712674,0.998386355413822
6,3,0.998624061385937,0.997863327445342,0.999384795326531
6,4,0.999835671325388,0.999090221652187,1.00058112099859
6,5,1.00115220083023,1.00039146688964,1.00191293477082
6,6,1.00251811741676,1.00165054956619,1.00338568526734
6,7,1.00388613260955,1.00269043847647,1.00508182674264
7,1,1.05967911701319,1.05464777111155,1.06471046291483
7,2,1.09601202399082,1.09117726084412,1.10084678713752
7,3,1.11947405630518,1.11511848114551,1.12382963146485
7,4,1.12279260209379,1.11873767649309,1.12684752769448
7,5,1.04812872535568,1.04377315019601,1.05248430051535
7,6,0.876945401936615,0.872110638789911,0.881780165083318
7,7,0.676968073304728,0.671936727403087,0.681999419206369
8,1,0.849710253393278,0.720963598023642,0.978456908762913
8,2,0.918816294761568,0.828899956187265,1.00873263333587
8,3,1.00135739424498,0.913324932736863,1.08938985575309
8,4,1.06298035302914,0.974975642909054,1.15098506314923
8,5,1.08566894689883,0.997636485390712,1.17370140840694
8,6,1.06867372065669,0.978757382082384,1.15859005923099
8,7,1.01279303701552,0.884046381645884,1.14153969238516
9,1,0.997562922232876,0.992623427193504,1.00250241727225
9,2,0.998830797551703,0.995303566720948,1.00235802838246
9,3,1.00008774080418,0.996918153779555,1.0032573278288
9,4,1.00092653066394,0.997779776087489,1.00407328524038
9,5,1.00118067767417,0.998011090649547,1.00435026469879
9,6,1.00096998129688,0.997442750466127,1.00449721212764
9,7,1.00044134977626,0.995501854736884,1.00538084481563
10,1,0.981812657288684,0.950187044312974,1.01343827026439
10,2,0.987875123071966,0.96306597538803,1.0126842707559
10,3,0.993937582728045,0.974324205276422,1.01355096017967
10,4,1.00000002798062,0.982457264406696,1.01754279155454
10,5,1.00606245458662,0.986449077134993,1.02567583203824
10,6,1.01212486964379,0.987315721959853,1.03693401732773
10,7,1.01818728470028,0.986561671724573,1.04981289767599
11,1,1.00116141866223,0.993077344367499,1.00924549295696
11,2,1.00077432444729,0.994432793379112,1.00711585551546
11,3,1.00038717912899,0.995373621142101,1.00540073711588
11,4,0.999999996616123,0.99551558859444,1.00448440463781
11,5,0.999612816991836,0.994599259004949,1.00462637497872
11,6,0.999225677244398,0.992884146176224,1.00556720831257
11,7,0.998838586909138,0.990754512614407,1.00692266120387
