time,N
1,1.75447881127457
2,1.79634218530254
3,1.62035594210388
4,1.21100875444819
5,0.66288167299823
6,0.312286308276799
7,0.204869237498127
8,-0.00696023638111526
9,0.417180692226479
10,0.980503966753997
11,1.29257385422373
12,1.75447881127457
