time,N
0,0.871408439255221
1,0.894000066694221
2,0.931589925700201
3,0.965273110387519
4,0.989035772202143
5,1.0117674797215
6,1.04066751259388
7,1.06883134657137
8,1.08459388241613
9,1.08483674907977
10,1.07969663453774
11,1.07912936808
12,1.08259917929858
13,1.08457328917642
14,1.08048575627126
15,1.06786270869539
16,1.04492589963029
17,1.01492136471432
18,0.984334207684806
19,0.957308720774572
20,0.931100435900331
21,0.902286376418095
22,0.877363334941022
23,0.871408439255221
