sector,wday,hour,coeff,coeff_l,coeff_u
1,1,0,0.8704550305104,0.864743410436437,0.876166650584363
1,2,0,0.888793937734776,0.883092206104528,0.894495669365024
1,3,0,0.886140280395043,0.880440661496656,0.89183989929343
1,4,0,0.896296477593813,0.890601510246669,0.901991444940957
1,5,0,0.885995553644597,0.880304505776339,0.891686601512855
1,6,0,0.941712535446004,0.936043646100507,0.947381424791501
1,7,0,0.944379249263495,0.938695776409093,0.950062722117896
1,1,1,0.80923867164012,0.804043154190573,0.814434189089666
1,2,1,0.841826687552377,0.836636303452614,0.84701707165214
1,3,1,0.842782907855426,0.837593622271233,0.847972193439619
1,4,1,0.85382599539264,0.848639130576657,0.859012860208623
1,5,1,0.854764148726568,0.849579326055518,0.859948971397619
1,6,1,0.910329699372318,0.90515646356735,0.915502935177286
1,7,1,0.900199892503587,0.895019022811678,0.905380762195496
1,1,2,0.772881418088779,0.766468022218754,0.779294813958803
1,2,2,0.815678000987795,0.809278465385616,0.822077536589974
1,3,2,0.819546139835886,0.813149564841442,0.825942714830329
1,4,2,0.828610244106623,0.822220186509555,0.835000301703692
1,5,2,0.839286621675892,0.832902054792855,0.845671188558928
1,6,2,0.887853069596418,0.881499527766128,0.894206611426709
1,7,2,0.869626286609617,0.863252328926866,0.876000244292368
1,1,3,0.76099227401682,0.754464361418552,0.767520186615088
1,2,3,0.808348089816081,0.8018328949046,0.814863284727562
1,3,3,0.813985125093361,0.807472648355102,0.82049760183162
1,4,3,0.820988643571334,0.814482152561571,0.827495134581096
1,5,3,0.836343858163269,0.829842412110309,0.842845304216229
1,6,3,0.870524041753487,0.864051139224923,0.876996944282051
1,7,3,0.846455257177824,0.839963564629917,0.852946949725731
1,1,4,0.775933066851561,0.770198101270062,0.78166803243306
1,2,4,0.821596719091759,0.815868047471819,0.827325390711699
1,3,4,0.827735195668017,0.822007870350899,0.833462520985135
1,4,4,0.833558667106838,0.827834307885499,0.839283026328176
1,5,4,0.848238114025739,0.84251625622432,0.853959971827158
1,6,4,0.860909868020615,0.855202189999205,0.866617546042025
1,7,4,0.830744241711958,0.825027223948804,0.836461259475112
1,1,5,0.823248177039833,0.816369359598051,0.830126994481614
1,2,5,0.861530092591216,0.854668196239929,0.868391988942505
1,3,5,0.867148804304578,0.860290519878922,0.874007088730233
1,4,5,0.871528335183749,0.864677998850341,0.878378671517156
1,5,5,0.883654929311187,0.87681128569361,0.890498572928764
1,6,5,0.868891155587797,0.862085271421595,0.875697039753999
1,7,5,0.82978860307407,0.822957882544757,0.836619323603383
1,1,6,0.904152196188267,0.89820678498472,0.910097607391813
1,2,6,0.930278003679167,0.924340623335103,0.936215384023231
1,3,6,0.934703392641109,0.928767730311556,0.940639054970662
1,4,6,0.93640835625212,0.930476479143468,0.942340233360772
1,5,6,0.947304323355371,0.941375638646342,0.9532330080644
1,6,6,0.901799309961618,0.895888723911096,0.907709896012141
1,7,6,0.8498076362057,0.843885128897715,0.855730143513684
1,1,7,0.9946394897091,0.988375427512453,1.00090355190575
1,2,7,1.00636463293296,1.00011215035463,1.01261711551129
1,3,7,1.00972264702579,1.00347263647907,1.01597265757251
1,4,7,1.00820666137544,1.0019620909556,1.01445123179527
1,5,7,1.01966078911857,1.01342080001452,1.02590077822262
1,6,7,0.950421561697112,0.944207428677064,0.95663569471716
1,7,7,0.888743191992738,0.882512050280453,0.894974333705024
1,1,8,1.06224338965131,1.0555335618037,1.06895321749892
1,2,8,1.06040011681748,1.05370584200124,1.06709439163373
1,3,8,1.06375399085463,1.05706303554452,1.07044494616475
1,4,8,1.05971903360884,1.05303538243799,1.06640268477969
1,5,8,1.07302998485672,1.06635248365621,1.07970748605722
1,6,8,0.9998592534375,0.993216441415481,1.00650206545952
1,7,8,0.941594889904488,0.934929262528899,0.948260517280076
1,1,9,1.09288601061386,1.08717661962186,1.09859540160586
1,2,9,1.08052465519314,1.07482122925315,1.08622808113313
1,3,9,1.08471680595043,1.07901465723283,1.09041895466804
1,4,9,1.07952353566146,1.07382420241532,1.0852228689076
1,5,9,1.09509911681663,1.08940215963103,1.10079607400223
1,6,9,1.03914364715899,1.03346018744102,1.04482710687696
1,7,9,0.999481790530541,0.993789435114473,1.00517414594661
1,1,10,1.1010057245987,1.09418829031278,1.10782315888462
1,2,10,1.08206281710827,1.07526205995331,1.08886357426323
1,3,10,1.08591953616193,1.07912233717443,1.09271673514943
1,4,10,1.08067239697139,1.07388302571912,1.08746176822366
1,5,10,1.09740990234686,1.09062712028148,1.10419268441223
1,6,10,1.06340633040467,1.05666068713667,1.07015197367267
1,7,10,1.0475125663953,1.04074250193229,1.05428263085831
1,1,11,1.1023039071136,1.0962008804423,1.1084069337849
1,2,11,1.08119399050536,1.0751009169822,1.08728706402853
1,3,11,1.08180728871651,1.07571634128388,1.08789823614913
1,4,11,1.07723536520373,1.0711490981838,1.08332163222367
1,5,11,1.0926642025662,1.08658187877631,1.0987465263561
1,6,11,1.06946872839533,1.06340868858531,1.07552876820535
1,7,11,1.07248204403059,1.06640733976056,1.07855674830061
1,1,12,1.10303125881175,1.09692823214045,1.10913428548305
1,2,12,1.08231510013854,1.07622202661538,1.0884081736617
1,3,12,1.07850750468807,1.07241655725545,1.0845984521207
1,4,12,1.0746433243015,1.06855705728157,1.08072959132144
1,5,12,1.08648102444992,1.08039870066002,1.09256334823981
1,6,12,1.06340495965894,1.05734491984892,1.06946499946896
1,7,12,1.07868199795164,1.07260729368162,1.08475670222166
1,1,13,1.10492932651142,1.0981118922255,1.11174676079735
1,2,13,1.08421068383602,1.07740992668106,1.09101144099098
1,3,13,1.07817667029946,1.07137947131196,1.08497386928696
1,4,13,1.07420715864762,1.06741778739534,1.08099652989989
1,5,13,1.08110085644264,1.07431807437726,1.08788363850801
1,6,13,1.05568538091424,1.04893973764624,1.06243102418225
