sector,wday,hour,coeff,coeff_l,coeff_u
1,1,0,0.946044022660875,0.936391782330758,0.955696262990992
1,2,0,0.955725287383662,0.946378669567786,0.965071905199537
1,3,0,0.952684330994109,0.943261049150536,0.962107612837683
1,4,0,0.966571628328548,0.957292391504027,0.97585086515307
1,5,0,0.953891328359629,0.944619260568598,0.963163396150659
1,6,0,0.982998588322449,0.973922154699313,0.992075021945585
1,7,0,0.975894606200383,0.966895646482694,0.984893565918072
1,1,1,0.92490166247321,0.915862112165451,0.933941212780969
1,2,1,0.942566244756589,0.933713733449842,0.951418756063336
1,3,1,0.939827582632134,0.930920797114255,0.948734368150014
1,4,1,0.951168359347839,0.942368833246484,0.959967885449194
1,5,1,0.940912341095056,0.932110447616922,0.949714234573189
1,6,1,0.970167998539815,0.961500464813741,0.978835532265889
1,7,1,0.968618047278886,0.959995337576768,0.977240756981005
1,1,2,0.913526298048656,0.902884428753724,0.924168167343589
1,2,2,0.934570001707443,0.924351571342704,0.944788432072182
1,3,2,0.933214878142309,0.922895888272427,0.94353386801219
1,4,2,0.941227402080244,0.931092714722756,0.951362089437731
1,5,2,0.933519337827736,0.923401119149128,0.943637556506344
1,6,2,0.958556172415289,0.94870198403428,0.968410360796299
1,7,2,0.965002871258256,0.955263321317343,0.974742421199169
1,1,3,0.911633490656631,0.900718554763222,0.92254842655004
1,2,3,0.933303124903083,0.922796417636907,0.94380983216926
1,3,3,0.934019431912125,0.923413847095004,0.944625016729245
1,4,3,0.938328203394086,0.92790501584683,0.948751390941343
1,5,3,0.933420547143415,0.923012159291576,0.943828934995253
1,6,3,0.951496834258053,0.941349074123922,0.961644594392184
1,7,3,0.9614375669636,0.951402500204451,0.971472633722751
1,1,4,0.919466380140947,0.909532268697667,0.929400491584228
1,2,4,0.939804517353316,0.930096396480165,0.949512638226468
1,3,4,0.942535865087639,0.932764117736244,0.952307612439034
1,4,4,0.943392250264291,0.933744762629966,0.953039737898617
1,5,4,0.941544969119785,0.93189708574201,0.951192852497559
1,6,4,0.950995457132653,0.941508486237175,0.96048242802813
1,7,4,0.95721139518085,0.947782440582891,0.966640349778808
1,1,5,0.937878042626173,0.926584369331346,0.949171715921001
1,2,5,0.954503047422701,0.943694611899801,0.965311482945601
1,3,5,0.958043052687252,0.947122126707874,0.968963978666629
1,4,5,0.956580358877122,0.945863992422184,0.96729672533206
1,5,5,0.957920733781958,0.947224660937959,0.968616806625956
1,6,5,0.95752191606502,0.94711972154901,0.967924110581029
1,7,5,0.954967213955116,0.944693367324075,0.965241060586157
1,1,6,0.966420578813804,0.956234128731443,0.976607028896164
1,2,6,0.976862723273863,0.966954432814253,0.986771013733473
1,3,6,0.979200451461926,0.969218615281367,0.989182287642486
1,4,6,0.977221792776319,0.967380480448585,0.987063105104054
1,5,6,0.981604003182839,0.971766595697882,0.991441410667796
