sector,wday,coeff,coeff_l,coeff_u
1,1,1.07007254643444,1.00828692027911,1.13185817258976
1,2,1.04671715476023,0.998251700772254,1.09518260874821
1,3,1.02336019412213,0.985041734359266,1.061678653885
1,4,1.00000194041329,0.965725531743005,1.03427834908357
1,5,0.976642986263378,0.938324526500512,1.01496144602624
1,6,0.953283098554068,0.90481764456609,1.00174855254205
1,7,0.929922079452464,0.868136453297141,0.991707705607787
2,1,0.993786687779677,0.907192321571737,1.08038105398762
2,2,0.995859695837651,0.927931767401242,1.06378762427406
2,3,0.99793189682532,0.944227890668602,1.05163590298204
2,4,1.0000023014138,0.951965583625931,1.04803901920167
2,5,1.00207127779349,0.948367271636775,1.05577528395021
2,6,1.00413984001484,0.936211911578434,1.07206776845125
2,7,1.00620830033522,0.919613934127278,1.09280266654316
3,1,1.07168335372953,1.05887571172036,1.08449099573869
3,2,1.08180055552877,1.07043832750466,1.09316278355289
3,3,1.07889902510529,1.06850612197855,1.08929192823203
3,4,1.05828336486675,1.04824037063259,1.06832635910091
3,5,0.997585211498378,0.987192308371639,1.00797811462512
3,6,0.901437177129848,0.890074949105733,0.912799405153963
3,7,0.81031131214143,0.797503670132269,0.823118954150592
4,1,1.05780833575026,1.05120064716658,1.06441602433395
4,2,1.06157030652756,1.05554295930922,1.06759765374591
4,3,1.06259913444056,1.0571254851757,1.06807278370542
4,4,1.04287105607624,1.03763149638196,1.04811061577051
4,5,0.991652249163224,0.986178599898362,0.997125898428086
4,6,0.923530850639667,0.917503503421324,0.929558197858009
4,7,0.859968067402488,0.853360378818804,0.866575755986171
5,1,1.07975555473094,1.06617831927355,1.09333279018834
5,2,1.08898137441369,1.0770703431896,1.10089240563778
5,3,1.07843471512395,1.06750227605932,1.08936715418858
5,4,1.05301692081105,1.04242297046884,1.06361087115326
5,5,0.994099206382196,0.983166767317565,1.00503164544683
5,6,0.899559978757999,0.88764894753391,0.911471009982088
5,7,0.806152249780171,0.79257501432278,0.819729485237562
6,1,1.03412340079847,1.03003919127409,1.03820761032284
6,2,1.03036542318186,1.02651225771619,1.03421858864753
6,3,1.0378015876279,1.03432325729403,1.04127991796178
6,4,1.04005121054342,1.03677611557795,1.0433263055089
6,5,1.01209822996168,1.0086198996278,1.01557656029555
6,6,0.954713438606951,0.950860273141281,0.958566604072621
6,7,0.890846709279722,0.886762499755344,0.894930918804099
7,1,1.04036718323975,1.03542548489509,1.04530888158441
7,2,1.05679433816696,1.05207842628648,1.06151025004744
7,3,1.0746404556014,1.07038911792953,1.07889179327327
7,4,1.07730942662141,1.07333391585475,1.08128493738807
7,5,1.0301347412222,1.02588340355033,1.03438607889406
7,6,0.925224596148937,0.920508684268456,0.929940508029418
7,7,0.795529258999341,0.790587560654682,0.800470957344001
8,1,1.01895809217876,0.95260051616582,1.08531566819171
8,2,1.01264555716554,0.960603632353076,1.06468748197801
8,3,1.00633226140873,0.965176368366207,1.04748815445125
8,4,1.00001517168603,0.963190329631856,1.0368400137402
8,5,0.993688267712314,0.952532374669792,1.03484416075484
8,6,0.987350872372665,0.935308947560197,1.03939279718513
8,7,0.981009777475955,0.91465220146301,1.0473673534889
9,1,1.00087419291943,0.994095759636386,1.00765262620248
9,2,1.0005831581219,0.995266195598384,1.00590012064541
9,3,1.00029207836798,0.996088176095779,1.00449598064018
9,4,1.00000067256872,0.996240086377053,1.00376125876039
9,5,0.99970881007922,0.995504907807021,1.00391271235142
9,6,0.99941665593041,0.994099693406898,1.00473361845392
9,7,0.999124432012341,0.992345998729292,1.00590286529539
10,1,1.00168554868921,0.96815351864979,1.03521757872864
10,2,1.00231636619149,0.976881458288197,1.02775127409479
10,3,1.00248044302047,0.981491114033032,1.0234697720079
10,4,1.00171300082447,0.982075056933263,1.02135094471567
10,5,0.999872848721368,0.978883519733932,1.0208621777088
10,6,0.997325797541056,0.971890889637761,1.02276070544435
10,7,0.994605995011934,0.961073964972511,1.02813802505136
11,1,1.00418400984585,0.995960931530374,1.01240708816132
11,2,1.00278982132552,0.996340454080235,1.00923918857081
11,3,1.00139559577473,0.996295587535371,1.00649560401408
11,4,1.00000093871792,0.995437940207397,1.00456393722844
11,5,0.998605578794527,0.993505570555173,1.00370558703388
11,6,0.997209835378355,0.990760468133068,1.00365920262364
11,7,0.995814220163104,0.987591141847631,1.00403729847858
