time,N
0,0.775429113943791
1,0.76185083887036
2,0.755265034374342
3,0.773078341734125
4,0.821020080483567
5,0.89131935892793
6,0.974940952207144
7,1.05998286693115
8,1.13360422021803
9,1.18642664818536
10,1.21444024235678
11,1.21599363962329
12,1.20449882164566
13,1.20047105083074
14,1.21147815326117
15,1.21784444208242
16,1.19778951341684
17,1.14494452020915
18,1.06288950820323
19,0.961299340875948
20,0.866903979520996
21,0.807948071162467
22,0.785152146991732
23,0.775429113943791
