Pollutant,sector,wday,coeff,coeff_l,coeff_u
CH4,1,1,1.01800668398593,1.01557321410456,1.0204401538673
CH4,1,2,1.02019002154402,1.01800420512757,1.02237583796046
CH4,1,3,1.01661575627619,1.01462331478186,1.01860819777053
CH4,1,4,1.01000943361234,1.00809131747711,1.01192754974757
CH4,1,5,0.996972313795068,0.994979872300735,0.998964755289402
CH4,1,6,0.977510822156355,0.975325005739915,0.979696638572796
CH4,1,7,0.960694968630096,0.958261498748725,0.963128438511467
CH4,10,1,0.994462132995513,0.993059998200529,0.995864267790498
CH4,10,2,0.996308097972867,0.995208803601361,0.997407392344374
CH4,10,3,0.998154059990738,0.997284365562062,0.999023754419414
CH4,10,4,1.00000001525489,0.999221475561178,1.0007785549486
CH4,10,5,1.00184596195805,1.00097626752937,1.00271565638673
CH4,10,6,1.00369190010982,1.00259260573831,1.00479119448132
CH4,10,7,1.00553783171812,1.00413569692314,1.00693996651311
CH4,11,1,0.998938490593296,0.998803040575147,0.999073940611446
CH4,11,2,0.999292324410765,0.999186129676262,0.999398519145267
CH4,11,3,0.999646159309052,0.999562144456221,0.999730174161882
CH4,11,4,0.999999996149606,0.999924787010295,1.00007520528892
CH4,11,5,1.00035383523118,1.00026982037835,1.00043785008401
CH4,11,6,1.00070767617579,1.00060148144129,1.0008138709103
CH4,11,7,1.00106151813031,1.00092606811216,1.00119696814846
CH4,2,1,1.01018551079589,1.01007219882971,1.01029882276208
CH4,2,2,1.00318367920924,1.00307429911382,1.00329305930466
CH4,2,3,0.993255429149783,0.993156927081944,0.993353931217621
CH4,2,4,0.989260226368753,0.989168801801021,0.989351650936486
CH4,2,5,0.994863928346313,0.994765426278475,0.994962430414151
CH4,2,6,1.00273711122408,1.00262773112866,1.0028464913195
CH4,2,7,1.00651411490594,1.00640080293975,1.00662742687212
CH4,3,1,1.07670403005553,1.07419739015616,1.0792106699549
CH4,3,2,1.08385100733571,1.08144490033027,1.08625711434116
CH4,3,3,1.08379155814257,1.08162371867952,1.08595939760562
CH4,3,4,1.06065597613588,1.05863634627687,1.06267560599489
CH4,3,5,0.99483526810882,0.992667428645767,0.997003107571873
CH4,3,6,0.897461802007905,0.895055695002459,0.899867909013351
CH4,3,7,0.80270035821358,0.800193718314213,0.805206998112947
CH4,4,1,1.07695872295367,1.07330823284539,1.08060921306195
CH4,4,2,1.08652208151518,1.08303005169175,1.09001411133861
CH4,4,3,1.08783994174759,1.08469268553641,1.09098719795877
CH4,4,4,1.06839952863277,1.06546090881948,1.07133814844606
CH4,4,5,1.00232181564089,0.999174559429706,1.00546907185207
CH4,4,6,0.894321032311505,0.890829002488076,0.897813062134933
CH4,4,7,0.783636877198397,0.779986387090118,0.787287367306676
CH4,5,1,1.00063670598496,0.99952951990847,1.00174389206144
CH4,5,2,1.00080860551,1.00003798633789,1.0015792246821
CH4,5,3,1.00084728240114,1.00009675138184,1.00159781342044
CH4,5,4,1.00060242628448,0.999849857453566,1.0013549951154
CH4,5,5,0.999994080775797,0.9992435497565,1.00074461179509
CH4,5,6,0.999083160366542,0.998312541194435,0.999853779538648
CH4,5,7,0.998027738677087,0.996920552600601,0.999134924753573
CH4,7,1,1.01894270602939,1.01507956616614,1.02280584589264
CH4,7,2,1.05394881974156,1.05024071310481,1.05765692637831
CH4,7,3,1.07620423246661,1.07286331757314,1.07954514736007
CH4,7,4,1.08422425863754,1.08111170097143,1.08733681630365
CH4,7,5,1.03905451837018,1.03571360347672,1.04239543326365
CH4,7,6,0.927885006274479,0.924176899637729,0.931593112911228
CH4,7,7,0.799740458480242,0.795877318616988,0.803603598343497
CH4,8,1,1.0090734250554,1.00526598527414,1.01288086483666
CH4,8,2,1.00772704417581,1.0042286006819,1.01122548766972
CH4,8,3,1.00752231208465,1.00435016431328,1.01069445985601
CH4,8,4,1.00277223184338,0.9997451304771,1.00579933320967
CH4,8,5,1.00107226138262,0.997900113611253,1.00424440915398
CH4,8,6,0.997818863513164,0.994320420019257,1.00131730700707
CH4,8,7,0.974013861944975,0.970206422163713,0.977821301726237
CH4,9,1,0.999249283613177,0.999117614848348,0.999380952378007
CH4,9,2,0.999499534690036,0.999396306054999,0.999602763325073
CH4,9,3,0.999749779168196,0.999668109380904,0.999831448955488
CH4,9,4,1.0000000144185,0.999926902938591,1.0000731258984
CH4,9,5,1.00025024169407,1.00016857190677,1.00033191148136
CH4,9,6,1.00050046364735,1.00039723501231,1.00060369228238
CH4,9,7,1.00075068276868,1.00061901400385,1.00088235153351
