Pollutant,sector,wday,coeff,coeff_l,coeff_u
N2O,1,1,1.01359156583107,1.01107628314702,1.01610684851512
N2O,1,2,1.01752604548137,1.01519723331572,1.01985485764702
N2O,1,3,1.01632006602626,1.01421155285405,1.01842857919847
N2O,1,4,1.01287785901445,1.0108728115057,1.01488290652321
N2O,1,5,0.999539522083797,0.997431008911587,1.00164803525601
N2O,1,6,0.977439612007317,0.975110799841666,0.979768424172968
N2O,1,7,0.962705329555733,0.960190046871682,0.965220612239783
N2O,10,1,1.00013043656141,0.999387379026648,1.00087349409616
N2O,10,2,1.0000869047595,0.999504344407673,1.00066946511133
N2O,10,3,1.00004339763695,0.99958250386999,1.00050429140391
N2O,10,4,0.999999932036032,0.999587337549496,1.00041252652257
N2O,10,5,0.999956507007518,0.999495613240557,1.00041740077448
N2O,10,6,0.999913106893954,0.999330546542128,1.00049566724578
N2O,10,7,0.999869715104639,0.999126657569881,1.0006127726394
N2O,11,1,0.998727626008815,0.998595658787007,0.998859593230624
N2O,11,2,0.999151752757037,0.999048288571677,0.999255216942398
N2O,11,3,0.999575878684769,0.999494024089797,0.999657733279741
N2O,11,4,1.00000000303291,0.999926727744986,1.00007327832083
N2O,11,5,1.00042412558938,1.00034227099441,1.00050598018436
N2O,11,6,1.0008482467471,1.00074478256174,1.00095171093246
N2O,11,7,1.00127236717999,1.00114039995818,1.00140433440179
N2O,2,1,1.01013803254794,1.01002970672071,1.01024635837518
N2O,2,2,1.00320404084514,1.00309947161174,1.00330861007854
N2O,2,3,0.993194566968246,0.993100397472076,0.993288736464416
N2O,2,4,0.989219230805149,0.989131828792676,0.989306632817622
N2O,2,5,0.994873728597859,0.994779559101689,0.99496789809403
N2O,2,6,1.0027320410483,1.0026274718149,1.0028366102817
N2O,2,7,1.00663835918736,1.00653003336012,1.00674668501459
N2O,3,1,1.07602481836034,1.07362731332108,1.07842232339961
N2O,3,2,1.08360146190952,1.08129773636543,1.08590518745361
N2O,3,3,1.08423482787923,1.08215942318018,1.08631023257828
N2O,3,4,1.06350792310411,1.06157571796782,1.06544012824039
N2O,3,5,0.998348072945638,0.996272668246586,1.00042347764469
N2O,3,6,0.897164372623364,0.894860647079277,0.899468098167451
N2O,3,7,0.797118523177801,0.794721018138534,0.799516028217068
N2O,4,1,1.06826607841596,1.06490404432291,1.071628112509
N2O,4,2,1.08310418868166,1.07988393261948,1.08632444474384
N2O,4,3,1.08683833206089,1.0839363827524,1.08974028136937
N2O,4,4,1.06832187461433,1.06561454482303,1.07102920440563
N2O,4,5,1.00357176057567,1.00066981126718,1.00647370988415
N2O,4,6,0.898209474462265,0.894989218400089,0.901429730524442
N2O,4,7,0.79168829118923,0.788326257096185,0.795050325282275
N2O,5,1,0.996171515304466,0.994368514525162,0.99797451608377
N2O,5,2,0.997447681782187,0.996033590265435,0.998861773298938
N2O,5,3,0.998723846028981,0.997605612162439,0.999842079895523
N2O,5,4,1.00000000637326,0.998999514213999,1.00100049853252
N2O,5,5,1.0012761628962,1.00015792902965,1.00239439676274
N2O,5,6,1.00255231710365,1.0011382255869,1.0039664086204
N2O,5,7,1.00382847051126,1.00202546973196,1.00563147129057
N2O,6,1,1.0205967999653,1.0143733627854,1.0268202371452
N2O,6,2,1.02082453179039,1.01586362162357,1.0257854419572
N2O,6,3,1.02005972004721,1.01532759835045,1.02479184174396
N2O,6,4,1.01381764126256,1.00919892875944,1.01843635376568
N2O,6,5,0.998454531702705,0.993722410005949,1.00318665339946
N2O,6,6,0.975689875759699,0.970728965592887,0.980650785926511
N2O,6,7,0.950556899472143,0.944333462292246,0.95678033665204
N2O,7,1,1.08144908855419,1.07470294330044,1.08819523380794
N2O,7,2,1.12371806500062,1.11721698985356,1.13021914014769
N2O,7,3,1.13923389596719,1.1333785780832,1.14508921385118
N2O,7,4,1.16891435504498,1.1634735452117,1.17435516487825
N2O,7,5,1.06153001378304,1.05567469589905,1.06738533166703
N2O,7,6,0.80095635573532,0.794455280588254,0.807457430882386
N2O,7,7,0.624198225914659,0.617452080660912,0.630944371168407
N2O,8,1,0.991101983532585,0.988457074721446,0.993746892343723
N2O,8,2,1.00899145365772,1.00654134593658,1.01144156137887
N2O,8,3,1.01753132044053,1.01531319656373,1.01974944431734
N2O,8,4,1.01660687156005,1.01449812224727,1.01871562087283
N2O,8,5,1.00909229570169,1.00687417182488,1.01131041957849
N2O,8,6,0.992414483231759,0.989964375510617,0.994864590952902
N2O,8,7,0.964261591875665,0.961616683064526,0.966906500686804
N2O,9,1,0.999171446002815,0.999043387075256,0.999299504930376
N2O,9,2,0.99944763366444,0.999347235144347,0.999548032184533
N2O,9,3,0.999723819172042,0.999644388448899,0.999803249895185
N2O,9,4,1.0000000017756,0.999928894731374,1.00007110881982
N2O,9,5,1.0002761832613,1.00019675253816,1.00035561398444
N2O,9,6,1.00055236595704,1.00045196743695,1.00065276447714
N2O,9,7,1.00082855016676,1.0007004912392,1.00095660909432
