Pollutant,sector,wday,coeff,coeff_l,coeff_u
NOx,1,1,1.02123892102435,1.01792874640508,1.02454909564363
NOx,1,2,1.03022255921254,1.0270596509864,1.03338546743868
NOx,1,3,1.02502583378266,1.02217488074738,1.02787678681793
NOx,1,4,1.02463097790351,1.02196710568049,1.02729485012653
NOx,1,5,1.00410011837728,1.00124916534201,1.00695107141256
NOx,1,6,0.958602441570809,0.955439533344673,0.961765349796945
NOx,1,7,0.936179148128843,0.932868973509566,0.939489322748121
NOx,10,1,1.00181364069523,1.00105033498718,1.00257694640327
NOx,10,2,1.00120896913097,1.00061052303108,1.00180741523086
NOx,10,3,1.00060434513922,1.00013089434972,1.00107779592871
NOx,10,4,0.999999814557862,0.999575990578468,1.00042363853726
NOx,10,5,0.999395394011857,0.99892194322236,0.999868844801354
NOx,10,6,0.998791061811132,0.99819261571124,0.999389507911024
NOx,10,7,0.998186774653735,0.99742346894569,0.99895008036178
NOx,11,1,0.999034012280637,0.998516251493645,0.999551773067628
NOx,11,2,0.999356003383026,0.998950071451934,0.999761935314117
NOx,11,3,0.99967799662759,0.999356847961461,0.999999145293718
NOx,11,4,0.99999999361135,0.999712505123526,1.00028748209917
NOx,11,5,1.00032199447509,1.00000084580897,1.00064314314122
NOx,11,6,1.00064399779707,1.00023806586597,1.00104992972816
NOx,11,7,1.00096600182524,1.00044824103825,1.00148376261223
NOx,2,1,1.01018534992541,1.01009184445822,1.01027885539261
NOx,2,2,1.00322239826334,1.00313213051785,1.00331266600882
NOx,2,3,0.99324632331927,0.993165033326266,0.993327613312275
NOx,2,4,0.989148799860635,0.98907335456443,0.98922424515684
NOx,2,5,0.994796334482837,0.994715044489832,0.994877624475841
NOx,2,6,1.00281941037399,1.00272914262851,1.00290967811948
NOx,2,7,1.00658138377452,1.00648787830733,1.00667488924172
NOx,3,1,1.06663240497974,1.06343320061369,1.0698316093458
NOx,3,2,1.07533240393138,1.07227233970767,1.0783924681551
NOx,3,3,1.0777461369408,1.07498817362348,1.08050410025812
NOx,3,4,1.06004566468069,1.05747038642995,1.06262094293142
NOx,3,5,1.00047252239203,0.997714559074704,1.00323048570935
NOx,3,6,0.906658529198317,0.903598464974599,0.909718593422035
NOx,3,7,0.813112337877044,0.809913133510987,0.8163115422431
NOx,4,1,1.07183700660267,1.06911930924867,1.07455470395667
NOx,4,2,1.08259920610874,1.0799914440688,1.08520696814868
NOx,4,3,1.08528376730038,1.08293416491553,1.08763336968523
NOx,4,4,1.06398089688645,1.06179141669124,1.06617037708166
NOx,4,5,0.998079786409044,0.995730184024194,1.00042938879389
NOx,4,6,0.898235331647822,0.89562756960788,0.900843093687764
NOx,4,7,0.799984005044888,0.797266307690886,0.80270170239889
NOx,5,1,1.02088151264873,1.01495590771183,1.02680711758564
NOx,5,2,1.02341508619325,1.01849680730012,1.02833336508638
NOx,5,3,1.02406938415423,1.01945993881208,1.02867882949637
NOx,5,4,1.01757114367591,1.01307372265221,1.0220685646996
NOx,5,5,0.999281633266183,0.994672187924039,1.00389107860833
NOx,5,6,0.971906060018751,0.966987781125619,0.976824338911883
NOx,5,7,0.942875180042949,0.936949575106045,0.948800784979852
NOx,6,1,0.999233126978734,0.997003946141081,1.00146230781639
NOx,6,2,0.999488758666743,0.997740414586775,1.00123710274671
NOx,6,3,0.999744387026489,0.99836183326916,1.00112694078382
NOx,6,4,1.00000000979871,0.998763028682427,1.00123699091499
NOx,6,5,1.00025562680803,0.998873073050701,1.00163818056536
NOx,6,6,1.00051123976398,0.998762895684015,1.00225958384395
NOx,6,7,1.00076685095731,0.998537670119661,1.00299603179497
NOx,7,1,1.05246931765138,1.04770465060992,1.05723398469283
NOx,7,2,1.08013652239962,1.07555693295218,1.08471611184705
NOx,7,3,1.10165008001315,1.09752447348506,1.10577568654123
NOx,7,4,1.11147689120137,1.1076366608797,1.11531712152304
NOx,7,5,1.04280843195836,1.03868282543028,1.04693403848645
NOx,7,6,0.885460010373345,0.880880420925913,0.890039599820777
NOx,7,7,0.725998746402782,0.721234079361326,0.730763413444239
NOx,8,1,0.977698645925942,0.97483607605475,0.980561215797135
NOx,8,2,1.00661368831203,1.0039216626098,1.00930571401427
NOx,8,3,1.02062111735488,1.01818990314624,1.02305233156353
NOx,8,4,1.02176394439557,1.01947065536244,1.02405723342869
NOx,8,5,1.0153154242874,1.01288421007875,1.01774663849604
NOx,8,6,0.99656651987958,0.993874494177342,0.999258545581818
NOx,8,7,0.961420659844595,0.958558089973403,0.964283229715788
NOx,9,1,0.999576516808912,0.99807206702846,1.00108096658936
NOx,9,2,0.999717681629847,0.998538171196454,1.00089719206324
NOx,9,3,0.999858845105516,0.998925688243975,1.00079200196706
NOx,9,4,1.00000000549917,0.999164654605141,1.0008353563932
NOx,9,5,1.0001411624339,0.999208005572355,1.00107431929544
NOx,9,6,1.00028231720188,0.999102806768487,1.00146182763527
NOx,9,7,1.00042347132078,0.998919021540324,1.00192792110123
NOx,avi.cruise,1,1.00146658911109,0.999488857003517,1.00344432121866
NOx,avi.cruise,2,1.00097770609452,0.999426580271947,1.00252883191708
NOx,avi.cruise,3,1.00048882452456,0.999262219579613,1.00171542946952
NOx,avi.cruise,4,0.99999995589237,0.998902495685586,1.00109741609915
NOx,avi.cruise,5,0.999511113946957,0.998284509002006,1.00073771889191
NOx,avi.cruise,6,0.99902230192384,0.997471176101271,1.00057342774641
NOx,avi.cruise,7,0.998533508506662,0.996555776399088,1.00051124061424
