wday,hour,N
1,0,0.333286381563646
1,1,0.164155419956039
1,2,0.107542453313933
1,3,0.220266047896743
1,4,0.488992627472294
1,5,0.819285366065427
1,6,1.11936569787444
1,7,1.33761006721578
1,8,1.43710185023966
1,9,1.42577549904017
1,10,1.38106290907333
1,11,1.37616235493128
1,12,1.40317239251817
1,13,1.41568022617231
1,14,1.393478217567
1,15,1.37181034217844
1,16,1.38748962997002
1,17,1.41439962681212
1,18,1.38584780981683
1,19,1.25796899984949
1,20,1.05450742938163
1,21,0.81112938072089
1,22,0.56062288880673
1,23,0.333286381563646
2,0,0.337427045456506
2,1,0.167007571285487
2,2,0.107105655107746
2,3,0.217441147942388
2,4,0.486404794578577
2,5,0.819923396281529
2,6,1.12622748831131
2,7,1.35214292595801
2,8,1.45863885805671
2,9,1.45024967976429
2,10,1.39901503749673
2,11,1.37438660255764
2,12,1.37914651596412
2,13,1.38437916408932
2,14,1.37641403074631
2,15,1.3739601237426
2,16,1.39590786207278
2,17,1.4158596151241
2,18,1.37822011351654
2,19,1.24728304222745
2,20,1.04595355043372
2,21,0.807446996981834
2,22,0.562031736847794
2,23,0.337427045456506
3,0,0.335984912680482
3,1,0.168182708294885
3,2,0.110333783645658
3,3,0.222502595937706
3,4,0.492543079120248
3,5,0.82482621289945
3,6,1.12660459043053
3,7,1.34727739608163
3,8,1.45158001814227
3,9,1.44531427066082
3,10,1.39791212579104
3,11,1.37619425784586
3,12,1.38277388290935
3,13,1.38973564405617
3,14,1.38361889423353
3,15,1.38166990660306
3,16,1.40128785198394
3,17,1.41670072927266
3,18,1.37430425581784
3,19,1.24003702757366
3,20,1.0373881403176
3,21,0.799916682368688
3,22,0.557326120652443
3,23,0.335984912680482
4,0,0.338696241300898
4,1,0.168521895841949
4,2,0.1090074953216
4,3,0.21882374274156
4,4,0.486239191926925
4,5,0.818130112956102
4,6,1.12348553996818
4,7,1.3484871758585
4,8,1.45300069488059
4,9,1.44215459302417
4,10,1.39121461828183
4,11,1.37230527439504
4,12,1.38468957464243
4,13,1.39300336312036
4,14,1.38090238268267
4,15,1.37237578352662
4,16,1.39212676097616
4,17,1.4141194831522
4,18,1.37960453281646
4,19,1.25047272903045
4,20,1.04955602176473
4,21,0.810426791510618
4,22,0.563959758979069
4,23,0.338696241300898
5,0,0.342441403170382
5,1,0.172637445317478
5,2,0.11181345742529
5,3,0.219558933793104
5,4,0.485647019989955
5,5,0.819135824722085
5,6,1.13025287645265
5,7,1.36092859743701
5,8,1.46494416970883
5,9,1.44585821884831
5,10,1.38436725628
5,11,1.35807347425652
5,12,1.36730771255005
5,13,1.37567323039581
5,14,1.3661909546239
5,15,1.36307649824475
5,16,1.39111915570513
5,17,1.42147673150868
5,18,1.39072973004231
5,19,1.2584484653928
5,20,1.05199240896612
5,21,0.810425882957632
5,22,0.565459149040817
5,23,0.342441403170382
6,0,0.327880060558831
6,1,0.166770067327446
6,2,0.1173714971089
6,3,0.23305327401579
6,4,0.500790776853169
6,5,0.830801468058178
6,6,1.13495281472502
6,7,1.35827093944222
6,8,1.45811656233601
6,9,1.4402934133202
6,10,1.38567394824169
6,11,1.37125672977659
6,12,1.39199139178544
6,13,1.40384838950423
6,14,1.38653649213773
6,15,1.37004896364167
6,16,1.3857899055755
6,17,1.40795826227454
6,18,1.37386901560518
6,19,1.24272225488097
6,20,1.03844007819462
6,21,0.796369329671726
6,22,0.549314304405531
6,23,0.327880060558831
7,0,0.351059010723645
7,1,0.171932506928437
7,2,0.101261604945009
7,3,0.20412803552261
7,4,0.470519159255013
7,5,0.803605352383136
7,6,1.10902813854395
7,7,1.33331801561773
7,8,1.43796449848004
7,9,1.42912405128498
7,10,1.38216478813374
7,11,1.36900466211287
7,12,1.38687914517131
7,13,1.3975417277995
7,14,1.3839634964857
7,15,1.37406872582227
7,16,1.39662401327423
7,17,1.42438575029768
7,18,1.39399793548926
7,19,1.26463333198227
7,20,1.06200123513784
7,21,0.82329638912019
7,22,0.578439414764926
7,23,0.351059010723645
