Sector,moy,coeff
2,1,0.145571837757067
2,2,0.131232614403556
2,3,0.12502918279035
2,4,0.0970316455374708
2,5,0.0652278661489956
2,6,0.0315572844162838
2,7,0.0237460274766318
2,8,0.0242029248036788
2,9,0.0355479912659217
2,10,0.0712185865957143
2,11,0.110841593267782
2,12,0.138792445536549
