Sector,moy,coeff
11,1,0.0777301147135268
11,2,0.0851557065037505
11,3,0.0851557065037501
11,4,0.0851557065037504
11,5,0.0815049470843646
11,6,0.0815049470843649
11,7,0.0815049470843647
11,8,0.0907396273922256
11,9,0.094816610172529
11,10,0.0812714575303204
11,11,0.0777301147135267
11,12,0.0777301147135265
