Sector,moy,coeff
3,1,0.0798972790174407
3,2,0.0802580305438651
3,3,0.0886668222701575
3,4,0.0815299618062359
3,5,0.0834140930140324
3,6,0.0846473415072565
3,7,0.0827839260948302
3,8,0.0800189355081936
3,9,0.0853882901428816
3,10,0.0869300178765845
3,11,0.0863599268391217
3,12,0.0801053753794006
