Sector,moy,coeff
10,1,0.0151118292074315
10,2,0.0631171325291916
10,3,0.220803089631488
10,4,0.309048087776786
10,5,0.145473083534518
10,6,0.0588580795192252
10,7,0.0405608112539459
10,8,0.0483335664716719
10,9,0.0469866737241704
10,10,0.0213768120498821
10,11,0.0152190050942573
10,12,0.0151118292074315
