sector,hour,coeff,coeff_l,coeff_u
1,0,0.90105316894865,0.896416538710024,0.905689799187277
1,1,0.869878630979805,0.865660796595971,0.87409646536364
1,2,0.855633219916828,0.850427017512267,0.860839422321389
1,3,0.848169103786758,0.842869878563362,0.853468329010153
1,4,0.848872272315048,0.844216529908715,0.853528014721382
1,5,0.872463025320533,0.86687909868258,0.878046951958486
1,6,0.928982182987348,0.924155663571896,0.933808702402799
1,7,0.99812923415213,0.993044170216751,1.00321429808751
1,8,1.0493427111735,1.04389592101927,1.05478950132773
1,9,1.06927203695923,1.06463704297781,1.07390703094065
1,10,1.07125992979926,1.06572582752447,1.07679403207406
1,11,1.06968467292003,1.06473027616641,1.07463906967365
1,12,1.06891299569144,1.06395859893782,1.07386739244507
1,13,1.06854482840439,1.0630107261296,1.07407893067919
1,14,1.06935764869132,1.0647226547099,1.07399264267274
1,15,1.07465990523104,1.06921311507681,1.08010669538527
1,16,1.08737228231357,1.0822872183782,1.09245734624895
1,17,1.10220288284389,1.09737636342844,1.10702940225935
1,18,1.10856346163513,1.10297953499718,1.11414738827308
1,19,1.09786061157265,1.09320486916632,1.10251635397899
1,20,1.06749310583101,1.06219388060762,1.07279233105441
1,21,1.01652597544786,1.0113197730433,1.02173217785242
1,22,0.9547129441299,0.950495109746066,0.958930778513735
1,23,0.90105316894865,0.896416538710024,0.905689799187277
2,0,0.759687092809079,0.748047012151526,0.771327173466631
2,1,0.633707753070403,0.62312664285407,0.644288863286736
2,2,0.558092583457913,0.545017195186645,0.571167971729181
2,3,0.517075409275531,0.503769144934819,0.530381673616244
2,4,0.515145213315482,0.503464304536476,0.526826122094487
2,5,0.580208069252908,0.566179957946536,0.594236180559281
2,6,0.72990573306409,0.717793411430983,0.742018054697196
2,7,0.917144694444463,0.90437736794602,0.929912020942906
2,8,1.07286767138523,1.05918594386589,1.08654939890457
2,9,1.16045801773057,1.14882977238727,1.17208626307386
2,10,1.19361709546662,1.17971431305278,1.20751987788047
2,11,1.19031292594605,1.1778763002808,1.2027495516113
2,12,1.16802296082338,1.15558633515813,1.18045958648863
2,13,1.14399639285752,1.13009361044368,1.15789917527136
2,14,1.13640329305152,1.12477504770822,1.14803153839481
2,15,1.16534783317413,1.15166610565479,1.17902956069348
2,16,1.24714835154691,1.23438102504847,1.25991567804536
2,17,1.35128174746901,1.3391694258359,1.36339406910212
2,18,1.41702134009008,1.40299322878371,1.43104945139645
2,19,1.39977305556094,1.38809214678194,1.41145396433995
2,20,1.30279717503555,1.28949091069483,1.31610343937626
2,21,1.13901614232432,1.12594075405305,1.15209153059559
2,22,0.941282356039223,0.93070124582289,0.951863466255556
2,23,0.759687092809079,0.748047012151526,0.771327173466632
3,0,0.876784482489891,0.875891227455953,0.87767773752383
3,1,0.89839653464745,0.897585516895341,0.899207552399558
3,2,0.934530289553466,0.933526197391443,0.935534381715488
3,3,0.966796991412188,0.965775524228573,0.967818458595804
3,4,0.989373268497357,0.988477795123449,0.990268741871265
3,5,1.01096265369474,1.00988487512036,1.01204043226911
3,6,1.03861312849002,1.03768420842029,1.03954204855975
3,7,1.06558061168233,1.06460065966002,1.06656056370464
3,8,1.08046686932498,1.07941594025369,1.08151779839627
3,9,1.08030334184523,1.07941198618251,1.08119469750795
3,10,1.07519492662433,1.07412679292207,1.0762630603266
3,11,1.07502645667418,1.07407222607092,1.07598068727743
3,12,1.07900386846556,1.0780496378623,1.07995809906882
3,13,1.08124856870428,1.08018043500202,1.08231670240654
3,14,1.07713979762225,1.07624844195953,1.07803115328497
3,15,1.064760236327,1.06370930725571,1.06581116539829
3,16,1.04290280848894,1.04192285646663,1.04388276051125
3,17,1.01465972689609,1.01373080682636,1.01558864696583
3,18,0.985894711141743,0.984816932567366,0.98697248971612
3,19,0.960298512855216,0.959403039481308,0.961193986229124
3,20,0.9351783504742,0.934156883290585,0.936199817657815
