time,N
1,0.933824250572727
2,0.929764070879679
3,0.960513130005257
4,1.00300605719189
5,1.03541206559714
6,1.04299626983647
7,1.04002224321624
8,1.02797940741674
9,1.04027118789046
10,1.04865430557719
11,1.00373276124348
12,0.933824250572727
