Profile_ID,wday,N
INDU_PRO_GEN,1,0.152785622
INDU_MAN_GEN,1,0.152785622
INDU_MIN_GEN,1,0.152785622
INDU_MAN_PAP,1,0.152785622
INDU_MAN_FAB,1,0.152785622
INDU_MAN_IRO,1,0.152785622
INDU_MAN_MET,1,0.152785622
INDU_MAN_CHE,1,0.152785622
INDU_MAN_CAP,1,0.152785622
INDU_MAN_PET,1,0.142857143
INDU_EXT_PAG,1,0.142857143
INDU_PRO_GEN,2,0.154114481
INDU_MAN_GEN,2,0.154114481
INDU_MIN_GEN,2,0.154114481
INDU_MAN_PAP,2,0.154114481
INDU_MAN_FAB,2,0.154114481
INDU_MAN_IRO,2,0.154114481
INDU_MAN_MET,2,0.154114481
INDU_MAN_CHE,2,0.154114481
INDU_MAN_CAP,2,0.154114481
INDU_MAN_PET,2,0.142857143
INDU_EXT_PAG,2,0.142857143
INDU_PRO_GEN,3,0.154646025
INDU_MAN_GEN,3,0.154646025
INDU_MIN_GEN,3,0.154646025
INDU_MAN_PAP,3,0.154646025
INDU_MAN_FAB,3,0.154646025
INDU_MAN_IRO,3,0.154646025
INDU_MAN_MET,3,0.154646025
INDU_MAN_CHE,3,0.154646025
INDU_MAN_CAP,3,0.154646025
INDU_MAN_PET,3,0.142857143
INDU_EXT_PAG,3,0.142857143
INDU_PRO_GEN,4,0.153350387
INDU_MAN_GEN,4,0.153350387
INDU_MIN_GEN,4,0.153350387
INDU_MAN_PAP,4,0.153350387
INDU_MAN_FAB,4,0.153350387
INDU_MAN_IRO,4,0.153350387
INDU_MAN_MET,4,0.153350387
INDU_MAN_CHE,4,0.153350387
INDU_MAN_CAP,4,0.153350387
INDU_MAN_PET,4,0.142857143
INDU_EXT_PAG,4,0.142857143
INDU_PRO_GEN,5,0.153815488
INDU_MAN_GEN,5,0.153815488
INDU_MIN_GEN,5,0.153815488
INDU_MAN_PAP,5,0.153815488
INDU_MAN_FAB,5,0.153815488
INDU_MAN_IRO,5,0.153815488
INDU_MAN_MET,5,0.153815488
INDU_MAN_CHE,5,0.153815488
INDU_MAN_CAP,5,0.153815488
INDU_MAN_PET,5,0.142857143
INDU_EXT_PAG,5,0.142857143
INDU_PRO_GEN,6,0.11544467
INDU_MAN_GEN,6,0.11544467
INDU_MIN_GEN,6,0.11544467
INDU_MAN_PAP,6,0.11544467
INDU_MAN_FAB,6,0.11544467
INDU_MAN_IRO,6,0.11544467
INDU_MAN_MET,6,0.11544467
INDU_MAN_CHE,6,0.11544467
INDU_MAN_CAP,6,0.11544467
INDU_MAN_PET,6,0.142857143
INDU_EXT_PAG,6,0.142857143
INDU_PRO_GEN,7,0.115843327
INDU_MAN_GEN,7,0.115843327
INDU_MIN_GEN,7,0.115843327
INDU_MAN_PAP,7,0.115843327
INDU_MAN_FAB,7,0.115843327
INDU_MAN_IRO,7,0.115843327
INDU_MAN_MET,7,0.115843327
INDU_MAN_CHE,7,0.115843327
INDU_MAN_CAP,7,0.115843327
INDU_MAN_PET,7,0.142857143
INDU_EXT_PAG,7,0.142857143
