Profile_ID,wday,N
AVIA_GEN,1,11
AVIA_GEN,1,8
AVIA_GEN,1,
AVIA_GEN,1,4
AVIA_GEN,1,16
AVIA_GEN,1,55
AVIA_GEN,1,57
AVIA_GEN,1,57
AVIA_GEN,1,52
AVIA_GEN,1,49
AVIA_GEN,1,60
AVIA_GEN,1,60
AVIA_GEN,1,56
AVIA_GEN,1,56
AVIA_GEN,1,53
AVIA_GEN,1,57
AVIA_GEN,1,60
AVIA_GEN,1,55
AVIA_GEN,1,54
AVIA_GEN,1,45
AVIA_GEN,1,45
AVIA_GEN,1,41
AVIA_GEN,1,28
AVIA_GEN,1,13
AVIA_GEN,1,4
AVIA_GEN,1,2
AVIA_GEN,1,1
AVIA_GEN,1,2
AVIA_GEN,1,
AVIA_GEN,1,6
AVIA_GEN,1,33
AVIA_GEN,1,49
AVIA_GEN,1,53
AVIA_GEN,1,46
AVIA_GEN,1,44
AVIA_GEN,1,47
AVIA_GEN,1,47
AVIA_GEN,1,47
AVIA_GEN,1,42
AVIA_GEN,1,39
AVIA_GEN,1,44
AVIA_GEN,1,43
AVIA_GEN,1,45
AVIA_GEN,1,46
AVIA_GEN,1,41
AVIA_GEN,1,38
AVIA_GEN,1,28
AVIA_GEN,1,10
AVIA_GEN,1,8
AVIA_GEN,1,3
AVIA_GEN,1,
AVIA_GEN,1,
AVIA_GEN,1,6
AVIA_GEN,1,29
AVIA_GEN,1,46
AVIA_GEN,1,47
AVIA_GEN,1,27
AVIA_GEN,1,14
AVIA_GEN,1,28
AVIA_GEN,1,37
AVIA_GEN,1,41
AVIA_GEN,1,28
AVIA_GEN,1,33
AVIA_GEN,1,40
AVIA_GEN,1,31
AVIA_GEN,1,48
AVIA_GEN,1,43
AVIA_GEN,1,26
AVIA_GEN,1,12
AVIA_GEN,1,27
AVIA_GEN,1,27
AVIA_GEN,1,10
AVIA_GEN,1,2
AVIA_GEN,1,1
AVIA_GEN,1,
AVIA_GEN,1,
AVIA_GEN,1,
AVIA_GEN,1,1
AVIA_GEN,1,23
AVIA_GEN,1,37
AVIA_GEN,1,41
AVIA_GEN,1,25
AVIA_GEN,1,13
AVIA_GEN,1,23
AVIA_GEN,1,35
AVIA_GEN,1,30
AVIA_GEN,1,16
AVIA_GEN,1,20
AVIA_GEN,1,24
AVIA_GEN,1,29
AVIA_GEN,1,31
AVIA_GEN,1,38
AVIA_GEN,1,27
AVIA_GEN,1,8
AVIA_GEN,1,19
AVIA_GEN,1,26
AVIA_GEN,1,3
AVIA_GEN,1,1
AVIA_GEN,1,
AVIA_GEN,1,1
AVIA_GEN,1,2
AVIA_GEN,1,26
AVIA_GEN,1,26
AVIA_GEN,1,25
AVIA_GEN,1,22
AVIA_GEN,1,28
AVIA_GEN,1,21
