Profile_ID,yday,N
AVIA_GEN,15,6138
AVIA_GEN,15,6790
AVIA_GEN,15,6199
AVIA_GEN,15,7899
AVIA_GEN,15,6156
AVIA_GEN,15,386
AVIA_GEN,15,353
AVIA_GEN,15,337
AVIA_GEN,15,405
AVIA_GEN,15,355
AVIA_GEN,15,110
AVIA_GEN,15,106
AVIA_GEN,15,96
AVIA_GEN,15,48
AVIA_GEN,15,87
AVIA_GEN,15,2817
AVIA_GEN,15,2726
AVIA_GEN,15,2600
AVIA_GEN,15,2801
AVIA_GEN,15,2857
AVIA_GEN,15,3049
AVIA_GEN,15,3064
AVIA_GEN,15,3524
AVIA_GEN,15,2404
AVIA_GEN,15,2726
AVIA_GEN,15,136
AVIA_GEN,15,142
AVIA_GEN,15,145
AVIA_GEN,15,127
AVIA_GEN,15,123
AVIA_GEN,15,13
AVIA_GEN,15,8
AVIA_GEN,15,19
AVIA_GEN,15,4
AVIA_GEN,15,7697
AVIA_GEN,15,7147
AVIA_GEN,15,7224
AVIA_GEN,15,6374
AVIA_GEN,15,6583
AVIA_GEN,15,477
AVIA_GEN,15,532
AVIA_GEN,15,336
AVIA_GEN,15,407
AVIA_GEN,15,453
AVIA_GEN,15,225
AVIA_GEN,15,213
AVIA_GEN,15,250
AVIA_GEN,15,329
AVIA_GEN,15,296
AVIA_GEN,15,4255
AVIA_GEN,15,4283
AVIA_GEN,15,4532
AVIA_GEN,15,3295
AVIA_GEN,15,3694
AVIA_GEN,15,2
AVIA_GEN,45,7740
AVIA_GEN,45,392
AVIA_GEN,45,46
AVIA_GEN,45,2989
AVIA_GEN,45,2444
AVIA_GEN,45,124
AVIA_GEN,45,1
AVIA_GEN,45,6164
AVIA_GEN,45,337
AVIA_GEN,45,307
AVIA_GEN,45,3340
AVIA_GEN,45,27
AVIA_GEN,45,72
AVIA_GEN,45,788
AVIA_GEN,45,160
AVIA_GEN,45,58
AVIA_GEN,45,261
AVIA_GEN,45,87
AVIA_GEN,45,293
AVIA_GEN,45,3599
AVIA_GEN,45,7236
AVIA_GEN,45,850
AVIA_GEN,45,16732
AVIA_GEN,45,5257
AVIA_GEN,45,88
AVIA_GEN,45,1669
AVIA_GEN,45,35062
AVIA_GEN,45,919
AVIA_GEN,45,866
AVIA_GEN,45,114
AVIA_GEN,45,1201
AVIA_GEN,45,508
AVIA_GEN,45,1727
AVIA_GEN,45,798
AVIA_GEN,45,426
AVIA_GEN,45,1943
AVIA_GEN,45,54
AVIA_GEN,45,2119
AVIA_GEN,45,6633
AVIA_GEN,45,5138
AVIA_GEN,45,5
AVIA_GEN,45,10685
AVIA_GEN,45,2597
AVIA_GEN,45,301
AVIA_GEN,45,1521
AVIA_GEN,45,4
AVIA_GEN,45,162
AVIA_GEN,45,1031
AVIA_GEN,45,23
AVIA_GEN,45,2630
AVIA_GEN,45,662
AVIA_GEN,45,10464
AVIA_GEN,45,470
AVIA_GEN,45,703
AVIA_GEN,45,78
AVIA_GEN,45,231
AVIA_GEN,75,8405
AVIA_GEN,75,456
AVIA_GEN,75,52
AVIA_GEN,75,3326
AVIA_GEN,75,2812
AVIA_GEN,75,138
AVIA_GEN,75,8
AVIA_GEN,75,6968
AVIA_GEN,75,487
AVIA_GEN,75,366
