Profile_ID,Year,1,2,3,4,5,6,7,8,9,10,11,12
SOLV_OTH,0,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333
SOLV_IND,0,0.07612,0.077225,0.081371,0.08507,0.085412,0.08828,0.087481,0.08565,0.087795,0.086595,0.081093,0.077909
