
"Gas","NFR/CRF Group","Source","Activity","Units","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"PM10 (Particulate Matter < 10&micro;m)","1A","","","kilotonne","542.98219134074","476.27757906584","412.31711172914","421.83930913538","388.26853542303","344.26465192473","338.07127932185","337.29600564714","322.87298399465","334.19087620006","300.36820054407","284.00134664284","275.93915736495","266.46173216445","224.8180038921","262.56082830808","276.48113402125","255.29161842747","247.55444194742","241.45130141112","233.05865450979","237.02177205967","229.69722682061","215.13471110534","201.37476338821","181.35379451326","177.31653948125","161.62273583446","158.31811142173","154.41789783464","141.51378550861","134.33066875774","117.58176248374","116.08076128324","115.70533405105","114.51411885235","113.94893310488","106.54293529516","107.09785712742","102.39310900039","110.66199863605","99.450969599889","107.07329941542","108.31464186468","100.74928793969","100.37335251457","98.021671127044","97.316664802685","100.14966435939","97.460862042701"
"PM10 (Particulate Matter < 10&micro;m)","1A1a","Miscellaneous industrial/commercial combustion","MSW","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00640446270767296","0.00639562896600721","0.00677547985763471","0.00709349455760191","0.00725250190758552","0.00798570246584325","0.00882490792409005","0.00838705933659922","0.00541706754909256","0.00572414737320193","0.0027381038586129","0.00392464104327535","0.00697312753098115","0.00442914668954506","0.00513518292446755","0.00570757315165666","0.00683548225711203","0.00583790474135227","0.00675260831692055","0.00781441739323571","0.00618315802039294","0.00659460968632097","0.00826807201054901","0.00645352839383824","0.00730903917837038","0.00623535472098986","0.00680419371712105","0.00508770915923715","0.00736479190906024","0.00728484079969544","0.00897358199067895"
"PM10 (Particulate Matter < 10&micro;m)","1A1a","Power stations","Burning oil","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.64065390630851e-06","1.64065390630851e-06","1.33240983906267e-06","1.56607872874903e-06","1.46664515866973e-06","1.4417867661499e-06","1.24291962599129e-06","1.24291962599129e-06","7.28311477838841e-05","0.00167703202819152","0.000659153634328585","6.90393244193687e-05","6.05041686387308e-05","8.91675288561457e-05","7.66609529789624e-05","0.0019514615562981","2.66892728952434e-05","2.71551893068981e-05","3.05609939884336e-05","7.44405361593584e-05","3.39822390508516e-05","3.66105799364597e-05","3.96947681121625e-05"
"PM10 (Particulate Matter < 10&micro;m)","1A1a","Power stations","Coal","kilotonne","64.2474055309906","60.6121885453284","55.4551560717338","63.9087620626536","55.7929674922371","62.0707683978955","64.7333214659018","66.5638267001561","67.0630554004072","73.8858476371732","74.5256924213285","72.5753722990139","66.7535336062515","67.8659815599779","44.4405068485255","61.5216168276193","68.7704175552663","71.7025541214081","68.6148246103546","67.0905129789211","68.6897089153923","68.2453953721688","64.058530672729","53.3309379521651","47.2356611898703","35.8689008178648","32.9731455232788","19.620667692652","22.4442807810319","17.0736408899557","19.9322082144305","15.1450945737005","7.20227575921814","6.39284915484458","6.86211061703173","5.9658364211703","7.54843160006285","5.91671424811136","4.90873525568463","3.37778267468617","3.68067703569419","3.69883244791067","6.02986095121545","5.55148565335125","4.15898634287328","2.7731216111163","0.761603277145133","0.623533875666364","0.402242801777833","0.240155942831501"
"PM10 (Particulate Matter < 10&micro;m)","1A1a","Power stations","Coke","kilotonne","0.14662494","0.05094012","0.01858626","0.0068838","0.00435974","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PM10 (Particulate Matter < 10&micro;m)","1A1a","Power stations","Fuel oil","kilotonne","2.42508664149135","2.92159476089943","3.54421635011203","3.28811839931352","3.36451993594792","2.63289882113691","2.05387704216368","2.07017603664569","2.27065366877435","2.18304657343357","1.29088036297481","0.97142007112751","1.27580379307896","0.764830316068094","4.03257497227911","1.93733923161734","1.11748140283376","0.8809061209399","1.01421755894767","1.05400164314862","1.20707509394925","0.893940613052264","0.609396020419953","0.546734674502074","0.386038955943104","0.27104970926759","0.339519513277272","2.49211645000003","1.99816898702739","1.57915142811102","1.33160934956286","1.02740441730618","0.479414192855527","0.44701074178112","0.440323859868333","0.366556135862714","0.448491349322017","0.337239456841386","0.635536114798651","0.397386015915312","0.330856467428879","0.216051864720992","0.235213619258083","0.115616533513598","0.0926834032489767","0.0994268701441682","0.0910346044846172","0.0792811957159659","0.0604960494651075","0.0387650332908874"
"PM10 (Particulate Matter < 10&micro;m)","1A1a","Power stations","Gas oil","kilotonne","0.24325","0.17925","0.41","0.21325","0.18175","0.1055","0.09","0.17875","0.12325","0.11825","0.045","0.02375","0.0595","0.03225","0.112","0.053","0.01925","0.017","0.01725","0.013","0.0159707225","0.0183252475","0.0148334375","0.018372055","0.0200509625","0.011898705","0.01542137","0.0161363085250264","0.00431440239651955","0.0339136100343405","0.00714700047906125","0.0027711728307242","0.00689903618296502","0.0111174027496453","0.114587906949228","0.02230726693385","0.0279463130335214","0.0161652360352432","0.0173961169927691","0.0171819574259745","0.0272441736901892","0.00786201692308924","0.0114440178218163","0.0152663382314504","0.0292617332877881","0.0148279053382002","0.0188973558832704","0.0162378249176935","0.0225880768989068","0.0201025572367905"
"PM10 (Particulate Matter < 10&micro;m)","1A1a","Power stations","LPG","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0.00920429316227351","0.0190222058686986","0.0170060273664863","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PM10 (Particulate Matter < 10&micro;m)","1A1a","Power stations","Natural gas","kilotonne","0.00912825417812651","0.0400121808141212","0.0958466688703283","0.0433592073461009","0.14985550609091","0.130534034747209","0.0973680445666827","0.0666362555003235","0.0384908051177668","0.0244941487113061","0.0083675663299493","0","0","0","0.0150616193939087","0.0191693337740657","0.000167351326598986","0.00018256508356253","0.000258633868380251","0.000289061382307339","0.00045691568618436","0.00104882918874137","0.0142973735409922","0.26140270649207","0.417103428809016","0.555002885217383","0.777885102188548","2.06901215557302","0.0981784585385487","0.299987826348901","0.172568811935102","0.184737003718189","0.409920988895531","0.44659643315067","0.415891634878851","0.617411838005203","0.681624177499527","0.943036121865508","1.01686342607256","0.714680995547895","0.734727534654293","0.557632999622274","0.494461501610138","0.392310240170164","0.133774839854764","0.0472502253400251","0.113700783437146","0.114276108401195","0.143759202797839","0.0731092202620744"
"PM10 (Particulate Matter < 10&micro;m)","1A1a","Power stations","Landfill gas","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0137717812239222","0.0188778569097081","0.0188786433475253","0.0282351639539742","0.0511710595998711","0.0606931823409474","0.0701739045483669","0.0763011835295813","0.0960906386175573","0.124657006840786","0.160965274857847","0.231180579939871","0.297069529254753","0.340411747940113","0.363711968282191","0.444857014249624","0.543646967661608","0.582580029512513","0.600771424001335","0.635034505655747","0.637630319116031","0.667720226977833","0.708367270922131","0.72209982793611","0.707228756246568","0.702633297010657","0.683431729500609","0.661564900387626","0.63857444721905","0.581669182214784","0.531700516649288","0.492124989686849"
