
"Gas","NFR/CRF Group","Source","Activity","Units","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Carbon Dioxide as Carbon","1A1ai","Power stations","Orimulsion","kilotonne","92.6124999999998","249.754999999999","768.384999999998","846.060000238998","733.132499999998","762.409999999998","521.019999976099","108.745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ai","Power stations","Petroleum coke","kilotonne","0","0","0","0","0","0","0","21.1498395224759","0","0","0","0","0","0","0","78.7510044651485","105.288187200651","156.35552918932","263.643171370958","432.271977335525","184.493387217295","41.7835252712593","95.9512713314233","44.932026594604","0","29.561232","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ai","Power stations","MSW","kilotonne","43.6379187492103","41.2237550453394","47.4026399386521","70.8420881571963","106.47660648464","122.104551881812","104.473075311488","155.193466603812","248.509285311141","228.900680408595","238.444814076702","247.528887458624","259.984040706751","228.903171421587","221.865489419828","219.728495367989","244.946570117032","236.980276363276","230.543297708473","301.050711271979","336.072576197471","347.317761550026","462.957912615007","450.289842670792","619.595729958087","861.085873407725","1081.16375565234","1133.19417936994","1319.97519222211","1486.30514522295"
"Carbon Dioxide as Carbon","1A1ai","Power stations","Scrap tyres","kilotonne","0","0","0","0","24.5795643236716","24.5795643236716","38.2348778368225","41.8762947736628","30.041689728932","22.7588558552515","7.41489919321214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ai","Power stations","Sour gas","kilotonne","0","0","580.203152686948","1479.03105828831","1661.30111344896","1716.26040489053","1762.87144953085","1402.87941755964","862.53009252349","758.435056581044","424.294320616694","221.736774186395","202.972585506312","108.91049685955","115.576100187324","84.884280532925","28.7683101817432","1.96173177436735","0","12.0715175188411","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ai","Power stations","Waste oils","kilotonne","92.3648067116176","87.1179164293067","92.1143127948972","96.4038068612282","97.0071874698746","111.369806597299","109.597930620008","112.717663326738","103.721731273344","99.4567617588869","108.974576285423","123.982391996852","130.434072932249","146.080483807078","163.353554771293","133.973913057284","0","0","0","48.745634768094","55.4493276935528","46.9480230413514","39.402493810505","41.8169102181119","41.6260040969673","39.1874574951635","38.9450948072582","39.5824453922412","35.2789103363445","34.2228668070715"
"Carbon Dioxide as Carbon","1A1ai","Power stations","Liquid bio-fuels","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1b","Refineries - combustion","Burning oil","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1b","Refineries - combustion","Fuel oil","kilotonne","1821.567","1999.872","2045.725","2113.195","2185.855","2058.7","2031.4525","2041.8832","1951.04","1528.626","1074.01875","1473.12375","1793.14928","1777.63686","1476.67605","1378.5283433742","871.135639401634","893.891454640045","623.435647634943","523.420880012903","457.207547149073","417.456928925614","306.72861745973","300.667186167776","122.633064759089","241.680811685511","203.409357800419","179.803230503177","174.950719042839","110.060300709669"
"Carbon Dioxide as Carbon","1A1b","Refineries - combustion","Gas oil","kilotonne","59.092","57.3540000000001","57.3540000000001","61.6990000000001","73.8650000000001","87.7690000000001","100.804","133.371","140.94","100.05","147.4563","42.0906000000001","42.8736000000001","173.5389","167.2488","178.8372","37.845","0","0","0","0","0.424659560577148","0.0348000000000001","0","0","0","0.00870000000000002","0.00870000000000002","0","0"
"Carbon Dioxide as Carbon","1A1b","Refineries - combustion","LPG","kilotonne","13.902921094072","13.7276742644961","13.0266866424792","10.4563986950842","4.84849771894968","7.18512312567241","8.04225651421049","8.84648212398452","30.3837445240953","30.3786275664993","30.3439757498024","34.0795059605493","7.82119898534354","15.3065120014771","15.6288482801045","34.0398993474641","33.6539343441088","33.7723878267121","3.80880738541363","3.75395802007618","4.38277453249221","10.1480521121289","8.01261809944566","5.3407292396041","8.58519950571873","7.08659069434461","6.60015231046934","7.40715846202758","5.46676092806403","4.61089890005733"
"Carbon Dioxide as Carbon","1A1b","Refineries - combustion","Refinery miscellaneous","kilotonne","16.8","34.4","36.8","46.4","46.4","25.6","43.2","0","0","0","12.176","25.8240000000001","8.59199999999999","0","0","0","0","0","0","0","0","0","0","46.504","0","44.5360000000001","0","0","0","0"
"Carbon Dioxide as Carbon","1A1b","Refineries - combustion","Naphtha","kilotonne","93.9332199639665","97.3492199639662","96.4952199639662","93.0792199639664","85.3932199639666","71.7292199639667","71.7292199639667","86.2472199639668","86.2472199639668","89.6632199639666","87.5367599639668","101.294699963967","89.0824999639667","82.9251599639666","78.1171399639666","74.4790999639665","71.7292199639666","71.7292199639667","65.9458800000001","9.08656","133.07028","78.81566","156.70046","87.8851400000002","144.55658","104.39296","40.5242307176783","66.0764850518684","45.9489075730899","49.1674954095708"
"Carbon Dioxide as Carbon","1A1b","Refineries - combustion","Natural gas","kilotonne","13.4517275543593","13.8246200058936","96.313895653428","121.818321081968","96.3364581540994","122.728884404594","148.939259355068","156.697097352471","188.846804784504","210.013287505007","284.366931854752","371.539347185452","410.244557316591","399.757787959316","366.46909792832","559.978415409108","578.996733339245","596.046435680538","427.139691783615","418.715824458299","512.471094002052","621.416524146397","597.666358756193","624.157371198","701.73809060715","631.836392395827","630.869424452805","590.929780568657","619.973999273321","647.711948030867"
"Carbon Dioxide as Carbon","1A1b","Refineries - combustion","OPG","kilotonne","1936.66512102663","1887.79318819878","1866.57113803554","1990.17937732768","1924.98279052811","2059.50814216385","2176.32867476706","2052.63572087354","1947.52308607322","1889.4242365253","1934.27553942199","1750.85167995464","1866.87167839007","1688.39202835146","1954.20947291851","1925.9978827484","1978.3284034017","1911.13979490423","2306.7214188163","2273.3186155242","2249.12906110675","2191.41319503423","1736.85323876011","1778.01043095916","1639.93881531259","1558.16092584342","1697.03424659135","1742.81628063973","1682.00133899541","1553.61442898075"
"Carbon Dioxide as Carbon","1A1b","Refineries - combustion","Petrol","kilotonne","0","0","0","0","0","0","1.71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1b","Refineries - combustion","Petroleum coke","kilotonne","907.679999999999","969.989999999999","973.709999999999","995.099999999999","881.639999999999","1066.71","1038.81","1100.19","1107.63","1083.45","1147.5642","866.174100000001","1024.9716","946.581900000001","940.741499999999","1272.59807607524","1338.48226148773","1350.17355531818","1281.6723611833","1263.26289507642","1275.46168560787","1419.2916","1493.208","1159.90269396","1060.0884","1094.52991219636","1129.11293536909","1111.2132936","1030.35507216","1078.90872127909"
"Carbon Dioxide as Carbon","1A1ci","Coke production","Blast furnace gas","kilotonne","320.338481781273","280.406780572655","264.430172475059","259.896906772126","275.489016988301","275.098040548711","293.683115377919","291.273839691858","264.229595158982","290.292748802514","277.282660680834","182.023100335329","136.168500380282","112.918404970239","78.8736413100848","74.8651453571309","148.877059931744","197.959256304242","192.878113968863","151.155356114596","200.249500517143","178.278506724753","180.048647329966","200.581299148128","191.843941448143","172.191943803805","171.936247431941","152.821200144265","162.319277722262","152.96139015347"
"Carbon Dioxide as Carbon","1A1ci","Coke production","Coke oven gas","kilotonne","238.247639588115","217.499532363763","188.990210663537","169.726319753298","175.01384037232","164.545281447419","198.422206777328","199.862682314235","228.504845789308","212.341910221566","222.249103261284","186.339183368598","168.955794461413","176.489274688387","170.661497787187","170.510039183504","168.984217995459","166.084292608319","164.244284243948","167.637966278912","157.958600797692","143.825617936877","145.475875043161","138.759699254541","140.031216736469","122.371277189805","60.0409051391468","57.2229082616453","55.9196596840059","52.1872105664035"
"Carbon Dioxide as Carbon","1A1ci","Coke production","Colliery methane","kilotonne","1.70348861034985","1.70348861034985","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ci","Coke production","Natural gas","kilotonne","0.628400812723956","0.581958219157458","0.64540483593782","0.724249090104085","0.946918109119445","0.549457764937134","1.15146318156859","0.752868821360364","0.352232250473436","0.65708128587273","0.855921914070305","0.453621137846647","0","0.0505152593361903","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ci","Solid smokeless fuel production","Coke","kilotonne","0","0","0","0","0","0","0","14.9376899289749","22.5400175525906","17.1888469064223","31.2004613119887","26.1490007920334","13.6133166307905","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ci","Solid smokeless fuel production","Natural gas","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1cii","Upstream Oil Production - fuel combustion","Gas oil","kilotonne","303.477574059175","302.341239315035","312.246897871832","331.919071955534","419.224697355968","430.329636313289","429.826071062242","425.319046170021","439.9093926","395.162357220001","405.282030180001","429.294866250001","408.931630594373","385.741717950001","358.534744265393","399.153776766169","359.43678977109","334.959807771804","385.581002813726","382.163043100822","403.207104399413","429.079928237837","496.611145580245","485.089303096316","518.190387727111","481.254992794439","470.600892722291","461.618579653732","425.443075673582","440.758848102185"
"Carbon Dioxide as Carbon","1A1cii","Upstream Oil Production - fuel combustion","Natural gas","kilotonne","1703.74414157361","1771.01136131356","1883.72676079055","1989.59313425766","2360.95710883657","2409.34058543499","2733.29951570261","2851.20060630137","3040.56149208865","3056.68098849797","2955.76334229488","2903.58915836481","3218.42722697286","3042.80149053663","2926.48012764721","2770.5018408973","2772.84078022712","2564.040514381","2424.02094093723","2356.13830210587","2314.65181901857","2045.15932080696","1820.20241968397","1715.88660856062","1680.7008550496","1844.46720550195","1848.53544664419","1843.23447360599","1921.64350831287","1965.47782138245"
"Carbon Dioxide as Carbon","1A1cii","Upstream oil and gas production - combustion at gas separation plant","LPG","kilotonne","18.8098344213915","24.9434762167651","17.6415218207566","3.38810683974796","20.9127973901684","1.57722214953784","20.0845730826084","34.5290323412566","41.6812243907573","5.62936798211391","0.804195426096052","15.8024402760565","10.6153796856095","16.9291608146179","15.823834659751","15.6518815744278","13.2039266091873","14.2745588922756","15.6942177859855","15.7071139159849","13.9738349590015","11.8286957016235","10.5781524763561","9.47943918013882","8.83216421639198","9.69035760797999","13.2820900615619","13.5770987158481","13.5787905448468","12.2693427951296"
"Carbon Dioxide as Carbon","1A1cii","Upstream oil and gas production - combustion at gas separation plant","OPG","kilotonne","248.4953856","266.6345472","275.0364288","312.3719424","446.802048","410.3568","294.369548161063","240.349604482571","235.856408404994","247.61005001986","230.37137565139","292.548139794034","196.520887800572","313.878657046193","292.646509761624","289.971227317704","244.724867492325","264.568233133987","290.996156046063","291.957486195193","259.6266878797","219.771098253743","196.17393764704","175.764119021981","163.762595344682","179.674887470464","246.271410584317","251.741347701811","251.772716945059","227.49343989494"
"Carbon Dioxide as Carbon","1A1cii","Upstream Gas Production - fuel combustion","Gas oil","kilotonne","8.4015402312776","9.35440522435079","9.51230257452591","11.1837363416982","11.9402106472913","13.0800455482235","15.5533258749481","15.8869684057912","16.6820238","14.84136219","12.1187709094538","15.508054935","18.729084993","17.54259039","13.59799386","14.444223233832","14.3152102289085","16.8681922281945","17.2289971862752","12.4080568991784","25.3548956005877","34.4560717621645","40.318054419755","53.8582969036852","44.5691122728909","69.8900072055618","50.1308995777089","50.2095630462685","41.3091751264197","40.7977837978167"
"Carbon Dioxide as Carbon","1A1cii","Upstream Gas Production - fuel combustion","Natural gas","kilotonne","581.50842086738","604.467534135992","642.938659205723","679.072129106285","805.823131885941","822.336995902418","932.908085404049","973.149149387579","1037.78030319833","1200.96913317718","1341.333689564","1454.09599412307","1473.12263386953","1319.15355412984","1263.44591896095","1183.78179046342","1010.5565319793","990.114208138186","1002.51894110539","949.371118408523","960.971436839644","856.343931635659","847.523823850908","908.483763437791","854.776770179324","851.47337221035","770.450365397205","799.116764134751","722.95523523394","815.0893412864"
"Carbon Dioxide as Carbon","1A1ciii","Collieries - combustion","Coal","kilotonne","79.2090003744","74.1514121152","52.49002543193","31.89267368016","14.66949492228","5.33436178992","5.2965294368","5.25869708368","3.4994926636","6.9280496651","8.39714718077051","7.04655776648001","6.32117338868697","4.26702374454115","5.64754656911505","4.05224967424987","2.67021905544942","3.24655392627962","3.7090465653258","3.3622110011864","3.403505512411","2.5910482622472","2.6253213874092","1.782202508424","0.4181321269764","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ciii","Collieries - combustion","Coke oven gas","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ciii","Collieries - combustion","Colliery methane","kilotonne","39.5914249439931","31.01524090568","31.3676868250627","34.0110312204332","40.9424676349602","23.9075815314617","21.4992010823464","19.2670435929224","17.2698500497536","19.4432665526138","21.616683055474","36.7131166023675","35.3620739114003","49.3424287135818","43.762034990022","39.0374934254175","39.6368863401245","40.1900293328242","43.2281046897199","42.4608733124424","49.6203676352867","41.038879603573","32.5367425876595","25.9662145100803","22.9204205851947","20.7981594198989","26.3160384496679","24.0051992208273","23.1023286850772","16.6142731226014"
"Carbon Dioxide as Carbon","1A1ciii","Collieries - combustion","Natural gas","kilotonne","16.71574968152","31.2168838842758","51.7314841602433","20.6429576353683","13.2568535276722","18.3818597724423","17.2218841069389","9.68691216817003","3.3713658194942","0.707625998813501","0.302090086739563","0.20160939421185","0","0","0","0","0","0","4.27685235034121","3.92080261309479","3.71702272265176","3.06757215222444","4.82710868733339","3.016047743834","5.01713201548941","3.96524870998058","3.85352372670083","3.81634582223852","3.95054290821309","3.91359437788146"
"Carbon Dioxide as Carbon","1A1ciii","Gas production","Colliery methane","kilotonne","5.16920681761334","3.46571820726349","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ciii","Gas production","LPG","kilotonne","29.4414799639172","33.4721589513032","32.1870149776056","33.3553276809671","37.7949159537402","34.2899778436562","38.2762741229843","35.9268016083403","36.7803223186417","36.774128106815","31.4675315745719","0","0","0.0160193741512058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ciii","Gas production","Natural gas","kilotonne","140.722283966252","176.538593157432","166.244591277265","168.473469007367","172.246740873028","193.92519227233","264.51340828475","245.038269209441","317.764500256381","400.883404874653","433.482356758658","455.802501114264","454.890290681883","484.473713178936","383.394073594241","429.074061453068","387.811942896913","330.342423548557","357.629158085611","349.575631891031","499.899498203485","440.243638057826","319.503437397994","306.44331337766","298.85408905534","342.136108299947","343.284618468914","344.460026989148","287.734023271213","323.002425685433"
"Carbon Dioxide as Carbon","1A1ciii","Gas production","OPG","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ciii","Gas production","Town gas","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ciii","Nuclear fuel production","Natural gas","kilotonne","20.8699596615427","24.5771022326997","25.2203396865677","28.1042676240556","27.4107873692471","23.3269796568765","43.7556008996065","46.3265281410411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ciii","Town gas manufacture","Burning oil","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ciii","Town gas manufacture","Coal","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ciii","Town gas manufacture","Coke","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ciii","Town gas manufacture","Coke oven gas","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ciii","Town gas manufacture","LPG","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A1ciii","Town gas manufacture","Natural gas","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A2a","Blast furnaces","Blast furnace gas","kilotonne","1231.2749542546","1162.64746849056","1082.93452077221","1238.93160693366","1379.02835515408","1379.61152170309","1474.17406934798","1486.34196824289","1337.70798728874","1376.6791854568","1305.61570691439","1138.69612844597","958.099034014132","1134.1503684395","1134.77127716496","1101.27360972447","1191.83654313166","1233.94067478074","1244.61773869413","941.559166211545","805.273873628668","735.763692260157","776.711509352133","1005.05445405983","1085.02612965404","1023.09527413668","782.204793327842","756.056497195316","744.852441683073","741.894081930877"
"Carbon Dioxide as Carbon","1A2a","Blast furnaces","Coke oven gas","kilotonne","64.9863698719098","59.3269468759264","51.5505117011178","46.2959356556668","47.7382029169383","39.4341956494412","41.6913607256396","44.9477289213517","46.7852628022045","49.7996643506568","47.7305454888771","52.6250278454111","41.5991216907114","45.9994437387556","37.3987748271505","29.32291962521","40.2041738489751","36.9980802183343","29.0035282581676","25.6463214934623","15.3200597189955","17.590273380373","28.6286858610068","33.579426710125","32.847670181308","26.66618974546","14.1068461231618","14.608221793628","11.8581761396033","12.1807337907872"
"Carbon Dioxide as Carbon","1A2a","Blast furnaces","LPG","kilotonne","11.1921259455524","11.191495605134","13.4297947261608","13.4297947261608","11.191495605134","11.191495605134","11.191495605134","2.39844757158879","2.39871667295489","2.39831270261837","0","0","0","0","0","0","0","0","0.439921780193731","0","0.0719096465800095","0","0.152138921044703","0","0","0","0","0","0","0"
"Carbon Dioxide as Carbon","1A2a","Blast furnaces","Natural gas","kilotonne","10.7158875432927","9.92391910563243","11.0058508865186","12.3503529049328","16.1474456502474","21.6786063620652","23.9304087299907","17.1654091270163","26.5180565713572","32.5002512935513","35.8480236951798","18.9008807436104","11.2013095696341","27.2277247822067","36.7339266577054","47.4146190675208","30.772635836388","36.2124293762485","36.1268235272087","22.6366032048859","32.2110157312602","22.7209924329783","13.321054965788","18.2461085211437","16.9535976243547","16.1784754976915","14.5212319441923","14.6734749934707","15.9685612156098","15.6261853106376"
"Carbon Dioxide as Carbon","1A2a","Iron and steel - combustion plant","Blast furnace gas","kilotonne","3246.06504046244","3280.39531933551","3174.84856156271","2985.98433366506","2896.5928539086","2900.63580020509","3050.692254661","3168.65973891697","2861.22904472155","3002.30312525458","2676.63547862822","2577.39619750403","2264.9466669337","2541.77658745835","2588.0287410159","2580.37808976059","2817.37529183505","2721.48560096512","2525.23206518659","2052.21753398588","1766.46340901353","1683.6840929845","1970.70526259541","2383.59508457271","2386.93364636914","2086.30660720836","1534.9463206171","1412.51409340105","1291.56527307786","1435.78616921104"
"Carbon Dioxide as Carbon","1A2a","Iron and steel - combustion plant","Coal","kilotonne","8.46249987","6.336489107205","4.22432607147","9.2318821498475","10.02729302778","6.1391589966","2.287567578495","0.572497975075168","3.32284257931044","5.49828771497742","2.09569564348978","0.74428736501596","0","0","0","0","0.74059695832","55.544771874","51.1308140024128","44.3765697425344","47.6129784503928","38.9702119467984","37.4816120605752","39.3849462434576","40.1699790192768","32.8899109189912","25.6624852738809","24.4519584785638","24.7013088144815","20.1504228119346"
"Carbon Dioxide as Carbon","1A2a","Iron and steel - combustion plant","Coke","kilotonne","193.544893517523","164.024371060577","171.252984415519","148.189539620353","53.6664470266457","11.5815464526923","20.5397960986953","33.1948665088331","19.2007556929475","14.610519870459","16.0218585115618","26.1490007920334","22.9320322562323","17.9728432305525","17.5712334230562","17.9832549785882","21.1995760803478","19.1812090657742","11.1944810792275","5.50099571577794","5.79925743975009","5.88614076229007","10.3040412878964","10.5439774875479","11.6180345506691","11.894925554611","9.75926404877964","5.79432207004433","1.72371668656201","2.99729381353233"
"Carbon Dioxide as Carbon","1A2a","Iron and steel - combustion plant","Coke oven gas","kilotonne","315.573863117959","310.929915925709","297.234207257041","289.835376137186","282.27912307861","282.633322440731","274.300822241801","292.711845635307","259.128049678","247.237835096311","244.292762463321","179.79587069735","145.896680260207","134.202045038103","109.85304538334","142.007757376675","153.975744078961","153.821670647223","144.052848800316","156.902633716227","169.250230911285","139.927770120261","128.474698001765","132.211493055145","119.952115131221","106.265397168919","67.8357622109741","68.7261546112568","68.3454637676601","79.2861353535166"
"Carbon Dioxide as Carbon","1A2a","Iron and steel - combustion plant","Fuel oil","kilotonne","97.6885999220577","134.286568355417","130.634079890881","269.032731488699","237.413239672643","219.494390491038","70.8435000000001","100.7748","203.346539659007","300.927392549736","239.520357789602","275.538778140969","218.824797457467","116.910145297427","133.763546110957","114.095754346482","104.09061468473","139.469000221015","116.788095191102","125.322451665944","48.4176839541942","25.7286076506502","22.5486828886252","11.3613335294118","9.7983198759305","19.545958018526","10.1020820960304","9.95591686805798","14.3926864702362","13.9510104001051"
"Carbon Dioxide as Carbon","1A2a","Iron and steel - combustion plant","Gas oil","kilotonne","8.95990133905193","8.28168017693008","9.16686095509302","10.2669106339865","13.1715954361935","13.1742318644233","13.9460462287038","13.5780528785963","13.2665963514691","14.2676123507319","5.9077760325642","5.61017668143201","5.80087781774509","6.81443126195581","6.41090921783423","10.042987940934","8.62863405199273","4.94334664532585","3.19014778839872","2.28699297477246","2.97043936814086","1.74294140725295","1.83026627033973","2.14187159844732","2.52548847781202","2.89901047990154","2.16197702752207","2.03573653517319","2.30882652522421","1.80302567661637"
"Carbon Dioxide as Carbon","1A2a","Iron and steel - combustion plant","LPG","kilotonne","8.14344918948057","8.1440796354966","5.9057805144698","5.9057805144698","8.1440796354966","7.96883272999239","4.89301742328697","13.6860653811103","16.7910167106842","16.7881889183286","19.1243544641612","0","7.95756860867774","0","0","0","0","0","3.47938135216851","2.89191758375067","1.25442383491626","0","1.76160855944663","0.592524683254428","2.37054016202681","1.77765325892034","0.484811187896293","0.599531886316379","0.538171797804841","0.491584061876229"
"Carbon Dioxide as Carbon","1A2a","Iron and steel - combustion plant","Natural gas","kilotonne","660.94536007766","612.097529033824","678.830012704285","761.757569296844","995.958499612789","998.414709596677","1059.29606342651","1032.78544914215","1011.66134225263","1100.05516197955","457.867875679726","438.601237949058","452.89619232899","528.339097397214","510.137360589838","446.634626370356","443.256903430524","388.691708132242","387.40823805344","288.570452392563","327.428394928899","312.37078303371","275.040280529746","288.229390244066","293.709365839824","289.353315734652","245.154969625067","240.724520877536","249.947840374861","238.568483614765"
