
"Gas","NFR/CRF Group","Source","Activity","Units","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Nitrogen oxides (NOx expressed as NO2)","1A","","","kilotonne","2853.8347714315","2835.2101600782","2823.1951261058","2991.4763367371","2802.0150147874","2722.2827046025","2764.5523742862","2779.1673824169","2820.7050312014","2919.4970546426","2788.6147272675","2674.4260872027","2669.8228319687","2636.5384232383","2598.8479989291","2695.6070396653","2783.9919301493","2857.3680278158","2923.3950208195","2977.6584485361","2892.7152693382","2824.1404159598","2755.4369197883","2604.6101814668","2562.280822291","2452.3698884739","2349.3533323419","2164.5943968818","2111.9753678293","1991.0358186249","1910.173586071","1879.943442862","1787.5734579184","1758.453772779","1706.1643069149","1685.1325371682","1629.5073458754","1561.4644654955","1406.2285271723","1214.3621701526","1185.0466907019","1110.3773211157","1137.1554486682","1077.0845083013","1004.3648643679","974.44248847808","881.0519748261","850.07721527033","825.30133602791","797.96385241937"
"Nitrogen oxides (NOx expressed as NO2)","1A1a","Miscellaneous industrial/commercial combustion","MSW","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.575134105263158","0.574340816842105","0.608452218947368","0.637010602105263","0.65128979368421","0.717132732631579","0.792495132631579","0.753175416505263","0.435204814488331","0.464229903695356","0.392359692125741","0.623048418749258","0.64998866387899","0.679333637049809","0.851472031935636","0.883937177562187","0.794779976791511","0.503304074722322","0.613327196228368","0.678659098433412","0.556051229569855","0.636940294680402","0.892782398746728","0.859661170035482","0.93502493581402","0.901109664004972","0.96393441474276","0.941985664250524","1.03133074333518","0.974252397197889","1.01954719134619"
"Nitrogen oxides (NOx expressed as NO2)","1A1a","Power stations","Burning oil","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00121567530191304","0.00121567530191304","0.000814598174746452","0.00118312966390906","0.00139276186164052","0.00125013538921136","0.00129799662157014","0.00117738631602601","0.0644396822640202","0.0658444412693395","0.0206225371779798","0.00811053528997231","0.00718852515322999","0.00411094246346074","0.00496643459626776","0.00412927310752865","0.00364623862375363","0.00280171714951023","0.00301380839524583","0.00744926838498236","0.00339059843863331","0.00423230425095125","0.00392269804473587"
"Nitrogen oxides (NOx expressed as NO2)","1A1a","Power stations","Coal","kilotonne","687.454048","648.556841","593.376047","683.830527","596.990665","664.1638","692.6534","712.24","717.5818","790.5864","797.432807","776.564175","714.269884","726.173195","475.518133","658.28782","735.850756","767.224928","734.185895","720.1010698","651.99334873455","598.766977819031","571.825903201402","476.266451591875","477.320886639445","443.944398756401","386.498929173809","299.157563471714","298.337433581069","253.04932038435","274.875396992624","310.540821581435","291.113284546542","328.956524872415","297.472975437369","315.41262448516","336.3961100446","301.106454956277","212.02365510056","180.827976465938","175.207274273359","174.813851929224","231.716893714182","216.264226201201","163.434033821394","127.719367936306","51.5680522011353","35.9209186480081","23.1210538088438","10.8780391604996"
"Nitrogen oxides (NOx expressed as NO2)","1A1a","Power stations","Coke","kilotonne","3.2943006","1.1444988","0.4175874","0.154662","0.0979526","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrogen oxides (NOx expressed as NO2)","1A1a","Power stations","Fuel oil","kilotonne","116.17328","139.9584","169.78496","157.51664","161.17664","126.12848","98.39056","99.17136","108.7752","104.5784","61.83936","46.53568","61.11712","36.63904","193.17968","92.80784","53.532718248105","42.1996277125713","48.5858849084607","45.5320586657575","59.7510748555719","44.3151269111091","28.2819245868955","25.6236618878994","19.3741065304407","18.2844579495298","17.7746770859794","7.23915327628425","5.62644496306412","6.15149237650787","5.86864204696954","6.55617729549481","4.94378362294056","4.54217126259439","5.1174445888711","5.92257352634711","7.23670689776394","6.03296133188477","8.08970510271842","5.51028728711024","3.94431653146123","2.62836477525174","2.68635879112722","2.5621588708965","2.47869797595288","2.59919872349839","2.46575352880558","1.94879885207215","1.78892699470755","1.31417661834301"
"Nitrogen oxides (NOx expressed as NO2)","1A1a","Power stations","Gas oil","kilotonne","5.04987","3.72123","8.5116","4.42707","3.77313","2.19018","1.8684","3.71085","2.55867","2.45487","0.9342","0.49305","1.23522","0.66951","2.32512","1.10028","0.39963","0.35292","0.35811","0.26988","0.283564261366207","0.3241355482006","0.246734302475","0.3343191529868","0.192375011734929","0.160642325374966","0.17020439682197","0.367237409952831","0.391404913799171","0.457806354439725","0.40640852293598","0.387134671723097","3.37830116847985","0.320573287715603","3.71332072116334","0.440479182712832","0.443080798350753","0.328335549531747","0.494259012690262","0.485711401962717","0.307161794043702","0.219605776307438","0.223551021290937","0.319934526230249","0.361770519307964","0.356163442007996","0.326759733040314","0.32383422396484","0.791624820244307","0.75071302715398"
"Nitrogen oxides (NOx expressed as NO2)","1A1a","Power stations","LPG","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0.920429316227351","1.90222058686986","1.70060273664863","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrogen oxides (NOx expressed as NO2)","1A1a","Power stations","Natural gas","kilotonne","0.281356668892905","1.2332800653139","2.9542450233755","1.3364441772413","4.61893864765852","4.02340036516854","3.00113780152432","2.05390368291821","1.18638728716508","0.754973728195962","0.257910279818496","0","0","0","0.464238503673293","0.5908490046751","0.00515820559636992","0.0056271333778581","0.00797177228529897","0.00890962784827532","0.014083336519901","0.0323276588297727","0.440682447586789","11.2248620677893","14.6092890617357","17.1039151200835","21.6269405569782","33.271839944158","37.286584742047","38.4752064718366","42.4648074813106","38.9665681740528","40.4183777076489","38.1452080490864","39.3388813025618","39.5540986184214","35.6451250644902","41.3690057696079","46.9568914665025","44.1742990624644","40.7235316415507","28.736648603249","19.325058168767","17.5371657501178","18.8916515126438","17.8787709523982","23.5513406841897","22.3426381868809","21.4553949119779","19.9205089849988"
"Nitrogen oxides (NOx expressed as NO2)","1A1a","Power stations","Landfill gas","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.333971766894057","0.457796353630487","0.457815425094308","0.684715175250697","1.24092075749246","1.47183643243038","1.70174812617292","1.85033734308949","2.33024035448221","3.02298737929597","3.9034788876462","5.6062309950145","7.20406706746536","8.25513498091104","8.82017559767217","10.7879787406214","13.1836786690425","14.12782258518","14.568971922431","15.3998667597293","15.4628163806798","16.1925099134836","17.1782186511099","17.5112392136182","17.1506091682369","17.0391672555495","16.5735207771312","16.0432405296823","15.4857119034602","14.1057341366019","12.8939719645991","11.9342479862331"
