
"Gas","NFR/CRF Group","Source","Activity","Units","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Nitrous Oxide","1A1ai","Power stations","Sewage gas","kilotonne","0.0003947147568","0.0004099547088","0.0004099547088","0.0004716765144","0.0004507215804","0.0005128243848","0.0005128243848","0.0005093953956","0.000481963482","0.0005128243848","0.0004587225552","0.00045346477176","0.0004592940534","0.00042862365","0.00047297191032","0.00058220426628","0.00055591534908","0.00061672275756","0.00068515014204","0.00075353942664","0.00090403395264","0.00096842274984","0.00092285529336","0.00095714518536","0.0010498421934","0.00111760885388021","0.00118746213095645","0.00120878600018766","0.00123962912348401","0.00131033219554561"
"Nitrous Oxide","1A1ai","Power stations","OPG","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1ai","Power stations","Orimulsion","kilotonne","0.0026226","0.00707256","0.02175912","0.023958720006768","0.02076084","0.02158992","0.0147542399993232","0.00307944","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1ai","Power stations","Petroleum coke","kilotonne","0","0","0","0","0","0","0","0.00044676885","0","0","0","0","0","0","0","0.001663534877598","0.0021920823456","0.003343131902736","0.00551140402362","0.00886177687468332","0.00374746621770196","0.00083350332","0.0019645879512","0.000889126128","0","0.000584882784","0","0","0","0"
"Nitrous Oxide","1A1ai","Power stations","Straw","kilotonne","0","0","0","0","0","0","0","0","0","0","0.00118202793353274","0.0097949978292744","0.00767029341292428","0.0110617193530603","0.0103841706310353","0.00905098684813832","0.00941950091670096","0.00880829297727608","0.00935646153281408","0.0090514424486076","0.00966324726495888","0.0092929619113924","0.0107230940091139","0.0110096993493671","0.0123277495637588","0.0125817051751308","0.0250154036172198","0.0253055991604808","0.0246196608653769","0.0354817627194058"
"Nitrous Oxide","1A1ai","Power stations","Wood","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0024795434896","0.0649524062888","0.0516199805983528","0.063861684330964","0.09324241197896","0.0904517367326728","0.110739525459933","0.134237281003306","0.163922238209381","0.259395575619665","0.35679073048536","0.49868267396994","0.488010313126552","0.495302893522252","0.585512126356432","0.646498723233016"
"Nitrous Oxide","1A1ai","Power stations","MSW","kilotonne","0.0140034326755556","0.0138742600266667","0.0164765556977778","0.0231584692888889","0.03597474832","0.0397805007911111","0.0386949677806222","0.0507822452293333","0.0720131972684444","0.0696517638206756","0.0713983350423467","0.0769118912552978","0.0823438237413137","0.0819106207861648","0.0794529280101648","0.0794181267997896","0.0886286205172748","0.0886957762931472","0.0902516040001948","0.11209418747897","0.113610802787394","0.110298809833124","0.131939315818626","0.121308500096845","0.155822265094372","0.210523326948752","0.261514212451658","0.275470443365199","0.319627368074197","0.358408645354719"
"Nitrous Oxide","1A1ai","Power stations","Scrap tyres","kilotonne","0","0","0","0","0.0065664","0.0065664","0.0102144","0.0111872","0.0080256","0.00608","0.0019808810856512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1ai","Power stations","Sour gas","kilotonne","0","0","0.0028755486","0.0073302354","0.0082335852","0.0085059693","0.0087369786","0.0069923412","0.0043236666","0.0038237211","0.0021514896","0.0011309112","0.0010412658","0.0005620077","0.0005999346","0.00044324282276814","0.000147004786103444","9.78496021269312e-06","0","5.95476129424684e-05","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1ai","Power stations","Waste oils","kilotonne","0.0180311149403732","0.0170068364827215","0.0179822144471545","0.0188195935669696","0.0189373832911582","0.0217412005192933","0.0213953014637539","0.02200432411016","0.0202481716249717","0.0194155800972","0.0212736125428797","0.024203382654797","0.0254628558745914","0.0285172901654484","0.0318892750048841","0.0261538903328167","0","0","0","0.00951594199822436","0.0108246120638838","0.00916501890514348","0.00769200867872544","0.00816334209357692","0.00812607410877048","0.00765003008691848","0.00760271694202636","0.00772713815898428","0.00688701800927104","0.00668086110886404"
"Nitrous Oxide","1A1ai","Power stations","Poultry litter","kilotonne","0","0","0.0022344","0.006103552","0.014277312","0.014277312","0.014277312","0.014277312","0.015781666195704","0.0208411873753425","0.0224325283728","0.0280476204613799","0.0274237329733799","0.0254669499493799","0.0230690117766081","0.0222123014339558","0.0207390260343354","0.0213395326215932","0.0251592308137894","0.0247740035875032","0.0255091499193174","0.0296096483098426","0.0273824805050198","0.0289668074090268","0.0291836600223576","0.0311059804591419","0.0304150898787385","0.0288298780566866","0.0286816387735132","0.02968728202864"
"Nitrous Oxide","1A1ai","Power stations","Liquid bio-fuels","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00170486112","0.0277893249408","0.03244045476432","0.009730648032","0.004579190544","0.0022000293667872","0.0025268648188128","0.00250883496","0.00788849423352","0.0088613425104","0.00047511935232","0.00060530662992","0.0001406098992","0.000223432128","3.1108128e-05","4.8482016e-05"
"Nitrous Oxide","1A1aiii","Heat supply","Landfill gas","kilotonne","0.0001303015896","0.0001383025644","0.000120014622","5.714982e-05","7.20087732e-05","5.75308188e-05","6.32458008e-05","5.9054814e-05","5.18158368e-05","5.18158368e-05","5.173963704e-05","5.173963704e-05","5.173963704e-05","5.173963704e-05","5.173963704e-05","5.173963704e-05","5.173963704e-05","5.173963704e-05","5.173963704e-05","5.173963704e-05","5.173963704e-05","5.173963704e-05","5.173963704e-05","5.173963704e-05","5.173963704e-05","5.1741298194768e-05","5.1741298194768e-05","5.1741298194768e-05","5.1741298194768e-05","5.1741298194768e-05"
"Nitrous Oxide","1A1aiii","Heat supply","Sewage gas","kilotonne","0.0001318255848","0.000165734478","0.000165734478","0.000129539592","0.0001985003748","0.000222884298","0.000222884298","0.0002217413016","0.0002061203508","0.0002065013496","0.00018394622064","0.00018806100768","0.00020356765884","0.00020013866964","0.00020013866964","0.00020158646508","0.00016817287032","0.00018851820624","0.00018947070324","0.0001941188886","0.000220026807","0.00024505842816","0.00024281053524","0.00026026028028","0.000258126687","0.000276680148977157","0.000286064697660313","0.000306076238627382","0.000311756771649382","0.000328926227942699"
"Nitrous Oxide","1A1b","Refineries - combustion","Burning oil","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1b","Refineries - combustion","Fuel oil","kilotonne","0.0511904448","0.0561364992","0.057622752","0.0595232064","0.0615698496","0.057988224","0.0572207328","0.05744843088","0.054577152","0.0426140352","0.02983734558","0.04130470638","0.050047880064","0.049730149536","0.0412298751945798","0.0385918815858216","0.0243696737042825","0.0250790859408482","0.0175849491450817","0.0146410514396279","0.012719549088","0.0116188234003679","0.00844701030525984","0.00839826225046872","0.00342345692253816","0.00674172024595608","0.00567263177722112","0.0050720826835756","0.00491480275773503","0.00306938492217229"
"Nitrous Oxide","1A1b","Refineries - combustion","Gas oil","kilotonne","0.001742769296184","0.0016899696","0.0016899696","0.0018179976","0.002176476","0.0025861656","0.0029702496","0.00392533848","0.004157244","0.002957616","0.004359011616","0.001244256192","0.001267402752","0.005130049248","0.00494461935495936","0.00525806991300672","0.001111874719878","0","0","0","0","1.24670690388135e-05","1.02165132456e-06","0","0","0","2.5541283114e-07","2.5541283114e-07","0","0"
"Nitrous Oxide","1A1b","Refineries - combustion","LPG","kilotonne","7.99830820027539e-05","7.89793404404252e-05","7.49463528434673e-05","6.01587316546217e-05","2.78948308789587e-05","4.13381228688183e-05","4.62694629044197e-05","5.08906806356629e-05","0.00017476732","0.00017476732","0.0001751352512","0.000195410741682","4.481897745e-05","8.7845195802e-05","8.94692941796274e-05","0.000195205497449398","0.00019307509933896","0.000193754675690623","2.18600933064647e-05","2.15987221369386e-05","2.52056717550993e-05","5.83622237460688e-05","4.59961364785533e-05","3.065233488819e-05","4.927349778e-05","4.06724515386e-05","3.78806095305e-05","4.251230338814e-05","3.137567534375e-05","2.646358032384e-05"
"Nitrous Oxide","1A1b","Refineries - combustion","Refinery miscellaneous","kilotonne","0.000517104","0.001061283","0.001135326","0.001431498","0.001431498","0.000789792","0.001332774","0","0","0","0.00037998252","0.00078750288","0.00026140086","0","0","0","0","0","0","0","0","0","0","0.0014265102","0","0.0013576145967396","0","0","0","0"
"Nitrous Oxide","1A1b","Refineries - combustion","Naphtha","kilotonne","0.0030047094443126","0.00311232523732573","0.00308502223732573","0.00297581023732574","0.00271868414238909","0.0022836601423891","0.0022836601423891","0.0027458731423891","0.0027458731423891","0.00285462914238909","0.0027869285323891","0.00321818243492077","0.00283019483492077","0.00261243384504749","0.00247581468167458","0.00236676043895709","0.00227335839450562","0.00228160007381624","0.00209764060938432","0.0002882664591912","0.004244583546","0.0025111455946731","0.00499425563482062","0.00280269609299742","0.00460432637860734","0.00333181527932928","0.00129470686157053","0.00210992127670814","0.00146700214864903","0.00156993285645297"
"Nitrous Oxide","1A1b","Refineries - combustion","Natural gas","kilotonne","8.83945514036522e-05","9.06694111824227e-05","0.000630461138687813","0.000795875942601266","0.000628186278909043","0.000798475782348432","0.000966815405977446","0.00101458746133163","0.00121964981905024","0.00135029176609479","0.00183548339531042","0.00239557974064785","0.00264230894273841","0.00257176296834158","0.00236024983541785","0.00361164650930409","0.00377789032619009","0.00388286905809231","0.00275872752344832","0.00269499613908558","0.00333163921544886","0.0040906812551197","0.00394675401517568","0.00407335154233103","0.00458000853271088","0.0041078681948817","0.00412607261233712","0.00384937157989016","0.00403836480590271","0.00422584314027659"
"Nitrous Oxide","1A1b","Refineries - combustion","OPG","kilotonne","0.0125733456","0.012256056","0.0121182768","0.0129207744","0.0124975008","0.0133708752","0.0141293052009584","0.0133262576112111","0.0126438384","0.0122666452","0.0125578318","0.011366995268","0.012120227988","0.01096149058","0.0126872482036405","0.0125126996551605","0.0130777058408176","0.0116910638105885","0.015104827073845","0.0147728265270975","0.0144648832228555","0.0147167402796166","0.01152706","0.011559464120061","0.0105541305461646","0.0101336993177683","0.011205775918736","0.0114200710456183","0.0110603465508465","0.0103067903296884"
"Nitrous Oxide","1A1b","Refineries - combustion","Petrol","kilotonne","0","0","0","0","0","0","5.358e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1b","Refineries - combustion","Petroleum coke","kilotonne","0.0198940032","0.0212596776","0.0213412104","0.021810024","0.0193232736","0.0233795304","0.0227680344","0.0241133256","0.0242763912","0.023746428","0.02517977964","0.01900553622","0.02248986072","0.02076983898","0.02061862596","0.0278920657035021","0.0293360770240394","0.0295923200137221","0.0280909506155606","0.0276874626267975","0.0279548286344972","0.031107209184","0.03272726592","0.0254220737543285","0.023234402016","0.0239892710820225","0.0247472417034572","0.0243549277485027","0.0225827242009158","0.0236468948898667"
"Nitrous Oxide","1A1ci","Coke production","Blast furnace gas","kilotonne","0.0004166316","0.0003770712","0.0003503412","0.000349272","0.0003720816","0.0003806352","0.0003998808","0.0004052268","0.000386694","0.0003859812","0.0003767148","0.0002313036","0.000181596954764016","0.0001539648","0.0001058508","0.000101495017953648","0.000191178053412192","0.000250395674149368","0.000227598061154539","0.000180297364062821","0.000260786228295114","0.000234276096479492","0.000239389980214411","0.000267766268255905","0.000253400326428152","0.000228547538585462","0.000225358592524647","0.000202795598351808","0.000215333058650688","0.000199826861602104"
"Nitrous Oxide","1A1ci","Coke production","Coke oven gas","kilotonne","0.00196140984805654","0.00179059790671378","0.00155589058939929","0.00139729768409894","0.001440828","0.001354644","0.001614492","0.001590516","0.00184356","0.001711692","0.00179982","0.00152928","0.0013833434340336","0.001446984","0.001401624","0.00139984582030643","0.00138724061643503","0.00136982394210119","0.00140921853605592","0.00125961292173319","0.00125086947286527","0.00124146038199413","0.00123639121368967","0.00118042556395636","0.00120688594977792","0.00103189824580904","0.000508226875865351","0.00050082534539712","0.0004851111089484","0.0004462740666504"
"Nitrous Oxide","1A1ci","Coke production","Colliery methane","kilotonne","9.396e-06","9.396e-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1ci","Coke production","Natural gas","kilotonne","4.12937354833829e-06","3.81679995842803e-06","4.22475557674628e-06","4.7317383965327e-06","6.17461939951982e-06","3.57477965235358e-06","7.47453927310294e-06","4.8746995259367e-06","2.27485977877046e-06","4.22473958914514e-06","5.52465946272826e-06","2.92481971556202e-06","0","3.2497996839578e-07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1ci","Solid smokeless fuel production","Coke","kilotonne","0","0","0","0","0","0","0","0.0008046","0.0012069","0.000894","0.0016539","0.0014304","0.0007599","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1ci","Solid smokeless fuel production","Natural gas","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1cii","Upstream Oil Production - fuel combustion","Gas oil","kilotonne","0.126065681590253","0.125593644028733","0.129708490410494","0.13788038265628","0.174147455130712","0.178760486927256","0.178551304101159","0.176475990273836","0.182529906405397","0.16396319172","0.10181173488","0.1071558115","0.10054694432","0.0963246999999999","0.0892912375199844","0.0993194197582533","0.0885144832785318","0.0745272277937955","0.0862365405256628","0.0919538077274212","0.101989828211498","0.107680515828874","0.125060350026258","0.106825060045589","0.121983197417627","0.120311958312768","0.1357130301062","0.116732015778899","0.107295158443305","0.111719641404802"
"Nitrous Oxide","1A1cii","Upstream Oil Production - fuel combustion","Natural gas","kilotonne","0.473019124173064","0.491694863440792","0.522988611275595","0.552380829294046","0.655484492407745","0.66891744232468","0.758859802638067","0.791593280190959","0.844166502990134","0.805317064262847","0.873154128726751","0.823785793379582","0.908155748933231","0.857220076842367","0.809089712599512","0.769097589116303","0.75238890065632","0.629563581783963","0.580002501624756","0.607892188572798","0.558902261066403","0.582097117863075","0.52007714958365","0.424468373313152","0.486157835505238","0.548259422442048","0.557836199281085","0.55348781391804","0.588140907310945","0.603076063774539"
"Nitrous Oxide","1A1cii","Upstream oil and gas production - combustion at gas separation plant","LPG","kilotonne","0.00530341536521121","0.00703318608820014","0.00497429086331721","0.000955327384345688","0.00589667592406475","0.000444721368574717","0.00566314569647262","0.00973488119554539","0.0117500033858237","0.00148276587182899","0.000232801854504692","0.00438937115220037","0.00310726194823603","0.00481739565742895","0.00417885174467859","0.00415401261775509","0.00346997045543237","0.00343681108801068","0.00373492129397277","0.0039089675625909","0.00320525379636973","0.0032297928494081","0.00292837648310107","0.00235085922418513","0.00253495344550742","0.00269194925811751","0.00371480517105561","0.00386865764524904","0.00387452901888018","0.0034463239842157"
"Nitrous Oxide","1A1cii","Upstream oil and gas production - combustion at gas separation plant","OPG","kilotonne","0.0724915924013696","0.0777831864727638","0.0802342009046059","0.0911257948368314","0.130342025746305","0.119710141952553","0.0858740988253874","0.0701152881366861","0.0688045236013663","0.0674807424253249","0.0687769612863208","0.0843550454682154","0.0597520983672619","0.092637667500201","0.0803585808566896","0.0798809288337788","0.0667269188882491","0.0660892701103269","0.0718218767098586","0.0751687557101402","0.0616364642966293","0.0621083459517374","0.0563121624728052","0.0452066076021815","0.0487467069579947","0.051765708701202","0.0714350472196714","0.0743936031203965","0.0745065085981461","0.066272201423898"
"Nitrous Oxide","1A1cii","Upstream Gas Production - fuel combustion","Gas oil","kilotonne","0.00212714223274675","0.0023683931597287","0.00240837036780608","0.00283155198183385","0.00302307977306244","0.00331166863765006","0.00393786560767843","0.00401771544516231","0.00421878000672509","0.00375328814","0.00306451678170095","0.0039256462124911","0.004736869858","0.00432599999999999","0.00354641916","0.00366402620512265","0.00357906785341933","0.00383692939319601","0.00324258361137221","0.00278220247015658","0.00528228282028431","0.00867126547393256","0.00867439532099753","0.013168720296591","0.0196373909758811","0.0304814233850418","0.0324650668414737","0.0125933805359453","0.0109645985547025","0.0102703295075972"
"Nitrous Oxide","1A1cii","Upstream Gas Production - fuel combustion","Natural gas","kilotonne","0.191393946798992","0.198950561881075","0.211612700898616","0.223505439107799","0.265223450080956","0.270658717219996","0.307051375455306","0.320296060799175","0.341568343658916","0.361614000680001","0.40293413391481","0.45423079752","0.628989218880001","0.42534551","0.415362471065759","0.391424156172111","0.32059510218","0.2983","0.29515","0.296442396133756","0.273652218090062","0.259935268254997","0.254947766642261","0.256570450393744","0.276378040637868","0.275844098106811","0.257307453722804","0.273682689719816","0.271535081035515","0.290190180511175"
"Nitrous Oxide","1A1ciii","Collieries - combustion","Coal","kilotonne","0.007956","0.007448","0.0052722625","0.0032034","0.00147345","0.0005358","0.000532","0.0005282","0.0003515","0.000695875","0.0008434357542","0.00070777832475","0.000634918446675","0.0004285932249","0.0005672572598","0.000407020644825","0.000268205162352","0.0003260940412755","0.00037254825","0.000337711","0.00034185875","0.000260253","0.0002636955","0.00017901","4.19985e-05","0","0","0","0","0"
"Nitrous Oxide","1A1ciii","Collieries - combustion","Coke oven gas","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1ciii","Collieries - combustion","Colliery methane","kilotonne","0.000218376","0.000171072","0.000173016","0.000187596","0.000225828","0.000131868","0.000118584","0.000106272","9.5256e-05","0.000107244","0.000119232","0.0002025","0.000195048","0.00027216","0.00024138","0.000227448","0.000229068","0.000219348","0.00022889952","0.0002237706","0.000260496","0.00021219732","0.0001657422","0.000135432","0.000122472","0.000111132","0.000140616","0.00012826836","0.000123444","8.8776e-05"
"Nitrous Oxide","1A1ciii","Collieries - combustion","Natural gas","kilotonne","0.000109843229317774","0.000204737380089341","0.000338629127068403","0.000134866686884249","8.64446715932775e-05","0.000119592628369647","0.000111793109128148","6.27211339003856e-05","2.17736578407583e-05","4.54971954881517e-06","1.94987980663507e-06","1.29991987109005e-06","0","0","0","0","0","0","2.76232699962085e-05","2.5348474482654e-05","2.40489377948815e-05","1.98806283093839e-05","3.12799084206825e-05","1.94937517737213e-05","3.24648282822142e-05","2.56892124672e-05","2.50717207209394e-05","2.48113193848504e-05","2.56783567961737e-05","2.55163462360049e-05"
"Nitrous Oxide","1A1ciii","Gas production","Colliery methane","kilotonne","2.8512e-05","1.9116e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1ciii","Gas production","LPG","kilotonne","0.000169375938358773","0.000192575157754739","0.000185181347160316","0.000191902993155246","0.000217445247935979","0.00019728030995119","0.000220214642808702","0.000206674174127802","0.00021156044","0.00021156044","0.0001816200386","0","0","9.1936364e-08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1ciii","Gas production","Natural gas","kilotonne","0.000924720123376503","0.00115783654709741","0.00108822048580094","0.00110068813753657","0.00112317850662681","0.00126167992455835","0.00171704652839471","0.00158658175350293","0.00205225296599822","0.00257750148667799","0.00279796832494203","0.00293888452374582","0.00292986381317436","0.00311676618246479","0.00246925540029567","0.00276736351551649","0.00250238589958673","0.0021316717728091","0.00230984985757748","0.00226004975490288","0.00323432296034269","0.00285317498643084","0.0020703984329434","0.00198064831563541","0.00193382327845179","0.00221655886469259","0.00223347167228044","0.00223944792820921","0.00187025861599836","0.00210595195440783"
"Nitrous Oxide","1A1ciii","Gas production","OPG","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1ciii","Gas production","Town gas","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A1ciii","Nuclear fuel production","Natural gas","kilotonne","0.000137141546663019","0.000161190064324307","0.000165089823945056","0.000183613682143616","0.000178738982617679","0.000151765645240829","0.000284032492377912","0.000299956510829305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrous Oxide","1A2a","Blast furnaces","Blast furnace gas","kilotonne","0.00160139378628038","0.00156344605941904","0.00143477038182753","0.00166498372601387","0.0018625464","0.0019088784","0.0020072448","0.0020678328","0.0019577052","0.0018304704","0.0017738028","0.001446984","0.00127773946583395","0.0015464196","0.0015228972","0.00149300163991757","0.00153047749872204","0.00156079292724353","0.00146866110610694","0.00112308713459302","0.00104871340855224","0.000966868350654158","0.00103270396980742","0.00134169876105366","0.0014331751806284","0.00135793755199592","0.00102524379776389","0.00100329620230541","0.000988122647917944","0.000969201220547736"
"Nitrous Oxide","1A2a","Blast furnaces","Coke oven gas","kilotonne","0.000535010151943463","0.000488418093286219","0.000424397410600707","0.00038113831590106","0.000393012","0.000324648","0.000339228","0.000357696","0.00037746","0.000401436","0.000386532","0.000431892","0.000340597207901934","0.000377136","0.000307152","0.00024073401585672","0.0003300477617088","0.00030515141016","0.000248850727564589","0.000192703590154163","0.00012131909834722","0.000151834060047378","0.000243313577921623","0.000285659409213035","0.000283103957450904","0.000224863179110822","0.000119409897583527","0.00012785382546408","0.00010287138744576","0.00010416240961344"
"Nitrous Oxide","1A2a","Blast furnaces","LPG","kilotonne","6.438796e-05","6.438796e-05","7.7265552e-05","7.7265552e-05","6.438796e-05","6.438796e-05","6.438796e-05","1.379742e-05","1.379742e-05","1.379742e-05","0","0","0","0","0","0","0","0","2.52486675997575e-06","0","4.13557880808951e-07","0","8.73347823298371e-07","0","0","0","0","0","0","0"
"Nitrous Oxide","1A2a","Blast furnaces","Natural gas","kilotonne","7.04166857716635e-05","6.50864835016148e-05","7.20432003613577e-05","8.06885916040314e-05","0.000105293509760233","0.000141041306283769","0.000155340424893183","0.000111143149191357","0.000171264443344576","0.000208962119678487","0.000231385737497795","0.000121867488148418","7.21455529838632e-05","0.000175164202965326","0.000236585416992128","0.000305806150260429","0.000198562760689822","0.000233675749838547","0.000233335387488382","0.000146348443248995","0.000208403545372569","0.000147252479473975","8.63211098789057e-05","0.00011793086202787","0.000109703239608045","0.000104813676229056","9.44777553349776e-05","9.53970870320834e-05","0.00010379495222378","0.000101881573876862"
