
"Gas","NFR/CRF Group","Source","Activity","Units","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Methane","1A","","","kilotonne","127.04499976926","132.38773884078","124.32225590242","127.04502133735","115.5466506876","99.513031775157","101.25842435273","92.858527677373","89.03504938909","88.571210341021","80.173374260115","78.230050679213","71.03705230395","66.368144703492","63.905546494419","59.235268665691","55.407373200608","54.543830723611","56.413054212141","53.705782042527","58.793027050207","52.565567095611","55.303001753073","58.414591126492","55.618545478419","60.432864883048","62.591224147376","63.796604770022","66.809856352074","67.32788340927"
"Methane","1A1ai","Miscellaneous industrial/commercial combustion","MSW","kilotonne","0.636561072","0.674367876","0.706020084","0.721846188","0.794822112","0.878348772","0.83476941996","0.53916422364","0.5697280764","0.61062355368","0.88859661089697","0.940184165476452","1.10753116134433","1.32648052134433","1.31371252134433","1.41720052134433","1.27783822134433","1.50388423734433","1.62837469174791","1.54308292861657","1.45433726059532","1.62805521134428","1.52378702451723","1.60951194016677","1.58960244031286","1.79458740997889","1.87502730079363","2.29722794060086","2.26807796828218","2.23549111167799"
"Methane","1A1ai","Power stations","Burning oil","kilotonne","0","0","0","0","0","0","0","3.84729956910378e-05","3.84729956910378e-05","3.84729956910378e-05","3.84729956910378e-05","4.35750645338937e-05","4.04114850596421e-05","3.86054527190598e-05","3.98915394043179e-05","0.00213429650575574","0.00243681296468039","0.0009414097833324","0.000619261092006117","0.000487306228713042","0.000351317868529524","0.000363586638796836","0.000314043815100393","0.000218606847631565","0.000222349863109311","0.000250311572906085","0.000609530750733456","0.000278147831851076","0.000340029447945573","0.000320469321017205"
"Methane","1A1ai","Power stations","Coal","kilotonne","2.00842233015765","1.99543102103883","1.87301104447347","1.55934634696608","1.4755110450495","1.40965435256889","1.29969046264929","1.10263127938629","1.13435537506221","0.96298687050609","1.08897337500557","1.19915354346087","1.12262475815039","1.23821286313008","1.19130791185464","1.23139099822236","1.36008682716785","1.24085978688357","1.12963358377841","0.927417027627756","0.97793058567193","0.985496835728387","1.312128374977","1.21706831852995","0.932901295493352","0.709422769185612","0.290955566506867","0.210312668635001","0.159404603096146","0.0695347529416408"
"Methane","1A1ai","Power stations","Coke","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Methane","1A1ai","Power stations","Fuel oil","kilotonne","0.745639407857497","0.559692551538608","0.392728623304479","0.353758442142675","0.270996061943711","0.257693589342142","0.256964975398108","0.132513798154184","0.112911611570444","0.117024123917322","0.115311435113905","0.121569411258401","0.095564672948632","0.0895027395382915","0.101016835490693","0.0833627815382185","0.107818358566115","0.0882825591867646","0.126563900895125","0.0929025397306399","0.0670768839212319","0.0479681125952705","0.0539748588100676","0.0414819270181504","0.0352166593611088","0.0342610414498856","0.0368882626027502","0.0275484343498386","0.0274384868278777","0.0251826940660083"
"Methane","1A1ai","Power stations","Gas oil","kilotonne","0.0263414132056752","0.0275480190790555","0.0267540927077858","0.0286929254240915","0.0302966429840188","0.0268032449344602","0.0284989208983674","0.0433387055919646","0.0416636220062721","0.0486377517960335","0.0414771969083563","0.0418331642776408","0.0421696851396043","0.0430158705619778","0.0483782956129327","0.0464404513917784","0.0491109938110993","0.036616573906558","0.0377343302577255","0.0351515300898499","0.034633698184407","0.0357818134562482","0.0352898524065196","0.0373947522084536","0.0385361432024466","0.0374347877069185","0.0356559259468745","0.0352245272675403","0.0376064916725272","0.0370667360727872"
"Methane","1A1ai","Power stations","LPG","kilotonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Methane","1A1ai","Power stations","Natural gas","kilotonne","0.000285982372188287","0.000656459536159476","0.00894868993327842","0.163611292760208","0.261063981004453","0.347374901945845","0.486876317754711","0.657027529104205","0.724690997846446","0.878167300522351","0.900726255743545","0.888118446005915","0.936136995332929","0.920314250390763","0.984598649623804","0.959081149553977","0.905012602160621","1.04241999608321","1.122617635224","1.06955739211612","1.12665977948415","0.905062473193025","0.600688278582971","0.572142640660055","0.620213252417672","0.606952804682557","0.885472148747435","0.840026755549998","0.803207209964459","0.799989739039172"
"Methane","1A1ai","Power stations","Landfill gas","kilotonne","0.001737354528","0.002598411816","0.004709145168","0.005585442408","0.00645792966","0.007021807884","0.008842982148","0.011471873868","0.014813233344","0.021274972992","0.027338568894","0.0313272453312","0.0334715065776","0.0409390830576","0.0500304764232","0.0536133891384","0.0552874978656","0.0584406439344","0.058679530182","0.0614486294604","0.0651892756788","0.0664530486984","0.0650845010088","0.0646615923408","0.0628945199064","0.0608821700848","0.0587664159398692","0.0535295661301522","0.0489310742904453","0.0452890371111587"
