Profile_ID,hour,wday,N
AGRI_BUR_ALL,0,1,0.02484472
AGRI_BUR_ALL,0,2,0.02484472
AGRI_BUR_ALL,0,3,0.02484472
AGRI_BUR_ALL,0,4,0.02484472
AGRI_BUR_ALL,0,5,0.02484472
AGRI_BUR_ALL,0,6,0.033229491
AGRI_BUR_ALL,0,7,0.037441498
AGRI_BUR_ALL,1,1,0.02484472
AGRI_BUR_ALL,1,2,0.02484472
AGRI_BUR_ALL,1,3,0.02484472
AGRI_BUR_ALL,1,4,0.02484472
AGRI_BUR_ALL,1,5,0.02484472
AGRI_BUR_ALL,1,6,0.033229491
AGRI_BUR_ALL,1,7,0.037441498
AGRI_BUR_ALL,2,1,0.02484472
AGRI_BUR_ALL,2,2,0.02484472
AGRI_BUR_ALL,2,3,0.02484472
AGRI_BUR_ALL,2,4,0.02484472
AGRI_BUR_ALL,2,5,0.02484472
AGRI_BUR_ALL,2,6,0.033229491
AGRI_BUR_ALL,2,7,0.037441498
AGRI_BUR_ALL,3,1,0.02484472
AGRI_BUR_ALL,3,2,0.02484472
AGRI_BUR_ALL,3,3,0.02484472
AGRI_BUR_ALL,3,4,0.02484472
AGRI_BUR_ALL,3,5,0.02484472
AGRI_BUR_ALL,3,6,0.033229491
AGRI_BUR_ALL,3,7,0.037441498
AGRI_BUR_ALL,4,1,0.02484472
AGRI_BUR_ALL,4,2,0.02484472
AGRI_BUR_ALL,4,3,0.02484472
AGRI_BUR_ALL,4,4,0.02484472
AGRI_BUR_ALL,4,5,0.02484472
AGRI_BUR_ALL,4,6,0.033229491
AGRI_BUR_ALL,4,7,0.037441498
AGRI_BUR_ALL,5,1,0.026915114
AGRI_BUR_ALL,5,2,0.026915114
AGRI_BUR_ALL,5,3,0.026915114
AGRI_BUR_ALL,5,4,0.026915114
AGRI_BUR_ALL,5,5,0.026915114
AGRI_BUR_ALL,5,6,0.034267913
AGRI_BUR_ALL,5,7,0.037961518
AGRI_BUR_ALL,6,1,0.031055901
AGRI_BUR_ALL,6,2,0.031055901
AGRI_BUR_ALL,6,3,0.031055901
AGRI_BUR_ALL,6,4,0.031055901
AGRI_BUR_ALL,6,5,0.031055901
AGRI_BUR_ALL,6,6,0.036344756
AGRI_BUR_ALL,6,7,0.03900156
AGRI_BUR_ALL,7,1,0.037267081
AGRI_BUR_ALL,7,2,0.037267081
AGRI_BUR_ALL,7,3,0.037267081
AGRI_BUR_ALL,7,4,0.037267081
AGRI_BUR_ALL,7,5,0.037267081
AGRI_BUR_ALL,7,6,0.039460021
AGRI_BUR_ALL,7,7,0.040561622
AGRI_BUR_ALL,8,1,0.045548654
