Profile_ID,hour,wday,N
INDU_EXT_PAG,0,1,0.040425532
INDU_EXT_PAG,0,2,0.040425532
INDU_EXT_PAG,0,3,0.040425532
INDU_EXT_PAG,0,4,0.040425532
INDU_EXT_PAG,0,5,0.040425532
INDU_EXT_PAG,0,6,0.040425532
INDU_EXT_PAG,0,7,0.040425532
INDU_EXT_PAG,1,1,0.040425532
INDU_EXT_PAG,1,2,0.040425532
INDU_EXT_PAG,1,3,0.040425532
INDU_EXT_PAG,1,4,0.040425532
INDU_EXT_PAG,1,5,0.040425532
INDU_EXT_PAG,1,6,0.040425532
INDU_EXT_PAG,1,7,0.040425532
INDU_EXT_PAG,2,1,0.040425532
INDU_EXT_PAG,2,2,0.040425532
INDU_EXT_PAG,2,3,0.040425532
INDU_EXT_PAG,2,4,0.040425532
INDU_EXT_PAG,2,5,0.040425532
INDU_EXT_PAG,2,6,0.040425532
INDU_EXT_PAG,2,7,0.040425532
INDU_EXT_PAG,3,1,0.040425532
INDU_EXT_PAG,3,2,0.040425532
INDU_EXT_PAG,3,3,0.040425532
INDU_EXT_PAG,3,4,0.040425532
INDU_EXT_PAG,3,5,0.040425532
INDU_EXT_PAG,3,6,0.040425532
INDU_EXT_PAG,3,7,0.040425532
INDU_EXT_PAG,4,1,0.040425532
INDU_EXT_PAG,4,2,0.040425532
INDU_EXT_PAG,4,3,0.040425532
INDU_EXT_PAG,4,4,0.040425532
INDU_EXT_PAG,4,5,0.040425532
INDU_EXT_PAG,4,6,0.040425532
INDU_EXT_PAG,4,7,0.040425532
INDU_EXT_PAG,5,1,0.041489362
INDU_EXT_PAG,5,2,0.041489362
INDU_EXT_PAG,5,3,0.041489362
INDU_EXT_PAG,5,4,0.041489362
INDU_EXT_PAG,5,5,0.041489362
INDU_EXT_PAG,5,6,0.041489362
INDU_EXT_PAG,5,7,0.041489362
INDU_EXT_PAG,6,1,0.041489362
INDU_EXT_PAG,6,2,0.041489362
INDU_EXT_PAG,6,3,0.041489362
INDU_EXT_PAG,6,4,0.041489362
INDU_EXT_PAG,6,5,0.041489362
INDU_EXT_PAG,6,6,0.041489362
INDU_EXT_PAG,6,7,0.041489362
INDU_EXT_PAG,7,1,0.042553191
INDU_EXT_PAG,7,2,0.042553191
INDU_EXT_PAG,7,3,0.042553191
INDU_EXT_PAG,7,4,0.042553191
INDU_EXT_PAG,7,5,0.042553191
INDU_EXT_PAG,7,6,0.042553191
INDU_EXT_PAG,7,7,0.042553191
INDU_EXT_PAG,8,1,0.042553191
INDU_EXT_PAG,8,2,0.042553191
INDU_EXT_PAG,8,3,0.042553191
INDU_EXT_PAG,8,4,0.042553191
INDU_EXT_PAG,8,5,0.042553191
INDU_EXT_PAG,8,6,0.042553191
INDU_EXT_PAG,8,7,0.042553191
INDU_EXT_PAG,9,1,0.042553191
