Profile_ID,hour,wday,N
ROAD_BUS_MOT,0,1,0.007324937
ROAD_BUS_MOT,0,2,0.011204265
ROAD_BUS_MOT,0,3,0.011640562
ROAD_BUS_MOT,0,4,0.011798201
ROAD_BUS_MOT,0,5,0.012853208
ROAD_BUS_MOT,0,6,0.026515037
ROAD_BUS_MOT,0,7,0.018902477
ROAD_BUS_MOT,1,1,0.007253226
ROAD_BUS_MOT,1,2,0.01104446
ROAD_BUS_MOT,1,3,0.011456861
ROAD_BUS_MOT,1,4,0.011667982
ROAD_BUS_MOT,1,5,0.012684853
ROAD_BUS_MOT,1,6,0.025596615
ROAD_BUS_MOT,1,7,0.01682934
ROAD_BUS_MOT,2,1,0.008070533
ROAD_BUS_MOT,2,2,0.011595241
ROAD_BUS_MOT,2,3,0.011948631
ROAD_BUS_MOT,2,4,0.01216288
ROAD_BUS_MOT,2,5,0.013169492
ROAD_BUS_MOT,2,6,0.025189353
ROAD_BUS_MOT,2,7,0.015774326
ROAD_BUS_MOT,3,1,0.010713766
ROAD_BUS_MOT,3,2,0.01394578
ROAD_BUS_MOT,3,3,0.014302925
ROAD_BUS_MOT,3,4,0.014448199
ROAD_BUS_MOT,3,5,0.015494347
ROAD_BUS_MOT,3,6,0.027078281
ROAD_BUS_MOT,3,7,0.016667578
ROAD_BUS_MOT,4,1,0.018408363
ROAD_BUS_MOT,4,2,0.020543107
ROAD_BUS_MOT,4,3,0.020723164
ROAD_BUS_MOT,4,4,0.020881216
ROAD_BUS_MOT,4,5,0.022005581
ROAD_BUS_MOT,4,6,0.031867924
ROAD_BUS_MOT,4,7,0.019351703
ROAD_BUS_MOT,5,1,0.033256888
ROAD_BUS_MOT,5,2,0.033957101
ROAD_BUS_MOT,5,3,0.034062129
ROAD_BUS_MOT,5,4,0.034059802
ROAD_BUS_MOT,5,5,0.035568709
ROAD_BUS_MOT,5,6,0.039683087
ROAD_BUS_MOT,5,7,0.023797713
ROAD_BUS_MOT,6,1,0.053886702
ROAD_BUS_MOT,6,2,0.05415112
ROAD_BUS_MOT,6,3,0.054187737
ROAD_BUS_MOT,6,4,0.054224584
ROAD_BUS_MOT,6,5,0.056023326
ROAD_BUS_MOT,6,6,0.051028212
ROAD_BUS_MOT,6,7,0.031837694
ROAD_BUS_MOT,7,1,0.066201571
ROAD_BUS_MOT,7,2,0.065817198
ROAD_BUS_MOT,7,3,0.066220859
ROAD_BUS_MOT,7,4,0.066290537
ROAD_BUS_MOT,7,5,0.069336964
ROAD_BUS_MOT,7,6,0.063101742
ROAD_BUS_MOT,7,7,0.039988359
ROAD_BUS_MOT,8,1,0.070128711
ROAD_BUS_MOT,8,2,0.068703823
ROAD_BUS_MOT,8,3,0.068614747
ROAD_BUS_MOT,8,4,0.068667745
ROAD_BUS_MOT,8,5,0.072127275
ROAD_BUS_MOT,8,6,0.067597648
ROAD_BUS_MOT,8,7,0.046018904
ROAD_BUS_MOT,9,1,0.072098419
ROAD_BUS_MOT,9,2,0.070823127
ROAD_BUS_MOT,9,3,0.070542889
ROAD_BUS_MOT,9,4,0.07026939
ROAD_BUS_MOT,9,5,0.07284306
ROAD_BUS_MOT,9,6,0.068755224
ROAD_BUS_MOT,9,7,0.052388732
ROAD_BUS_MOT,10,1,0.071196182
ROAD_BUS_MOT,10,2,0.069987166
ROAD_BUS_MOT,10,3,0.069474226
ROAD_BUS_MOT,10,4,0.069462079
ROAD_BUS_MOT,10,5,0.072295216
ROAD_BUS_MOT,10,6,0.06815734
ROAD_BUS_MOT,10,7,0.057984272
ROAD_BUS_MOT,11,1,0.071274204
ROAD_BUS_MOT,11,2,0.069841219
