Profile_ID,hour,wday,N
OFFR_OTH,0,1,0.005039
OFFR_OTH,0,2,0.005039
OFFR_OTH,0,3,0.005039
OFFR_OTH,0,4,0.005039
OFFR_OTH,0,5,0.005039
OFFR_OTH,0,6,0.005039
OFFR_OTH,0,7,0.005039
OFFR_OTH,1,1,0.005039
OFFR_OTH,1,2,0.005039
OFFR_OTH,1,3,0.005039
OFFR_OTH,1,4,0.005039
OFFR_OTH,1,5,0.005039
OFFR_OTH,1,6,0.005039
OFFR_OTH,1,7,0.005039
OFFR_OTH,2,1,0.004436371
OFFR_OTH,2,2,0.004436371
OFFR_OTH,2,3,0.004436371
OFFR_OTH,2,4,0.004436371
OFFR_OTH,2,5,0.004436371
OFFR_OTH,2,6,0.004436371
OFFR_OTH,2,7,0.004436371
OFFR_OTH,3,1,0.00592371
OFFR_OTH,3,2,0.00592371
OFFR_OTH,3,3,0.00592371
OFFR_OTH,3,4,0.00592371
OFFR_OTH,3,5,0.00592371
OFFR_OTH,3,6,0.00592371
OFFR_OTH,3,7,0.00592371
OFFR_OTH,4,1,0.0113089
OFFR_OTH,4,2,0.0113089
OFFR_OTH,4,3,0.0113089
OFFR_OTH,4,4,0.0113089
OFFR_OTH,4,5,0.0113089
OFFR_OTH,4,6,0.0113089
OFFR_OTH,4,7,0.0113089
OFFR_OTH,5,1,0.03037504
OFFR_OTH,5,2,0.03037504
OFFR_OTH,5,3,0.03037504
OFFR_OTH,5,4,0.03037504
OFFR_OTH,5,5,0.03037504
OFFR_OTH,5,6,0.03037504
OFFR_OTH,5,7,0.03037504
OFFR_OTH,6,1,0.058886633
OFFR_OTH,6,2,0.058886633
OFFR_OTH,6,3,0.058886633
OFFR_OTH,6,4,0.058886633
OFFR_OTH,6,5,0.058886633
OFFR_OTH,6,6,0.058886633
OFFR_OTH,6,7,0.058886633
OFFR_OTH,7,1,0.058886633
OFFR_OTH,7,2,0.058886633
OFFR_OTH,7,3,0.058886633
OFFR_OTH,7,4,0.058886633
