Profile_ID,hour,wday,N
AVIA_GEN,23,1,8
AVIA_GEN,0,1,5
AVIA_GEN,1,1,1
AVIA_GEN,2,1,1
AVIA_GEN,3,1,
AVIA_GEN,4,1,
AVIA_GEN,5,1,4
AVIA_GEN,6,1,15
AVIA_GEN,7,1,29
AVIA_GEN,8,1,26
AVIA_GEN,9,1,12
AVIA_GEN,10,1,12
AVIA_GEN,11,1,14
AVIA_GEN,12,1,15
AVIA_GEN,13,1,15
AVIA_GEN,14,1,22
AVIA_GEN,15,1,13
AVIA_GEN,16,1,14
AVIA_GEN,17,1,20
AVIA_GEN,18,1,16
AVIA_GEN,19,1,11
AVIA_GEN,20,1,14
AVIA_GEN,21,1,26
AVIA_GEN,22,1,12
AVIA_GEN,23,1,8
AVIA_GEN,0,1,6
AVIA_GEN,1,1,9
AVIA_GEN,2,1,2
AVIA_GEN,3,1,2
AVIA_GEN,4,1,12
AVIA_GEN,5,1,38
AVIA_GEN,6,1,49
AVIA_GEN,7,1,49
AVIA_GEN,8,1,34
AVIA_GEN,9,1,35
AVIA_GEN,10,1,39
AVIA_GEN,11,1,32
AVIA_GEN,12,1,42
AVIA_GEN,13,1,38
AVIA_GEN,14,1,42
AVIA_GEN,15,1,45
AVIA_GEN,16,1,41
AVIA_GEN,17,1,41
AVIA_GEN,18,1,33
AVIA_GEN,19,1,24
AVIA_GEN,20,1,23
AVIA_GEN,21,1,15
AVIA_GEN,22,1,17
AVIA_GEN,23,1,12
AVIA_GEN,0,1,3
AVIA_GEN,1,1,2
AVIA_GEN,2,1,
AVIA_GEN,3,1,
AVIA_GEN,4,1,
AVIA_GEN,5,1,4
AVIA_GEN,6,1,28
AVIA_GEN,7,1,29
AVIA_GEN,8,1,45
AVIA_GEN,9,1,26
AVIA_GEN,10,1,33
AVIA_GEN,11,1,30
AVIA_GEN,12,1,33
AVIA_GEN,13,1,32
AVIA_GEN,14,1,19
AVIA_GEN,15,1,22
AVIA_GEN,16,1,31
AVIA_GEN,17,1,34
AVIA_GEN,18,1,33
AVIA_GEN,19,1,32
AVIA_GEN,20,1,26
AVIA_GEN,21,1,18
AVIA_GEN,22,1,18
AVIA_GEN,23,1,6
AVIA_GEN,0,1,
AVIA_GEN,1,1,
AVIA_GEN,2,1,
AVIA_GEN,3,1,
AVIA_GEN,4,1,
AVIA_GEN,5,1,39
AVIA_GEN,6,1,39
AVIA_GEN,7,1,39
AVIA_GEN,8,1,44
AVIA_GEN,9,1,43
AVIA_GEN,10,1,40
AVIA_GEN,11,1,41
AVIA_GEN,12,1,41
AVIA_GEN,13,1,40
AVIA_GEN,14,1,40
AVIA_GEN,15,1,44
AVIA_GEN,16,1,42
AVIA_GEN,17,1,45
AVIA_GEN,18,1,43
AVIA_GEN,19,1,38
AVIA_GEN,20,1,41
AVIA_GEN,21,1,25
AVIA_GEN,22,1,
AVIA_GEN,23,1,
AVIA_GEN,0,1,
AVIA_GEN,1,1,
AVIA_GEN,2,1,
AVIA_GEN,3,1,
AVIA_GEN,4,1,
AVIA_GEN,5,1,
AVIA_GEN,6,1,38
AVIA_GEN,7,1,38
AVIA_GEN,8,1,37
AVIA_GEN,9,1,44
AVIA_GEN,10,1,43
AVIA_GEN,11,1,35
AVIA_GEN,12,1,41
AVIA_GEN,13,1,40
AVIA_GEN,14,1,43
AVIA_GEN,15,1,39
AVIA_GEN,16,1,40
AVIA_GEN,17,1,40
AVIA_GEN,18,1,40
AVIA_GEN,19,1,42
AVIA_GEN,20,1,36
AVIA_GEN,21,1,37
AVIA_GEN,22,1,16
AVIA_GEN,23,1,
AVIA_GEN,0,1,
AVIA_GEN,1,1,
AVIA_GEN,2,1,
AVIA_GEN,3,1,
AVIA_GEN,4,1,
AVIA_GEN,5,1,5
AVIA_GEN,6,1,26
AVIA_GEN,7,1,32
AVIA_GEN,8,1,26
AVIA_GEN,9,1,14
AVIA_GEN,10,1,14
AVIA_GEN,11,1,14
AVIA_GEN,12,1,13
AVIA_GEN,13,1,13
AVIA_GEN,14,1,13
AVIA_GEN,15,1,14
AVIA_GEN,16,1,24
AVIA_GEN,17,1,29
AVIA_GEN,18,1,30
AVIA_GEN,19,1,13
AVIA_GEN,20,1,6
AVIA_GEN,21,1,
AVIA_GEN,22,1,
AVIA_GEN,23,1,
AVIA_GEN,0,1,
AVIA_GEN,1,1,
AVIA_GEN,2,1,
AVIA_GEN,3,1,
AVIA_GEN,4,1,
AVIA_GEN,5,1,
AVIA_GEN,6,1,5
AVIA_GEN,7,1,26
AVIA_GEN,8,1,38
AVIA_GEN,9,1,24
AVIA_GEN,10,1,15
AVIA_GEN,11,1,14
AVIA_GEN,12,1,11
AVIA_GEN,13,1,14
AVIA_GEN,14,1,10
AVIA_GEN,15,1,21
AVIA_GEN,16,1,15
AVIA_GEN,17,1,23
AVIA_GEN,18,1,34
AVIA_GEN,19,1,27
AVIA_GEN,20,1,11
AVIA_GEN,21,1,4
AVIA_GEN,22,1,
AVIA_GEN,23,1,
AVIA_GEN,0,1,6
AVIA_GEN,1,1,4
AVIA_GEN,2,1,2
AVIA_GEN,3,1,1
AVIA_GEN,4,1,1
AVIA_GEN,5,1,20
AVIA_GEN,6,1,20
AVIA_GEN,7,1,26
AVIA_GEN,8,1,11
AVIA_GEN,9,1,17
AVIA_GEN,10,1,16
AVIA_GEN,11,1,14
AVIA_GEN,12,1,18
AVIA_GEN,13,1,23
AVIA_GEN,14,1,27
AVIA_GEN,15,1,26
AVIA_GEN,16,1,20
AVIA_GEN,17,1,20
AVIA_GEN,18,1,19
AVIA_GEN,19,1,15
AVIA_GEN,20,1,18
AVIA_GEN,21,1,10
AVIA_GEN,22,1,12
AVIA_GEN,23,1,6
AVIA_GEN,0,1,5
AVIA_GEN,1,1,6
AVIA_GEN,2,1,5
AVIA_GEN,3,1,
AVIA_GEN,4,1,1
AVIA_GEN,5,1,
AVIA_GEN,6,1,14
AVIA_GEN,7,1,23
AVIA_GEN,8,1,27
AVIA_GEN,9,1,7
AVIA_GEN,10,1,14
AVIA_GEN,11,1,14
AVIA_GEN,12,1,20
AVIA_GEN,13,1,19
AVIA_GEN,14,1,14
AVIA_GEN,15,1,24
AVIA_GEN,16,1,20
AVIA_GEN,17,1,17
AVIA_GEN,18,1,13
AVIA_GEN,19,1,13
AVIA_GEN,20,1,14
AVIA_GEN,21,1,11
AVIA_GEN,22,1,12
AVIA_GEN,23,1,4
AVIA_GEN,0,2,11
AVIA_GEN,1,2,3
AVIA_GEN,2,2,3
AVIA_GEN,3,2,4
AVIA_GEN,4,2,18
AVIA_GEN,5,2,55
AVIA_GEN,6,2,56
AVIA_GEN,7,2,57
AVIA_GEN,8,2,51
AVIA_GEN,9,2,45
AVIA_GEN,10,2,60
AVIA_GEN,11,2,55
AVIA_GEN,12,2,54
AVIA_GEN,13,2,54
AVIA_GEN,14,2,47
AVIA_GEN,15,2,52
AVIA_GEN,16,2,59
AVIA_GEN,17,2,59
AVIA_GEN,18,2,55
AVIA_GEN,19,2,40
AVIA_GEN,20,2,37
AVIA_GEN,21,2,32
AVIA_GEN,22,2,29
AVIA_GEN,23,2,8
AVIA_GEN,0,2,
AVIA_GEN,1,2,
AVIA_GEN,2,2,
AVIA_GEN,3,2,3
AVIA_GEN,4,2,
AVIA_GEN,5,2,3
AVIA_GEN,6,2,23
AVIA_GEN,7,2,46
AVIA_GEN,8,2,51
AVIA_GEN,9,2,46
AVIA_GEN,10,2,42
AVIA_GEN,11,2,39
AVIA_GEN,12,2,42
AVIA_GEN,13,2,34
AVIA_GEN,14,2,37
AVIA_GEN,15,2,36
AVIA_GEN,16,2,43
AVIA_GEN,17,2,40
AVIA_GEN,18,2,39
AVIA_GEN,19,2,43
AVIA_GEN,20,2,33
AVIA_GEN,21,2,36
AVIA_GEN,22,2,26
AVIA_GEN,23,2,7
AVIA_GEN,0,2,6
AVIA_GEN,1,2,5
AVIA_GEN,2,2,3
AVIA_GEN,3,2,3
AVIA_GEN,4,2,7
AVIA_GEN,5,2,29
AVIA_GEN,6,2,41
AVIA_GEN,7,2,46
AVIA_GEN,8,2,26
AVIA_GEN,9,2,11
AVIA_GEN,10,2,26
AVIA_GEN,11,2,39
AVIA_GEN,12,2,35
AVIA_GEN,13,2,19
AVIA_GEN,14,2,34
AVIA_GEN,15,2,41
AVIA_GEN,16,2,31
AVIA_GEN,17,2,45
AVIA_GEN,18,2,44
AVIA_GEN,19,2,22
AVIA_GEN,20,2,10
AVIA_GEN,21,2,23
AVIA_GEN,22,2,29
AVIA_GEN,23,2,14
AVIA_GEN,0,2,4
AVIA_GEN,1,2,2
AVIA_GEN,2,2,2
AVIA_GEN,3,2,4
AVIA_GEN,4,2,3
AVIA_GEN,5,2,1
AVIA_GEN,6,2,19
AVIA_GEN,7,2,29
AVIA_GEN,8,2,35
AVIA_GEN,9,2,17
AVIA_GEN,10,2,11
AVIA_GEN,11,2,17
AVIA_GEN,12,2,27
AVIA_GEN,13,2,22
AVIA_GEN,14,2,17
AVIA_GEN,15,2,12
AVIA_GEN,16,2,19
AVIA_GEN,17,2,22
AVIA_GEN,18,2,29
AVIA_GEN,19,2,30
AVIA_GEN,20,2,25
AVIA_GEN,21,2,12
AVIA_GEN,22,2,11
AVIA_GEN,23,2,23
AVIA_GEN,0,2,4
AVIA_GEN,1,2,5
AVIA_GEN,2,2,
AVIA_GEN,3,2,
AVIA_GEN,4,2,3
AVIA_GEN,5,2,25
AVIA_GEN,6,2,23
AVIA_GEN,7,2,25
AVIA_GEN,8,2,25
AVIA_GEN,9,2,26
AVIA_GEN,10,2,17
AVIA_GEN,11,2,22
AVIA_GEN,12,2,20
AVIA_GEN,13,2,27
AVIA_GEN,14,2,32
AVIA_GEN,15,2,22
AVIA_GEN,16,2,22
AVIA_GEN,17,2,26
AVIA_GEN,18,2,26
AVIA_GEN,19,2,18
AVIA_GEN,20,2,20
AVIA_GEN,21,2,15
AVIA_GEN,22,2,7
AVIA_GEN,23,2,4
AVIA_GEN,0,2,1
AVIA_GEN,1,2,3
AVIA_GEN,2,2,3
AVIA_GEN,3,2,
AVIA_GEN,4,2,
AVIA_GEN,5,2,4
AVIA_GEN,6,2,18
AVIA_GEN,7,2,16
AVIA_GEN,8,2,19
AVIA_GEN,9,2,17
AVIA_GEN,10,2,19
AVIA_GEN,11,2,16
AVIA_GEN,12,2,15
AVIA_GEN,13,2,12
AVIA_GEN,14,2,16
AVIA_GEN,15,2,17
AVIA_GEN,16,2,23
AVIA_GEN,17,2,14
AVIA_GEN,18,2,24
AVIA_GEN,19,2,28
AVIA_GEN,20,2,15
AVIA_GEN,21,2,11
AVIA_GEN,22,2,17
AVIA_GEN,23,2,2
AVIA_GEN,0,2,6
AVIA_GEN,1,2,3
AVIA_GEN,2,2,1
AVIA_GEN,3,2,1
AVIA_GEN,4,2,
AVIA_GEN,5,2,15
AVIA_GEN,6,2,15
AVIA_GEN,7,2,8
AVIA_GEN,8,2,5
AVIA_GEN,9,2,9
AVIA_GEN,10,2,5
AVIA_GEN,11,2,16
AVIA_GEN,12,2,14
AVIA_GEN,13,2,7
AVIA_GEN,14,2,7
AVIA_GEN,15,2,14
AVIA_GEN,16,2,18
AVIA_GEN,17,2,12
AVIA_GEN,18,2,17
AVIA_GEN,19,2,6
AVIA_GEN,20,2,2
AVIA_GEN,21,2,9
AVIA_GEN,22,2,11
AVIA_GEN,23,2,3
AVIA_GEN,0,2,
AVIA_GEN,1,2,
AVIA_GEN,2,2,
AVIA_GEN,3,2,
AVIA_GEN,4,2,
AVIA_GEN,5,2,
AVIA_GEN,6,2,
AVIA_GEN,7,2,
AVIA_GEN,8,2,
AVIA_GEN,9,2,
AVIA_GEN,10,2,
AVIA_GEN,11,2,
AVIA_GEN,12,2,
AVIA_GEN,13,2,
AVIA_GEN,14,2,
AVIA_GEN,15,2,
AVIA_GEN,16,2,
AVIA_GEN,17,2,
AVIA_GEN,18,2,
AVIA_GEN,19,2,
AVIA_GEN,20,2,
AVIA_GEN,21,2,
AVIA_GEN,22,2,
AVIA_GEN,23,2,
AVIA_GEN,0,2,3
AVIA_GEN,1,2,3
AVIA_GEN,2,2,1
AVIA_GEN,3,2,1
AVIA_GEN,4,2,2
AVIA_GEN,5,2,2
AVIA_GEN,6,2,13
AVIA_GEN,7,2,28
AVIA_GEN,8,2,27
AVIA_GEN,9,2,12
AVIA_GEN,10,2,8
AVIA_GEN,11,2,11
AVIA_GEN,12,2,20
AVIA_GEN,13,2,14
AVIA_GEN,14,2,18
AVIA_GEN,15,2,16
AVIA_GEN,16,2,12
AVIA_GEN,17,2,18
AVIA_GEN,18,2,16
AVIA_GEN,19,2,8
AVIA_GEN,20,2,17
AVIA_GEN,21,2,21
AVIA_GEN,22,2,10
AVIA_GEN,23,2,4
AVIA_GEN,0,2,3
AVIA_GEN,1,2,3
AVIA_GEN,2,2,1
AVIA_GEN,3,2,1
AVIA_GEN,4,2,2
AVIA_GEN,5,2,2
AVIA_GEN,6,2,13
AVIA_GEN,7,2,28
AVIA_GEN,8,2,27
AVIA_GEN,9,2,12
AVIA_GEN,10,2,8
AVIA_GEN,11,2,11
AVIA_GEN,12,2,20
AVIA_GEN,13,2,14
AVIA_GEN,14,2,18
AVIA_GEN,15,2,16
AVIA_GEN,16,2,12
AVIA_GEN,17,2,18
AVIA_GEN,18,2,16
AVIA_GEN,19,2,8
AVIA_GEN,20,2,17
AVIA_GEN,21,2,21
AVIA_GEN,22,2,10
AVIA_GEN,23,2,4
AVIA_GEN,0,2,8
AVIA_GEN,1,2,8
AVIA_GEN,2,2,5
AVIA_GEN,3,2,1
AVIA_GEN,4,2,13
AVIA_GEN,5,2,43
AVIA_GEN,6,2,46
AVIA_GEN,7,2,43
AVIA_GEN,8,2,28
AVIA_GEN,9,2,33
AVIA_GEN,10,2,28
AVIA_GEN,11,2,43
AVIA_GEN,12,2,40
AVIA_GEN,13,2,38
AVIA_GEN,14,2,46
AVIA_GEN,15,2,36
AVIA_GEN,16,2,41
AVIA_GEN,17,2,36
AVIA_GEN,18,2,28
AVIA_GEN,19,2,18
AVIA_GEN,20,2,19
AVIA_GEN,21,2,15
AVIA_GEN,22,2,19
AVIA_GEN,23,2,8
AVIA_GEN,0,2,2
AVIA_GEN,1,2,
AVIA_GEN,2,2,
AVIA_GEN,3,2,
AVIA_GEN,4,2,
AVIA_GEN,5,2,4
AVIA_GEN,6,2,25
AVIA_GEN,7,2,30
AVIA_GEN,8,2,38
AVIA_GEN,9,2,25
AVIA_GEN,10,2,30
AVIA_GEN,11,2,27
AVIA_GEN,12,2,22
AVIA_GEN,13,2,23
AVIA_GEN,14,2,20
AVIA_GEN,15,2,18
AVIA_GEN,16,2,24
AVIA_GEN,17,2,32
AVIA_GEN,18,2,26
AVIA_GEN,19,2,23
AVIA_GEN,20,2,22
AVIA_GEN,21,2,16
AVIA_GEN,22,2,12
AVIA_GEN,23,2,4
AVIA_GEN,0,2,
AVIA_GEN,1,2,
AVIA_GEN,2,2,
AVIA_GEN,3,2,
AVIA_GEN,4,2,
AVIA_GEN,5,2,39
AVIA_GEN,6,2,39
AVIA_GEN,7,2,39
AVIA_GEN,8,2,44
AVIA_GEN,9,2,43
AVIA_GEN,10,2,39
AVIA_GEN,11,2,40
AVIA_GEN,12,2,41
AVIA_GEN,13,2,40
AVIA_GEN,14,2,40
AVIA_GEN,15,2,44
AVIA_GEN,16,2,42
AVIA_GEN,17,2,45
AVIA_GEN,18,2,43
AVIA_GEN,19,2,37
AVIA_GEN,20,2,42
AVIA_GEN,21,2,25
AVIA_GEN,22,2,
AVIA_GEN,23,2,
AVIA_GEN,0,2,
AVIA_GEN,1,2,
AVIA_GEN,2,2,
AVIA_GEN,3,2,
AVIA_GEN,4,2,
AVIA_GEN,5,2,
AVIA_GEN,6,2,38
AVIA_GEN,7,2,38
AVIA_GEN,8,2,37
AVIA_GEN,9,2,44
AVIA_GEN,10,2,42
AVIA_GEN,11,2,35
AVIA_GEN,12,2,41
AVIA_GEN,13,2,41
AVIA_GEN,14,2,42
AVIA_GEN,15,2,38
AVIA_GEN,16,2,40
AVIA_GEN,17,2,39
AVIA_GEN,18,2,40
AVIA_GEN,19,2,43
AVIA_GEN,20,2,38
AVIA_GEN,21,2,36
AVIA_GEN,22,2,17
AVIA_GEN,23,2,
AVIA_GEN,0,2,
AVIA_GEN,1,2,
AVIA_GEN,2,2,
AVIA_GEN,3,2,
AVIA_GEN,4,2,
AVIA_GEN,5,2,5
AVIA_GEN,6,2,26
AVIA_GEN,7,2,32
AVIA_GEN,8,2,26
AVIA_GEN,9,2,13
AVIA_GEN,10,2,14
AVIA_GEN,11,2,13
AVIA_GEN,12,2,13
AVIA_GEN,13,2,15
AVIA_GEN,14,2,12
AVIA_GEN,15,2,14
AVIA_GEN,16,2,25
AVIA_GEN,17,2,29
AVIA_GEN,18,2,30
AVIA_GEN,19,2,13
AVIA_GEN,20,2,6
AVIA_GEN,21,2,
AVIA_GEN,22,2,
AVIA_GEN,23,2,
AVIA_GEN,0,2,
AVIA_GEN,1,2,
AVIA_GEN,2,2,
AVIA_GEN,3,2,
AVIA_GEN,4,2,
AVIA_GEN,5,2,
AVIA_GEN,6,2,5
AVIA_GEN,7,2,26
AVIA_GEN,8,2,38
AVIA_GEN,9,2,24
AVIA_GEN,10,2,15
AVIA_GEN,11,2,12
AVIA_GEN,12,2,8
AVIA_GEN,13,2,13
AVIA_GEN,14,2,12
AVIA_GEN,15,2,20
AVIA_GEN,16,2,14
AVIA_GEN,17,2,23
AVIA_GEN,18,2,34
AVIA_GEN,19,2,28
AVIA_GEN,20,2,14
AVIA_GEN,21,2,4
AVIA_GEN,22,2,
AVIA_GEN,23,2,
AVIA_GEN,0,2,5
AVIA_GEN,1,2,5
AVIA_GEN,2,2,1
AVIA_GEN,3,2,1
AVIA_GEN,4,2,3
AVIA_GEN,5,2,21
AVIA_GEN,6,2,18
AVIA_GEN,7,2,27
AVIA_GEN,8,2,17
AVIA_GEN,9,2,18
AVIA_GEN,10,2,15
AVIA_GEN,11,2,12
AVIA_GEN,12,2,26
AVIA_GEN,13,2,21
AVIA_GEN,14,2,27
AVIA_GEN,15,2,23
AVIA_GEN,16,2,18
AVIA_GEN,17,2,23
AVIA_GEN,18,2,18
AVIA_GEN,19,2,12
AVIA_GEN,20,2,23
AVIA_GEN,21,2,8
AVIA_GEN,22,2,8
AVIA_GEN,23,2,10
AVIA_GEN,0,2,3
AVIA_GEN,1,2,6
AVIA_GEN,2,2,2
AVIA_GEN,3,2,2
AVIA_GEN,4,2,3
AVIA_GEN,5,2,1
AVIA_GEN,6,2,15
AVIA_GEN,7,2,15
AVIA_GEN,8,2,27
AVIA_GEN,9,2,9
AVIA_GEN,10,2,16
AVIA_GEN,11,2,15
AVIA_GEN,12,2,22
AVIA_GEN,13,2,17
AVIA_GEN,14,2,13
AVIA_GEN,15,2,20
AVIA_GEN,16,2,16
AVIA_GEN,17,2,16
AVIA_GEN,18,2,19
AVIA_GEN,19,2,16
AVIA_GEN,20,2,12
AVIA_GEN,21,2,14
AVIA_GEN,22,2,15
AVIA_GEN,23,2,3
AVIA_GEN,0,3,15
AVIA_GEN,1,3,3
AVIA_GEN,2,3,1
AVIA_GEN,3,3,5
AVIA_GEN,4,3,17
AVIA_GEN,5,3,55
AVIA_GEN,6,3,55
AVIA_GEN,7,3,56
AVIA_GEN,8,3,50
AVIA_GEN,9,3,48
AVIA_GEN,10,3,59
AVIA_GEN,11,3,57
AVIA_GEN,12,3,57
AVIA_GEN,13,3,52
AVIA_GEN,14,3,51
AVIA_GEN,15,3,54
AVIA_GEN,16,3,55
AVIA_GEN,17,3,56
AVIA_GEN,18,3,56
AVIA_GEN,19,3,45
AVIA_GEN,20,3,39
AVIA_GEN,21,3,36
AVIA_GEN,22,3,32
AVIA_GEN,23,3,17
AVIA_GEN,0,3,
AVIA_GEN,1,3,
AVIA_GEN,2,3,
AVIA_GEN,3,3,3
AVIA_GEN,4,3,
AVIA_GEN,5,3,6
AVIA_GEN,6,3,31
AVIA_GEN,7,3,48
AVIA_GEN,8,3,52
AVIA_GEN,9,3,45
AVIA_GEN,10,3,37
AVIA_GEN,11,3,36
AVIA_GEN,12,3,46
AVIA_GEN,13,3,35
AVIA_GEN,14,3,35
AVIA_GEN,15,3,38
AVIA_GEN,16,3,45
AVIA_GEN,17,3,43
AVIA_GEN,18,3,35
AVIA_GEN,19,3,42
AVIA_GEN,20,3,37
AVIA_GEN,21,3,39
AVIA_GEN,22,3,20
AVIA_GEN,23,3,7
AVIA_GEN,0,3,4
AVIA_GEN,1,3,6
AVIA_GEN,2,3,4
AVIA_GEN,3,3,3
AVIA_GEN,4,3,6
AVIA_GEN,5,3,28
AVIA_GEN,6,3,47
AVIA_GEN,7,3,43
AVIA_GEN,8,3,28
AVIA_GEN,9,3,15
AVIA_GEN,10,3,30
AVIA_GEN,11,3,41
AVIA_GEN,12,3,39
AVIA_GEN,13,3,24
AVIA_GEN,14,3,34
AVIA_GEN,15,3,44
AVIA_GEN,16,3,33
AVIA_GEN,17,3,43
AVIA_GEN,18,3,39
AVIA_GEN,19,3,30
AVIA_GEN,20,3,14
AVIA_GEN,21,3,23
AVIA_GEN,22,3,27
AVIA_GEN,23,3,8
AVIA_GEN,0,3,4
AVIA_GEN,1,3,2
AVIA_GEN,2,3,2
AVIA_GEN,3,3,4
AVIA_GEN,4,3,3
