Profile_ID,hour,wday,N
SOLV_IND,16,7,0.046875
SOLV_IND,17,1,0.058333333
SOLV_IND,17,2,0.058333333
SOLV_IND,17,3,0.058333333
SOLV_IND,17,4,0.058333333
SOLV_IND,17,5,0.058333333
SOLV_IND,17,6,0.05
SOLV_IND,17,7,0.045833333
SOLV_IND,18,1,0.052083333
SOLV_IND,18,2,0.052083333
SOLV_IND,18,3,0.052083333
SOLV_IND,18,4,0.052083333
SOLV_IND,18,5,0.052083333
SOLV_IND,18,6,0.046875
SOLV_IND,18,7,0.044270833
SOLV_IND,19,1,0.045833333
SOLV_IND,19,2,0.045833333
SOLV_IND,19,3,0.045833333
SOLV_IND,19,4,0.045833333
SOLV_IND,19,5,0.045833333
SOLV_IND,19,6,0.04375
SOLV_IND,19,7,0.042708333
SOLV_IND,20,1,0.041666667
SOLV_IND,20,2,0.041666667
SOLV_IND,20,3,0.041666667
SOLV_IND,20,4,0.041666667
SOLV_IND,20,5,0.041666667
SOLV_IND,20,6,0.041666667
SOLV_IND,20,7,0.041666667
SOLV_IND,21,1,0.0375
SOLV_IND,21,2,0.0375
SOLV_IND,21,3,0.0375
SOLV_IND,21,4,0.0375
SOLV_IND,21,5,0.0375
SOLV_IND,21,6,0.039583333
SOLV_IND,21,7,0.040625
SOLV_IND,22,1,0.033333333
SOLV_IND,22,2,0.033333333
SOLV_IND,22,3,0.033333333
SOLV_IND,22,4,0.033333333
SOLV_IND,22,5,0.033333333
SOLV_IND,22,6,0.0375
SOLV_IND,22,7,0.039583333
SOLV_IND,23,1,0.029166667
SOLV_IND,23,2,0.029166667
SOLV_IND,23,3,0.029166667
SOLV_IND,23,4,0.029166667
SOLV_IND,23,5,0.029166667
SOLV_IND,23,6,0.035416667
SOLV_IND,23,7,0.038541667
SOLV_OTH,0,1,0.020833333
SOLV_OTH,0,2,0.020833333
SOLV_OTH,0,3,0.020833333
SOLV_OTH,0,4,0.020833333
SOLV_OTH,0,5,0.020833333
SOLV_OTH,0,6,0.03125
SOLV_OTH,0,7,0.036458333
SOLV_OTH,1,1,0.014583333
SOLV_OTH,1,2,0.014583333
SOLV_OTH,1,3,0.014583333
SOLV_OTH,1,4,0.014583333
SOLV_OTH,1,5,0.014583333
SOLV_OTH,1,6,0.028125
SOLV_OTH,1,7,0.034895833
SOLV_OTH,2,1,0.008333333
SOLV_OTH,2,2,0.008333333
SOLV_OTH,2,3,0.008333333
SOLV_OTH,2,4,0.008333333
SOLV_OTH,2,5,0.008333333
SOLV_OTH,2,6,0.025
SOLV_OTH,2,7,0.033333333
SOLV_OTH,3,1,0.004166667
SOLV_OTH,3,2,0.004166667
SOLV_OTH,3,3,0.004166667
SOLV_OTH,3,4,0.004166667
SOLV_OTH,3,5,0.004166667
SOLV_OTH,3,6,0.022916667
SOLV_OTH,3,7,0.032291667
SOLV_OTH,4,1,0.004166667
SOLV_OTH,4,2,0.004166667
SOLV_OTH,4,3,0.004166667
SOLV_OTH,4,4,0.004166667
SOLV_OTH,4,5,0.004166667
SOLV_OTH,4,6,0.022916667
SOLV_OTH,4,7,0.032291667
SOLV_OTH,5,1,0.008333333
SOLV_OTH,5,2,0.008333333
SOLV_OTH,5,3,0.008333333
SOLV_OTH,5,4,0.008333333
SOLV_OTH,5,5,0.008333333
SOLV_OTH,5,6,0.025
SOLV_OTH,5,7,0.033333333
SOLV_OTH,6,1,0.03125
SOLV_OTH,6,2,0.03125
SOLV_OTH,6,3,0.03125
SOLV_OTH,6,4,0.03125
SOLV_OTH,6,5,0.03125
SOLV_OTH,6,6,0.036458333
SOLV_OTH,6,7,0.0390625
SOLV_OTH,7,1,0.052083333
SOLV_OTH,7,2,0.052083333
SOLV_OTH,7,3,0.052083333
SOLV_OTH,7,4,0.052083333
SOLV_OTH,7,5,0.052083333
SOLV_OTH,7,6,0.046875
SOLV_OTH,7,7,0.044270833
SOLV_OTH,8,1,0.058333333
SOLV_OTH,8,2,0.058333333
SOLV_OTH,8,3,0.058333333
SOLV_OTH,8,4,0.058333333
SOLV_OTH,8,5,0.058333333
SOLV_OTH,8,6,0.05
SOLV_OTH,8,7,0.045833333
SOLV_OTH,9,1,0.0625
SOLV_OTH,9,2,0.0625
SOLV_OTH,9,3,0.0625
SOLV_OTH,9,4,0.0625
SOLV_OTH,9,5,0.0625
SOLV_OTH,9,6,0.052083333
SOLV_OTH,9,7,0.046875
SOLV_OTH,10,1,0.0625
SOLV_OTH,10,2,0.0625
SOLV_OTH,10,3,0.0625
SOLV_OTH,10,4,0.0625
SOLV_OTH,10,5,0.0625
SOLV_OTH,10,6,0.052083333
SOLV_OTH,10,7,0.046875
SOLV_OTH,11,1,0.0625
SOLV_OTH,11,2,0.0625
SOLV_OTH,11,3,0.0625
SOLV_OTH,11,4,0.0625
SOLV_OTH,11,5,0.0625
SOLV_OTH,11,6,0.052083333
SOLV_OTH,11,7,0.046875
SOLV_OTH,12,1,0.0625
SOLV_OTH,12,2,0.0625
SOLV_OTH,12,3,0.0625
SOLV_OTH,12,4,0.0625
SOLV_OTH,12,5,0.0625
SOLV_OTH,12,6,0.052083333
SOLV_OTH,12,7,0.046875
SOLV_OTH,13,1,0.0625
SOLV_OTH,13,2,0.0625
SOLV_OTH,13,3,0.0625
SOLV_OTH,13,4,0.0625
SOLV_OTH,13,5,0.0625
SOLV_OTH,13,6,0.052083333
SOLV_OTH,13,7,0.046875
SOLV_OTH,14,1,0.0625
SOLV_OTH,14,2,0.0625
SOLV_OTH,14,3,0.0625
SOLV_OTH,14,4,0.0625
SOLV_OTH,14,5,0.0625
SOLV_OTH,14,6,0.052083333
SOLV_OTH,14,7,0.046875
SOLV_OTH,15,1,0.0625
SOLV_OTH,15,2,0.0625
SOLV_OTH,15,3,0.0625
SOLV_OTH,15,4,0.0625
SOLV_OTH,15,5,0.0625
SOLV_OTH,15,6,0.052083333
SOLV_OTH,15,7,0.046875
SOLV_OTH,16,1,0.0625
SOLV_OTH,16,2,0.0625
SOLV_OTH,16,3,0.0625
SOLV_OTH,16,4,0.0625
SOLV_OTH,16,5,0.0625
SOLV_OTH,16,6,0.052083333
SOLV_OTH,16,7,0.046875
SOLV_OTH,17,1,0.058333333
SOLV_OTH,17,2,0.058333333
SOLV_OTH,17,3,0.058333333
SOLV_OTH,17,4,0.058333333
SOLV_OTH,17,5,0.058333333
SOLV_OTH,17,6,0.05
SOLV_OTH,17,7,0.045833333
SOLV_OTH,18,1,0.052083333
SOLV_OTH,18,2,0.052083333
SOLV_OTH,18,3,0.052083333
SOLV_OTH,18,4,0.052083333
SOLV_OTH,18,5,0.052083333
SOLV_OTH,18,6,0.046875
SOLV_OTH,18,7,0.044270833
SOLV_OTH,19,1,0.045833333
SOLV_OTH,19,2,0.045833333
SOLV_OTH,19,3,0.045833333
SOLV_OTH,19,4,0.045833333
SOLV_OTH,19,5,0.045833333
SOLV_OTH,19,6,0.04375
SOLV_OTH,19,7,0.042708333
SOLV_OTH,20,1,0.041666667
SOLV_OTH,20,2,0.041666667
SOLV_OTH,20,3,0.041666667
SOLV_OTH,20,4,0.041666667
SOLV_OTH,20,5,0.041666667
SOLV_OTH,20,6,0.041666667
SOLV_OTH,20,7,0.041666667
SOLV_OTH,21,1,0.0375
SOLV_OTH,21,2,0.0375
SOLV_OTH,21,3,0.0375
SOLV_OTH,21,4,0.0375
SOLV_OTH,21,5,0.0375
SOLV_OTH,21,6,0.039583333
SOLV_OTH,21,7,0.040625
SOLV_OTH,22,1,0.033333333
SOLV_OTH,22,2,0.033333333
SOLV_OTH,22,3,0.033333333
SOLV_OTH,22,4,0.033333333
SOLV_OTH,22,5,0.033333333
SOLV_OTH,22,6,0.0375
SOLV_OTH,22,7,0.039583333
SOLV_OTH,23,1,0.029166667
SOLV_OTH,23,2,0.029166667
SOLV_OTH,23,3,0.029166667
SOLV_OTH,23,4,0.029166667
SOLV_OTH,23,5,0.029166667
SOLV_OTH,23,6,0.035416667
SOLV_OTH,23,7,0.038541667
