Pollutant,sector,wday,hour,coeff,coeff_l,coeff_u
NH3,1,4,6,0.991594665054542,0.990508696589826,0.992680633519258
NH3,1,5,6,0.991496682977808,0.99038953409434,0.992603831861277
NH3,1,6,6,0.991392131785641,0.990258450848247,0.992525812723036
NH3,1,7,6,0.991284558764055,0.990014046154563,0.992555071373547
NH3,1,1,7,0.992019864769895,0.990790627129527,0.993249102410264
NH3,1,2,7,0.991944519988464,0.990815539778469,0.993073500198459
NH3,1,3,7,0.991867280659998,0.99073946891216,0.992995092407836
NH3,1,4,7,0.991781845219216,0.990650271588354,0.992913418850077
NH3,1,5,7,0.991686045125875,0.990533100386725,0.992838989865024
NH3,1,6,7,0.991583822206107,0.990404289992074,0.99276335442014
NH3,1,7,7,0.991478644750674,0.990166039097086,0.992791250404261
NH3,1,1,8,0.992855502366412,0.991569841661973,0.994141163070851
NH3,1,2,8,0.992788047292391,0.991596751060911,0.993979343523872
NH3,1,3,8,0.992718896058292,0.991527537247745,0.993910254868838
NH3,1,4,8,0.992642406965452,0.991446184558325,0.993838629372578
NH3,1,5,8,0.992556638551704,0.991338730620091,0.993774546483318
NH3,1,6,8,0.992465119875978,0.991220481334889,0.993709758417068
NH3,1,7,8,0.992370956047949,0.99099810066684,0.993743811429058
NH3,1,1,9,0.995359639631867,0.994198548576114,0.99652073068762
NH3,1,2,9,0.995315827474852,0.994262920479956,0.996368734469748
NH3,1,3,9,0.995270913659692,0.994220781348564,0.99632104597082
NH3,1,4,9,0.995221233895878,0.994168758627642,0.996273709164114
NH3,1,5,9,0.995165527201244,0.994091992964837,0.99623906143765
NH3,1,6,9,0.995106085704085,0.994006033012404,0.996206138395767
NH3,1,7,9,0.995044926177117,0.993805088871408,0.996284763482826
NH3,1,1,10,0.9981668541403,0.996867393061391,0.999466315219209
NH3,1,2,10,0.99814954641679,0.996943089121114,0.999356003712466
NH3,1,3,10,0.998131803489997,0.996924994151786,0.999338612828209
NH3,1,4,10,0.998112177804464,0.996900243980507,0.999324111628421
NH3,1,5,10,0.998090171216931,0.996856468446664,0.999323873987198
NH3,1,6,10,0.998066689218602,0.996806210750949,0.999327167686254
NH3,1,7,10,0.99804252852315,0.99665493681364,0.999430120232659
NH3,1,1,11,0.9999270902338,0.998717881477362,1.00113629899024
NH3,1,2,11,0.999926401853185,0.998819681308826,1.00103312239754
NH3,1,3,11,0.999925696163216,0.998820601389807,1.00103079093663
NH3,1,4,11,0.999924915590227,0.998816465023534,1.00103336615692
NH3,1,5,11,0.99992404032155,0.998794318798693,1.00105376184441
NH3,1,6,11,0.999923106371314,0.998766830537206,1.00107938220542
NH3,1,7,11,0.999922145427237,0.998630927034679,1.00121336381979
NH3,1,1,12,1.0010382718304,0.999829063073959,1.00224748058684
NH3,1,2,12,1.00104807471743,0.999941354173066,1.00215479526178
NH3,1,3,12,1.00105812409837,0.999953029324964,1.00216321887178
NH3,1,4,12,1.00106923985129,0.999960789284599,1.00217769041799
NH3,1,5,12,1.00108170411855,0.999951982595694,1.00221142564141
NH3,1,6,12,1.00109500404079,0.999938728206682,1.0022512798749
NH3,1,7,12,1.00110868836894,0.999817469976383,1.0023999067615
NH3,1,1,13,1.00272681111213,1.00142735003322,1.00402627219104
NH3,1,2,13,1.0027525564136,1.00154609911792,1.00395901370927
NH3,1,3,13,1.00277894908153,1.00157213974332,1.00398575841974
NH3,1,4,13,1.00280814235991,1.00159620853595,1.00402007618387
NH3,1,5,13,1.00284087723865,1.00160717446838,1.00407458000891
NH3,1,6,13,1.00287580679629,1.00161532832864,1.00413628526394
NH3,1,7,13,1.00291174591837,1.00152415420886,1.00429933762788
NH3,1,1,14,1.00540025208738,1.00423916103163,1.00656134314313
NH3,1,2,14,1.00545123879393,1.00439833179903,1.00650414578882
NH3,1,3,14,1.00550350756291,1.00445337525178,1.00655363987404
NH3,1,4,14,1.00556132273823,1.00450884747,1.00661379800647
NH3,1,5,14,1.00562615179678,1.00455261756037,1.00669968603318
NH3,1,6,14,1.00569532725809,1.0045952745664,1.00679537994977
NH3,1,7,14,1.0057665020887,1.00452666478299,1.00700633939441
NH3,1,1,15,1.00773820901727,1.00645254831284,1.00902386972171
NH3,1,2,15,1.00781126964222,1.00661997341074,1.0090025658737
NH3,1,3,15,1.00788616737901,1.00669480856847,1.00907752618956
NH3,1,4,15,1.00796901275433,1.00677279034721,1.00916523516146
NH3,1,5,15,1.00806190856685,1.00684400063523,1.00927981649846
NH3,1,6,15,1.00816103249103,1.00691639394994,1.00940567103212
NH3,1,7,15,1.00826302138101,1.00689016599991,1.00963587676212
NH3,1,1,16,1.00840461024839,1.00717537260802,1.00963384788876
NH3,1,2,16,1.00848396272851,1.00735498251852,1.00961294293851
NH3,1,3,16,1.00856531052938,1.00743749878154,1.00969312227722
NH3,1,4,16,1.00865529040572,1.00752371677486,1.00978686403658
NH3,1,5,16,1.00875618624558,1.00760324150644,1.00990913098473
NH3,1,6,16,1.00886384655137,1.00768431433734,1.0100433787654
NH3,1,7,16,1.00897461854888,1.0076620128953,1.01028722420247
NH3,1,1,17,1.00841036865836,1.00722055059085,1.00960018672587
NH3,1,2,17,1.00848977550675,1.00740468149444,1.00957486951905
NH3,1,3,17,1.00857117904298,1.00748816484899,1.00965419323696
NH3,1,4,17,1.00866122056894,1.00757525210422,1.00974718903365
NH3,1,5,17,1.00876218553748,1.00765503665401,1.00986933442095
NH3,1,6,17,1.00886991960662,1.00773623866922,1.01000360054401
NH3,1,7,17,1.00898076749944,1.00771025488995,1.01025128010894
NH3,1,1,18,1.01027895132814,1.00897155556339,1.01158634709288
NH3,1,2,18,1.01037600047816,1.0091608394892,1.01159116146712
NH3,1,3,18,1.01047548993229,1.00925981237221,1.01169116749237
NH3,1,4,18,1.01058553653077,1.00936458588342,1.01180648717812
NH3,1,5,18,1.0107089334994,1.00946616488125,1.01195170211756
NH3,1,6,18,1.0108406035008,1.00957103161723,1.01211017538437
NH3,1,7,18,1.01097607914301,1.00958001461007,1.01237214367596
NH3,1,1,19,1.01493621409717,1.0137720402058,1.01610038798853
NH3,1,2,19,1.01507723498893,1.01402086500158,1.01613360497628
NH3,1,3,19,1.01522180185571,1.01416813064124,1.01627547307019
NH3,1,4,19,1.01538170917535,1.01432562840466,1.01643778994604
NH3,1,5,19,1.01556101574891,1.01448386374562,1.01663816775221
NH3,1,6,19,1.01575234376169,1.01464867301619,1.01685601450719
NH3,1,7,19,1.01594920170297,1.01470607248094,1.01719233092501
NH3,1,1,20,1.01863988180863,1.01737731483848,1.01990244877879
NH3,1,2,20,1.01881587103442,1.01765001420831,1.01998172786053
NH3,1,3,20,1.01899628551513,1.01783086035698,1.02016171067328
NH3,1,4,20,1.01919584435374,1.01802599943407,1.0203656892734
NH3,1,5,20,1.01941961279445,1.01822821643993,1.02061100914898
NH3,1,6,20,1.01965838357811,1.01844032353492,1.0208764436213
NH3,1,7,20,1.01990405552247,1.01855586011368,1.02125225093127
NH3,1,1,21,1.01703038461132,1.01578246536409,1.01827830385855
NH3,1,2,21,1.01719117770182,1.01604150315285,1.01834085225079
NH3,1,3,21,1.01735601393992,1.01620709130689,1.01850493657295
NH3,1,4,21,1.01753834147874,1.01638528558201,1.01869139737547
NH3,1,5,21,1.01774278819404,1.01656826211911,1.01891731426896
NH3,1,6,21,1.01796094184551,1.01675978866837,1.01916209502265
NH3,1,7,21,1.01818540076342,1.01685284649942,1.01951795502741
NH3,1,1,22,1.00964266373622,1.00854268494268,1.01074264252976
NH3,1,2,22,1.00973370535026,1.00874993074126,1.01071747995927
NH3,1,3,22,1.00982703620872,1.00884761589261,1.01080645652482
NH3,1,4,22,1.00993027070323,1.00894988334576,1.0109106580607
NH3,1,5,22,1.01004602915335,1.00904478271038,1.01104727559632
NH3,1,6,22,1.010169548519,1.00914172373306,1.01119737330494
NH3,1,7,22,1.01029663794871,1.00912205759434,1.01147121830308
NH3,1,1,23,0.999380308369138,0.998219229440869,1.00054138729741
NH3,1,2,23,0.999374457524617,0.998321564157023,1.00042735089221
NH3,1,3,23,0.999368459560417,0.998318341175875,1.00041857794496
NH3,1,4,23,0.999361825133041,0.998309364053874,1.00041428621221
NH3,1,5,23,0.999354385846066,0.998280865846595,1.00042790584554
NH3,1,6,23,0.999346447799149,0.998246409344955,1.00044648625334
NH3,1,7,23,0.999338280319901,0.998098455964173,1.00057810467563
NH3,10,1,0,0.665426889866621,0.665124076667,0.665729703066241
NH3,10,2,0,0.665439351411721,0.665157404906017,0.665721297917426
NH3,10,3,0,0.665451838567727,0.665181802078526,0.665721875056929
NH3,10,4,0,0.66546437340782,0.665198177321311,0.665730569494329
NH3,10,5,0,0.66547695815883,0.665206941945353,0.665746974372307
NH3,10,6,0,0.665489575052117,0.665207670871712,0.665771479232521
NH3,10,7,0,0.665502202738145,0.665199457702196,0.665804947774094
NH3,10,1,1,0.666927949942115,0.666646291959129,0.667209607925102
NH3,10,2,1,0.666940355578575,0.666681260733692,0.667199450423458
NH3,10,3,1,0.666952786711037,0.666706703523934,0.66719886989814
NH3,10,4,1,0.666965265313651,0.666723400656568,0.667207129970734
NH3,10,5,1,0.666977793603258,0.666731728893342,0.667223858313173
NH3,10,6,1,0.666990353890935,0.666731297940902,0.667249409840968
NH3,10,7,1,0.667002924922933,0.666721330341549,0.667284519504316
NH3,10,1,2,0.66556458713389,0.665232572600771,0.665896601667009
NH3,10,2,2,0.665577043550303,0.665263945694163,0.665890141406444
NH3,10,3,2,0.665589525567082,0.665287110691031,0.665891940443133
NH3,10,4,2,0.665602055248322,0.665303066921938,0.665901043574707
NH3,10,5,2,0.665614634819939,0.665312242650747,0.66591702698913
NH3,10,6,2,0.665627246520603,0.665314195666148,0.665940297375059
NH3,10,7,2,0.665639869009568,0.665307929213381,0.665971808805755
NH3,10,1,3,0.663176712329568,0.662840078625352,0.663513346033783
NH3,10,2,3,0.663189257685016,0.662871266115853,0.66350724925418
NH3,10,3,3,0.663201828823617,0.662894350536157,0.663509307111078
NH3,10,4,3,0.663214447967005,0.662910339552276,0.663518556381733
NH3,10,5,3,0.663227117356986,0.662919662156572,0.663534572557401
NH3,10,6,3,0.663239819105419,0.662921875272575,0.663557762938262
NH3,10,7,3,0.663252531719179,0.662915973791678,0.663589089646681
NH3,10,1,4,0.670803504916756,0.670500156191283,0.671106853642229
NH3,10,2,4,0.670815766203889,0.670533244659083,0.671098287748696
NH3,10,3,4,0.670828052690359,0.670557415899676,0.671098689481041
NH3,10,4,4,0.670840386094628,0.670573581111312,0.671107191077944
NH3,10,5,4,0.670852768607742,0.670582152137857,0.671123385077627
NH3,10,6,4,0.670865182746605,0.670582703613423,0.671147661879787
NH3,10,7,4,0.670877607504769,0.670574327063516,0.671180887946023
NH3,10,1,5,0.710119465516428,0.709767667926772,0.710471263106084
NH3,10,2,5,0.710130262437175,0.709796260710082,0.710464264164268
NH3,10,3,5,0.7101410815477,0.709817074397005,0.710465088698395
NH3,10,4,5,0.710151941972628,0.709831132243656,0.710472751701601
NH3,10,5,5,0.710162845641329,0.709838862818753,0.710486828463906
NH3,10,6,5,0.710173777158713,0.709839825571356,0.71050772874607
NH3,10,7,5,0.710184718027134,0.709832999627604,0.710536436426664
NH3,10,1,6,0.798681936880776,0.798369844133256,0.798994029628297
NH3,10,2,6,0.79868943519444,0.798397545735532,0.798981324653347
NH3,10,3,6,0.7986969489186,0.798416547592398,0.798977350244802
NH3,10,4,6,0.798704491335048,0.798427787292446,0.79898119537765
NH3,10,5,6,0.798712063783704,0.79843168351147,0.798992444055937
NH3,10,6,6,0.798719655572889,0.7984278099319,0.799011501213878
NH3,10,7,6,0.798727253856241,0.798415231361232,0.799039276351251
NH3,10,1,7,0.927694800635999,0.927369222312569,0.928020378959428
NH3,10,2,7,0.927697493723027,0.927391228842115,0.928003758603939
NH3,10,3,7,0.927700192344874,0.927404856971224,0.927995527718524
NH3,10,4,7,0.927702901271815,0.927411075018555,0.927994727525076
NH3,10,5,7,0.927705620985095,0.92741030778674,0.928000934183451
NH3,10,6,7,0.927708347644701,0.92740212873972,0.928014566549682
NH3,10,7,7,0.927711076636745,0.927385571601448,0.928036581672042
NH3,10,1,8,1.07922769909851,1.07888314214738,1.07957225604963
NH3,10,2,8,1.07922474817533,1.07889838108482,1.07955111526584
NH3,10,3,8,1.07922179118743,1.07890565935715,1.0795379230177
NH3,10,4,8,1.07921882290782,1.07890596837232,1.07953167744332
NH3,10,5,8,1.0792158428092,1.07889973471572,1.07953195090267
NH3,10,6,8,1.0792128550992,1.07888653700233,1.07953917319607
NH3,10,7,8,1.07920986483346,1.07886538544258,1.07955434422434
NH3,10,1,9,1.23698404284853,1.23668176714232,1.23728631855474
NH3,10,2,9,1.23697521611605,1.23669384691908,1.23725658531302
NH3,10,3,9,1.23696637124291,1.23669693753548,1.23723580495035
NH3,10,4,9,1.2369574925943,1.23669190795987,1.23722307722872
NH3,10,5,9,1.23694857859289,1.23667916511593,1.23721799206986
NH3,10,6,9,1.23693964182455,1.23665831486621,1.23722096878289
NH3,10,7,9,1.23693069741152,1.23662848974799,1.23723290507504
NH3,10,1,10,1.38721384081963,1.38686464459167,1.3875630370476
NH3,10,2,10,1.38719941861236,1.38686815776186,1.38753067946286
NH3,10,3,10,1.38718496676464,1.38686378555849,1.3875061479708
NH3,10,4,10,1.38717045973037,1.38685250414807,1.38748841531267
NH3,10,5,10,1.38715589493234,1.38683473784212,1.38747705202256
NH3,10,6,10,1.38714129293487,1.38681008181265,1.38747250405709
NH3,10,7,10,1.38712667844656,1.38677756082315,1.38747579606997
NH3,10,1,11,1.51556628473052,1.51524752056636,1.51588504889468
NH3,10,2,11,1.51554708189468,1.5152480704367,1.51584609335267
NH3,10,3,11,1.51552783959327,1.51524003239152,1.51581564679502
NH3,10,4,11,1.51550852381224,1.51522431808832,1.51579272953615
NH3,10,5,11,1.5154891311201,1.51520134552839,1.51577691671181
NH3,10,6,11,1.51546968889776,1.51517072232683,1.51576865546868
NH3,10,7,11,1.51545023004415,1.51513153763425,1.51576892245405
NH3,10,1,12,1.60117933717079,1.60086057300663,1.60149810133495
NH3,10,2,12,1.60115694558223,1.60085793412425,1.60145595704022
NH3,10,3,12,1.6011345079746,1.60084670077285,1.60142231517635
NH3,10,4,12,1.60111198468558,1.60082777896166,1.60139619040949
NH3,10,5,12,1.60108937171388,1.60080158612217,1.60137715730559
NH3,10,6,12,1.60106670098717,1.60076773441624,1.6013656675581
NH3,10,7,12,1.60104401086747,1.60072531845757,1.60136270327737
NH3,10,1,13,1.62016281462872,1.61981361840076,1.62051201085668
NH3,10,2,13,1.62013971597958,1.61980845512907,1.62047097683008
NH3,10,3,13,1.6201165698582,1.61979538865205,1.62043775106436
NH3,10,4,13,1.62009333534988,1.61977537976758,1.62041129093218
NH3,10,5,13,1.62007000832696,1.61974885123674,1.62039116541718
NH3,10,6,13,1.6200466217253,1.61971541060308,1.62037783284752
NH3,10,7,13,1.62002321511828,1.61967409749487,1.62037233274169
NH3,10,1,14,1.56109053511052,1.56078825940432,1.56139281081673
NH3,10,2,14,1.56106963667369,1.56078826747672,1.56135100587066
NH3,10,3,14,1.56104869528649,1.56077926157906,1.56131812899392
NH3,10,4,14,1.56102767393145,1.56076208929703,1.56129325856587
NH3,10,5,14,1.5610065688741,1.56073715539713,1.56127598235107
NH3,10,6,14,1.56098540991305,1.56070408295471,1.56126673687138
NH3,10,7,14,1.5609642328522,1.56066202518867,1.56126644051573
NH3,10,1,15,1.43871339896871,1.43836884201759,1.43905795591984
NH3,10,2,15,1.43869705860351,1.438370691513,1.43902342569402
NH3,10,3,15,1.43868068465566,1.43836455282539,1.43899681648594
NH3,10,4,15,1.43866424818143,1.43835139364594,1.43897710271693
NH3,10,5,15,1.43864774626086,1.43833163816738,1.43896385435433
NH3,10,6,15,1.4386312021933,1.43830488409642,1.43895752029017
NH3,10,7,15,1.43861464397361,1.43827016458273,1.43895912336449
NH3,10,1,16,1.2718395221161,1.27151394379267,1.27216510043952
NH3,10,2,16,1.27182939715278,1.27152313227187,1.2721356620337
NH3,10,3,16,1.2718192513807,1.27152391600705,1.27211458675435
NH3,10,4,16,1.27180906686545,1.27151724061219,1.27210089311872
NH3,10,5,16,1.27179884179776,1.2715035285994,1.27209415499611
NH3,10,6,16,1.27178859061457,1.27148237170959,1.27209480951955
NH3,10,7,16,1.27177833066232,1.27145282562702,1.27210383569761
NH3,10,1,17,1.08812429389412,1.0878122011466,1.08843638664164
NH3,10,2,17,1.08812101160744,1.08782912214854,1.08841290106635
NH3,10,3,17,1.08811772257502,1.08783732124882,1.08839812390123
NH3,10,4,17,1.08811442098294,1.08783771694034,1.08839112502554
NH3,10,5,17,1.08811110624466,1.08783072597242,1.08839148651689
NH3,10,6,17,1.08810778304032,1.08781593739933,1.0883996286813
NH3,10,7,17,1.08810445699324,1.08779243449823,1.08841647948825
NH3,10,1,18,0.92092284240385,0.920571044814194,0.921274639993505
NH3,10,2,18,0.920925787719944,0.920591785992851,0.921259789447037
NH3,10,3,18,0.920928739089236,0.920604731938542,0.921252746239931
NH3,10,4,18,0.920931701728777,0.920610891999805,0.92125251145775
NH3,10,5,18,0.920934676164884,0.920610693342307,0.92125865898746
NH3,10,6,18,0.920937658197894,0.920603706610537,0.921271609785251
NH3,10,7,18,0.920940642781795,0.920588924382265,0.921292361181325
NH3,10,1,19,0.795538564591165,0.795235215865692,0.795841913316638
NH3,10,2,19,0.795546179983202,0.795263658438395,0.795828701528008
NH3,10,3,19,0.795553811026354,0.795283174235672,0.795824447817037
NH3,10,4,19,0.795561471209795,0.795294666226479,0.795828276193111
NH3,10,5,19,0.795569161894365,0.79529854542448,0.79583977836425
NH3,10,6,19,0.795576872221447,0.795294393088265,0.795859351354629
NH3,10,7,19,0.795584589144096,0.795281308702842,0.795887869585349
NH3,10,1,20,0.713840356538173,0.713503722833957,0.714176990242389
NH3,10,2,20,0.713851014870223,0.71353302330106,0.714169006439387
NH3,10,3,20,0.713861695107225,0.713554216819764,0.714169173394685
NH3,10,4,20,0.71387241612832,0.713568307713592,0.714176524543049
NH3,10,5,20,0.713883179838113,0.713575724637699,0.714190635038528
NH3,10,6,20,0.713893971039125,0.713576027206282,0.714211914871968
NH3,10,7,20,0.713904771471145,0.713568213543644,0.714241329398646
NH3,10,1,21,0.673075158956867,0.672743144423748,0.673407173489985
NH3,10,2,21,0.673087335633735,0.672774237777595,0.673400433489876
NH3,10,3,21,0.67309953733605,0.672797122459999,0.673401952212101
NH3,10,4,21,0.673111785632403,0.672812797306019,0.673410773958788
NH3,10,5,21,0.673124082698721,0.672821690529529,0.673426474867913
NH3,10,6,21,0.673136411172551,0.672823360318095,0.673449462027006
NH3,10,7,21,0.673148750192402,0.672816810396215,0.673480689988588
NH3,10,1,22,0.662698571035025,0.662416913052038,0.662980229018011
NH3,10,2,22,0.662711134199374,0.662452039354491,0.662970229044257
NH3,10,3,22,0.662723723183476,0.662477639996373,0.66296980637058
NH3,10,4,22,0.662736360240511,0.662494495583428,0.662978224897594
NH3,10,5,22,0.662749047615468,0.662502982905552,0.662995112325384
NH3,10,6,22,0.66276176739481,0.662502711444778,0.663020823344843
NH3,10,7,22,0.662774498054905,0.662492903473522,0.663056092636289
NH3,10,1,23,0.665426889866621,0.665124076667001,0.665729703066242
NH3,10,2,23,0.665439351411722,0.665157404906017,0.665721297917426
NH3,10,3,23,0.665451838567728,0.665181802078527,0.665721875056929
NH3,10,4,23,0.66546437340782,0.665198177321311,0.665730569494329
NH3,10,5,23,0.66547695815883,0.665206941945353,0.665746974372307
NH3,10,6,23,0.665489575052117,0.665207670871712,0.665771479232521
NH3,10,7,23,0.665502202738145,0.665199457702197,0.665804947774094
NH3,11,1,0,0.927728128211067,0.924915637622524,0.930540618799609
NH3,11,2,0,0.927726066795753,0.92510034478078,0.930351788810727
NH3,11,3,0,0.927724026944416,0.925215152738718,0.930232901150115
NH3,11,4,0,0.927722025009233,0.92525293849742,0.930191111521046
NH3,11,5,0,0.927720062136913,0.925211050303136,0.93022907397069
NH3,11,6,0,0.927718125604908,0.92509211508537,0.930344136124446
NH3,11,7,0,0.927716199808454,0.924903245021058,0.930529154595851
NH3,11,1,1,0.927952895914026,0.925332054769132,0.93057373705892
NH3,11,2,1,0.927950840909777,0.925531530740875,0.930370151078678
NH3,11,3,1,0.927948807402439,0.925656857012382,0.930240757792496
NH3,11,4,1,0.927946811693334,0.925698497364478,0.93019512602219
NH3,11,5,1,0.927944854925607,0.925652778807154,0.930236931044059
NH3,11,6,1,0.927942924416274,0.925523348422574,0.930362500409974
NH3,11,7,1,0.927941004609105,0.925319730896913,0.930562278321298
NH3,11,1,2,0.927402380412274,0.924321814084107,0.93048294674044
NH3,11,2,2,0.927400309705635,0.924489246014568,0.930311373396702
NH3,11,3,2,0.927398260660167,0.924592121911765,0.930204399408568
NH3,11,4,2,0.92739624970175,0.924625610673553,0.930166888729946
NH3,11,5,2,0.927394277982263,0.924587985298889,0.930200570665637
NH3,11,6,2,0.927392332721812,0.924480949173899,0.930303716269726
NH3,11,7,2,0.927390398245302,0.924309323472639,0.930471473017965
NH3,11,1,3,0.926599033464214,0.923473288097875,0.929724778830553
NH3,11,2,3,0.926596939843657,0.923638105106452,0.929555774580863
NH3,11,3,3,0.926594868123969,0.923739199779651,0.929450536468286
NH3,11,4,3,0.926592834912793,0.923772040135244,0.929413629690342
NH3,11,5,3,0.926590841374756,0.923735016378445,0.929446666371067
NH3,11,6,3,0.926588874588544,0.923629714745587,0.929548034431501
NH3,11,7,3,0.926586918705604,0.923460657438013,0.929713179973196
NH3,11,1,4,0.928041897833928,0.925218870815873,0.930864924851982
NH3,11,2,4,0.928039845368286,0.925402839922465,0.930676850814107
NH3,11,3,4,0.928037814373,0.925517132966436,0.930558495779565
NH3,11,4,4,0.928035821129254,0.925554737401124,0.930516904857384
NH3,11,5,4,0.92803386677878,0.925513047096435,0.930554686461124
NH3,11,6,4,0.928031938654262,0.925394643464096,0.930669233844429
NH3,11,7,4,0.928030021218688,0.925206528262752,0.930853514174624
NH3,11,1,5,0.936515163228701,0.93325377085685,0.939776555600551
NH3,11,2,5,0.936513352446561,0.933411554816908,0.939615150076214
NH3,11,3,5,0.936511560606582,0.933508006689042,0.939515114524123
NH3,11,4,5,0.936509802072796,0.933539376914385,0.939480227231207
NH3,11,5,5,0.936508077852491,0.933504359170471,0.939511796534511
NH3,11,6,5,0.936506376769964,0.93340423832633,0.939608515213599
NH3,11,7,5,0.936504685117728,0.933242754456218,0.939766615779238
NH3,11,1,6,0.95588278355805,0.952980233012685,0.958785334103415
NH3,11,2,6,0.955881525199807,0.953159551316845,0.95860349908277
NH3,11,3,6,0.955880280004952,0.953270834746824,0.95848972526308
NH3,11,4,6,0.95587905795541,0.953307838109847,0.958450277800973
NH3,11,5,6,0.955877859751174,0.953268271347991,0.958487448154357
NH3,11,6,6,0.955876677625963,0.953154404662639,0.958598950589288
NH3,11,7,6,0.9558755020541,0.952972472445572,0.958778531662629
NH3,11,1,7,0.984147057861014,0.981123388249496,0.987170727472531
NH3,11,2,7,0.984146605686511,0.981295823159238,0.986997388213783
NH3,11,3,7,0.984146158242098,0.981402608666584,0.986889707817612
NH3,11,4,7,0.98414571911465,0.981438493416604,0.986852944812696
NH3,11,5,7,0.984145288555699,0.981401588478635,0.986888988632762
NH3,11,6,7,0.984144863774535,0.981293768013887,0.986995959535183
NH3,11,7,7,0.98414444134823,0.981120272682965,0.987168610013495
NH3,11,1,8,1.01727898538466,1.01408338792421,1.02047458284511
NH3,11,2,8,1.01727947823429,1.01424694015114,1.02031201631744
NH3,11,3,8,1.01727996592833,1.01434799545727,1.0202119363994
NH3,11,4,8,1.01728044455727,1.01438242509708,1.02017846401746
NH3,11,5,8,1.01728091384693,1.0143487825382,1.02021304515565
NH3,11,6,8,1.01728137683906,1.01424850555191,1.02031424812621
NH3,11,7,8,1.01728183726451,1.01408571237378,1.02047796215523
NH3,11,1,9,1.05163567328725,1.04882221251711,1.05444913405738
NH3,11,2,9,1.05163714609492,1.04901038485611,1.05426390733374
NH3,11,3,9,1.05163860349591,1.04912864162489,1.05414856536693
NH3,11,4,9,1.05164003380716,1.04916984204959,1.05411022556472
NH3,11,5,9,1.05164143620938,1.04913133665062,1.05415153576814
NH3,11,6,9,1.05164281979239,1.04901576993483,1.05426986964995
NH3,11,7,9,1.05164419570523,1.04883027057612,1.05445812083435
NH3,11,1,10,1.08417586721623,1.08093852750004,1.08741320693241
NH3,11,2,10,1.08417826816998,1.08110177213503,1.08725476420492
NH3,11,3,10,1.08418064400792,1.08120322790848,1.08715806010736
NH3,11,4,10,1.08418297568449,1.08123898392923,1.08712696743975
