Pollutant,sector,wday,hour,coeff,coeff_l,coeff_u
SOx,1,1,0,0.96172912373415,0.960301229077705,0.963157018390595
SOx,1,2,0,0.961997888091277,0.960606055349004,0.96338972083355
SOx,1,3,0,0.961869556858697,0.960539710294963,0.963199403422431
SOx,1,4,0,0.961953303966214,0.960667075460769,0.963239532471659
SOx,1,5,0,0.961454519809055,0.960110198312727,0.962798841305384
SOx,1,6,0,0.960159037768856,0.958699856872537,0.961618218665174
SOx,1,7,0,0.959655716943919,0.958150463032467,0.961160970855371
SOx,1,1,1,0.948892932374571,0.947536810796703,0.950249053952438
SOx,1,2,1,0.949251841276462,0.947932683354928,0.950570999197996
SOx,1,3,1,0.949080467280832,0.947827415718745,0.950333518842919
SOx,1,4,1,0.949192303473387,0.947985282161845,0.950399324784929
SOx,1,5,1,0.948526225292336,0.94725953468542,0.949792915899253
SOx,1,6,1,0.946796233855085,0.945413244376632,0.948179223333537
SOx,1,7,1,0.946124097391351,0.944694505018919,0.947553689763784
SOx,1,1,2,0.943219025737007,0.941689492359217,0.944748559114796
SOx,1,2,2,0.943617780705114,0.942123263885711,0.945112297524518
SOx,1,3,2,0.943427380768524,0.94198971629469,0.944865045242359
SOx,1,4,2,0.943551633015154,0.942154685718736,0.944948580311572
SOx,1,5,2,0.942811606834576,0.941358293866456,0.944264919802695
SOx,1,6,2,0.940889551748306,0.93932271808657,0.942456385410043
SOx,1,7,2,0.940142794694504,0.938530395566023,0.941755193822984
SOx,1,1,3,0.94058462257427,0.939038500185371,0.942130744963169
SOx,1,2,3,0.941001878129287,0.939490624178672,0.942513132079901
SOx,1,3,3,0.94080264442044,0.939347471761316,0.942257817079564
SOx,1,4,3,0.940932661459163,0.939517780601723,0.942347542316604
SOx,1,5,3,0.940158301114088,0.938687289389971,0.941629312838206
SOx,1,6,3,0.938147070594253,0.936562689923181,0.939731451265325
SOx,1,7,3,0.937365667091179,0.935735780206338,0.938995553976021
SOx,1,1,4,0.941291727579733,0.939861389195462,0.942722065964005
SOx,1,2,4,0.94170401735814,0.940309712740336,0.943098321975944
SOx,1,3,4,0.941507154738376,0.940174703816059,0.942839605660693
SOx,1,4,4,0.941635624438635,0.940346715240087,0.942924533637183
SOx,1,5,4,0.940870479789896,0.939523525587416,0.942217433992375
SOx,1,6,4,0.938883185012445,0.937421412631213,0.940344957393676
SOx,1,7,4,0.938111081026639,0.936603250993164,0.939618911060113
SOx,1,1,5,0.950757863041114,0.94915833682256,0.952357389259668
SOx,1,2,5,0.951103675120027,0.949538578639646,0.952668771600408
SOx,1,3,5,0.950938554674733,0.949427169034923,0.952449940314543
SOx,1,4,5,0.951046309890726,0.949573925697332,0.952518694084119
SOx,1,5,5,0.950404537342611,0.948876700778418,0.951932373906804
SOx,1,6,5,0.948737674435993,0.947096845896971,0.950378502975016
SOx,1,7,5,0.948090064675934,0.946403880694447,0.949776248657422
SOx,1,1,6,0.97264511078856,0.97118464648403,0.974105575093091
SOx,1,2,6,0.972837215593324,0.971412450851743,0.974261980334905
SOx,1,3,6,0.972745488227972,0.971380982605687,0.974109993850256
SOx,1,4,6,0.972805348180799,0.971483471588365,0.974127224773232
SOx,1,5,6,0.972448832033514,0.971069474226439,0.97382818984059
SOx,1,6,6,0.971522859828465,0.970029153415675,0.973016566241254
SOx,1,7,6,0.971163101005377,0.969623512915311,0.972702689095443
SOx,1,1,7,0.999198103720159,0.997690934350605,1.00070527308971
SOx,1,2,7,0.99920373518615,0.997731791508522,1.00067567886378
SOx,1,3,7,0.999201046239671,0.997787022270489,1.00061507020885
SOx,1,4,7,0.999202801007278,0.997830087562001,1.00057551445256
SOx,1,5,7,0.999192349896692,0.997762934752167,1.00062176504122
SOx,1,6,7,0.999165205437772,0.99762203718945,1.00070837368609
SOx,1,7,7,0.999154659269603,0.997565835767461,1.00074348277174
SOx,1,1,8,1.01880226444901,1.01722841918237,1.02037610971566
SOx,1,2,8,1.0186702220447,1.01713101042713,1.02020943366227
SOx,1,3,8,1.01873327045141,1.01724888898435,1.02021765191848
SOx,1,4,8,1.01869212597248,1.01724735195246,1.02013689999249
SOx,1,5,8,1.01893717579994,1.01743663733983,1.02043771426006
SOx,1,6,8,1.01957363877873,1.01795994762207,1.02118732993538
SOx,1,7,8,1.01982091744534,1.0181618057364,1.02148002915428
SOx,1,1,9,1.02643885598675,1.02501217613869,1.0278655358348
SOx,1,2,9,1.02625318419593,1.02486258031402,1.02764378807783
SOx,1,3,9,1.02634183988683,1.02501328822247,1.02767039155119
SOx,1,4,9,1.02628398446435,1.02499908893765,1.02756887999106
SOx,1,5,9,1.02662856195477,1.02528554945235,1.02797157445718
SOx,1,6,9,1.0275235261269,1.02606563355318,1.02898141870063
SOx,1,7,9,1.02787123770563,1.02636726441742,1.02937521099384
SOx,1,1,10,1.02731887094206,1.0257286333065,1.02890910857762
SOx,1,2,10,1.0271270190823,1.02557128347266,1.02868275469195
SOx,1,3,10,1.02721862566994,1.02571700148032,1.02872024985956
SOx,1,4,10,1.02715884453491,1.0256964379841,1.02862125108572
SOx,1,5,10,1.02751489125625,1.02599692239235,1.02903286012015
SOx,1,6,10,1.02843964423076,1.0268086295173,1.03007065894422
SOx,1,7,10,1.02879892935826,1.02712253718867,1.03047532152786
SOx,1,1,11,1.02703445781859,1.02555097682238,1.02851793881479
SOx,1,2,11,1.02684460330296,1.02539658186695,1.02829262473898
SOx,1,3,11,1.02693525618663,1.02554632166559,1.02832419070767
SOx,1,4,11,1.02687609742502,1.02552912819947,1.02822306665058
SOx,1,5,11,1.02722843739141,1.02582438478524,1.02863248999759
SOx,1,6,11,1.02814356288599,1.0266254744313,1.02966165134067
SOx,1,7,11,1.02849910754392,1.02693525578355,1.0300629593043
SOx,1,1,12,1.02721628412668,1.02573280313047,1.02869976512289
SOx,1,2,12,1.02702515270194,1.02557713126593,1.02847317413796
SOx,1,3,12,1.02711641529191,1.02572748077087,1.02850534981295
SOx,1,4,12,1.02705685864478,1.02570988941923,1.02840382787034
SOx,1,5,12,1.02741156835262,1.02600751574645,1.0288156209588
SOx,1,6,12,1.02833284872891,1.02681476027423,1.0298509371836
SOx,1,7,12,1.02869078468217,1.0271269329218,1.03025463644254
SOx,1,1,13,1.02760795807182,1.02601772043625,1.02919819570738
SOx,1,2,13,1.02741407604384,1.0258583404342,1.02896981165349
SOx,1,3,13,1.02750665200849,1.02600502781887,1.02900827619811
SOx,1,4,13,1.02744623827203,1.02598383172122,1.02890864482284
SOx,1,5,13,1.02780605266463,1.02628808380073,1.02932402152852
SOx,1,6,13,1.02874059133576,1.0271095766223,1.03037160604922
SOx,1,7,13,1.02910367840319,1.0274272862336,1.03078007057279
SOx,1,1,14,1.02827611437281,1.02684943452476,1.02970279422086
SOx,1,2,14,1.02807754009276,1.02668693621085,1.02946814397467
SOx,1,3,14,1.02817235654234,1.02684380487798,1.02950090820671
SOx,1,4,14,1.0281104806978,1.02682558517109,1.0293953762245
SOx,1,5,14,1.02847900316844,1.02713599066603,1.02982201567085
SOx,1,6,14,1.02943615915521,1.02797826658148,1.03089405172893
SOx,1,7,14,1.0298080335046,1.02830406021639,1.03131200679281
SOx,1,1,15,1.02998917071259,1.02841532544594,1.03156301597924
SOx,1,2,15,1.02977856617531,1.02823935455774,1.03131777779288
SOx,1,3,15,1.02987912690496,1.02839474543789,1.03136350837202
SOx,1,4,15,1.02981350242626,1.02836872840625,1.03125827644628
SOx,1,5,15,1.03020435115243,1.02870381269232,1.03170488961254
SOx,1,6,15,1.03121949467276,1.02960580351611,1.03283318582942
SOx,1,7,15,1.03161389834508,1.02995478663614,1.03327301005402
SOx,1,1,16,1.03343942375126,1.03193225438171,1.03494659312081
SOx,1,2,16,1.03320458916935,1.03173264549172,1.03467653284698
SOx,1,3,16,1.03331671940742,1.03190269543824,1.0347307433766
SOx,1,4,16,1.03324354483475,1.03187083138948,1.03461625828003
SOx,1,5,16,1.03367936069316,1.03224994554863,1.03510877583768
SOx,1,6,16,1.0348112964399,1.03326812819158,1.03635446468822
SOx,1,7,16,1.03525107624089,1.03366225273875,1.03683989974303
SOx,1,1,17,1.03740699752962,1.03594653322509,1.03886746183415
SOx,1,2,17,1.03714429992183,1.03571953518024,1.03856906466341
SOx,1,3,17,1.0372697343662,1.03590522874391,1.03863423998848
SOx,1,4,17,1.0371878776608,1.03586600106836,1.03850975425323
SOx,1,5,17,1.0376754028903,1.03629604508322,1.03905476069737
SOx,1,6,17,1.03894164234457,1.03744793593178,1.04043534875736
SOx,1,7,17,1.0394336018368,1.03789401374673,1.04097318992687
SOx,1,1,18,1.03943831609848,1.03783878987992,1.04103784231703
SOx,1,2,18,1.03916135317767,1.03759625669729,1.04072644965805
SOx,1,3,18,1.03929359911008,1.03778221347027,1.04080498474989
SOx,1,4,18,1.03920729732604,1.03773491313264,1.04067968151943
SOx,1,5,18,1.03972129672125,1.03819346015706,1.04124913328544
SOx,1,6,18,1.04105629699264,1.03941546845362,1.04269712553166
SOx,1,7,18,1.04157497144511,1.03988878746362,1.0432611554266
SOx,1,1,19,1.03701916787838,1.03558882949411,1.03844950626265
SOx,1,2,19,1.03675919387655,1.03536488925875,1.03815349849436
SOx,1,3,19,1.03688332783706,1.03555087691474,1.03821577875938
SOx,1,4,19,1.03680231980863,1.03551341061008,1.03809122900718
SOx,1,5,19,1.03728479045604,1.03593783625356,1.03863174465852
SOx,1,6,19,1.03853790174611,1.03707612936488,1.03999967412734
SOx,1,7,19,1.03902476068254,1.03751693064907,1.04053259071601
SOx,1,1,20,1.02752006636268,1.02597394397378,1.02906618875158
SOx,1,2,20,1.0273268015706,1.02581554761999,1.02883805552122
SOx,1,3,20,1.02741908281372,1.0259639101546,1.02887425547284
SOx,1,4,20,1.02735886140827,1.02594398055083,1.02877374226571
SOx,1,5,20,1.02771753030862,1.0262465185845,1.02918854203274
SOx,1,6,20,1.02864909381582,1.02706471314475,1.03023347448689
SOx,1,7,20,1.02901102497224,1.0273811380874,1.03064091185708
SOx,1,1,21,1.00861646639659,1.0070869330188,1.01014599977437
SOx,1,2,21,1.00855595565636,1.00706143883696,1.01005047247577
SOx,1,3,21,1.00858484869099,1.00714718421716,1.01002251316483
SOx,1,4,21,1.00856599351421,1.00716904621779,1.00996294081062
SOx,1,5,21,1.00867829188175,1.00722497891363,1.01013160484987
SOx,1,6,21,1.00896996216882,1.00740312850708,1.01053679583056
SOx,1,7,21,1.00908328194087,1.00747088281239,1.01069568106936
SOx,1,1,22,0.983827952218988,0.98247183064112,0.985184073796855
SOx,1,2,22,0.983941523436827,0.982622365515293,0.985260681358361
SOx,1,3,22,0.983887294764071,0.982634243201984,0.985140346326158
SOx,1,4,22,0.983922683612105,0.982715662300563,0.985129704923647
SOx,1,5,22,0.98371191338657,0.982445222779653,0.984978603993487
SOx,1,6,22,0.983164484127098,0.981781494648646,0.984547473605551
SOx,1,7,22,0.982951796850917,0.981522204478485,0.984381389223349
SOx,1,1,23,0.96172912373415,0.960301229077705,0.963157018390595
SOx,1,2,23,0.961997888091277,0.960606055349004,0.96338972083355
SOx,1,3,23,0.961869556858697,0.960539710294963,0.963199403422431
SOx,1,4,23,0.961953303966214,0.960667075460769,0.963239532471659
SOx,1,5,23,0.961454519809055,0.960110198312727,0.962798841305384
SOx,1,6,23,0.960159037768856,0.958699856872537,0.961618218665174
SOx,1,7,23,0.959655716943919,0.958150463032467,0.961160970855371
SOx,2,1,0,0.777529931547742,0.774655992769287,0.780403870326197
SOx,2,2,0,0.774891409147459,0.772051284284963,0.777731534009954
SOx,2,3,0,0.774508440823753,0.771796039528688,0.777220842118818
SOx,2,4,0,0.774687408251105,0.772051717028078,0.777323099474131
