Pollutant,sector,wday,hour,coeff,coeff_l,coeff_u
CH4,1,1,0,0.975679806854488,0.974434254868948,0.976925358840027
CH4,1,2,0,0.975580538553458,0.974358123423471,0.976802953683445
CH4,1,3,0,0.975398436386829,0.974224807800461,0.976572064973197
CH4,1,4,0,0.975257083284554,0.974109985426725,0.976404181142383
CH4,1,5,0,0.974981116194352,0.973787579161705,0.976174653226998
CH4,1,6,0,0.974529290271401,0.973254250647291,0.97580432989551
CH4,1,7,0,0.974243152143716,0.972924022283329,0.975562282004103
CH4,1,1,1,0.964769177778537,0.963585679364375,0.965952676192699
CH4,1,2,1,0.964625375307691,0.963466783705849,0.965783966909532
CH4,1,3,1,0.964361577688146,0.963255609838152,0.965467545538139
CH4,1,4,1,0.964156810152506,0.963079862239535,0.965233758065476
CH4,1,5,1,0.963757037525877,0.962632308969317,0.964881766082437
CH4,1,6,1,0.963102511524735,0.961894043006742,0.964310980042728
CH4,1,7,1,0.962688004886283,0.961434594257127,0.963941415515439
CH4,1,1,2,0.959215483080758,0.957881702502101,0.960549263659415
CH4,1,2,2,0.959049011964404,0.957736102528239,0.960361921400569
CH4,1,3,2,0.95874362997786,0.957474665388969,0.96001259456675
CH4,1,4,2,0.958506583423302,0.95726103767187,0.959752129174734
CH4,1,5,2,0.958043791685088,0.956753301450316,0.95933428191986
CH4,1,6,2,0.9572860879165,0.95591665824166,0.958655517591339
CH4,1,7,2,0.956806239535363,0.955393669197924,0.958218809872802
CH4,1,1,3,0.958430727822621,0.957082263169317,0.959779192475925
CH4,1,2,3,0.958261053552381,0.956933107898053,0.959588999206709
CH4,1,3,3,0.957949795558523,0.956665048874612,0.959234542242435
CH4,1,4,3,0.957708187872827,0.956446382975084,0.95896999277057
CH4,1,5,3,0.957236491327656,0.955929951283702,0.958543031371609
CH4,1,6,3,0.956464208202453,0.955079095006129,0.957849321398778
CH4,1,7,3,0.955975126818976,0.954547004981829,0.957403248656122
CH4,1,1,4,0.962240341206347,0.960992108325606,0.963488574087089
CH4,1,2,4,0.962086216724133,0.960861047750223,0.963311385698044
CH4,1,3,4,0.961803483949917,0.960626944436797,0.962980023463038
CH4,1,4,4,0.961584018385668,0.960433908172249,0.962734128599087
CH4,1,5,4,0.961155550441274,0.959959053103367,0.962352047779182
CH4,1,6,4,0.960454043155428,0.95917613113549,0.961731955175367
CH4,1,7,4,0.960009783605161,0.958687814482379,0.961331752727944
CH4,1,1,5,0.970947714191931,0.969553256536364,0.972342171847498
CH4,1,2,5,0.970829130797633,0.969454130122676,0.97220413147259
CH4,1,3,5,0.970611596168713,0.969277555222966,0.97194563711446
CH4,1,4,5,0.9704427393384,0.969130211052095,0.971755267624704
CH4,1,5,5,0.970113076052824,0.968756405560719,0.971469746544929
CH4,1,6,5,0.969573336266609,0.968139142349387,0.971007530183831
CH4,1,7,5,0.969231522917663,0.967754691156436,0.97070835467889
CH4,1,1,6,0.984285006429778,0.983010693157144,0.985559319702412
CH4,1,2,6,0.984220862173066,0.982968917219048,0.985472807127084
CH4,1,3,6,0.984103193108492,0.982898383868502,0.985308002348481
CH4,1,4,6,0.984011854890901,0.982832512105415,0.985191197676386
CH4,1,5,6,0.983833533073217,0.982608286464618,0.985058779681816
CH4,1,6,6,0.9835415764497,0.982235735754164,0.984847417145237
CH4,1,7,6,0.983356682406719,0.982007092257986,0.984706272555452
CH4,1,1,7,0.998638954342954,0.997324365852001,0.999953542833908
CH4,1,2,7,0.998633398931071,0.997340151978698,0.999926645883444
CH4,1,3,7,0.998623207837541,0.99737490478998,0.999871510885101
CH4,1,4,7,0.998615297208509,0.997391052870944,0.999839541546073
CH4,1,5,7,0.998599853095571,0.997330374887103,0.999869331304039
CH4,1,6,7,0.998574567288567,0.997225646559771,0.999923488017364
CH4,1,7,7,0.998558553967716,0.997166309442662,0.999950798492771
CH4,1,1,8,1.00927821001073,1.0079059757604,1.01065044426105
CH4,1,2,8,1.00931608109747,1.00796380945899,1.01066835273596
CH4,1,3,8,1.00938555349579,1.00807530580888,1.0106958011827
CH4,1,4,8,1.00943948003169,1.00815142367181,1.01072753639156
CH4,1,5,8,1.00954476211574,1.00821228849126,1.01087723574021
CH4,1,6,8,1.00971713475178,1.00830664834718,1.01112762115638
CH4,1,7,8,1.00982629711019,1.0083730015464,1.01127959267397
CH4,1,1,9,1.01416617174009,1.01292108662132,1.01541125685887
CH4,1,2,9,1.01422399413452,1.01300205860327,1.01544592966578
CH4,1,3,9,1.01433006609502,1.01315694453198,1.01550318765807
CH4,1,4,9,1.0144124022965,1.01326582917368,1.01555897541932
CH4,1,5,9,1.01457314925978,1.01338012785117,1.01576617066838
CH4,1,6,9,1.01483633152905,1.01356179215021,1.01611087090789
CH4,1,7,9,1.01500300297915,1.01368436756451,1.01632163839378
CH4,1,1,10,1.01544490440587,1.01405852798826,1.01683128082348
CH4,1,2,10,1.01550794623333,1.01414120908005,1.0168746833866
CH4,1,3,10,1.01562359295286,1.01429819879801,1.01694898710771
CH4,1,4,10,1.01571336136626,1.01440972418023,1.01701699855228
CH4,1,5,10,1.01588861841713,1.01454074139279,1.01723649544146
CH4,1,6,10,1.01617555726446,1.0147499826103,1.01760113191862
CH4,1,7,10,1.01635727358565,1.01488900044134,1.01782554672996
CH4,1,1,11,1.01547307252858,1.01417893633199,1.01676720872517
CH4,1,2,11,1.01553622933052,1.01426394916096,1.01680850950008
CH4,1,3,11,1.01565208696434,1.0144258470233,1.01687832690537
CH4,1,4,11,1.01574201909566,1.01454054129524,1.01694349689607
CH4,1,5,11,1.015917595777,1.014670554935,1.017164636619
CH4,1,6,11,1.01620505793794,1.01487800660378,1.01753210927211
CH4,1,7,11,1.0163871056699,1.01501652160745,1.01775768973235
CH4,1,1,12,1.01547482605437,1.01418068985778,1.01676896225096
CH4,1,2,12,1.01553799001372,1.01426570984416,1.01681027018327
CH4,1,3,12,1.0156538607774,1.01442762083636,1.01688010071844
CH4,1,4,12,1.01574380310051,1.0145423253001,1.01694528090092
CH4,1,5,12,1.01591939967954,1.01467235883754,1.01716644052153
CH4,1,6,12,1.01620689441787,1.0148798430837,1.01753394575203
CH4,1,7,12,1.01638896278085,1.0150183787184,1.0177595468433
CH4,1,1,13,1.01613163000063,1.01474525358302,1.01751800641824
CH4,1,2,13,1.01619747485201,1.01483073769873,1.01756421200528
CH4,1,3,13,1.01631826356272,1.01499286940787,1.01764365771757
CH4,1,4,13,1.01641202334216,1.01510838615614,1.01771566052818
CH4,1,5,13,1.01659507283379,1.01524719580945,1.01794294985812
CH4,1,6,13,1.01689476982098,1.01546919516683,1.01832034447514
CH4,1,7,13,1.01708456578096,1.01561629263665,1.01855283892527
CH4,1,1,14,1.01785103337336,1.01660594825458,1.01909611849213
CH4,1,2,14,1.01792389635368,1.01670196082243,1.01914583188493
CH4,1,3,14,1.01805755943088,1.01688443786784,1.01923068099392
CH4,1,4,14,1.0181613126754,1.01701473955257,1.01930788579822
CH4,1,5,14,1.01836387265128,1.01717085124268,1.01955689405989
CH4,1,6,14,1.01869551309432,1.01742097371548,1.01997005247316
CH4,1,7,14,1.01890553861657,1.01758690320194,1.02022417403121
CH4,1,1,15,1.020473170938,1.01910093668768,1.02184540518832
CH4,1,2,15,1.02055673675853,1.01920446512005,1.02190900839701
CH4,1,3,15,1.02071003359969,1.01939978591278,1.0220202812866
CH4,1,4,15,1.02082902715407,1.01954097079419,1.02211708351394
CH4,1,5,15,1.02106134115656,1.01972886753208,1.02239381478103
CH4,1,6,15,1.02144169625076,1.02003120984616,1.02285218265536
CH4,1,7,15,1.02168257241341,1.02022927684963,1.0231358679772
CH4,1,1,16,1.02371564646223,1.02240105797128,1.02503023495318
CH4,1,2,16,1.02381244717093,1.02251920021855,1.0251056941233
CH4,1,3,16,1.02399002267693,1.02274171962936,1.02523832572449
CH4,1,4,16,1.02412786205097,1.02290361771341,1.02535210638854
CH4,1,5,16,1.02439696920433,1.02312749099586,1.0256664474128
CH4,1,6,16,1.02483756372539,1.0234886429966,1.02618648445419
CH4,1,7,16,1.02511658908654,1.02372434456148,1.02650883361159
CH4,1,1,17,1.0267022184553,1.02542790518267,1.02797653172793
CH4,1,2,17,1.02681120952473,1.02555926457072,1.02806315447875
CH4,1,3,17,1.02701114756821,1.02580633832822,1.0282159568082
CH4,1,4,17,1.02716634540705,1.02598700262156,1.02834568819253
CH4,1,5,17,1.02746934191226,1.02624409530366,1.02869458852086
CH4,1,6,17,1.02796542162783,1.0266595809323,1.02927126232337
CH4,1,7,17,1.02827958536609,1.02692999521736,1.02962917551483
CH4,1,1,18,1.02817339313676,1.02677893548119,1.02956785079232
CH4,1,2,18,1.02828838913429,1.02691338845933,1.02966338980925
CH4,1,3,18,1.02849934288374,1.027165301938,1.02983338382949
CH4,1,4,18,1.02866309144025,1.02735056315394,1.02997561972655
CH4,1,5,18,1.02898278171896,1.02762611122686,1.03033945221107
CH4,1,6,18,1.0295061932429,1.02807199932567,1.03094038716012
CH4,1,7,18,1.02983766602004,1.02836083425882,1.03131449778127
CH4,1,1,19,1.02673748004003,1.02548924715929,1.02798571292077
CH4,1,2,19,1.0268466150375,1.02562144606359,1.02807178401141
CH4,1,3,19,1.02704681710894,1.02587027759581,1.02822335662206
CH4,1,4,19,1.02720221989411,1.02605210968069,1.02835233010752
CH4,1,5,19,1.02750561652101,1.0263091191831,1.02870211385892
CH4,1,6,19,1.0280023513341,1.02672443931416,1.02928026335404
CH4,1,7,19,1.02831692994093,1.02699496081815,1.02963889906372
CH4,1,1,20,1.0206408918707,1.0192924272174,1.02198935652401
CH4,1,2,20,1.02072514228169,1.01939719662736,1.02205308793602
CH4,1,3,20,1.02087969496588,1.01959494828197,1.0221644416498
CH4,1,4,20,1.02099966334287,1.01973785844513,1.02226146824061
CH4,1,5,20,1.02123388051519,1.01992734047123,1.02254042055914
CH4,1,6,20,1.02161735156594,1.02023223836962,1.02300246476226
CH4,1,7,20,1.02186020104161,1.02043207920446,1.02328832287876
CH4,1,1,21,1.00826545093977,1.00693167036111,1.00959923151843
CH4,1,2,21,1.00829918822414,1.00698627878797,1.0096120976603
CH4,1,3,21,1.00836107739234,1.00709211280345,1.00963004198123
CH4,1,4,21,1.00840911760012,1.00716357184869,1.00965466335156
CH4,1,5,21,1.00850290766303,1.00721241742826,1.00979339789781
CH4,1,6,21,1.00865646503723,1.00728703536239,1.01002589471207
CH4,1,7,21,1.0087537118248,1.00734114148736,1.01016628216224
CH4,1,1,22,0.991584881481675,0.990401383067513,0.992768379895837
CH4,1,2,22,0.991550533295652,0.990391941693811,0.992709124897493
CH4,1,3,22,0.991487523462405,0.990381555612412,0.992593491312399
CH4,1,4,22,0.99143861336118,0.990361665448209,0.99251556127415
CH4,1,5,22,0.991343124984203,0.990218396427643,0.992467853540764
CH4,1,6,22,0.991186787052652,0.989978318534659,0.992395255570645
CH4,1,7,22,0.99108777935799,0.989834368728834,0.992341189987147
CH4,1,1,23,0.975679806854488,0.974434254868948,0.976925358840027
CH4,1,2,23,0.975580538553458,0.974358123423471,0.976802953683445
CH4,1,3,23,0.975398436386829,0.974224807800461,0.976572064973197
CH4,1,4,23,0.975257083284554,0.974109985426725,0.976404181142383
CH4,1,5,23,0.974981116194352,0.973787579161705,0.976174653226998
CH4,1,6,23,0.974529290271401,0.973254250647291,0.97580432989551
CH4,1,7,23,0.974243152143716,0.972924022283329,0.975562282004103
CH4,10,1,0,0.671195338522644,0.670659751241773,0.671730925803514
CH4,10,2,0,0.670932180008231,0.670431817898582,0.671432542117879
CH4,10,3,0,0.670668599398489,0.670189631082768,0.67114756771421
CH4,10,4,0,0.670404592127282,0.66993256890322,0.670876615351345
CH4,10,5,0,0.670140155989253,0.669660419123527,0.670619892854979
CH4,10,6,0,0.669875293062793,0.669373323910007,0.670377262215578
CH4,10,7,0,0.66961000541378,0.6690718357965,0.670148175031061
CH4,10,1,1,0.67018075502585,0.669682804860957,0.670678705190742
CH4,10,2,1,0.669916784490449,0.669457001301336,0.670376567679563
CH4,10,3,1,0.669652390557273,0.669216057488677,0.670088723625869
CH4,10,4,1,0.669387568646094,0.668958943832047,0.66981619346014
CH4,10,5,1,0.669122316544749,0.668685283338438,0.66955934975106
CH4,10,6,1,0.668856636338045,0.668395376435558,0.669317896240531
CH4,10,7,1,0.668590530098233,0.668090179064449,0.669090881132017
CH4,10,1,2,0.665058676177511,0.664471160354718,0.665646192000304
CH4,10,2,2,0.664790606190921,0.66423492936108,0.665346283020762
CH4,10,3,2,0.664522106231206,0.663985525610558,0.665058686851855
CH4,10,4,2,0.664253171647009,0.663722692729178,0.664783650564839
CH4,10,5,2,0.66398380019181,0.66344635857676,0.664521241806861
CH4,10,6,2,0.663713993982794,0.663156532452197,0.664271455513392
CH4,10,7,2,0.663443755124395,0.662853406591501,0.664034103657289
CH4,10,1,3,0.661079650339804,0.660483921859417,0.661675378820191
CH4,10,2,3,0.660808395743472,0.660244028947256,0.661372762539689
CH4,10,3,3,0.660536706066033,0.659991116932635,0.661082295199431
CH4,10,4,3,0.660264576600873,0.65972497280304,0.660804180398705
CH4,10,5,3,0.659992005074784,0.659445540491973,0.660538469657596
CH4,10,6,3,0.659718993630103,0.659152814223041,0.660285173037165
CH4,10,7,3,0.659445544396264,0.658846943608412,0.660044145184116
CH4,10,1,4,0.670013434571683,0.669476893625705,0.670549975517662
CH4,10,2,4,0.669749330121509,0.669247945708763,0.670250714534254
CH4,10,3,4,0.669484802058764,0.669004764167274,0.669964839950254
CH4,10,4,4,0.669219845800899,0.668746735561039,0.669692956040759
CH4,10,5,4,0.668954459134629,0.668473650976898,0.66943526729236
