Pollutant,sector,wday,hour,coeff,coeff_l,coeff_u
N2O,1,1,0,0.968409272218649,0.967180951302336,0.969637593134962
N2O,1,2,0,0.968391979109849,0.967187685605223,0.969596272614476
N2O,1,3,0,0.968212855783374,0.967059230001642,0.969366481565105
N2O,1,4,0,0.968099780709804,0.966976367433363,0.969223193986245
N2O,1,5,0,0.96774359595244,0.966572939693367,0.968914252211512
N2O,1,6,0,0.967065673355791,0.965810846430855,0.968320500280726
N2O,1,7,0,0.96667685450454,0.965381173161182,0.967972535847899
N2O,1,1,1,0.957126894864514,0.955960024277805,0.958293765451224
N2O,1,2,1,0.957103425659346,0.955961945763696,0.958244905554997
N2O,1,3,1,0.956860329860435,0.95577320926561,0.95794745045526
N2O,1,4,1,0.956706870923024,0.955652369129164,0.957761372716883
N2O,1,5,1,0.956223477610409,0.95512030832549,0.957326646895329
N2O,1,6,1,0.955303440346279,0.954114062755325,0.956492817937232
N2O,1,7,1,0.954775757932511,0.953544896820212,0.956006619044811
N2O,1,1,2,0.951565284446226,0.950249763891673,0.952880805000779
N2O,1,2,2,0.951538770754881,0.950245562409958,0.952831979099804
N2O,1,3,2,0.951264139938303,0.950016966555039,0.952511313321566
N2O,1,4,2,0.951090773909432,0.949870836584254,0.952310711234611
N2O,1,5,2,0.950544673562301,0.949279088699007,0.951810258425595
N2O,1,6,2,0.949505286677535,0.948157813952218,0.950852759402852
N2O,1,7,2,0.948909151932156,0.947521488971523,0.950296814892789
N2O,1,1,3,0.951095387800658,0.949765491784229,0.952425283817087
N2O,1,2,3,0.951068616882766,0.949760771878605,0.952376461886928
N2O,1,3,3,0.950791321694198,0.949528806388394,0.952053837000001
N2O,1,4,3,0.950616273728838,0.949380545220037,0.95185200223764
N2O,1,5,3,0.950064875307416,0.94878372203543,0.951346028579403
N2O,1,6,3,0.949015404655149,0.947652681101,0.950378128209299
N2O,1,7,3,0.948413486419273,0.947010659654533,0.949816313184013
N2O,1,1,4,0.955804759013436,0.954574059964711,0.957035458062161
N2O,1,2,4,0.955780566056689,0.954573844413351,0.956987287700028
N2O,1,3,4,0.955529973584281,0.954373784471656,0.956686162696906
N2O,1,4,4,0.955371782226342,0.954245718103723,0.956497846348961
N2O,1,5,4,0.954873481861235,0.953700224429927,0.956046739292543
N2O,1,6,4,0.953925072165311,0.952667715214414,0.955182429116208
N2O,1,7,4,0.953381116896218,0.952082927005006,0.954679306787431
N2O,1,1,5,0.966609425465497,0.965233895991252,0.967984954939741
N2O,1,2,5,0.966591147100962,0.965236875460437,0.967945418741486
N2O,1,3,5,0.9664018184212,0.965090733832888,0.967712903009512
N2O,1,4,5,0.966282301020456,0.964996644095345,0.967567957945567
N2O,1,5,5,0.965905823030739,0.96457538346898,0.967236262592498
N2O,1,6,5,0.965189276544419,0.963778178243483,0.966600374845354
N2O,1,7,5,0.964778305169433,0.96332734243376,0.966229267905106
N2O,1,1,6,0.98359027008804,0.982333760381449,0.984846779794632
N2O,1,2,6,0.983581287222982,0.982348224401514,0.98481435004445
N2O,1,3,6,0.983488242028558,0.982304278123752,0.984672205933365
N2O,1,4,6,0.983429505445157,0.982274741002277,0.984584269888036
N2O,1,5,6,0.983244486103166,0.982043043852459,0.984445928353873
